delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
843847-13128-1611711-164436-223444-358137-1100841-1065002,95461-12557-417740-15095-31628-322361-219462-434818,28343-7547-23366-3090-5844-41008-7935-41048,45577-9736-6840-40200-5655-57884-36646-7632,3688-1240-15786-4230-7430-25485-14968-34498,14051-5073-16904-5153-5849-6989-24369-27346,10622-1461-14210-6673-1549-7626-7419-21978,6242-1585-5799-4171-990-7121-5036-8253,easy
13128-1611711-164436-223444-358137-1100841-1065002-1113077,12557-417740-15095-31628-322361-219462-434818-176516,7547-23366-3090-5844-41008-7935-41048-27088,9736-6840-40200-5655-57884-36646-7632-13317,1240-15786-4230-7430-25485-14968-34498-18798,5073-16904-5153-5849-6989-24369-27346-39474,1461-14210-6673-1549-7626-7419-21978-9598,1585-5799-4171-990-7121-5036-8253-5989,easy
1611711-164436-223444-358137-1100841-1065002-1113077-1906347,417740-15095-31628-322361-219462-434818-176516-186659,23366-3090-5844-41008-7935-41048-27088-12978,6840-40200-5655-57884-36646-7632-13317-19610,15786-4230-7430-25485-14968-34498-18798-38974,16904-5153-5849-6989-24369-27346-39474-13736,14210-6673-1549-7626-7419-21978-9598-7326,5799-4171-990-7121-5036-8253-5989-3881,easy
164436-223444-358137-1100841-1065002-1113077-1906347-1624897,15095-31628-322361-219462-434818-176516-186659-201443,3090-5844-41008-7935-41048-27088-12978-55248,40200-5655-57884-36646-7632-13317-19610-17037,4230-7430-25485-14968-34498-18798-38974-16057,5153-5849-6989-24369-27346-39474-13736-17416,6673-1549-7626-7419-21978-9598-7326-9169,4171-990-7121-5036-8253-5989-3881-6704,easy
223444-358137-1100841-1065002-1113077-1906347-1624897-937233,31628-322361-219462-434818-176516-186659-201443-486287,5844-41008-7935-41048-27088-12978-55248-30004,5655-57884-36646-7632-13317-19610-17037-53502,7430-25485-14968-34498-18798-38974-16057-21706,5849-6989-24369-27346-39474-13736-17416-37652,1549-7626-7419-21978-9598-7326-9169-4544,990-7121-5036-8253-5989-3881-6704-5787,easy
358137-1100841-1065002-1113077-1906347-1624897-937233-301060,322361-219462-434818-176516-186659-201443-486287-76990,41008-7935-41048-27088-12978-55248-30004-10369,57884-36646-7632-13317-19610-17037-53502-5153,25485-14968-34498-18798-38974-16057-21706-9340,6989-24369-27346-39474-13736-17416-37652-5812,7626-7419-21978-9598-7326-9169-4544-3512,7121-5036-8253-5989-3881-6704-5787-1622,easy
1100841-1065002-1113077-1906347-1624897-937233-301060-40767,219462-434818-176516-186659-201443-486287-76990-26910,7935-41048-27088-12978-55248-30004-10369-2431,36646-7632-13317-19610-17037-53502-5153-1208,14968-34498-18798-38974-16057-21706-9340-765,24369-27346-39474-13736-17416-37652-5812-1169,7419-21978-9598-7326-9169-4544-3512-680,5036-8253-5989-3881-6704-5787-1622-511,easy
1065002-1113077-1906347-1624897-937233-301060-40767-779539,434818-176516-186659-201443-486287-76990-26910-125387,41048-27088-12978-55248-30004-10369-2431-35890,7632-13317-19610-17037-53502-5153-1208-19923,34498-18798-38974-16057-21706-9340-765-15714,27346-39474-13736-17416-37652-5812-1169-14470,21978-9598-7326-9169-4544-3512-680-12467,8253-5989-3881-6704-5787-1622-511-4203,hard
1113077-1906347-1624897-937233-301060-40767-779539-1126537,176516-186659-201443-486287-76990-26910-125387-60382,27088-12978-55248-30004-10369-2431-35890-3413,13317-19610-17037-53502-5153-1208-19923-10881,18798-38974-16057-21706-9340-765-15714-6302,39474-13736-17416-37652-5812-1169-14470-7194,9598-7326-9169-4544-3512-680-12467-3468,5989-3881-6704-5787-1622-511-4203-1733,easy
1906347-1624897-937233-301060-40767-779539-1126537-1116339,186659-201443-486287-76990-26910-125387-60382-27546,12978-55248-30004-10369-2431-35890-3413-25604,19610-17037-53502-5153-1208-19923-10881-2748,38974-16057-21706-9340-765-15714-6302-3299,13736-17416-37652-5812-1169-14470-7194-3924,7326-9169-4544-3512-680-12467-3468-2529,3881-6704-5787-1622-511-4203-1733-1739,hard
1624897-937233-301060-40767-779539-1126537-1116339-54560,201443-486287-76990-26910-125387-60382-27546-99157,55248-30004-10369-2431-35890-3413-25604-3180,17037-53502-5153-1208-19923-10881-2748-9624,16057-21706-9340-765-15714-6302-3299-4390,17416-37652-5812-1169-14470-7194-3924-6721,9169-4544-3512-680-12467-3468-2529-3566,6704-5787-1622-511-4203-1733-1739-2637,easy
937233-301060-40767-779539-1126537-1116339-54560-802098,486287-76990-26910-125387-60382-27546-99157-231701,30004-10369-2431-35890-3413-25604-3180-156410,53502-5153-1208-19923-10881-2748-9624-159851,21706-9340-765-15714-6302-3299-4390-24050,37652-5812-1169-14470-7194-3924-6721-42904,4544-3512-680-12467-3468-2529-3566-13449,5787-1622-511-4203-1733-1739-2637-8016,easy
301060-40767-779539-1126537-1116339-54560-802098-506623,76990-26910-125387-60382-27546-99157-231701-256914,10369-2431-35890-3413-25604-3180-156410-70138,5153-1208-19923-10881-2748-9624-159851-60806,9340-765-15714-6302-3299-4390-24050-7236,5812-1169-14470-7194-3924-6721-42904-24397,3512-680-12467-3468-2529-3566-13449-14531,1622-511-4203-1733-1739-2637-8016-8186,easy
40767-779539-1126537-1116339-54560-802098-506623-718025,26910-125387-60382-27546-99157-231701-256914-29437,2431-35890-3413-25604-3180-156410-70138-4332,1208-19923-10881-2748-9624-159851-60806-6294,765-15714-6302-3299-4390-24050-7236-5393,1169-14470-7194-3924-6721-42904-24397-6278,680-12467-3468-2529-3566-13449-14531-4986,511-4203-1733-1739-2637-8016-8186-5104,easy
779539-1126537-1116339-54560-802098-506623-718025-1628696,125387-60382-27546-99157-231701-256914-29437-107362,35890-3413-25604-3180-156410-70138-4332-15346,19923-10881-2748-9624-159851-60806-6294-26018,15714-6302-3299-4390-24050-7236-5393-18698,14470-7194-3924-6721-42904-24397-6278-27247,12467-3468-2529-3566-13449-14531-4986-24014,4203-1733-1739-2637-8016-8186-5104-12580,easy
1126537-1116339-54560-802098-506623-718025-1628696-854373,60382-27546-99157-231701-256914-29437-107362-77129,3413-25604-3180-156410-70138-4332-15346-23270,10881-2748-9624-159851-60806-6294-26018-11631,6302-3299-4390-24050-7236-5393-18698-7155,7194-3924-6721-42904-24397-6278-27247-3842,3468-2529-3566-13449-14531-4986-24014-4281,1733-1739-2637-8016-8186-5104-12580-2808,easy
1116339-54560-802098-506623-718025-1628696-854373-1252535,27546-99157-231701-256914-29437-107362-77129-295884,25604-3180-156410-70138-4332-15346-23270-212304,2748-9624-159851-60806-6294-26018-11631-44204,3299-4390-24050-7236-5393-18698-7155-6766,3924-6721-42904-24397-6278-27247-3842-29570,2529-3566-13449-14531-4986-24014-4281-18068,1739-2637-8016-8186-5104-12580-2808-16921,easy
54560-802098-506623-718025-1628696-854373-1252535-173251,99157-231701-256914-29437-107362-77129-295884-26781,3180-156410-70138-4332-15346-23270-212304-3636,9624-159851-60806-6294-26018-11631-44204-6751,4390-24050-7236-5393-18698-7155-6766-1524,6721-42904-24397-6278-27247-3842-29570-5091,3566-13449-14531-4986-24014-4281-18068-6135,2637-8016-8186-5104-12580-2808-16921-2878,easy
802098-506623-718025-1628696-854373-1252535-173251-1940334,231701-256914-29437-107362-77129-295884-26781-176637,156410-70138-4332-15346-23270-212304-3636-27279,159851-60806-6294-26018-11631-44204-6751-25943,24050-7236-5393-18698-7155-6766-1524-15023,42904-24397-6278-27247-3842-29570-5091-26206,13449-14531-4986-24014-4281-18068-6135-33700,8016-8186-5104-12580-2808-16921-2878-6124,easy
506623-718025-1628696-854373-1252535-173251-1940334-218686,256914-29437-107362-77129-295884-26781-176637-18019,70138-4332-15346-23270-212304-3636-27279-36963,60806-6294-26018-11631-44204-6751-25943-4486,7236-5393-18698-7155-6766-1524-15023-2604,24397-6278-27247-3842-29570-5091-26206-7676,14531-4986-24014-4281-18068-6135-33700-7330,8186-5104-12580-2808-16921-2878-6124-3252,easy
718025-1628696-854373-1252535-173251-1940334-218686-242807,29437-107362-77129-295884-26781-176637-18019-93696,4332-15346-23270-212304-3636-27279-36963-21984,6294-26018-11631-44204-6751-25943-4486-34396,5393-18698-7155-6766-1524-15023-2604-8088,6278-27247-3842-29570-5091-26206-7676-11617,4986-24014-4281-18068-6135-33700-7330-33285,5104-12580-2808-16921-2878-6124-3252-6186,easy
1628696-854373-1252535-173251-1940334-218686-242807-853041,107362-77129-295884-26781-176637-18019-93696-151096,15346-23270-212304-3636-27279-36963-21984-172253,26018-11631-44204-6751-25943-4486-34396-34788,18698-7155-6766-1524-15023-2604-8088-13757,27247-3842-29570-5091-26206-7676-11617-22028,24014-4281-18068-6135-33700-7330-33285-16073,12580-2808-16921-2878-6124-3252-6186-20364,easy
854373-1252535-173251-1940334-218686-242807-853041-344216,77129-295884-26781-176637-18019-93696-151096-45332,23270-212304-3636-27279-36963-21984-172253-9502,11631-44204-6751-25943-4486-34396-34788-965,7155-6766-1524-15023-2604-8088-13757-10070,3842-29570-5091-26206-7676-11617-22028-5966,4281-18068-6135-33700-7330-33285-16073-3801,2808-16921-2878-6124-3252-6186-20364-2991,easy
1252535-173251-1940334-218686-242807-853041-344216-105146,295884-26781-176637-18019-93696-151096-45332-15458,212304-3636-27279-36963-21984-172253-9502-2475,44204-6751-25943-4486-34396-34788-965-1140,6766-1524-15023-2604-8088-13757-10070-3894,29570-5091-26206-7676-11617-22028-5966-2159,18068-6135-33700-7330-33285-16073-3801-1414,16921-2878-6124-3252-6186-20364-2991-200,easy
173251-1940334-218686-242807-853041-344216-105146-509046,26781-176637-18019-93696-151096-45332-15458-17156,3636-27279-36963-21984-172253-9502-2475-8829,6751-25943-4486-34396-34788-965-1140-4886,1524-15023-2604-8088-13757-10070-3894-3971,5091-26206-7676-11617-22028-5966-2159-5150,6135-33700-7330-33285-16073-3801-1414-1958,2878-6124-3252-6186-20364-2991-200-2422,easy
1940334-218686-242807-853041-344216-105146-509046-490887,176637-18019-93696-151096-45332-15458-17156-41364,27279-36963-21984-172253-9502-2475-8829-13112,25943-4486-34396-34788-965-1140-4886-17185,15023-2604-8088-13757-10070-3894-3971-20294,26206-7676-11617-22028-5966-2159-5150-6276,33700-7330-33285-16073-3801-1414-1958-8186,6124-3252-6186-20364-2991-200-2422-1345,easy
218686-242807-853041-344216-105146-509046-490887-101547,18019-93696-151096-45332-15458-17156-41364-6371,36963-21984-172253-9502-2475-8829-13112-963,4486-34396-34788-965-1140-4886-17185-5212,2604-8088-13757-10070-3894-3971-20294-1907,7676-11617-22028-5966-2159-5150-6276-1172,7330-33285-16073-3801-1414-1958-8186-1378,3252-6186-20364-2991-200-2422-1345-488,easy
242807-853041-344216-105146-509046-490887-101547-849322,93696-151096-45332-15458-17156-41364-6371-47246,21984-172253-9502-2475-8829-13112-963-14870,34396-34788-965-1140-4886-17185-5212-3609,8088-13757-10070-3894-3971-20294-1907-14541,11617-22028-5966-2159-5150-6276-1172-10245,33285-16073-3801-1414-1958-8186-1378-3073,6186-20364-2991-200-2422-1345-488-2493,easy
853041-344216-105146-509046-490887-101547-849322-153022,151096-45332-15458-17156-41364-6371-47246-87810,172253-9502-2475-8829-13112-963-14870-23074,34788-965-1140-4886-17185-5212-3609-4459,13757-10070-3894-3971-20294-1907-14541-9173,22028-5966-2159-5150-6276-1172-10245-8654,16073-3801-1414-1958-8186-1378-3073-3300,20364-2991-200-2422-1345-488-2493-3266,easy
344216-105146-509046-490887-101547-849322-153022-2514983,45332-15458-17156-41364-6371-47246-87810-211918,9502-2475-8829-13112-963-14870-23074-106705,965-1140-4886-17185-5212-3609-4459-27548,10070-3894-3971-20294-1907-14541-9173-71617,5966-2159-5150-6276-1172-10245-8654-51299,3801-1414-1958-8186-1378-3073-3300-25342,2991-200-2422-1345-488-2493-3266-31556,easy
105146-509046-490887-101547-849322-153022-2514983-350426,15458-17156-41364-6371-47246-87810-211918-26890,2475-8829-13112-963-14870-23074-106705-3932,1140-4886-17185-5212-3609-4459-27548-6745,3894-3971-20294-1907-14541-9173-71617-1113,2159-5150-6276-1172-10245-8654-51299-2222,1414-1958-8186-1378-3073-3300-25342-1628,200-2422-1345-488-2493-3266-31556-670,easy
509046-490887-101547-849322-153022-2514983-350426-1586676,17156-41364-6371-47246-87810-211918-26890-550055,8829-13112-963-14870-23074-106705-3932-31595,4886-17185-5212-3609-4459-27548-6745-75094,3971-20294-1907-14541-9173-71617-1113-78643,5150-6276-1172-10245-8654-51299-2222-35195,1958-8186-1378-3073-3300-25342-1628-21726,2422-1345-488-2493-3266-31556-670-6181,easy
490887-101547-849322-153022-2514983-350426-1586676-36840,41364-6371-47246-87810-211918-26890-550055-22062,13112-963-14870-23074-106705-3932-31595-3434,17185-5212-3609-4459-27548-6745-75094-3972,20294-1907-14541-9173-71617-1113-78643-4608,6276-1172-10245-8654-51299-2222-35195-4054,8186-1378-3073-3300-25342-1628-21726-1504,1345-488-2493-3266-31556-670-6181-604,easy
101547-849322-153022-2514983-350426-1586676-36840-277387,6371-47246-87810-211918-26890-550055-22062-75367,963-14870-23074-106705-3932-31595-3434-14447,5212-3609-4459-27548-6745-75094-3972-23752,1907-14541-9173-71617-1113-78643-4608-21498,1172-10245-8654-51299-2222-35195-4054-6395,1378-3073-3300-25342-1628-21726-1504-2192,488-2493-3266-31556-670-6181-604-3415,easy
849322-153022-2514983-350426-1586676-36840-277387-2063547,47246-87810-211918-26890-550055-22062-75367-215245,14870-23074-106705-3932-31595-3434-14447-111032,3609-4459-27548-6745-75094-3972-23752-59751,14541-9173-71617-1113-78643-4608-21498-67001,10245-8654-51299-2222-35195-4054-6395-27824,3073-3300-25342-1628-21726-1504-2192-30637,2493-3266-31556-670-6181-604-3415-8224,easy
153022-2514983-350426-1586676-36840-277387-2063547-752172,87810-211918-26890-550055-22062-75367-215245-477570,23074-106705-3932-31595-3434-14447-111032-213716,4459-27548-6745-75094-3972-23752-59751-17917,9173-71617-1113-78643-4608-21498-67001-58602,8654-51299-2222-35195-4054-6395-27824-23842,3300-25342-1628-21726-1504-2192-30637-11935,3266-31556-670-6181-604-3415-8224-7165,easy
2514983-350426-1586676-36840-277387-2063547-752172-878826,211918-26890-550055-22062-75367-215245-477570-264776,106705-3932-31595-3434-14447-111032-213716-3991,27548-6745-75094-3972-23752-59751-17917-8797,71617-1113-78643-4608-21498-67001-58602-9932,51299-2222-35195-4054-6395-27824-23842-8869,25342-1628-21726-1504-2192-30637-11935-2236,31556-670-6181-604-3415-8224-7165-2073,easy
350426-1586676-36840-277387-2063547-752172-878826-1995520,26890-550055-22062-75367-215245-477570-264776-315351,3932-31595-3434-14447-111032-213716-3991-110021,6745-75094-3972-23752-59751-17917-8797-33237,1113-78643-4608-21498-67001-58602-9932-38127,2222-35195-4054-6395-27824-23842-8869-44452,1628-21726-1504-2192-30637-11935-2236-5205,670-6181-604-3415-8224-7165-2073-8337,easy
1586676-36840-277387-2063547-752172-878826-1995520-618614,550055-22062-75367-215245-477570-264776-315351-131903,31595-3434-14447-111032-213716-3991-110021-39731,75094-3972-23752-59751-17917-8797-33237-8618,78643-4608-21498-67001-58602-9932-38127-11641,35195-4054-6395-27824-23842-8869-44452-3675,21726-1504-2192-30637-11935-2236-5205-3233,6181-604-3415-8224-7165-2073-8337-3081,easy
36840-277387-2063547-752172-878826-1995520-618614-149976,22062-75367-215245-477570-264776-315351-131903-28284,3434-14447-111032-213716-3991-110021-39731-11265,3972-23752-59751-17917-8797-33237-8618-34058,4608-21498-67001-58602-9932-38127-11641-18940,4054-6395-27824-23842-8869-44452-3675-6034,1504-2192-30637-11935-2236-5205-3233-2824,604-3415-8224-7165-2073-8337-3081-1749,easy
277387-2063547-752172-878826-1995520-618614-149976-125431,75367-215245-477570-264776-315351-131903-28284-22336,14447-111032-213716-3991-110021-39731-11265-10736,23752-59751-17917-8797-33237-8618-34058-3569,21498-67001-58602-9932-38127-11641-18940-5578,6395-27824-23842-8869-44452-3675-6034-2302,2192-30637-11935-2236-5205-3233-2824-2713,3415-8224-7165-2073-8337-3081-1749-2826,easy
2063547-752172-878826-1995520-618614-149976-125431-219521,215245-477570-264776-315351-131903-28284-22336-108013,111032-213716-3991-110021-39731-11265-10736-31504,59751-17917-8797-33237-8618-34058-3569-6264,67001-58602-9932-38127-11641-18940-5578-5304,27824-23842-8869-44452-3675-6034-2302-6068,30637-11935-2236-5205-3233-2824-2713-4320,8224-7165-2073-8337-3081-1749-2826-2490,easy
752172-878826-1995520-618614-149976-125431-219521-73875,477570-264776-315351-131903-28284-22336-108013-23724,213716-3991-110021-39731-11265-10736-31504-2750,17917-8797-33237-8618-34058-3569-6264-3660,58602-9932-38127-11641-18940-5578-5304-759,23842-8869-44452-3675-6034-2302-6068-694,11935-2236-5205-3233-2824-2713-4320-1158,7165-2073-8337-3081-1749-2826-2490-342,easy
878826-1995520-618614-149976-125431-219521-73875-1397457,264776-315351-131903-28284-22336-108013-23724-79489,3991-110021-39731-11265-10736-31504-2750-64946,8797-33237-8618-34058-3569-6264-3660-22681,9932-38127-11641-18940-5578-5304-759-2426,8869-44452-3675-6034-2302-6068-694-10427,2236-5205-3233-2824-2713-4320-1158-3030,2073-8337-3081-1749-2826-2490-342-2127,easy
1995520-618614-149976-125431-219521-73875-1397457-613378,315351-131903-28284-22336-108013-23724-79489-131954,110021-39731-11265-10736-31504-2750-64946-34215,33237-8618-34058-3569-6264-3660-22681-13131,38127-11641-18940-5578-5304-759-2426-3478,44452-3675-6034-2302-6068-694-10427-6323,5205-3233-2824-2713-4320-1158-3030-1750,8337-3081-1749-2826-2490-342-2127-572,easy
618614-149976-125431-219521-73875-1397457-613378-1505593,131903-28284-22336-108013-23724-79489-131954-549195,39731-11265-10736-31504-2750-64946-34215-156013,8618-34058-3569-6264-3660-22681-13131-11102,11641-18940-5578-5304-759-2426-3478-18927,3675-6034-2302-6068-694-10427-6323-41472,3233-2824-2713-4320-1158-3030-1750-6558,3081-1749-2826-2490-342-2127-572-4567,easy
149976-125431-219521-73875-1397457-613378-1505593-1623873,28284-22336-108013-23724-79489-131954-549195-680915,11265-10736-31504-2750-64946-34215-156013-53306,34058-3569-6264-3660-22681-13131-11102-86926,18940-5578-5304-759-2426-3478-18927-35756,6034-2302-6068-694-10427-6323-41472-20825,2824-2713-4320-1158-3030-1750-6558-15764,1749-2826-2490-342-2127-572-4567-15476,easy
125431-219521-73875-1397457-613378-1505593-1623873-1846834,22336-108013-23724-79489-131954-549195-680915-813469,10736-31504-2750-64946-34215-156013-53306-29275,3569-6264-3660-22681-13131-11102-86926-62592,5578-5304-759-2426-3478-18927-35756-18923,2302-6068-694-10427-6323-41472-20825-29025,2713-4320-1158-3030-1750-6558-15764-6459,2826-2490-342-2127-572-4567-15476-6596,easy
219521-73875-1397457-613378-1505593-1623873-1846834-529117,108013-23724-79489-131954-549195-680915-813469-152743,31504-2750-64946-34215-156013-53306-29275-11384,6264-3660-22681-13131-11102-86926-62592-13683,5304-759-2426-3478-18927-35756-18923-5551,6068-694-10427-6323-41472-20825-29025-5941,4320-1158-3030-1750-6558-15764-6459-3698,2490-342-2127-572-4567-15476-6596-3583,easy
73875-1397457-613378-1505593-1623873-1846834-529117-55279,23724-79489-131954-549195-680915-813469-152743-205541,2750-64946-34215-156013-53306-29275-11384-9318,3660-22681-13131-11102-86926-62592-13683-7837,759-2426-3478-18927-35756-18923-5551-7897,694-10427-6323-41472-20825-29025-5941-9774,1158-3030-1750-6558-15764-6459-3698-8723,342-2127-572-4567-15476-6596-3583-7879,easy
1397457-613378-1505593-1623873-1846834-529117-55279-3872,79489-131954-549195-680915-813469-152743-205541-18586,64946-34215-156013-53306-29275-11384-9318-1323,22681-13131-11102-86926-62592-13683-7837-5309,2426-3478-18927-35756-18923-5551-7897-7160,10427-6323-41472-20825-29025-5941-9774-9704,3030-1750-6558-15764-6459-3698-8723-8152,2127-572-4567-15476-6596-3583-7879-5007,easy
613378-1505593-1623873-1846834-529117-55279-3872-1908297,131954-549195-680915-813469-152743-205541-18586-521888,34215-156013-53306-29275-11384-9318-1323-51943,13131-11102-86926-62592-13683-7837-5309-8285,3478-18927-35756-18923-5551-7897-7160-6521,6323-41472-20825-29025-5941-9774-9704-15260,1750-6558-15764-6459-3698-8723-8152-9778,572-4567-15476-6596-3583-7879-5007-6930,easy
1505593-1623873-1846834-529117-55279-3872-1908297-1111843,549195-680915-813469-152743-205541-18586-521888-44248,156013-53306-29275-11384-9318-1323-51943-9010,11102-86926-62592-13683-7837-5309-8285-10686,18927-35756-18923-5551-7897-7160-6521-5392,41472-20825-29025-5941-9774-9704-15260-8911,6558-15764-6459-3698-8723-8152-9778-2352,4567-15476-6596-3583-7879-5007-6930-1235,easy
1623873-1846834-529117-55279-3872-1908297-1111843-632112,680915-813469-152743-205541-18586-521888-44248-105547,53306-29275-11384-9318-1323-51943-9010-69239,86926-62592-13683-7837-5309-8285-10686-24799,35756-18923-5551-7897-7160-6521-5392-9839,20825-29025-5941-9774-9704-15260-8911-108755,15764-6459-3698-8723-8152-9778-2352-22589,15476-6596-3583-7879-5007-6930-1235-7138,easy
1846834-529117-55279-3872-1908297-1111843-632112-1700864,813469-152743-205541-18586-521888-44248-105547-383196,29275-11384-9318-1323-51943-9010-69239-26301,62592-13683-7837-5309-8285-10686-24799-34914,18923-5551-7897-7160-6521-5392-9839-71502,29025-5941-9774-9704-15260-8911-108755-51211,6459-3698-8723-8152-9778-2352-22589-82988,6596-3583-7879-5007-6930-1235-7138-10897,easy
529117-55279-3872-1908297-1111843-632112-1700864-243853,152743-205541-18586-521888-44248-105547-383196-8999,11384-9318-1323-51943-9010-69239-26301-8322,13683-7837-5309-8285-10686-24799-34914-1471,5551-7897-7160-6521-5392-9839-71502-1964,5941-9774-9704-15260-8911-108755-51211-2213,3698-8723-8152-9778-2352-22589-82988-1430,3583-7879-5007-6930-1235-7138-10897-1050,easy
55279-3872-1908297-1111843-632112-1700864-243853-2376286,205541-18586-521888-44248-105547-383196-8999-515412,9318-1323-51943-9010-69239-26301-8322-103813,7837-5309-8285-10686-24799-34914-1471-17105,7897-7160-6521-5392-9839-71502-1964-20645,9774-9704-15260-8911-108755-51211-2213-23508,8723-8152-9778-2352-22589-82988-1430-8137,7879-5007-6930-1235-7138-10897-1050-5734,easy
3872-1908297-1111843-632112-1700864-243853-2376286-102363,18586-521888-44248-105547-383196-8999-515412-31027,1323-51943-9010-69239-26301-8322-103813-8530,5309-8285-10686-24799-34914-1471-17105-5592,7160-6521-5392-9839-71502-1964-20645-6059,9704-15260-8911-108755-51211-2213-23508-4165,8152-9778-2352-22589-82988-1430-8137-4139,5007-6930-1235-7138-10897-1050-5734-892,easy
1908297-1111843-632112-1700864-243853-2376286-102363-1056902,521888-44248-105547-383196-8999-515412-31027-43277,51943-9010-69239-26301-8322-103813-8530-7310,8285-10686-24799-34914-1471-17105-5592-10374,6521-5392-9839-71502-1964-20645-6059-8850,15260-8911-108755-51211-2213-23508-4165-10200,9778-2352-22589-82988-1430-8137-4139-2387,6930-1235-7138-10897-1050-5734-892-1009,easy
1111843-632112-1700864-243853-2376286-102363-1056902-204528,44248-105547-383196-8999-515412-31027-43277-28230,9010-69239-26301-8322-103813-8530-7310-45257,10686-24799-34914-1471-17105-5592-10374-20967,5392-9839-71502-1964-20645-6059-8850-7682,8911-108755-51211-2213-23508-4165-10200-17208,2352-22589-82988-1430-8137-4139-2387-6293,1235-7138-10897-1050-5734-892-1009-3426,easy
632112-1700864-243853-2376286-102363-1056902-204528-2032559,105547-383196-8999-515412-31027-43277-28230-84810,69239-26301-8322-103813-8530-7310-45257-15974,24799-34914-1471-17105-5592-10374-20967-34927,9839-71502-1964-20645-6059-8850-7682-10787,108755-51211-2213-23508-4165-10200-17208-26746,22589-82988-1430-8137-4139-2387-6293-5179,7138-10897-1050-5734-892-1009-3426-4709,easy
1700864-243853-2376286-102363-1056902-204528-2032559-422291,383196-8999-515412-31027-43277-28230-84810-59231,26301-8322-103813-8530-7310-45257-15974-35172,34914-1471-17105-5592-10374-20967-34927-34442,71502-1964-20645-6059-8850-7682-10787-18311,51211-2213-23508-4165-10200-17208-26746-9663,82988-1430-8137-4139-2387-6293-5179-14378,10897-1050-5734-892-1009-3426-4709-3384,easy
243853-2376286-102363-1056902-204528-2032559-422291-1291103,8999-515412-31027-43277-28230-84810-59231-306305,8322-103813-8530-7310-45257-15974-35172-18547,1471-17105-5592-10374-20967-34927-34442-42884,1964-20645-6059-8850-7682-10787-18311-40978,2213-23508-4165-10200-17208-26746-9663-29968,1430-8137-4139-2387-6293-5179-14378-12529,1050-5734-892-1009-3426-4709-3384-3567,easy
2376286-102363-1056902-204528-2032559-422291-1291103-2901254,515412-31027-43277-28230-84810-59231-306305-359944,103813-8530-7310-45257-15974-35172-18547-64147,17105-5592-10374-20967-34927-34442-42884-20079,20645-6059-8850-7682-10787-18311-40978-15218,23508-4165-10200-17208-26746-9663-29968-25446,8137-4139-2387-6293-5179-14378-12529-7720,5734-892-1009-3426-4709-3384-3567-10092,easy
102363-1056902-204528-2032559-422291-1291103-2901254-265457,31027-43277-28230-84810-59231-306305-359944-57223,8530-7310-45257-15974-35172-18547-64147-25587,5592-10374-20967-34927-34442-42884-20079-7340,6059-8850-7682-10787-18311-40978-15218-1741,4165-10200-17208-26746-9663-29968-25446-4258,4139-2387-6293-5179-14378-12529-7720-4475,892-1009-3426-4709-3384-3567-10092-2788,easy
1056902-204528-2032559-422291-1291103-2901254-265457-601905,43277-28230-84810-59231-306305-359944-57223-80396,7310-45257-15974-35172-18547-64147-25587-15253,10374-20967-34927-34442-42884-20079-7340-3062,8850-7682-10787-18311-40978-15218-1741-4589,10200-17208-26746-9663-29968-25446-4258-4187,2387-6293-5179-14378-12529-7720-4475-8977,1009-3426-4709-3384-3567-10092-2788-2386,easy
204528-2032559-422291-1291103-2901254-265457-601905-415650,28230-84810-59231-306305-359944-57223-80396-140398,45257-15974-35172-18547-64147-25587-15253-121791,20967-34927-34442-42884-20079-7340-3062-4848,7682-10787-18311-40978-15218-1741-4589-36542,17208-26746-9663-29968-25446-4258-4187-27433,6293-5179-14378-12529-7720-4475-8977-16309,3426-4709-3384-3567-10092-2788-2386-21171,easy
2032559-422291-1291103-2901254-265457-601905-415650-1365329,84810-59231-306305-359944-57223-80396-140398-78464,15974-35172-18547-64147-25587-15253-121791-24040,34927-34442-42884-20079-7340-3062-4848-16385,10787-18311-40978-15218-1741-4589-36542-12621,26746-9663-29968-25446-4258-4187-27433-16012,5179-14378-12529-7720-4475-8977-16309-12729,4709-3384-3567-10092-2788-2386-21171-3443,easy
422291-1291103-2901254-265457-601905-415650-1365329-722482,59231-306305-359944-57223-80396-140398-78464-493290,35172-18547-64147-25587-15253-121791-24040-71210,34442-42884-20079-7340-3062-4848-16385-26590,18311-40978-15218-1741-4589-36542-12621-65887,9663-29968-25446-4258-4187-27433-16012-30426,14378-12529-7720-4475-8977-16309-12729-25564,3384-3567-10092-2788-2386-21171-3443-3071,easy
1291103-2901254-265457-601905-415650-1365329-722482-460146,306305-359944-57223-80396-140398-78464-493290-145267,18547-64147-25587-15253-121791-24040-71210-43216,42884-20079-7340-3062-4848-16385-26590-13398,40978-15218-1741-4589-36542-12621-65887-6467,29968-25446-4258-4187-27433-16012-30426-4325,12529-7720-4475-8977-16309-12729-25564-2334,3567-10092-2788-2386-21171-3443-3071-4263,easy
2901254-265457-601905-415650-1365329-722482-460146-1313175,359944-57223-80396-140398-78464-493290-145267-172088,64147-25587-15253-121791-24040-71210-43216-61029,20079-7340-3062-4848-16385-26590-13398-85926,15218-1741-4589-36542-12621-65887-6467-51670,25446-4258-4187-27433-16012-30426-4325-32047,7720-4475-8977-16309-12729-25564-2334-41388,10092-2788-2386-21171-3443-3071-4263-47800,easy
