delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
21954-343536-223774-162028-6550-46712-14939-155932,22698-59672-38305-4346-39923-62890-10112-105857,3093-21818-1270-1462-14166-19930-13153-104118,2864-15013-10359-370-4418-3577-1578-51937,21623-17097-6902-1122-13565-7105-1668-15792,10550-7566-2822-796-14086-3292-797-20346,3866-3003-2501-352-11250-1427-323-9665,7490-2073-1280-265-5316-2021-473-10465,easy,yes
98952-1149314-77943-727927-1489702-69078-121651-267473,8594-92241-22048-58685-444909-38454-19376-676537,14794-82913-31717-78440-79209-41832-7462-47201,6463-32389-36381-7335-73701-8170-12970-43356,6376-27107-32030-12028-45817-14381-4581-14147,2356-10505-21148-28599-52604-16310-2335-6015,2553-7357-9107-5717-34326-13531-1283-10496,1399-20239-6412-4846-5964-3455-708-5455,difficult,no
684727-592643-1990496-589675-24853-131739-211269-398032,155114-161769-344736-27014-4138-14615-77594-109081,11203-33592-32815-8578-2833-5887-10669-42847,21127-17368-51908-4159-2129-3049-16324-11335,11696-8761-140326-4230-2732-4471-30321-8792,11837-21995-21150-4064-1493-4447-23810-8666,6044-6347-17643-3107-562-893-15502-2301,4547-4181-16830-5397-346-1250-8439-2117,easy,yes
1215683-287781-210562-542454-1641930-501054-715603-2217958,127444-82434-148976-142238-480248-14202-84088-158886,66609-10397-16417-12600-36674-11234-8252-21123,125390-5510-15241-99581-47467-39941-9977-50283,51173-22636-6027-97653-38402-14200-10508-13157,26053-11662-3990-11219-32339-5525-3672-37228,24208-4625-4141-12631-19015-3154-2162-7638,18465-2502-2562-9671-8030-1915-1855-8896,difficult,yes
460624-475520-334341-714155-44612-1134426-54947-198335,39278-195967-102801-162824-10141-46991-44825-64558,6812-22392-12935-21122-7149-14192-50367-42319,22896-19436-3614-35980-7290-3854-14973-21291,19289-16151-4906-13615-7153-12602-9886-17343,7193-23382-1908-15531-1717-5207-10317-24319,4242-4942-976-7163-638-3464-2411-6659,1229-6421-1001-6521-724-2742-4519-6672,easy,yes
619717-443347-643138-139716-166762-1283384-144048-532825,90696-108534-23983-57022-177803-44135-225483-343196,41306-25622-5580-33937-44283-16475-126967-44400,21469-50884-10871-28120-14730-14379-42778-14341,27171-35344-2764-25003-30356-11084-34862-39112,33422-30112-3162-24174-11714-6925-16031-34539,4832-10717-1596-25807-6708-2141-7695-4718,1844-6470-1243-11886-8980-1568-8550-5532,difficult,no
1069484-1540698-1082101-1578960-337586-164979-347715-61111,238471-552569-47214-164529-28004-184214-46135-3977,71702-76542-11502-37205-24769-8785-50245-3021,124960-38017-26543-85927-6459-28280-34824-1419,73144-68014-10648-51867-9893-5363-8605-2458,18839-70131-31548-74805-10389-8049-6584-2358,14770-35732-7488-8652-8212-3552-4030-406,5196-14615-4342-2882-2376-1901-1883-188,easy,yes
1024915-974339-286325-1067709-70530-1654850-277508-7974,201495-141073-54979-86433-35427-314803-63283-7299,54093-10661-53343-28234-8548-19817-8609-12016,57372-25384-11721-44724-13953-37358-9373-6107,15727-32952-15849-61789-36076-39943-10140-8818,18588-24075-21576-15461-16179-22290-4597-14016,34367-15189-16334-13720-7779-12477-3425-10901,9205-9289-5569-9518-3333-4772-3278-9120,difficult,yes
770368-940823-30567-191599-540774-1210418-298971-41527,43224-426787-6745-128707-118253-256464-75253-23650,19309-67116-5312-26929-75413-86099-6627-14110,34893-20542-2062-21927-46555-37903-8340-6291,19999-46811-2815-24310-36937-37432-16284-14935,18306-25224-1997-6436-54014-18960-5423-3556,5967-22418-742-8809-11865-11634-2228-2410,961-10053-215-3243-10173-7799-4473-602,easy,yes
205347-1334183-73905-77978-692937-1190820-231994-103581,19694-353361-30874-13971-7220-575000-71435-199895,9340-33705-20140-2447-7596-50317-5955-46760,2063-11741-16888-2567-3438-56324-37095-16263,3978-28605-13731-1802-6190-70835-25379-17417,1892-26815-15601-729-2581-50511-15113-9411,1235-20749-10519-416-957-18291-14535-9684,704-7057-7398-309-1174-26697-6674-13429,difficult,no
