delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
106461-1241250-69982-170670-16622-910295-37570-155804,47370-53324-40693-4877-102556-101876-18566-45385,5191-28396-22915-5110-7285-66735-3966-6086,31399-26189-26428-4704-14084-27977-3124-13133,16372-30853-26309-3667-14421-14846-1851-3165,25503-18644-12438-8206-16694-13484-2884-4629,4836-6956-9774-1571-8431-7027-696-2564,3993-2368-10258-810-6401-8597-1394-1375,difficult,no
1112215-254881-163438-42969-13363-83165-8345-21852,225163-16680-5851-13985-9417-15235-151869-7110,18786-16465-3281-1294-7013-7170-51188-21505,37406-15620-1327-7636-1981-7924-9394-17030,10870-7305-3177-6163-3551-2456-51476-3100,6704-5583-1854-7180-6361-7138-12181-7589,10975-7086-1140-1635-2402-2124-5720-4036,5737-2337-812-814-1769-2070-3064-1471,difficult,no
26310-733684-33686-52286-15444-117863-2790-16919,7324-172657-62296-19650-27881-46201-9887-6326,15005-30544-4479-9664-17521-17234-4521-2024,5058-40561-16590-2259-1749-23351-3883-2938,5880-24668-6126-4465-6452-18023-2134-544,3403-16704-26130-2356-4112-20658-4582-1312,2772-5710-9428-1393-3755-5732-2644-487,1984-4253-5734-621-1046-4702-597-214,easy,no
574084-407979-346527-785343-527496-294378-729720-417158,147914-88239-562232-101064-677192-58674-167929-81519,25981-11971-167871-13740-57877-19596-7084-4073,22484-11333-40837-11982-70856-7517-28801-5153,18288-13223-74229-22504-83088-15937-204621-12403,28343-14787-40892-6718-102310-8968-48652-5180,40230-6090-46002-10121-93017-7613-28024-6021,23252-3165-48979-15246-29801-3224-28051-2233,difficult,no
384588-124201-131025-946238-148517-32634-380395-25753,12311-6291-10617-65691-54588-1965-262390-34753,5222-5940-10555-42949-17140-3755-11588-2968,17465-807-4614-93696-6926-31733-17707-2259,2861-6386-15614-20487-17362-5034-43683-4400,9087-11741-4955-22579-7120-6575-9328-3427,3348-2221-3432-9846-4530-4561-5566-1046,1922-1693-2307-4489-1083-1121-5108-1462,difficult,no
84087-187326-7217-37206-3638-293681-158343-314967,116526-71080-11203-11725-10824-135952-30109-187739,27133-9926-2778-8333-9809-54860-26181-32342,13909-3772-7402-787-2564-11991-33373-39877,5653-5496-7651-3291-1719-11719-57304-21130,4389-5496-3813-4245-2888-12584-19202-19574,2118-1746-1043-1235-1121-9777-5707-5571,1782-1884-787-1045-1092-3855-2568-2941,easy,yes
97047-106887-79645-19821-19763-143479-75638-11916,46195-39674-28787-43766-14475-34355-145486-10881,13284-7847-9809-13869-1500-3253-1564-511,2541-17990-18165-5016-2069-1966-6856-4467,2957-14156-3233-4522-1726-5414-9039-2494,5368-3994-4585-5203-2737-1851-2904-2150,982-2832-1646-770-1120-1860-557-1370,454-391-469-712-465-745-858-876,easy,yes
28657-152798-337892-258-241852-53674-320223-22669,21700-8970-45257-26775-12362-25953-39290-48984,31048-2921-12736-3246-6394-3515-34659-8515,15835-1322-7143-5015-5181-6904-4005-1548,14983-3682-2394-4055-3305-13117-840-16004,6282-567-3097-4593-1976-13414-4205-9587,1334-280-872-1432-1033-4339-1128-5645,904-175-1379-595-331-4833-504-1635,difficult,yes
76240-35255-82559-68421-45149-287199-96205-21587,90552-20805-52790-32648-7174-42696-5023-112156,8364-19804-16440-12536-22365-69152-5598-28235,3453-2235-11131-2113-11574-22456-2059-17455,5078-2523-2968-5760-11859-16885-2423-4404,3228-5378-3451-3281-16933-36620-1582-9117,1263-1186-2183-2133-6722-4864-461-11404,565-741-829-2270-4754-2569-255-10323,easy,yes
607616-101845-187697-600237-233307-839728-468941-42982,80612-4170-8267-463412-32390-166491-114481-14484,53453-1131-1165-62044-5693-66919-23995-531,17875-1322-481-52586-2488-28256-39291-519,13856-1969-826-22608-8296-14577-15764-3044,9339-1384-596-9757-2693-11141-16762-2288,5597-351-427-4770-1093-7380-5853-673,2245-204-134-5480-1503-3343-6040-602,easy,yes
