delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
9007-1013605-285380-6623-9295-4596-20287-4220,10366-988097-34729-11857-22225-38971-5781-13269,8613-12627-7649-6140-2333-8083-14039-3575,6851-12184-4577-7493-10093-5873-4873-1174,3903-99732-5073-12028-2904-3499-14242-8469,19409-13718-1833-17368-23070-9183-10433-13482,8841-9796-1066-4944-8696-3791-3853-4218,7125-3447-565-14041-2999-3028-1176-7110,easy
1013605-285380-6623-9295-4596-20287-4220-1972,988097-34729-11857-22225-38971-5781-13269-12198,12627-7649-6140-2333-8083-14039-3575-2888,12184-4577-7493-10093-5873-4873-1174-4645,99732-5073-12028-2904-3499-14242-8469-11316,13718-1833-17368-23070-9183-10433-13482-23399,9796-1066-4944-8696-3791-3853-4218-6221,3447-565-14041-2999-3028-1176-7110-5666,easy
285380-6623-9295-4596-20287-4220-1972-12082,34729-11857-22225-38971-5781-13269-12198-5653,7649-6140-2333-8083-14039-3575-2888-4075,4577-7493-10093-5873-4873-1174-4645-4042,5073-12028-2904-3499-14242-8469-11316-4294,1833-17368-23070-9183-10433-13482-23399-18065,1066-4944-8696-3791-3853-4218-6221-3826,565-14041-2999-3028-1176-7110-5666-4738,easy
6623-9295-4596-20287-4220-1972-12082-3609,11857-22225-38971-5781-13269-12198-5653-21569,6140-2333-8083-14039-3575-2888-4075-12869,7493-10093-5873-4873-1174-4645-4042-31868,12028-2904-3499-14242-8469-11316-4294-5268,17368-23070-9183-10433-13482-23399-18065-3596,4944-8696-3791-3853-4218-6221-3826-3422,14041-2999-3028-1176-7110-5666-4738-3585,easy
9295-4596-20287-4220-1972-12082-3609-107418,22225-38971-5781-13269-12198-5653-21569-42037,2333-8083-14039-3575-2888-4075-12869-7005,10093-5873-4873-1174-4645-4042-31868-4207,2904-3499-14242-8469-11316-4294-5268-1607,23070-9183-10433-13482-23399-18065-3596-3563,8696-3791-3853-4218-6221-3826-3422-2193,2999-3028-1176-7110-5666-4738-3585-1574,easy
4596-20287-4220-1972-12082-3609-107418-11799,38971-5781-13269-12198-5653-21569-42037-21576,8083-14039-3575-2888-4075-12869-7005-14924,5873-4873-1174-4645-4042-31868-4207-11856,3499-14242-8469-11316-4294-5268-1607-4694,9183-10433-13482-23399-18065-3596-3563-17391,3791-3853-4218-6221-3826-3422-2193-3923,3028-1176-7110-5666-4738-3585-1574-3949,easy
20287-4220-1972-12082-3609-107418-11799-351790,5781-13269-12198-5653-21569-42037-21576-40242,14039-3575-2888-4075-12869-7005-14924-3431,4873-1174-4645-4042-31868-4207-11856-7196,14242-8469-11316-4294-5268-1607-4694-6786,10433-13482-23399-18065-3596-3563-17391-2345,3853-4218-6221-3826-3422-2193-3923-878,1176-7110-5666-4738-3585-1574-3949-820,hard
4220-1972-12082-3609-107418-11799-351790-201875,13269-12198-5653-21569-42037-21576-40242-52751,3575-2888-4075-12869-7005-14924-3431-3769,1174-4645-4042-31868-4207-11856-7196-2318,8469-11316-4294-5268-1607-4694-6786-9818,13482-23399-18065-3596-3563-17391-2345-4159,4218-6221-3826-3422-2193-3923-878-1468,7110-5666-4738-3585-1574-3949-820-863,easy
1972-12082-3609-107418-11799-351790-201875-9167,12198-5653-21569-42037-21576-40242-52751-34714,2888-4075-12869-7005-14924-3431-3769-5607,4645-4042-31868-4207-11856-7196-2318-7956,11316-4294-5268-1607-4694-6786-9818-10621,23399-18065-3596-3563-17391-2345-4159-6219,6221-3826-3422-2193-3923-878-1468-4549,5666-4738-3585-1574-3949-820-863-3301,easy
12082-3609-107418-11799-351790-201875-9167-22754,5653-21569-42037-21576-40242-52751-34714-17511,4075-12869-7005-14924-3431-3769-5607-4492,4042-31868-4207-11856-7196-2318-7956-4826,4294-5268-1607-4694-6786-9818-10621-2904,18065-3596-3563-17391-2345-4159-6219-4870,3826-3422-2193-3923-878-1468-4549-2048,4738-3585-1574-3949-820-863-3301-2911,easy
3609-107418-11799-351790-201875-9167-22754-493388,21569-42037-21576-40242-52751-34714-17511-41895,12869-7005-14924-3431-3769-5607-4492-33856,31868-4207-11856-7196-2318-7956-4826-18672,5268-1607-4694-6786-9818-10621-2904-8128,3596-3563-17391-2345-4159-6219-4870-8902,3422-2193-3923-878-1468-4549-2048-8314,3585-1574-3949-820-863-3301-2911-5270,easy
107418-11799-351790-201875-9167-22754-493388-205544,42037-21576-40242-52751-34714-17511-41895-29534,7005-14924-3431-3769-5607-4492-33856-813,4207-11856-7196-2318-7956-4826-18672-1379,1607-4694-6786-9818-10621-2904-8128-3204,3563-17391-2345-4159-6219-4870-8902-2983,2193-3923-878-1468-4549-2048-8314-1403,1574-3949-820-863-3301-2911-5270-1940,easy
11799-351790-201875-9167-22754-493388-205544-12427,21576-40242-52751-34714-17511-41895-29534-34260,14924-3431-3769-5607-4492-33856-813-9540,11856-7196-2318-7956-4826-18672-1379-10250,4694-6786-9818-10621-2904-8128-3204-11268,17391-2345-4159-6219-4870-8902-2983-9840,3923-878-1468-4549-2048-8314-1403-2914,3949-820-863-3301-2911-5270-1940-3027,easy
351790-201875-9167-22754-493388-205544-12427-42352,40242-52751-34714-17511-41895-29534-34260-87201,3431-3769-5607-4492-33856-813-9540-9590,7196-2318-7956-4826-18672-1379-10250-9457,6786-9818-10621-2904-8128-3204-11268-19850,2345-4159-6219-4870-8902-2983-9840-9693,878-1468-4549-2048-8314-1403-2914-4489,820-863-3301-2911-5270-1940-3027-4274,easy
201875-9167-22754-493388-205544-12427-42352-408730,52751-34714-17511-41895-29534-34260-87201-43118,3769-5607-4492-33856-813-9540-9590-24887,2318-7956-4826-18672-1379-10250-9457-100033,9818-10621-2904-8128-3204-11268-19850-6616,4159-6219-4870-8902-2983-9840-9693-10457,1468-4549-2048-8314-1403-2914-4489-5091,863-3301-2911-5270-1940-3027-4274-8740,easy
9167-22754-493388-205544-12427-42352-408730-67262,34714-17511-41895-29534-34260-87201-43118-7221,5607-4492-33856-813-9540-9590-24887-6122,7956-4826-18672-1379-10250-9457-100033-11153,10621-2904-8128-3204-11268-19850-6616-7895,6219-4870-8902-2983-9840-9693-10457-2182,4549-2048-8314-1403-2914-4489-5091-1271,3301-2911-5270-1940-3027-4274-8740-937,easy
22754-493388-205544-12427-42352-408730-67262-741917,17511-41895-29534-34260-87201-43118-7221-52105,4492-33856-813-9540-9590-24887-6122-15703,4826-18672-1379-10250-9457-100033-11153-17561,2904-8128-3204-11268-19850-6616-7895-12007,4870-8902-2983-9840-9693-10457-2182-19546,2048-8314-1403-2914-4489-5091-1271-6050,2911-5270-1940-3027-4274-8740-937-4929,hard
493388-205544-12427-42352-408730-67262-741917-38258,41895-29534-34260-87201-43118-7221-52105-11208,33856-813-9540-9590-24887-6122-15703-6322,18672-1379-10250-9457-100033-11153-17561-42161,8128-3204-11268-19850-6616-7895-12007-6416,8902-2983-9840-9693-10457-2182-19546-13508,8314-1403-2914-4489-5091-1271-6050-3112,5270-1940-3027-4274-8740-937-4929-4819,easy
205544-12427-42352-408730-67262-741917-38258-20536,29534-34260-87201-43118-7221-52105-11208-23310,813-9540-9590-24887-6122-15703-6322-3837,1379-10250-9457-100033-11153-17561-42161-30130,3204-11268-19850-6616-7895-12007-6416-26246,2983-9840-9693-10457-2182-19546-13508-11958,1403-2914-4489-5091-1271-6050-3112-4716,1940-3027-4274-8740-937-4929-4819-1574,easy
12427-42352-408730-67262-741917-38258-20536-73560,34260-87201-43118-7221-52105-11208-23310-15719,9540-9590-24887-6122-15703-6322-3837-9173,10250-9457-100033-11153-17561-42161-30130-33664,11268-19850-6616-7895-12007-6416-26246-7516,9840-9693-10457-2182-19546-13508-11958-8728,2914-4489-5091-1271-6050-3112-4716-5581,3027-4274-8740-937-4929-4819-1574-4151,easy
42352-408730-67262-741917-38258-20536-73560-24094,87201-43118-7221-52105-11208-23310-15719-29579,9590-24887-6122-15703-6322-3837-9173-9387,9457-100033-11153-17561-42161-30130-33664-25539,19850-6616-7895-12007-6416-26246-7516-8525,9693-10457-2182-19546-13508-11958-8728-6940,4489-5091-1271-6050-3112-4716-5581-5019,4274-8740-937-4929-4819-1574-4151-3193,easy
408730-67262-741917-38258-20536-73560-24094-88744,43118-7221-52105-11208-23310-15719-29579-9558,24887-6122-15703-6322-3837-9173-9387-21542,100033-11153-17561-42161-30130-33664-25539-41572,6616-7895-12007-6416-26246-7516-8525-6186,10457-2182-19546-13508-11958-8728-6940-11469,5091-1271-6050-3112-4716-5581-5019-2287,8740-937-4929-4819-1574-4151-3193-4073,easy
67262-741917-38258-20536-73560-24094-88744-8916,7221-52105-11208-23310-15719-29579-9558-16938,6122-15703-6322-3837-9173-9387-21542-1753,11153-17561-42161-30130-33664-25539-41572-67541,7895-12007-6416-26246-7516-8525-6186-4850,2182-19546-13508-11958-8728-6940-11469-6658,1271-6050-3112-4716-5581-5019-2287-6695,937-4929-4819-1574-4151-3193-4073-4345,easy
741917-38258-20536-73560-24094-88744-8916-18801,52105-11208-23310-15719-29579-9558-16938-22230,15703-6322-3837-9173-9387-21542-1753-11179,17561-42161-30130-33664-25539-41572-67541-48297,12007-6416-26246-7516-8525-6186-4850-1890,19546-13508-11958-8728-6940-11469-6658-9078,6050-3112-4716-5581-5019-2287-6695-5241,4929-4819-1574-4151-3193-4073-4345-4600,easy
38258-20536-73560-24094-88744-8916-18801-20598,11208-23310-15719-29579-9558-16938-22230-6091,6322-3837-9173-9387-21542-1753-11179-22500,42161-30130-33664-25539-41572-67541-48297-62467,6416-26246-7516-8525-6186-4850-1890-10062,13508-11958-8728-6940-11469-6658-9078-14188,3112-4716-5581-5019-2287-6695-5241-2808,4819-1574-4151-3193-4073-4345-4600-2937,easy
20536-73560-24094-88744-8916-18801-20598-16082,23310-15719-29579-9558-16938-22230-6091-45657,3837-9173-9387-21542-1753-11179-22500-21156,30130-33664-25539-41572-67541-48297-62467-15653,26246-7516-8525-6186-4850-1890-10062-6338,11958-8728-6940-11469-6658-9078-14188-6227,4716-5581-5019-2287-6695-5241-2808-1643,1574-4151-3193-4073-4345-4600-2937-4095,easy
73560-24094-88744-8916-18801-20598-16082-35205,15719-29579-9558-16938-22230-6091-45657-14626,9173-9387-21542-1753-11179-22500-21156-9647,33664-25539-41572-67541-48297-62467-15653-27236,7516-8525-6186-4850-1890-10062-6338-3896,8728-6940-11469-6658-9078-14188-6227-11994,5581-5019-2287-6695-5241-2808-1643-4178,4151-3193-4073-4345-4600-2937-4095-2152,easy
24094-88744-8916-18801-20598-16082-35205-80180,29579-9558-16938-22230-6091-45657-14626-33336,9387-21542-1753-11179-22500-21156-9647-25725,25539-41572-67541-48297-62467-15653-27236-13707,8525-6186-4850-1890-10062-6338-3896-13167,6940-11469-6658-9078-14188-6227-11994-11484,5019-2287-6695-5241-2808-1643-4178-5235,3193-4073-4345-4600-2937-4095-2152-2491,easy
88744-8916-18801-20598-16082-35205-80180-155867,9558-16938-22230-6091-45657-14626-33336-39144,21542-1753-11179-22500-21156-9647-25725-7879,41572-67541-48297-62467-15653-27236-13707-8798,6186-4850-1890-10062-6338-3896-13167-2238,11469-6658-9078-14188-6227-11994-11484-4206,2287-6695-5241-2808-1643-4178-5235-2290,4073-4345-4600-2937-4095-2152-2491-1157,easy
8916-18801-20598-16082-35205-80180-155867-55484,16938-22230-6091-45657-14626-33336-39144-20529,1753-11179-22500-21156-9647-25725-7879-13604,67541-48297-62467-15653-27236-13707-8798-59122,4850-1890-10062-6338-3896-13167-2238-6048,6658-9078-14188-6227-11994-11484-4206-6795,6695-5241-2808-1643-4178-5235-2290-5058,4345-4600-2937-4095-2152-2491-1157-2377,easy
18801-20598-16082-35205-80180-155867-55484-21687,22230-6091-45657-14626-33336-39144-20529-25190,11179-22500-21156-9647-25725-7879-13604-26602,48297-62467-15653-27236-13707-8798-59122-20514,1890-10062-6338-3896-13167-2238-6048-7037,9078-14188-6227-11994-11484-4206-6795-7395,5241-2808-1643-4178-5235-2290-5058-3347,4600-2937-4095-2152-2491-1157-2377-1059,easy
20598-16082-35205-80180-155867-55484-21687-5606,6091-45657-14626-33336-39144-20529-25190-11493,22500-21156-9647-25725-7879-13604-26602-29255,62467-15653-27236-13707-8798-59122-20514-24026,10062-6338-3896-13167-2238-6048-7037-9910,14188-6227-11994-11484-4206-6795-7395-4509,2808-1643-4178-5235-2290-5058-3347-4374,2937-4095-2152-2491-1157-2377-1059-3097,easy
16082-35205-80180-155867-55484-21687-5606-10413,45657-14626-33336-39144-20529-25190-11493-5788,21156-9647-25725-7879-13604-26602-29255-21079,15653-27236-13707-8798-59122-20514-24026-37420,6338-3896-13167-2238-6048-7037-9910-10293,6227-11994-11484-4206-6795-7395-4509-8998,1643-4178-5235-2290-5058-3347-4374-2071,4095-2152-2491-1157-2377-1059-3097-2374,easy
35205-80180-155867-55484-21687-5606-10413-15631,14626-33336-39144-20529-25190-11493-5788-15897,9647-25725-7879-13604-26602-29255-21079-13461,27236-13707-8798-59122-20514-24026-37420-71392,3896-13167-2238-6048-7037-9910-10293-6649,11994-11484-4206-6795-7395-4509-8998-6273,4178-5235-2290-5058-3347-4374-2071-4570,2152-2491-1157-2377-1059-3097-2374-1592,easy
80180-155867-55484-21687-5606-10413-15631-21196,33336-39144-20529-25190-11493-5788-15897-52886,25725-7879-13604-26602-29255-21079-13461-23664,13707-8798-59122-20514-24026-37420-71392-36224,13167-2238-6048-7037-9910-10293-6649-8213,11484-4206-6795-7395-4509-8998-6273-6196,5235-2290-5058-3347-4374-2071-4570-4830,2491-1157-2377-1059-3097-2374-1592-5162,hard
155867-55484-21687-5606-10413-15631-21196-21235,39144-20529-25190-11493-5788-15897-52886-4514,7879-13604-26602-29255-21079-13461-23664-14626,8798-59122-20514-24026-37420-71392-36224-28536,2238-6048-7037-9910-10293-6649-8213-6120,4206-6795-7395-4509-8998-6273-6196-9556,2290-5058-3347-4374-2071-4570-4830-1006,1157-2377-1059-3097-2374-1592-5162-3191,easy
55484-21687-5606-10413-15631-21196-21235-6099,20529-25190-11493-5788-15897-52886-4514-5105,13604-26602-29255-21079-13461-23664-14626-13309,59122-20514-24026-37420-71392-36224-28536-23344,6048-7037-9910-10293-6649-8213-6120-13020,6795-7395-4509-8998-6273-6196-9556-5232,5058-3347-4374-2071-4570-4830-1006-4789,2377-1059-3097-2374-1592-5162-3191-3050,easy
21687-5606-10413-15631-21196-21235-6099-7595,25190-11493-5788-15897-52886-4514-5105-23347,26602-29255-21079-13461-23664-14626-13309-25073,20514-24026-37420-71392-36224-28536-23344-25230,7037-9910-10293-6649-8213-6120-13020-12229,7395-4509-8998-6273-6196-9556-5232-4456,3347-4374-2071-4570-4830-1006-4789-4223,1059-3097-2374-1592-5162-3191-3050-1264,easy
5606-10413-15631-21196-21235-6099-7595-31375,11493-5788-15897-52886-4514-5105-23347-18606,29255-21079-13461-23664-14626-13309-25073-21917,24026-37420-71392-36224-28536-23344-25230-36211,9910-10293-6649-8213-6120-13020-12229-5141,4509-8998-6273-6196-9556-5232-4456-8415,4374-2071-4570-4830-1006-4789-4223-2261,3097-2374-1592-5162-3191-3050-1264-2135,easy
10413-15631-21196-21235-6099-7595-31375-12876,5788-15897-52886-4514-5105-23347-18606-16107,21079-13461-23664-14626-13309-25073-21917-30213,37420-71392-36224-28536-23344-25230-36211-25816,10293-6649-8213-6120-13020-12229-5141-7931,8998-6273-6196-9556-5232-4456-8415-3935,2071-4570-4830-1006-4789-4223-2261-3560,2374-1592-5162-3191-3050-1264-2135-2095,easy
15631-21196-21235-6099-7595-31375-12876-7164,15897-52886-4514-5105-23347-18606-16107-18934,13461-23664-14626-13309-25073-21917-30213-18641,71392-36224-28536-23344-25230-36211-25816-38600,6649-8213-6120-13020-12229-5141-7931-17515,6273-6196-9556-5232-4456-8415-3935-5939,4570-4830-1006-4789-4223-2261-3560-2491,1592-5162-3191-3050-1264-2135-2095-3208,easy
21196-21235-6099-7595-31375-12876-7164-16715,52886-4514-5105-23347-18606-16107-18934-24725,23664-14626-13309-25073-21917-30213-18641-75839,36224-28536-23344-25230-36211-25816-38600-10249,8213-6120-13020-12229-5141-7931-17515-3537,6196-9556-5232-4456-8415-3935-5939-6617,4830-1006-4789-4223-2261-3560-2491-2565,5162-3191-3050-1264-2135-2095-3208-1177,easy
21235-6099-7595-31375-12876-7164-16715-4661,4514-5105-23347-18606-16107-18934-24725-12250,14626-13309-25073-21917-30213-18641-75839-49728,28536-23344-25230-36211-25816-38600-10249-25436,6120-13020-12229-5141-7931-17515-3537-1440,9556-5232-4456-8415-3935-5939-6617-5564,1006-4789-4223-2261-3560-2491-2565-775,3191-3050-1264-2135-2095-3208-1177-2132,easy
6099-7595-31375-12876-7164-16715-4661-23059,5105-23347-18606-16107-18934-24725-12250-9214,13309-25073-21917-30213-18641-75839-49728-24574,23344-25230-36211-25816-38600-10249-25436-10307,13020-12229-5141-7931-17515-3537-1440-4896,5232-4456-8415-3935-5939-6617-5564-9812,4789-4223-2261-3560-2491-2565-775-2088,3050-1264-2135-2095-3208-1177-2132-2370,easy
7595-31375-12876-7164-16715-4661-23059-2467,23347-18606-16107-18934-24725-12250-9214-30155,25073-21917-30213-18641-75839-49728-24574-7090,25230-36211-25816-38600-10249-25436-10307-28605,12229-5141-7931-17515-3537-1440-4896-4864,4456-8415-3935-5939-6617-5564-9812-6621,4223-2261-3560-2491-2565-775-2088-1780,1264-2135-2095-3208-1177-2132-2370-1836,easy
31375-12876-7164-16715-4661-23059-2467-1886,18606-16107-18934-24725-12250-9214-30155-8945,21917-30213-18641-75839-49728-24574-7090-14325,36211-25816-38600-10249-25436-10307-28605-13817,5141-7931-17515-3537-1440-4896-4864-4556,8415-3935-5939-6617-5564-9812-6621-5628,2261-3560-2491-2565-775-2088-1780-5896,2135-2095-3208-1177-2132-2370-1836-5250,easy
12876-7164-16715-4661-23059-2467-1886-1733,16107-18934-24725-12250-9214-30155-8945-21541,30213-18641-75839-49728-24574-7090-14325-18604,25816-38600-10249-25436-10307-28605-13817-25671,7931-17515-3537-1440-4896-4864-4556-10046,3935-5939-6617-5564-9812-6621-5628-7847,3560-2491-2565-775-2088-1780-5896-2138,2095-3208-1177-2132-2370-1836-5250-3252,easy
7164-16715-4661-23059-2467-1886-1733-6626,18934-24725-12250-9214-30155-8945-21541-21860,18641-75839-49728-24574-7090-14325-18604-15297,38600-10249-25436-10307-28605-13817-25671-22670,17515-3537-1440-4896-4864-4556-10046-3820,5939-6617-5564-9812-6621-5628-7847-4822,2491-2565-775-2088-1780-5896-2138-3579,3208-1177-2132-2370-1836-5250-3252-772,easy
16715-4661-23059-2467-1886-1733-6626-10961,24725-12250-9214-30155-8945-21541-21860-13107,75839-49728-24574-7090-14325-18604-15297-3424,10249-25436-10307-28605-13817-25671-22670-39006,3537-1440-4896-4864-4556-10046-3820-8914,6617-5564-9812-6621-5628-7847-4822-6319,2565-775-2088-1780-5896-2138-3579-4288,1177-2132-2370-1836-5250-3252-772-1572,easy
4661-23059-2467-1886-1733-6626-10961-19763,12250-9214-30155-8945-21541-21860-13107-37095,49728-24574-7090-14325-18604-15297-3424-3761,25436-10307-28605-13817-25671-22670-39006-38629,1440-4896-4864-4556-10046-3820-8914-2806,5564-9812-6621-5628-7847-4822-6319-13609,775-2088-1780-5896-2138-3579-4288-1713,2132-2370-1836-5250-3252-772-1572-2777,easy
23059-2467-1886-1733-6626-10961-19763-18062,9214-30155-8945-21541-21860-13107-37095-30523,24574-7090-14325-18604-15297-3424-3761-28596,10307-28605-13817-25671-22670-39006-38629-21108,4896-4864-4556-10046-3820-8914-2806-5254,9812-6621-5628-7847-4822-6319-13609-9816,2088-1780-5896-2138-3579-4288-1713-2604,2370-1836-5250-3252-772-1572-2777-1444,easy
2467-1886-1733-6626-10961-19763-18062-10974,30155-8945-21541-21860-13107-37095-30523-10559,7090-14325-18604-15297-3424-3761-28596-7043,28605-13817-25671-22670-39006-38629-21108-27640,4864-4556-10046-3820-8914-2806-5254-4838,6621-5628-7847-4822-6319-13609-9816-7683,1780-5896-2138-3579-4288-1713-2604-2100,1836-5250-3252-772-1572-2777-1444-3304,easy
1886-1733-6626-10961-19763-18062-10974-18369,8945-21541-21860-13107-37095-30523-10559-19013,14325-18604-15297-3424-3761-28596-7043-31213,13817-25671-22670-39006-38629-21108-27640-15126,4556-10046-3820-8914-2806-5254-4838-2387,5628-7847-4822-6319-13609-9816-7683-5259,5896-2138-3579-4288-1713-2604-2100-1432,5250-3252-772-1572-2777-1444-3304-1093,easy
1733-6626-10961-19763-18062-10974-18369-12841,21541-21860-13107-37095-30523-10559-19013-33359,18604-15297-3424-3761-28596-7043-31213-37809,25671-22670-39006-38629-21108-27640-15126-35917,10046-3820-8914-2806-5254-4838-2387-3349,7847-4822-6319-13609-9816-7683-5259-11139,2138-3579-4288-1713-2604-2100-1432-3512,3252-772-1572-2777-1444-3304-1093-1171,easy
6626-10961-19763-18062-10974-18369-12841-18456,21860-13107-37095-30523-10559-19013-33359-24727,15297-3424-3761-28596-7043-31213-37809-4170,22670-39006-38629-21108-27640-15126-35917-17955,3820-8914-2806-5254-4838-2387-3349-7885,4822-6319-13609-9816-7683-5259-11139-9668,3579-4288-1713-2604-2100-1432-3512-5688,772-1572-2777-1444-3304-1093-1171-1745,easy
10961-19763-18062-10974-18369-12841-18456-5937,13107-37095-30523-10559-19013-33359-24727-9682,3424-3761-28596-7043-31213-37809-4170-26260,39006-38629-21108-27640-15126-35917-17955-25927,8914-2806-5254-4838-2387-3349-7885-12608,6319-13609-9816-7683-5259-11139-9668-7212,4288-1713-2604-2100-1432-3512-5688-4067,1572-2777-1444-3304-1093-1171-1745-5129,easy
19763-18062-10974-18369-12841-18456-5937-7596,37095-30523-10559-19013-33359-24727-9682-10082,3761-28596-7043-31213-37809-4170-26260-6154,38629-21108-27640-15126-35917-17955-25927-22964,2806-5254-4838-2387-3349-7885-12608-3585,13609-9816-7683-5259-11139-9668-7212-10228,1713-2604-2100-1432-3512-5688-4067-1769,2777-1444-3304-1093-1171-1745-5129-1947,easy
18062-10974-18369-12841-18456-5937-7596-8858,30523-10559-19013-33359-24727-9682-10082-29559,28596-7043-31213-37809-4170-26260-6154-10874,21108-27640-15126-35917-17955-25927-22964-31314,5254-4838-2387-3349-7885-12608-3585-10435,9816-7683-5259-11139-9668-7212-10228-9140,2604-2100-1432-3512-5688-4067-1769-3844,1444-3304-1093-1171-1745-5129-1947-1609,easy
10974-18369-12841-18456-5937-7596-8858-12684,10559-19013-33359-24727-9682-10082-29559-5412,7043-31213-37809-4170-26260-6154-10874-6340,27640-15126-35917-17955-25927-22964-31314-33552,4838-2387-3349-7885-12608-3585-10435-2780,7683-5259-11139-9668-7212-10228-9140-4669,2100-1432-3512-5688-4067-1769-3844-2261,3304-1093-1171-1745-5129-1947-1609-1646,easy
18369-12841-18456-5937-7596-8858-12684-8672,19013-33359-24727-9682-10082-29559-5412-19865,31213-37809-4170-26260-6154-10874-6340-15819,15126-35917-17955-25927-22964-31314-33552-31893,2387-3349-7885-12608-3585-10435-2780-2483,5259-11139-9668-7212-10228-9140-4669-5847,1432-3512-5688-4067-1769-3844-2261-1554,1093-1171-1745-5129-1947-1609-1646-1533,easy
12841-18456-5937-7596-8858-12684-8672-24220,33359-24727-9682-10082-29559-5412-19865-7048,37809-4170-26260-6154-10874-6340-15819-3595,35917-17955-25927-22964-31314-33552-31893-49108,3349-7885-12608-3585-10435-2780-2483-7000,11139-9668-7212-10228-9140-4669-5847-5010,3512-5688-4067-1769-3844-2261-1554-2678,1171-1745-5129-1947-1609-1646-1533-1245,easy
18456-5937-7596-8858-12684-8672-24220-4378,24727-9682-10082-29559-5412-19865-7048-16328,4170-26260-6154-10874-6340-15819-3595-30207,17955-25927-22964-31314-33552-31893-49108-31732,7885-12608-3585-10435-2780-2483-7000-2697,9668-7212-10228-9140-4669-5847-5010-5441,5688-4067-1769-3844-2261-1554-2678-1324,1745-5129-1947-1609-1646-1533-1245-1826,easy
5937-7596-8858-12684-8672-24220-4378-12792,9682-10082-29559-5412-19865-7048-16328-8495,26260-6154-10874-6340-15819-3595-30207-33441,25927-22964-31314-33552-31893-49108-31732-40628,12608-3585-10435-2780-2483-7000-2697-3110,7212-10228-9140-4669-5847-5010-5441-10461,4067-1769-3844-2261-1554-2678-1324-1664,5129-1947-1609-1646-1533-1245-1826-1972,easy
7596-8858-12684-8672-24220-4378-12792-241277,10082-29559-5412-19865-7048-16328-8495-34233,6154-10874-6340-15819-3595-30207-33441-20887,22964-31314-33552-31893-49108-31732-40628-18167,3585-10435-2780-2483-7000-2697-3110-4648,10228-9140-4669-5847-5010-5441-10461-7910,1769-3844-2261-1554-2678-1324-1664-4577,1947-1609-1646-1533-1245-1826-1972-1216,easy
8858-12684-8672-24220-4378-12792-241277-99335,29559-5412-19865-7048-16328-8495-34233-34922,10874-6340-15819-3595-30207-33441-20887-3019,31314-33552-31893-49108-31732-40628-18167-1943,10435-2780-2483-7000-2697-3110-4648-1379,9140-4669-5847-5010-5441-10461-7910-1931,3844-2261-1554-2678-1324-1664-4577-1605,1609-1646-1533-1245-1826-1972-1216-1159,easy
12684-8672-24220-4378-12792-241277-99335-102792,5412-19865-7048-16328-8495-34233-34922-52644,6340-15819-3595-30207-33441-20887-3019-19753,33552-31893-49108-31732-40628-18167-1943-7037,2780-2483-7000-2697-3110-4648-1379-17167,4669-5847-5010-5441-10461-7910-1931-8719,2261-1554-2678-1324-1664-4577-1605-3695,1646-1533-1245-1826-1972-1216-1159-2092,easy
8672-24220-4378-12792-241277-99335-102792-6527,19865-7048-16328-8495-34233-34922-52644-2900,15819-3595-30207-33441-20887-3019-19753-1160,31893-49108-31732-40628-18167-1943-7037-1771,2483-7000-2697-3110-4648-1379-17167-662,5847-5010-5441-10461-7910-1931-8719-1228,1554-2678-1324-1664-4577-1605-3695-562,1533-1245-1826-1972-1216-1159-2092-584,easy
24220-4378-12792-241277-99335-102792-6527-2061,7048-16328-8495-34233-34922-52644-2900-10128,3595-30207-33441-20887-3019-19753-1160-7566,49108-31732-40628-18167-1943-7037-1771-10737,7000-2697-3110-4648-1379-17167-662-5038,5010-5441-10461-7910-1931-8719-1228-3111,2678-1324-1664-4577-1605-3695-562-1191,1245-1826-1972-1216-1159-2092-584-1629,easy
4378-12792-241277-99335-102792-6527-2061-3012,16328-8495-34233-34922-52644-2900-10128-16508,30207-33441-20887-3019-19753-1160-7566-13038,31732-40628-18167-1943-7037-1771-10737-14063,2697-3110-4648-1379-17167-662-5038-2349,5441-10461-7910-1931-8719-1228-3111-3969,1324-1664-4577-1605-3695-562-1191-4698,1826-1972-1216-1159-2092-584-1629-3245,easy
12792-241277-99335-102792-6527-2061-3012-78058,8495-34233-34922-52644-2900-10128-16508-53173,33441-20887-3019-19753-1160-7566-13038-8031,40628-18167-1943-7037-1771-10737-14063-2806,3110-4648-1379-17167-662-5038-2349-4934,10461-7910-1931-8719-1228-3111-3969-3269,1664-4577-1605-3695-562-1191-4698-921,1972-1216-1159-2092-584-1629-3245-826,easy
241277-99335-102792-6527-2061-3012-78058-40382,34233-34922-52644-2900-10128-16508-53173-39431,20887-3019-19753-1160-7566-13038-8031-22039,18167-1943-7037-1771-10737-14063-2806-5353,4648-1379-17167-662-5038-2349-4934-10549,7910-1931-8719-1228-3111-3969-3269-6958,4577-1605-3695-562-1191-4698-921-7955,1216-1159-2092-584-1629-3245-826-3245,easy
99335-102792-6527-2061-3012-78058-40382-343781,34922-52644-2900-10128-16508-53173-39431-38137,3019-19753-1160-7566-13038-8031-22039-18686,1943-7037-1771-10737-14063-2806-5353-84002,1379-17167-662-5038-2349-4934-10549-3873,1931-8719-1228-3111-3969-3269-6958-11232,1605-3695-562-1191-4698-921-7955-11314,1159-2092-584-1629-3245-826-3245-3093,easy
