delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
1145378,383433,49306,72173,37264,33905,50269,34567,428554,73384,10546,5684,9500,20233,16711,5097,1
2010144,281942,174813,108190,27067,58943,92361,23954,128634,55761,14100,8516,8362,14049,15951,6363,1
1676518,424569,150730,93126,43094,83202,58034,65777,43330,26075,2930,882,1345,3728,5059,671,1
244414,30596,12322,33716,53520,33560,18831,13945,4877,3893,1462,5579,2946,6113,5880,3396,1
2469685,474237,37244,73170,77839,160594,103242,64420,4916,30085,7885,4904,4970,10791,17412,6608,1
1345709,280458,30517,31626,58715,172024,223182,40234,50643,30473,7149,2012,1376,4710,1909,1572,0
1633334,647127,85542,124299,56650,104542,115855,50963,70200,8024,5750,11069,8774,24755,7609,8746,1
1290456,224874,24410,26549,29126,62550,48037,38990,7239,7896,1685,6919,9843,18122,5619,7212,1
798615,104692,37131,25530,15738,20140,23842,13504,65927,9531,902,2098,2835,5030,3968,4394,0
1706517,387595,82294,50924,58136,37603,38735,26580,4208,6151,2657,668,1639,3588,2016,1520,0
1754080,549450,154490,182795,43958,84831,222314,89549,2447,4326,5322,4601,2493,7908,5554,5716,1
1942513,466282,46875,68402,36557,83221,36540,28966,72207,2281,2365,2303,2580,5509,4077,2691,0
2855119,184055,48654,32122,19270,37954,66340,45003,119599,6201,12519,3122,1959,6235,3001,2626,0
3075674,259827,163732,90271,101500,75364,46255,65424,21006,30529,6203,564,5732,8504,5688,5802,1
2317883,664392,136452,95374,53563,103274,130928,128016,50381,22991,5282,5031,3510,3995,1846,1500,1
718724,144453,50129,116609,26985,99315,81014,48413,67843,23514,2925,4081,7816,4909,8173,4106,0
570536,151284,17519,38269,36129,65826,62335,30358,150547,45684,643,5369,6057,15433,6456,8628,0
1931498,700420,49817,62579,44359,80262,73947,38457,16798,20150,8519,4263,5207,5969,1739,1901,1
1067448,236615,70747,70105,24408,61646,42631,35079,205109,13468,3599,2848,1218,4472,3234,2107,0
2001797,276161,105048,44649,30206,72761,56396,26980,43090,20429,1480,722,990,4646,1718,1368,1
1003707,248621,34224,42193,24816,27015,56541,29164,270813,26522,9546,5705,1771,8259,8182,1998,0
768769,191870,87166,31515,29311,47665,44275,17943,6586,19031,4943,3357,2761,2127,1493,841,1
1572596,582886,51524,65047,36791,96112,60427,44959,181453,21560,1491,3366,2841,3667,658,833,1
2608738,280026,80790,99540,28036,135347,30367,34717,586423,15643,4463,1109,2995,10829,7131,2459,0
1813011,423600,115058,41785,103728,45580,54038,86518,162716,24945,4236,2300,2666,4747,3716,2628,0
1225580,503235,148297,27470,66254,97519,88941,53078,1443,6360,3535,2246,2259,2223,1992,1136,1
744495,261905,39121,42641,40520,76395,68476,34339,15129,24946,4034,3332,4730,8578,9612,9451,0
1266345,167535,28398,26563,35464,82838,50835,68913,242575,76452,2358,3683,7507,13316,8060,5901,0
1627457,140970,26062,27994,80371,45817,37663,37458,9022,3680,8962,8026,5526,7235,6750,5865,0
772777,377108,41485,104349,34133,56457,37861,29506,124801,44495,3546,3429,1348,12230,8192,5783,0
1870505,655765,20792,59858,53689,85348,42588,39172,294393,11092,7930,932,8215,7801,5730,5670,1
842330,41785,34704,18307,26484,75918,56224,23330,12449,11776,3242,6669,2221,10760,6222,4165,0
1713407,311551,312474,39001,45975,58703,45568,54911,100805,4660,650,534,1179,2236,2114,1787,1
1695007,421328,58869,278967,107762,53912,65780,35059,51968,5894,3608,1077,911,6393,1770,2034,0
937294,205865,99107,72632,74578,64168,72674,59394,177646,16458,8736,5857,5268,13311,7379,5267,0
1813156,280454,104681,96573,41493,66659,105868,45244,11671,4289,8563,4839,5387,7713,5471,4360,1
436933,249068,17420,12535,17033,58115,33536,7974,144613,26556,3498,1462,1147,4864,3541,1072,1
1754671,268563,101155,26690,45527,46291,28195,31979,8813,14729,1995,6294,6682,7724,11259,4129,1
525355,150758,32649,52615,28713,24634,36640,18647,5648,12925,1420,810,2640,7582,2949,3690,0
142325,115266,20699,20529,15806,36443,66758,31029,27596,12414,3957,1748,2424,3797,2170,2789,0
1571629,430844,69719,28345,58251,36755,44496,28410,7799,12227,5568,5301,815,2006,2061,1680,1
988162,324862,182228,50663,52134,59194,63313,48557,195210,29959,12996,7881,12753,15594,18017,11360,1
1291287,419848,84807,28201,29658,47497,31775,20749,25695,14687,3670,3144,4603,7037,8769,5510,0
263890,46742,34376,30833,45775,40700,43295,18126,56083,12330,3872,2202,2429,1146,817,1087,0
1766916,233202,61933,27232,33495,46534,42503,28224,5159,11381,2958,2340,1313,5170,4310,2402,0
1161737,219844,33596,15687,42020,31112,26276,61549,16222,8644,663,705,447,2229,2303,1334,0
1845111,182501,31668,10612,19699,60009,66743,28091,10695,3577,5132,4710,2490,3637,883,1210,0
542326,258297,40749,12395,20632,58627,32870,26941,3314,4273,1403,2593,2049,7543,2858,3142,1
876715,150111,24560,14868,15336,14507,12328,7434,103880,15941,2081,2857,2276,1176,525,1117,1
83153,60788,12987,19193,39275,41896,14944,23704,4733,6718,1811,3472,3408,10384,5689,2478,1
482373,83272,23238,20188,15015,75033,36833,19726,40299,9222,2122,565,2091,4187,4417,2808,1
1279650,88312,38222,120052,40667,53304,21302,12322,3428,7731,330,5741,1924,12925,2325,3010,1
155013,81505,17680,19691,10946,44540,37430,16623,1349,3489,1699,4413,4064,10587,2554,2264,0
545337,160214,18863,8499,15476,31798,37576,14788,25351,7429,1335,475,1871,2326,1373,1242,1
663727,86074,28564,25879,14035,34129,31640,11502,5698,11160,3755,1152,2847,4663,4361,4524,1
1895072,811448,168097,38687,61970,34961,39507,32440,14488,7676,5733,2683,2527,4215,3002,1730,1
174636,27995,6983,15569,28379,10268,13336,6487,2592,4829,484,1324,1267,781,770,469,1
1011249,213355,27106,29846,25616,31055,37165,22514,7616,6338,1472,993,4632,2619,1029,944,1
674188,209430,33769,42968,29354,50288,54244,19396,28751,19166,2211,8070,7571,7378,5853,5706,1
527097,93698,15045,15807,23989,16610,14245,21080,14316,7587,1938,1152,2750,2484,1326,1522,0
2546183,253857,41393,37379,79462,60618,39778,33340,103891,10824,4918,2067,2055,4512,6888,4197,1
214949,50314,23568,42746,19682,24050,11886,19234,8609,8059,1026,3979,3635,2352,4368,1837,0
675370,91681,22072,29177,19934,19230,12409,6572,68129,2956,1541,5074,4290,2027,1285,520,0
1003522,229328,51888,51364,28132,45867,31678,18355,24196,28694,1693,1608,7767,5245,6418,3225,1
1982913,991449,131032,121068,110308,50807,19804,15626,35968,3491,685,2108,354,2225,1639,1231,1
1045065,164264,25016,38085,23999,26345,17825,12782,5166,9256,1241,1752,7338,4209,1850,1637,1
551469,99488,49242,61493,20303,50196,45802,45102,44282,7741,2443,2665,3271,5864,5832,2057,0
1521379,377187,127090,81519,39032,86950,45077,15924,112350,86379,2626,10147,4229,19258,11720,6957,1
2640395,772823,39587,33169,25257,44096,31128,31786,5825,10002,9526,2901,4303,6078,2857,3605,1
1282122,347429,74859,34790,45591,68178,30076,21828,39901,5187,4511,3366,4409,5811,2312,6165,0
273226,51992,16908,27560,39613,59078,62872,26847,3492,7648,2668,3192,4169,12733,13751,6591,0
681767,288798,34622,28786,30479,60877,29658,24470,58567,28461,6183,5638,8156,9730,10581,6726,0
2068615,964680,51752,176628,59859,134007,65287,42905,263910,47903,5148,3787,4061,9984,7759,7580,0
3109403,599301,65200,191651,63627,51566,46877,46728,113490,33448,6924,4542,8939,15944,3458,5333,1
1176062,405301,47097,33950,51475,38830,41046,30021,12285,7696,4065,2303,4711,13964,6810,3758,0
945638,204273,41967,35144,61849,56042,80699,45747,5260,10116,5660,6674,7954,12687,5352,12256,0
1450041,607436,84388,63069,32664,44558,84112,62134,55561,54003,3643,898,1778,13037,11180,4435,1
2242841,232494,61544,43927,41857,71499,70171,61285,259068,22725,4747,2378,2590,12080,5562,3946,0
1615463,457544,167320,27438,53286,59797,53769,40271,151077,6451,2030,2398,3316,11097,7443,4289,1
628003,780090,73694,35231,29712,54880,47899,46529,59211,14577,2920,2817,2605,3320,2171,1542,1
1457169,207940,43274,57576,22015,117711,91007,50164,85577,6595,1149,896,1680,4307,1545,1034,1
1511140,243129,78370,58001,31713,67347,77142,30422,130278,14989,1370,3543,1622,3895,1825,843,1
1300102,417535,38909,31062,85459,99022,101346,34400,9026,8799,2789,1522,7139,14508,9204,6011,0
886819,202276,93375,185645,71310,58357,51577,35575,40220,11915,3208,173,2070,7031,5606,5199,0
751038,164916,32927,33521,51015,58823,60111,45331,26334,26202,2463,1693,721,3604,1690,2209,0
1713110,90017,24437,19022,23501,31238,53572,29096,16420,4162,1194,932,1307,2950,1772,2020,1
323072,92173,35597,17244,36191,32299,60891,46314,9777,8047,3161,2376,832,3093,1616,1375,0
1470172,291739,55954,129161,40090,68294,54775,38858,92264,52240,1792,5434,9825,15349,8226,4876,0
1674310,227852,17683,4943,14881,36415,14272,8857,54923,10987,533,1026,1858,3902,1371,1211,1
1243920,177421,29244,23183,18994,50526,79280,35620,69312,16952,2177,3075,3195,8795,3707,3446,1
1123749,179256,89588,51161,51212,53319,91259,25391,149395,33077,6473,3241,1360,7429,6994,4104,0
1635314,331508,140074,70041,52411,83575,90006,41060,111270,17543,4522,2899,3986,4716,4041,4226,1
2125721,426494,30397,32148,38647,154336,157191,51020,64978,20350,4624,2276,2473,6462,4093,1753,1
1653987,364177,62983,32540,54540,121485,83874,52342,181107,25807,12314,11853,9804,7006,5728,6519,1
1853995,324198,90081,73178,50670,83887,51888,33206,4714,4424,7955,7015,12267,28051,20041,18683,0
2428398,466195,89981,67856,86921,102663,112130,41242,135131,91001,9725,17668,8549,21127,12495,6245,0
1893022,525629,130708,99896,44116,127153,53107,62281,41606,40833,4082,3803,2161,7481,3595,2286,0
