delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
666427,104692,21199,25530,5080,12011,5745,6642,65927,9531,902,2098,4976,5030,3968,4394,0
1526344,278203,22346,14276,24465,37603,38735,26580,4208,6151,8376,8369,16304,21045,22612,9500,0
159239,45627,28481,21125,13623,20183,18783,10719,2447,4326,7989,4601,6393,8775,5554,8112,1
1942513,102930,30897,8549,33356,68575,33261,19718,72207,67749,2365,7163,10615,25445,11374,4900,0
1161354,34077,18267,32081,12377,27003,26922,45003,201703,6201,12519,3122,1959,6235,3001,4344,0
3075674,207640,163732,90271,101500,75364,46255,65424,21006,37711,18473,18093,25636,26743,15543,28047,1
116840,142611,25898,19718,26546,13609,7841,8977,50381,22991,5609,5144,3510,6909,4579,5126,1
147381,75699,15903,36924,19356,99315,30246,48413,67843,68564,10226,16770,16138,28333,17454,36587,0
382689,76880,12294,10911,36129,37178,62335,19002,150547,45684,643,5369,6628,25225,42476,8628,0
1931498,73080,21455,24360,44359,50424,39361,28531,16798,20150,8519,4758,10057,27568,31534,15595,1
1067448,202664,24477,29528,22291,61646,42631,35079,290249,39014,9787,7419,5112,22477,39908,20345,0
2001797,276161,105048,44649,3286,72761,56396,26980,100733,20429,1480,722,990,4646,1718,1368,1
276121,248621,22713,42193,24803,27015,56541,29164,270813,123909,17715,18773,2733,9583,8284,6640,0
191534,116245,13757,25149,20350,24619,17221,17943,6586,19031,10149,18795,20072,15742,16551,8334,1
1572596,42087,22564,16067,20800,8507,8043,3607,181453,29266,2688,5446,8947,5732,5889,3216,1
2608738,280026,80790,99540,28036,135347,30367,34717,1479606,93208,55474,15976,19833,56321,22587,29656,0
1813011,423600,115058,41785,103728,45580,54038,86518,1516032,161271,11612,4090,6860,30781,27506,14174,0
510200,503235,110315,27470,66254,97519,88941,33035,27613,18385,3535,2246,2259,2223,3924,1136,1
744495,256615,39121,42641,34805,76395,68476,34339,15129,26820,28069,11268,12346,72866,22056,15978,0
792383,167535,20595,23621,35464,82838,50835,68913,338015,76452,14538,14385,20649,65352,46513,23581,0
998415,86938,17433,27994,80371,45817,37663,37458,9022,3680,12527,9404,7596,31579,27836,20332,0
516088,61438,41485,43306,21740,33646,35812,16569,494680,47646,8312,28605,8567,20940,14419,7335,0
1197735,655765,18222,59858,53689,31114,42588,39172,697095,20786,17281,6936,8215,7801,5730,19382,1
20645,18415,23814,17029,26484,75918,22885,23330,12449,11776,5821,14639,10480,31891,13233,10923,0
124791,16483,1446,895,1935,6367,3793,2379,100805,4660,650,534,1179,2236,2114,1787,1
1449111,421328,58869,40245,42136,53912,65780,22440,712253,78858,24981,11308,26385,22970,22197,18739,0
298927,205865,71566,19378,24922,31096,56499,58544,177646,16458,11001,5857,5268,13311,7379,5267,0
755091,28616,26383,6132,41493,19545,6227,12171,11671,4289,9773,4839,5387,7713,5471,6413,1
289851,59306,17420,10990,3873,58115,23225,6151,144613,31764,4379,5092,3357,4864,5020,1072,1
