delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
2010144,130294,174813,108190,27067,58943,92361,23954,1394249,125912,20774,13246,15888,17227,17155,8267,1
1298773,424569,150730,52503,43094,79055,47708,49797,1219530,50577,32415,4995,7532,12327,8472,11549,1
244414,30596,12322,33716,53520,33560,11977,13945,5728,3893,8954,11648,2961,10669,10193,3396,1
1982933,474237,36485,73170,51059,160594,103242,64420,1076836,220881,18440,11922,19501,18547,28540,11638,1
1345709,280458,30517,6076,15263,172024,223182,40234,614409,65363,7149,2012,1376,8027,2799,1572,0
1154601,576448,77099,124299,56650,104542,115855,42313,697753,249214,43331,30119,22840,61090,59189,20267,1
951488,224874,21028,26549,11031,62550,48037,19636,657750,88352,1685,11461,9843,18122,5619,7212,1
798615,47765,5097,15040,13167,20140,23842,13504,416971,42850,4720,6101,5045,9620,17176,4990,0
1706517,387595,82294,50924,58136,34502,31513,17791,67492,45459,2657,1578,1639,3959,2016,3180,0
1754080,549450,154490,182795,43958,84831,222314,89549,1556926,267669,82684,84733,22593,70621,150618,17795,1
1187722,466282,21311,68402,36557,83221,36540,28966,360518,52806,19407,4255,9019,11855,7723,8953,0
2855119,184055,48654,32122,19270,37954,66340,9977,624739,93962,42015,27033,13706,7621,5112,9635,0
998696,88563,18050,12150,9704,23085,29160,9795,520166,30529,6203,564,5732,8504,5688,5802,1
1745785,390193,136452,95374,53563,53136,130928,128016,531815,58220,7138,7459,5158,24280,7025,17779,1
615766,83603,18150,21443,26985,30375,13633,13860,555632,23514,12319,9130,7816,8513,8173,4106,0
570536,151284,8604,38269,11361,20489,17650,9862,351520,129019,6484,8666,6057,16796,6456,9788,0
1232644,141690,49817,62579,21676,6847,4336,5810,1089810,34769,10423,4263,5207,5969,1739,1901,1
541071,236615,70747,70105,24408,31631,29271,18432,205109,13468,3599,2848,1218,4472,3234,2107,0
1692107,213399,15642,16808,30206,33583,27945,25393,43090,48675,9039,12985,7863,5228,5626,3002,1
1002794,153630,17973,32549,24816,18895,39550,15723,954326,51878,17001,10876,12348,8259,11880,12965,0
346729,191870,87166,31515,29311,47665,44275,14966,298197,24281,4943,3357,2761,2127,1493,841,1
1398580,582886,17075,65047,29966,96112,60427,44959,921777,200137,11711,16441,17069,22058,28683,6579,1
858571,137161,6850,15127,11296,17397,22917,11132,636415,74601,6780,6661,8644,13888,14547,8441,0
192114,104544,5286,20890,15908,20822,7775,9969,162716,24945,4236,2300,2666,4747,3716,2628,0
1225580,158840,148297,18039,6726,48723,55419,53078,1443,6360,3989,16396,3436,35101,33296,14444,1
608614,100313,16303,14069,40520,39648,61643,16349,110606,24946,4034,7932,4730,8578,9612,9451,0
1248294,97247,12152,16702,9924,21687,18014,6614,672979,87008,2358,3683,7507,20202,8385,5901,0
1181463,60630,26062,12097,8935,42060,25015,12852,244350,24851,8962,8026,5526,7235,10671,10983,0
772777,377108,22945,104349,34133,56457,37861,29506,402044,63913,4636,13727,13419,49133,29837,19341,0
995327,156285,20792,17388,20774,41790,39078,9199,294393,11092,7973,7678,18977,20249,24781,8766,1
688507,41785,34704,18307,21652,56020,56224,19814,522160,21515,3741,18037,18516,34839,47441,16968,0
924827,311551,312474,39001,45975,58703,45568,54911,858703,293672,84417,6645,23233,12240,40449,18063,1
881471,221294,43549,278967,107762,31378,38108,34098,301152,124524,36917,47028,48290,28352,31580,26709,0
937294,117921,43735,35364,74578,64168,72674,59394,368126,76311,8736,16800,32718,24916,45776,11013,0
1558514,237026,45315,96573,37314,39881,105868,45244,675027,89840,8563,13270,10862,24569,18803,4360,1
436933,249068,14356,12535,9704,24932,33536,7488,295244,62170,6254,10937,4732,23439,9931,3898,1
