delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
718724,144453,50129,116609,26985,53028,81014,30752,389903,23514,2925,4081,8198,4909,13633,5203,0
570536,151284,17519,38269,21088,65826,21712,30358,263269,58480,8604,11988,11361,15433,12216,9788,0
1120159,700420,32712,13530,35160,80262,73947,38457,865501,34769,10423,4263,5207,5969,1739,1901,1
1020689,120354,23042,8497,10165,19532,18835,18369,205109,13468,3599,2848,1218,4472,3234,2107,0
611581,85561,24503,14701,19326,22044,12051,10914,43090,22410,7404,4755,7863,5228,5626,3002,1
1003707,153630,34224,32549,24816,18895,14619,15723,316306,26522,9546,5705,1771,11539,8182,1998,0
768769,29853,52770,9113,8670,20726,9469,13581,298197,24281,4943,3357,2761,2127,1493,841,1
921777,582886,51524,19970,36791,96112,60427,44959,245790,21560,1491,3366,2841,3667,658,833,1
858571,126730,36865,26664,13517,17397,22917,9820,586423,15643,4463,1109,2995,10829,7131,2459,0
1186306,132386,31756,15229,8226,29738,25938,9904,162716,24945,4236,2300,2666,4747,3716,2628,0
1225580,158840,148297,16396,6726,48723,55419,14444,111573,26711,3933,3369,2348,5596,1992,2259,1
398942,261905,20604,16889,40520,43904,61643,25158,110606,100313,14345,3332,11603,24382,14479,9773,0
1266345,124447,28398,26563,26695,80210,48592,31292,242575,84763,2358,3683,9924,13316,8060,6614,0
1627457,140970,26062,18240,12868,42060,25015,10983,168792,54366,24155,12097,8378,8188,6750,5865,0
402044,198754,6347,18275,13419,56457,31944,29506,124801,44495,3546,3429,1348,12230,8192,5783,0
1870505,169980,18856,24573,40216,85348,39078,27508,294393,11092,7930,932,10273,8406,8603,5670,1
842330,21515,3741,18037,18516,34839,56224,19814,522160,12615,3242,6669,2221,10760,6222,4165,0
1713407,293672,312474,39001,45975,58703,40449,54911,507807,59876,42165,3758,31015,28792,35106,18950,1
1695007,124524,36917,47028,48290,31378,43835,35059,51968,5894,3608,1077,911,6393,1770,2034,0
937294,110665,99107,72632,74578,64168,72674,59394,192920,76311,17788,35364,27754,23821,24357,19328,0
1813156,280454,104681,96573,37314,66659,105868,45244,190810,202394,45315,26962,7621,39881,49143,14954,1
436933,65835,6254,12535,17033,24932,33536,7974,153876,26556,3498,1462,1147,5072,3541,4089,1
