delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
1145378,383433,49306,72173,37264,33905,50269,34567,428554,123906,10546,5684,10763,22394,23929,7631,1
2010144,281942,174813,108190,27067,58943,92361,23954,1281412,125912,20774,13246,11001,14049,17155,8267,1
1676518,424569,150730,93126,43094,83202,58034,65777,84142,26075,7628,882,2184,3728,5059,1807,1
244414,30596,12322,33716,53520,33560,18831,13945,5728,3893,2452,5579,2946,6113,5880,3396,1
2469685,474237,36485,73170,51059,160594,103242,64420,761433,30085,17146,11922,17009,10791,17412,6608,1
1345709,280458,30517,31626,58715,172024,223182,40234,50643,65363,7149,2012,1376,4710,1909,1572,0
1633334,647127,85542,124299,56650,104542,115855,50963,697753,249214,7740,22904,22661,57885,35090,20267,1
1290456,224874,22169,26549,29126,62550,48037,26775,125229,80758,1685,6919,9843,18122,5619,7212,1
798615,72482,37131,15040,15738,20140,23842,13504,384105,42850,4720,3718,2835,7017,7907,4463,0
1706517,387595,82294,50924,58136,34502,31513,18306,67492,15089,2657,668,1639,3588,2016,1520,0
1754080,549450,154490,182795,43958,84831,222314,89549,361162,28330,5322,8155,2493,7908,8902,5716,1
1187722,466282,46875,68402,36557,83221,36540,28966,360518,2281,2644,2303,2580,5509,4077,2691,0
2855119,184055,48654,32122,19270,37954,66340,9977,119599,93962,17279,3440,4437,7621,3470,2626,0
1576177,259827,58567,45576,35160,44627,29160,31556,64629,30529,6203,564,5732,8504,5688,5802,1
2317883,664392,136452,95374,53563,103274,130928,128016,253624,39733,5282,5031,3897,3995,1846,1500,1
718724,144453,50129,116609,26985,53028,81014,30752,389903,23514,2925,4081,7816,4909,8173,4106,0
570536,151284,17519,38269,21088,65826,21712,30358,263269,58480,6484,8666,6057,15433,6456,9788,0
1232644,700420,49817,62579,35160,80262,73947,38457,865501,34769,10423,4263,5207,5969,1739,1901,1
1020689,236615,70747,70105,24408,31631,29271,18432,205109,13468,3599,2848,1218,4472,3234,2107,0
1692107,213399,24503,16808,30206,33583,27945,25393,43090,22410,7404,4755,7863,5228,5626,3002,1
1003707,153630,34224,32549,24816,18895,39550,15723,316306,26522,9546,5705,1771,8259,8182,1998,0
768769,191870,87166,31515,29311,47665,44275,14966,298197,24281,4943,3357,2761,2127,1493,841,1
1398580,582886,51524,65047,36791,96112,60427,44959,245790,21560,1491,3366,2841,3667,658,833,1
858571,137161,36865,26664,13517,17397,22917,11132,586423,15643,4463,1109,2995,10829,7131,2459,0
1186306,132386,31756,20890,15908,29738,25938,9969,162716,24945,4236,2300,2666,4747,3716,2628,0
1225580,158840,148297,18039,6726,48723,55419,53078,1443,6360,3933,3369,2348,5596,1992,2259,1
608614,261905,20604,16889,40520,43904,61643,25158,110606,24946,4034,3332,4730,8578,9612,9451,0
1266345,124447,28398,26563,26695,80210,48592,31292,242575,84763,2358,3683,7507,13316,8060,5901,0
1627457,140970,26062,18240,12868,42060,25015,12852,168792,24851,8962,8026,5526,7235,6750,5865,0
772777,377108,22945,104349,34133,56457,37861,29506,124801,44495,3546,3429,1348,12230,8192,5783,0
1870505,169980,20792,24573,40216,85348,39078,27508,294393,11092,7930,932,10273,8406,8603,5670,1
842330,41785,34704,18307,21652,56020,56224,19814,522160,12615,3242,6669,2221,10760,6222,4165,0
1713407,311551,312474,39001,45975,58703,45568,54911,507807,59876,42165,3758,23233,12240,35106,18063,1
1695007,221294,43549,278967,107762,31378,43835,35059,51968,5894,3608,1077,911,6393,1770,2034,0
937294,117921,99107,72632,74578,64168,72674,59394,192920,76311,8736,16800,27754,23821,24357,11013,0
1813156,280454,104681,96573,37314,66659,105868,45244,190810,89840,8563,13270,7621,24569,18803,4360,1
436933,249068,14356,12535,17033,24932,33536,7974,153876,26556,3498,1462,1147,5072,3541,3898,1
