delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
988162,324862,182228,50663,52134,59194,63313,48557,422416,155455,30286,7881,12753,28655,45455,11360,1
1291287,419848,84807,28201,29658,47497,31775,20749,25695,14687,3670,16942,6237,39440,17531,5510,0
263890,46742,34376,30833,45775,20182,25235,8720,56424,20538,3872,5353,2934,2210,844,1115,0
306764,39849,6499,14679,11568,28066,22552,13470,5159,11381,2958,5414,1313,5170,4310,2402,0
1161737,219844,33596,15687,42020,25977,26276,61549,210856,8644,663,705,447,2229,2303,1334,0
1845111,182501,31668,7232,8704,46446,66743,23556,623453,14386,5132,5482,2490,3637,883,1210,0
202942,258297,40749,8286,8610,45870,19650,26941,108213,4273,1403,2593,2049,7543,2858,3142,1
876715,150111,24560,14868,15336,14507,12328,5965,230676,47041,4513,9956,6189,6015,6588,2623,1
83153,60788,12987,19193,39275,41896,14944,23704,4733,6718,1811,3472,3408,13719,9729,10324,1
482373,83272,8120,8397,11513,75033,36833,16902,40299,9222,4193,565,2091,5260,4417,2808,1
1279650,88312,17118,120052,40667,53304,15711,12322,23654,17405,10163,9948,1924,12925,2325,3010,1
151602,81505,17680,19691,10946,44540,37430,14856,1349,12015,7472,13086,7205,12684,2554,2264,0
199785,116345,11703,6143,10274,22091,26849,11412,52518,7429,1335,475,1871,2326,1373,1242,1
571822,45591,5452,9270,14035,14135,31640,11502,5698,11160,3755,1152,2847,4663,4361,4524,1
1894215,811448,168097,38687,31794,34961,39507,13130,100763,92150,7769,2683,6829,7045,3661,3477,1
174636,27995,4459,4587,4019,4937,3528,3073,44568,7893,484,1324,1267,781,770,469,1
256100,213355,20280,29846,25616,31055,30973,22514,7616,6338,13860,20781,22498,16388,29035,17251,1
592491,196191,26009,42968,16300,22181,37090,19143,46079,25896,10891,16019,7571,7378,5853,5706,1
99825,93698,8616,2186,23989,16610,12848,21080,68193,7587,1938,1152,2750,2484,1326,1522,0
2546183,253857,41393,37379,79462,60618,39778,33340,428915,39106,27967,8348,28890,33448,15062,20489,1
164282,50314,4106,11551,7579,11522,7492,4499,65612,8059,1026,3979,3635,2352,4368,1837,0
675370,91681,22072,12238,9393,15778,4223,4066,182249,26086,6911,5482,4290,2027,1285,520,0
1003522,229328,51888,51364,28132,45867,31678,18355,97343,50811,1693,11464,7767,11055,8895,3225,1
1982913,991449,131032,121068,110308,50807,13487,15626,136715,27662,6443,3391,3326,2542,4529,1231,1
31265,164264,14706,25991,23999,12236,17801,7195,5166,9256,1241,13386,8217,9983,6202,5337,1
551469,99488,49242,61493,20303,50196,45802,45102,98263,31237,16238,2665,3271,9068,8177,6179,0
1521379,377187,127090,54433,39032,61217,45077,15924,1094847,156320,14817,10147,26700,31581,11720,8382,1
2640395,772823,24441,33169,25257,44096,31128,31786,85621,22579,10553,2901,5241,6078,2857,3605,1
1282122,347429,74859,34790,45591,12899,27250,21828,39901,27489,5213,3366,4409,7268,5537,6165,0
273226,51992,9514,8042,39613,38851,62872,26847,6608,12367,3239,3192,4169,25220,21670,8960,0
667284,288798,34622,12387,30479,60877,28513,22636,291596,76406,13253,6723,8156,9730,10581,6726,0
2068615,964680,51752,176628,59859,134007,65287,42905,275357,54492,7615,10755,12733,9984,8159,7580,0
3109403,599301,54653,191651,63627,51566,35715,46728,315744,223271,17579,10971,8939,17352,3458,5333,1
1176062,405301,30746,33950,35403,38830,25948,27140,446487,25662,16572,2303,4711,15797,7673,3758,0
651734,195588,41967,35144,44966,56042,80699,45747,261784,97636,5660,8961,7954,16106,5352,12256,0
1450041,607436,84388,26826,25610,31987,84112,62134,941958,54003,18735,11675,1778,22431,11180,11408,1
2242841,232494,35208,43927,41857,41680,70171,48871,259068,49256,5108,2378,2590,12244,5562,17641,0
1615463,457544,167320,27438,53286,59797,53769,31682,292630,106495,20808,23325,17018,30666,23155,21823,1
560184,780090,73694,35231,29712,54880,47899,46529,59211,19014,29210,13661,20784,34808,43230,20364,1
1457169,207940,38139,12072,22015,117711,91007,50164,347770,125576,2616,10193,7745,16919,10405,7445,1
809412,243129,69290,58001,31713,67347,77142,30422,236160,24813,12767,16170,7833,12150,6609,5162,1
1300102,417535,38441,14257,22146,75948,101346,34400,307277,166431,11790,6155,9814,19165,15979,6011,0
315608,74275,18518,13657,7644,19179,19813,7767,167346,11915,3208,6683,2070,7031,9211,5199,0
751038,164916,32659,33521,39139,27191,60111,45331,26334,26202,2463,1693,721,3604,1690,2209,0
1713110,70722,24437,14537,22597,31238,53572,29096,69287,4162,1194,932,1307,2950,1772,2020,1
231727,92173,12832,3918,6402,19055,7755,5273,116040,13234,3161,2376,832,3093,1616,1375,0
825555,121812,33310,15996,21813,68294,54775,38858,92264,68377,24764,5434,10277,15349,8226,4876,0
1674310,227852,17683,4943,6899,36415,14272,8857,327600,21499,12085,1026,2799,4550,1371,1211,1
1243920,152275,29244,15517,18994,42706,79280,35620,397201,49758,14693,5047,8868,11836,7516,9139,1
1048629,179256,36689,51161,40744,53319,71902,23054,239773,42698,6473,9718,1360,14252,6994,4104,0
1598842,289690,140074,47454,52411,83575,90006,41060,898181,223064,18919,11757,11997,44918,33187,16737,1
2125721,426494,30397,32148,38647,65090,157191,51020,119525,66210,4624,3061,5576,8475,9165,5039,1
1653987,364177,62983,32540,54540,100645,83874,52342,185588,55688,18465,12071,9804,13895,9368,7807,1
809325,324198,47583,38269,50670,83887,51888,33206,152828,78391,12399,13290,13542,28051,31353,19372,0
987295,253717,53304,42413,73038,102663,54556,41242,218952,95738,9725,17668,8549,29694,20756,6245,0
674773,525629,130708,99896,40086,33698,35826,15125,41606,40833,7340,3803,18819,8530,7631,4881,0
