delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
131135-911095-1754671-1550740-992647-808188-8813-509094,96941-197477-46554-268563-141244-50526-14729-28905,61151-11016-71683-101155-61180-18120-1995-13534,9765-10198-18141-24002-26690-6294-14715-16321,8647-4935-13934-9454-29505-6682-14367-45527,4245-12639-36873-46291-24207-7724-26291-20398,4630-4944-16066-28195-14182-11337-11259-28147,4283-3913-22732-10845-20618-11954-4129-31979,difficult,no
70229-295555-139729-5648-237407-525355-137481-104102,27959-34243-101756-12925-16752-150758-64436-122286,14147-22459-15065-2740-1420-21394-27524-32649,3123-5114-3996-14582-810-12210-26630-52615,4859-5314-11022-14381-2640-27300-9163-28713,1045-7658-11406-16804-7582-24634-23097-23487,1137-8703-14221-36640-2949-10073-21430-7089,761-5100-4188-18103-3690-12998-18647-13622,easy,yes
635651-14987-58916-52032-53892-142325-129033-27596,42361-31363-28863-115266-20919-35096-12414-30337,3447-2103-20699-13099-6741-3957-13752-11056,9132-24695-11770-5108-1748-9037-2289-20529,2691-16325-15806-8736-6525-4422-4200-2424,9156-21532-36443-20247-8116-4531-3797-4340,5145-22372-13670-66758-16041-3358-2170-6839,5237-19438-31029-18548-5635-2789-4115-7204,easy,no
11177-47923-65679-902678-1545763-158976-7799-1571629,7117-41686-32346-98653-430844-22219-12227-148327,13888-7151-17539-29342-21620-5568-8374-69719,7078-2988-9724-16348-28345-5301-19270-13442,22410-15610-3076-31078-47235-815-25749-58251,11809-5338-2006-36755-27341-3408-18724-24322,11133-5994-2557-44496-19757-2061-5561-13251,31805-2325-1680-18438-14499-5579-15137-28410,difficult,no
101782-995915-988162-422416-472099-790460-628709-195210,136637-38716-155455-324862-157499-67838-228700-29959,4364-4944-30286-77073-182228-20646-44963-12996,41298-5350-50663-7881-10405-13797-28877-20154,22622-5899-12753-17587-52134-26482-46392-16258,48631-6221-47468-59194-28655-33287-42093-15594,19075-9591-55006-63313-45455-19187-18017-36854,24963-5888-13956-11360-48557-26179-26952-24026,difficult,no
1141620-248083-243084-1291287-25695-75046-1035682-29913,1807282-72178-75003-419848-14687-49534-224015-17545,88208-49072-4602-84807-3670-32480-72054-14273,105340-17750-28201-21228-16942-9390-3144-7898,40071-6469-29658-12582-6237-4603-11293-11155,57455-8498-43517-39440-47497-7037-24428-16325,29346-10153-31775-25052-17531-8769-31405-15676,20224-4646-11538-20749-5510-6105-17410-14386,easy,no
126060-7980-263890-155954-56424-121074-154826-56083,6887-17540-20538-46742-31692-12330-36392-15931,5730-3177-9019-34376-3872-4946-6821-10728,14140-2294-5353-30833-10065-2202-5996-8846,7769-21503-2934-45775-6626-2429-16665-21414,11743-21991-2210-20182-3298-1146-40700-16141,3160-15112-844-25235-5619-817-43295-19911,5325-12897-1115-8720-4056-1087-18126-4293,easy,no
69570-74322-105521-5159-306764-1766916-894299-141843,50326-24136-39849-13447-11381-233202-106230-65123,18690-2842-6499-2958-6409-61933-22966-20483,5022-9505-5414-14679-7139-18754-27232-2340,5372-33216-11568-10860-1313-33495-16511-4743,7973-13903-5170-28066-6732-46534-34946-32976,2066-15581-7793-22552-4310-10581-42503-20135,6854-17312-2402-13470-7605-28224-13453-20427,easy,yes
1336434-1215692-210856-1161737-257906-72496-16222-150986,312981-233227-8644-219844-38611-11462-21069-16930,160620-49040-663-33596-6129-1960-13611-1614,20404-22397-705-15687-4810-5330-4736-2609,40939-40846-447-42020-3986-3430-30148-5760,28816-27577-2229-25977-4611-4598-31112-3671,26988-15588-2303-26276-3488-4471-24672-2829,12989-10436-1334-61549-6047-4091-28061-1455,easy,yes
825176-62588-1845111-923725-623453-81396-303602-10695,157247-31893-182501-29312-14386-55517-98455-3577,45010-6302-9147-31668-5132-29262-19050-10284,47006-5356-6755-7232-5482-4710-8516-10612,8871-3409-8704-4725-2490-19699-3741-11670,39536-6090-46446-3637-4986-17145-60009-22060,29730-3671-66743-883-4960-19722-20448-31024,19308-5245-23556-1210-1554-28091-18857-16838,easy,yes
