delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
70959-795654-10510-5211-17199-270375-37578-144150,10643-32127-12105-1951-57837-56821-10737-20181,2342-1380-10048-492-1051-9500-5799-3457,5183-16784-16457-6688-9005-2220-25917-1338,2428-25994-8618-5125-12576-3814-27306-2030,1995-8095-2407-4779-6930-2646-3940-2973,1253-8812-4277-4644-1856-3215-1982-927,1669-7808-2765-2151-2674-2095-9483-1311,easy,yes
335953-137959-10414-57744-181723-131823-62661-127038,5110-22813-8509-28114-12889-35421-19661-11726,1245-17968-3966-3761-2319-9849-3790-19048,558-6822-16705-7487-2620-6136-9703-2589,5090-10149-9407-4564-1379-10377-2319-21498,3623-4811-35219-4058-1341-11680-2367-5120,1875-3859-13040-1629-843-12437-1958-4028,875-4525-11070-3018-2318-5508-2297-1009,easy,yes
30080-104292-514295-330160-85211-16673-48993-266193,13672-85663-328942-108941-22952-3986-10757-410809,7289-18443-97676-12545-2219-518-5426-14132,1127-16896-18918-29942-5792-3349-1652-52422,1276-8987-6998-21349-1351-1919-8158-36453,740-8719-23423-11413-4745-934-8600-47725,379-4550-21019-17990-2148-1660-8184-106318,217-4604-19933-15995-1950-479-2454-44352,easy,yes
59794-5846-558346-170413-1388059-54230-68096-322604,23687-18552-11732-12912-183881-11795-71494-74872,5630-22083-3666-4895-160888-6943-6030-3695,3100-14457-17551-6309-59918-2569-2281-2089,11293-28081-11882-1434-12058-1310-1709-938,13078-25421-8502-3873-35965-2177-3636-1879,3737-7746-4908-2278-73649-2247-2292-2448,2750-12589-2449-1605-12905-1790-1588-1936,easy,no
1480971-126506-85269-45087-917639-183448-107210-394718,116342-147868-8722-73120-298305-21390-43401-100013,7486-40405-771-31600-107729-12960-4221-101548,6565-57914-1642-14639-35690-27183-17103-92267,12956-78869-1091-5270-68973-10012-22486-81862,19661-60384-3574-9089-55050-6274-13962-29558,13970-36867-1993-6812-29436-4811-7112-18584,6182-68382-1842-2998-39492-3663-4626-17957,easy,yes
25318-185854-1108971-203809-560297-1698934-168621-255447,5895-27378-76129-76119-140091-199709-12992-35359,5240-7069-17789-38753-6051-10005-4303-41189,3794-26575-15056-12226-9505-37167-2131-44331,590-7449-14979-7007-7440-13153-2616-11375,1105-14666-9729-22332-8269-16727-4641-15681,823-5659-20587-16894-5466-15890-2762-9412,1507-10774-5314-7669-3076-7472-1285-10622,easy,no
519817-41101-769039-275155-488173-797543-1369882-80444,44905-54614-60975-56942-123813-45154-339287-36002,35880-5882-4530-6898-7249-5274-26044-27675,17534-5566-5357-10375-16802-3641-82374-8334,10221-10891-6612-15219-9833-4352-24567-5107,39751-6881-4103-14822-8304-5382-17168-5922,21431-4059-2232-10817-5916-5970-34065-7422,13914-5693-3593-6968-5611-1744-14355-1000,difficult,yes
171365-118797-576548-31647-1228-11327-135635-1552934,145839-6901-251479-46046-5190-38360-33859-102872,4563-4625-28711-20465-1433-7465-11850-38627,2105-1053-34501-9554-1330-4157-4849-5285,9859-963-43526-3243-1322-3498-2292-9462,8325-2561-28720-1916-1825-7503-1606-24973,3496-1147-18688-1482-951-5894-1271-17747,3121-1493-25280-895-616-5228-521-11031,difficult,yes
207264-384505-225650-1474959-149285-928634-2630351-48267,134756-361347-162462-45913-36175-316509-214151-6897,36581-104734-31770-37139-25249-10358-296756-9659,10092-36876-21551-47654-19491-23175-93954-12726,3738-15166-6530-11318-2667-19002-63395-3660,22616-22367-12050-12569-7251-25120-145498-19290,12025-25619-27708-9596-2484-34849-34453-10351,8094-17029-11535-13881-1003-15513-32303-9661,easy,yes
285073-50566-499197-433383-476056-9451-90423-225825,32281-10235-76601-440838-68535-8962-67028-64087,3126-1674-481-6677-26578-8886-16026-5944,1819-1446-2586-5801-7631-3065-36703-13702,2475-361-2913-10768-6093-1657-27828-7603,3416-2375-1399-36075-2912-9694-7825-7863,1020-1438-544-16575-3254-2079-3735-3408,181-587-866-10552-1714-1945-2826-1431,easy,yes
