delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
20024-80517-120299-368699-16995-39892-148453-20060,28873-5270-76922-77965-2923-40676-44448-6973,12427-2326-28028-28546-2963-5238-5874-5429,12442-1287-21532-9187-1126-3414-8260-5260,25320-556-12691-14819-1599-8346-10471-1689,18138-561-15388-19179-5891-4343-5252-2935,8290-406-2652-8192-4060-1679-1871-1465,10948-136-3540-3106-778-846-875-579,hard
80517-120299-368699-16995-39892-148453-20060-74304,5270-76922-77965-2923-40676-44448-6973-14108,2326-28028-28546-2963-5238-5874-5429-3338,1287-21532-9187-1126-3414-8260-5260-18438,556-12691-14819-1599-8346-10471-1689-5369,561-15388-19179-5891-4343-5252-2935-7538,406-2652-8192-4060-1679-1871-1465-3200,136-3540-3106-778-846-875-579-4628,easy
120299-368699-16995-39892-148453-20060-74304-140028,76922-77965-2923-40676-44448-6973-14108-42153,28028-28546-2963-5238-5874-5429-3338-9618,21532-9187-1126-3414-8260-5260-18438-7739,12691-14819-1599-8346-10471-1689-5369-25098,15388-19179-5891-4343-5252-2935-7538-1854,2652-8192-4060-1679-1871-1465-3200-1229,3540-3106-778-846-875-579-4628-901,easy
368699-16995-39892-148453-20060-74304-140028-18367,77965-2923-40676-44448-6973-14108-42153-24921,28546-2963-5238-5874-5429-3338-9618-99633,9187-1126-3414-8260-5260-18438-7739-138868,14819-1599-8346-10471-1689-5369-25098-12623,19179-5891-4343-5252-2935-7538-1854-11078,8192-4060-1679-1871-1465-3200-1229-3909,3106-778-846-875-579-4628-901-2058,hard
16995-39892-148453-20060-74304-140028-18367-21198,2923-40676-44448-6973-14108-42153-24921-22701,2963-5238-5874-5429-3338-9618-99633-92893,1126-3414-8260-5260-18438-7739-138868-100307,1599-8346-10471-1689-5369-25098-12623-6571,5891-4343-5252-2935-7538-1854-11078-18618,4060-1679-1871-1465-3200-1229-3909-2531,778-846-875-579-4628-901-2058-3059,hard
39892-148453-20060-74304-140028-18367-21198-1515,40676-44448-6973-14108-42153-24921-22701-18011,5238-5874-5429-3338-9618-99633-92893-25335,3414-8260-5260-18438-7739-138868-100307-123487,8346-10471-1689-5369-25098-12623-6571-18240,4343-5252-2935-7538-1854-11078-18618-21458,1679-1871-1465-3200-1229-3909-2531-3089,846-875-579-4628-901-2058-3059-4247,easy
148453-20060-74304-140028-18367-21198-1515-484558,44448-6973-14108-42153-24921-22701-18011-55194,5874-5429-3338-9618-99633-92893-25335-46297,8260-5260-18438-7739-138868-100307-123487-100821,10471-1689-5369-25098-12623-6571-18240-37900,5252-2935-7538-1854-11078-18618-21458-11385,1871-1465-3200-1229-3909-2531-3089-4795,875-579-4628-901-2058-3059-4247-4397,easy
20060-74304-140028-18367-21198-1515-484558-226387,6973-14108-42153-24921-22701-18011-55194-124198,5429-3338-9618-99633-92893-25335-46297-17931,5260-18438-7739-138868-100307-123487-100821-43330,1689-5369-25098-12623-6571-18240-37900-10567,2935-7538-1854-11078-18618-21458-11385-11602,1465-3200-1229-3909-2531-3089-4795-4047,579-4628-901-2058-3059-4247-4397-2445,easy
74304-140028-18367-21198-1515-484558-226387-102275,14108-42153-24921-22701-18011-55194-124198-19899,3338-9618-99633-92893-25335-46297-17931-5134,18438-7739-138868-100307-123487-100821-43330-3033,5369-25098-12623-6571-18240-37900-10567-6453,7538-1854-11078-18618-21458-11385-11602-2095,3200-1229-3909-2531-3089-4795-4047-766,4628-901-2058-3059-4247-4397-2445-544,easy
140028-18367-21198-1515-484558-226387-102275-93135,42153-24921-22701-18011-55194-124198-19899-25960,9618-99633-92893-25335-46297-17931-5134-4214,7739-138868-100307-123487-100821-43330-3033-6610,25098-12623-6571-18240-37900-10567-6453-1387,1854-11078-18618-21458-11385-11602-2095-1571,1229-3909-2531-3089-4795-4047-766-1323,901-2058-3059-4247-4397-2445-544-1074,easy
18367-21198-1515-484558-226387-102275-93135-28293,24921-22701-18011-55194-124198-19899-25960-66953,99633-92893-25335-46297-17931-5134-4214-51581,138868-100307-123487-100821-43330-3033-6610-84883,12623-6571-18240-37900-10567-6453-1387-10754,11078-18618-21458-11385-11602-2095-1571-11485,3909-2531-3089-4795-4047-766-1323-3745,2058-3059-4247-4397-2445-544-1074-4039,easy
21198-1515-484558-226387-102275-93135-28293-32641,22701-18011-55194-124198-19899-25960-66953-3689,92893-25335-46297-17931-5134-4214-51581-890,100307-123487-100821-43330-3033-6610-84883-1749,6571-18240-37900-10567-6453-1387-10754-1777,18618-21458-11385-11602-2095-1571-11485-1540,2531-3089-4795-4047-766-1323-3745-143,3059-4247-4397-2445-544-1074-4039-341,easy
1515-484558-226387-102275-93135-28293-32641-39657,18011-55194-124198-19899-25960-66953-3689-8312,25335-46297-17931-5134-4214-51581-890-14590,123487-100821-43330-3033-6610-84883-1749-7354,18240-37900-10567-6453-1387-10754-1777-5993,21458-11385-11602-2095-1571-11485-1540-11253,3089-4795-4047-766-1323-3745-143-4520,4247-4397-2445-544-1074-4039-341-3470,easy
484558-226387-102275-93135-28293-32641-39657-255413,55194-124198-19899-25960-66953-3689-8312-10914,46297-17931-5134-4214-51581-890-14590-11079,100821-43330-3033-6610-84883-1749-7354-25569,37900-10567-6453-1387-10754-1777-5993-5554,11385-11602-2095-1571-11485-1540-11253-2680,4795-4047-766-1323-3745-143-4520-799,4397-2445-544-1074-4039-341-3470-525,easy
226387-102275-93135-28293-32641-39657-255413-10705,124198-19899-25960-66953-3689-8312-10914-21047,17931-5134-4214-51581-890-14590-11079-10286,43330-3033-6610-84883-1749-7354-25569-53765,10567-6453-1387-10754-1777-5993-5554-2925,11602-2095-1571-11485-1540-11253-2680-11332,4047-766-1323-3745-143-4520-799-3700,2445-544-1074-4039-341-3470-525-2146,easy
102275-93135-28293-32641-39657-255413-10705-74829,19899-25960-66953-3689-8312-10914-21047-11487,5134-4214-51581-890-14590-11079-10286-31868,3033-6610-84883-1749-7354-25569-53765-14835,6453-1387-10754-1777-5993-5554-2925-1440,2095-1571-11485-1540-11253-2680-11332-1621,766-1323-3745-143-4520-799-3700-362,544-1074-4039-341-3470-525-2146-776,easy
93135-28293-32641-39657-255413-10705-74829-1488004,25960-66953-3689-8312-10914-21047-11487-63705,4214-51581-890-14590-11079-10286-31868-49406,6610-84883-1749-7354-25569-53765-14835-93199,1387-10754-1777-5993-5554-2925-1440-7218,1571-11485-1540-11253-2680-11332-1621-13254,1323-3745-143-4520-799-3700-362-9331,1074-4039-341-3470-525-2146-776-5708,easy
28293-32641-39657-255413-10705-74829-1488004-706051,66953-3689-8312-10914-21047-11487-63705-78306,51581-890-14590-11079-10286-31868-49406-29352,84883-1749-7354-25569-53765-14835-93199-10519,10754-1777-5993-5554-2925-1440-7218-13501,11485-1540-11253-2680-11332-1621-13254-18883,3745-143-4520-799-3700-362-9331-21250,4039-341-3470-525-2146-776-5708-11503,hard
32641-39657-255413-10705-74829-1488004-706051-929403,3689-8312-10914-21047-11487-63705-78306-316298,890-14590-11079-10286-31868-49406-29352-32985,1749-7354-25569-53765-14835-93199-10519-45325,1777-5993-5554-2925-1440-7218-13501-123581,1540-11253-2680-11332-1621-13254-18883-40931,143-4520-799-3700-362-9331-21250-64792,341-3470-525-2146-776-5708-11503-23413,hard
39657-255413-10705-74829-1488004-706051-929403-561577,8312-10914-21047-11487-63705-78306-316298-22516,14590-11079-10286-31868-49406-29352-32985-14215,7354-25569-53765-14835-93199-10519-45325-29346,5993-5554-2925-1440-7218-13501-123581-7361,11253-2680-11332-1621-13254-18883-40931-6678,4520-799-3700-362-9331-21250-64792-5479,3470-525-2146-776-5708-11503-23413-1748,hard
255413-10705-74829-1488004-706051-929403-561577-19079,10914-21047-11487-63705-78306-316298-22516-19865,11079-10286-31868-49406-29352-32985-14215-25046,25569-53765-14835-93199-10519-45325-29346-21643,5554-2925-1440-7218-13501-123581-7361-18443,2680-11332-1621-13254-18883-40931-6678-30283,799-3700-362-9331-21250-64792-5479-7662,525-2146-776-5708-11503-23413-1748-5078,hard
10705-74829-1488004-706051-929403-561577-19079-30305,21047-11487-63705-78306-316298-22516-19865-17644,10286-31868-49406-29352-32985-14215-25046-31252,53765-14835-93199-10519-45325-29346-21643-23767,2925-1440-7218-13501-123581-7361-18443-29017,11332-1621-13254-18883-40931-6678-30283-24822,3700-362-9331-21250-64792-5479-7662-13117,2146-776-5708-11503-23413-1748-5078-5490,hard
74829-1488004-706051-929403-561577-19079-30305-28265,11487-63705-78306-316298-22516-19865-17644-32942,31868-49406-29352-32985-14215-25046-31252-85894,14835-93199-10519-45325-29346-21643-23767-23889,1440-7218-13501-123581-7361-18443-29017-13210,1621-13254-18883-40931-6678-30283-24822-14024,362-9331-21250-64792-5479-7662-13117-6895,776-5708-11503-23413-1748-5078-5490-4519,hard
1488004-706051-929403-561577-19079-30305-28265-12425,63705-78306-316298-22516-19865-17644-32942-23723,49406-29352-32985-14215-25046-31252-85894-7195,93199-10519-45325-29346-21643-23767-23889-171231,7218-13501-123581-7361-18443-29017-13210-20877,13254-18883-40931-6678-30283-24822-14024-11161,9331-21250-64792-5479-7662-13117-6895-9687,5708-11503-23413-1748-5078-5490-4519-7015,easy
706051-929403-561577-19079-30305-28265-12425-23747,78306-316298-22516-19865-17644-32942-23723-18142,29352-32985-14215-25046-31252-85894-7195-66913,10519-45325-29346-21643-23767-23889-171231-32755,13501-123581-7361-18443-29017-13210-20877-12630,18883-40931-6678-30283-24822-14024-11161-5465,21250-64792-5479-7662-13117-6895-9687-3351,11503-23413-1748-5078-5490-4519-7015-5112,easy
929403-561577-19079-30305-28265-12425-23747-26686,316298-22516-19865-17644-32942-23723-18142-7654,32985-14215-25046-31252-85894-7195-66913-100938,45325-29346-21643-23767-23889-171231-32755-35772,123581-7361-18443-29017-13210-20877-12630-11605,40931-6678-30283-24822-14024-11161-5465-12603,64792-5479-7662-13117-6895-9687-3351-5196,23413-1748-5078-5490-4519-7015-5112-3671,easy
561577-19079-30305-28265-12425-23747-26686-18009,22516-19865-17644-32942-23723-18142-7654-31087,14215-25046-31252-85894-7195-66913-100938-15355,29346-21643-23767-23889-171231-32755-35772-91517,7361-18443-29017-13210-20877-12630-11605-18308,6678-30283-24822-14024-11161-5465-12603-18886,5479-7662-13117-6895-9687-3351-5196-6588,1748-5078-5490-4519-7015-5112-3671-2697,hard
19079-30305-28265-12425-23747-26686-18009-50183,19865-17644-32942-23723-18142-7654-31087-10899,25046-31252-85894-7195-66913-100938-15355-15730,21643-23767-23889-171231-32755-35772-91517-77256,18443-29017-13210-20877-12630-11605-18308-25494,30283-24822-14024-11161-5465-12603-18886-11061,7662-13117-6895-9687-3351-5196-6588-4557,5078-5490-4519-7015-5112-3671-2697-3471,hard
30305-28265-12425-23747-26686-18009-50183-80907,17644-32942-23723-18142-7654-31087-10899-35353,31252-85894-7195-66913-100938-15355-15730-13337,23767-23889-171231-32755-35772-91517-77256-62224,29017-13210-20877-12630-11605-18308-25494-17331,24822-14024-11161-5465-12603-18886-11061-22553,13117-6895-9687-3351-5196-6588-4557-3339,5490-4519-7015-5112-3671-2697-3471-4373,hard
28265-12425-23747-26686-18009-50183-80907-15970,32942-23723-18142-7654-31087-10899-35353-3647,85894-7195-66913-100938-15355-15730-13337-4606,23889-171231-32755-35772-91517-77256-62224-3650,13210-20877-12630-11605-18308-25494-17331-2838,14024-11161-5465-12603-18886-11061-22553-2614,6895-9687-3351-5196-6588-4557-3339-1097,4519-7015-5112-3671-2697-3471-4373-629,hard
12425-23747-26686-18009-50183-80907-15970-9063,23723-18142-7654-31087-10899-35353-3647-12931,7195-66913-100938-15355-15730-13337-4606-20618,171231-32755-35772-91517-77256-62224-3650-163935,20877-12630-11605-18308-25494-17331-2838-15136,11161-5465-12603-18886-11061-22553-2614-9369,9687-3351-5196-6588-4557-3339-1097-2787,7015-5112-3671-2697-3471-4373-629-2257,hard
23747-26686-18009-50183-80907-15970-9063-6158,18142-7654-31087-10899-35353-3647-12931-16384,66913-100938-15355-15730-13337-4606-20618-28860,32755-35772-91517-77256-62224-3650-163935-87016,12630-11605-18308-25494-17331-2838-15136-13957,5465-12603-18886-11061-22553-2614-9369-8796,3351-5196-6588-4557-3339-1097-2787-3145,5112-3671-2697-3471-4373-629-2257-4177,hard
26686-18009-50183-80907-15970-9063-6158-55747,7654-31087-10899-35353-3647-12931-16384-12684,100938-15355-15730-13337-4606-20618-28860-9606,35772-91517-77256-62224-3650-163935-87016-96387,11605-18308-25494-17331-2838-15136-13957-7205,12603-18886-11061-22553-2614-9369-8796-7794,5196-6588-4557-3339-1097-2787-3145-16826,3671-2697-3471-4373-629-2257-4177-3820,hard
18009-50183-80907-15970-9063-6158-55747-5538,31087-10899-35353-3647-12931-16384-12684-25773,15355-15730-13337-4606-20618-28860-9606-29676,91517-77256-62224-3650-163935-87016-96387-90289,18308-25494-17331-2838-15136-13957-7205-7623,18886-11061-22553-2614-9369-8796-7794-12618,6588-4557-3339-1097-2787-3145-16826-5780,2697-3471-4373-629-2257-4177-3820-2683,hard
50183-80907-15970-9063-6158-55747-5538-65725,10899-35353-3647-12931-16384-12684-25773-21790,15730-13337-4606-20618-28860-9606-29676-10939,77256-62224-3650-163935-87016-96387-90289-60305,25494-17331-2838-15136-13957-7205-7623-7014,11061-22553-2614-9369-8796-7794-12618-15382,4557-3339-1097-2787-3145-16826-5780-3936,3471-4373-629-2257-4177-3820-2683-3511,hard
80907-15970-9063-6158-55747-5538-65725-100996,35353-3647-12931-16384-12684-25773-21790-22993,13337-4606-20618-28860-9606-29676-10939-129553,62224-3650-163935-87016-96387-90289-60305-98180,17331-2838-15136-13957-7205-7623-7014-22624,22553-2614-9369-8796-7794-12618-15382-27112,3339-1097-2787-3145-16826-5780-3936-16721,4373-629-2257-4177-3820-2683-3511-6181,hard
15970-9063-6158-55747-5538-65725-100996-33738,3647-12931-16384-12684-25773-21790-22993-22210,4606-20618-28860-9606-29676-10939-129553-6515,3650-163935-87016-96387-90289-60305-98180-140964,2838-15136-13957-7205-7623-7014-22624-10305,2614-9369-8796-7794-12618-15382-27112-18705,1097-2787-3145-16826-5780-3936-16721-5104,629-2257-4177-3820-2683-3511-6181-3516,hard
9063-6158-55747-5538-65725-100996-33738-28599,12931-16384-12684-25773-21790-22993-22210-35848,20618-28860-9606-29676-10939-129553-6515-23435,163935-87016-96387-90289-60305-98180-140964-104714,15136-13957-7205-7623-7014-22624-10305-8992,9369-8796-7794-12618-15382-27112-18705-11298,2787-3145-16826-5780-3936-16721-5104-2296,2257-4177-3820-2683-3511-6181-3516-2704,hard
6158-55747-5538-65725-100996-33738-28599-4008,16384-12684-25773-21790-22993-22210-35848-16674,28860-9606-29676-10939-129553-6515-23435-52093,87016-96387-90289-60305-98180-140964-104714-102271,13957-7205-7623-7014-22624-10305-8992-9747,8796-7794-12618-15382-27112-18705-11298-15973,3145-16826-5780-3936-16721-5104-2296-7193,4177-3820-2683-3511-6181-3516-2704-1837,easy
55747-5538-65725-100996-33738-28599-4008-7585,12684-25773-21790-22993-22210-35848-16674-37700,9606-29676-10939-129553-6515-23435-52093-9759,96387-90289-60305-98180-140964-104714-102271-39654,7205-7623-7014-22624-10305-8992-9747-5605,7794-12618-15382-27112-18705-11298-15973-15882,16826-5780-3936-16721-5104-2296-7193-8856,3820-2683-3511-6181-3516-2704-1837-2685,hard
5538-65725-100996-33738-28599-4008-7585-21011,25773-21790-22993-22210-35848-16674-37700-11160,29676-10939-129553-6515-23435-52093-9759-66317,90289-60305-98180-140964-104714-102271-39654-40429,7623-7014-22624-10305-8992-9747-5605-6599,12618-15382-27112-18705-11298-15973-15882-13024,5780-3936-16721-5104-2296-7193-8856-5078,2683-3511-6181-3516-2704-1837-2685-2082,hard
65725-100996-33738-28599-4008-7585-21011-31555,21790-22993-22210-35848-16674-37700-11160-34719,10939-129553-6515-23435-52093-9759-66317-68933,60305-98180-140964-104714-102271-39654-40429-60413,7014-22624-10305-8992-9747-5605-6599-6570,15382-27112-18705-11298-15973-15882-13024-11864,3936-16721-5104-2296-7193-8856-5078-3057,3511-6181-3516-2704-1837-2685-2082-5473,hard
100996-33738-28599-4008-7585-21011-31555-18185,22993-22210-35848-16674-37700-11160-34719-9433,129553-6515-23435-52093-9759-66317-68933-39909,98180-140964-104714-102271-39654-40429-60413-28943,22624-10305-8992-9747-5605-6599-6570-12649,27112-18705-11298-15973-15882-13024-11864-12591,16721-5104-2296-7193-8856-5078-3057-4964,6181-3516-2704-1837-2685-2082-5473-3520,hard
33738-28599-4008-7585-21011-31555-18185-15187,22210-35848-16674-37700-11160-34719-9433-7080,6515-23435-52093-9759-66317-68933-39909-10989,140964-104714-102271-39654-40429-60413-28943-19020,10305-8992-9747-5605-6599-6570-12649-7273,18705-11298-15973-15882-13024-11864-12591-11837,5104-2296-7193-8856-5078-3057-4964-2043,3516-2704-1837-2685-2082-5473-3520-1351,hard
28599-4008-7585-21011-31555-18185-15187-180533,35848-16674-37700-11160-34719-9433-7080-71346,23435-52093-9759-66317-68933-39909-10989-52096,104714-102271-39654-40429-60413-28943-19020-188093,8992-9747-5605-6599-6570-12649-7273-3025,11298-15973-15882-13024-11864-12591-11837-22527,2296-7193-8856-5078-3057-4964-2043-8828,2704-1837-2685-2082-5473-3520-1351-9210,hard
4008-7585-21011-31555-18185-15187-180533-11189,16674-37700-11160-34719-9433-7080-71346-40515,52093-9759-66317-68933-39909-10989-52096-148304,102271-39654-40429-60413-28943-19020-188093-66890,9747-5605-6599-6570-12649-7273-3025-9294,15973-15882-13024-11864-12591-11837-22527-11871,7193-8856-5078-3057-4964-2043-8828-2373,1837-2685-2082-5473-3520-1351-9210-4356,hard
7585-21011-31555-18185-15187-180533-11189-15047,37700-11160-34719-9433-7080-71346-40515-21278,9759-66317-68933-39909-10989-52096-148304-19895,39654-40429-60413-28943-19020-188093-66890-126582,5605-6599-6570-12649-7273-3025-9294-4512,15882-13024-11864-12591-11837-22527-11871-9415,8856-5078-3057-4964-2043-8828-2373-8087,2685-2082-5473-3520-1351-9210-4356-5651,hard
21011-31555-18185-15187-180533-11189-15047-3370,11160-34719-9433-7080-71346-40515-21278-20942,66317-68933-39909-10989-52096-148304-19895-82190,40429-60413-28943-19020-188093-66890-126582-75500,6599-6570-12649-7273-3025-9294-4512-7163,13024-11864-12591-11837-22527-11871-9415-10657,5078-3057-4964-2043-8828-2373-8087-2184,2082-5473-3520-1351-9210-4356-5651-2379,hard
31555-18185-15187-180533-11189-15047-3370-5180,34719-9433-7080-71346-40515-21278-20942-5433,68933-39909-10989-52096-148304-19895-82190-8267,60413-28943-19020-188093-66890-126582-75500-138367,6570-12649-7273-3025-9294-4512-7163-7006,11864-12591-11837-22527-11871-9415-10657-12391,3057-4964-2043-8828-2373-8087-2184-5003,5473-3520-1351-9210-4356-5651-2379-3945,hard
18185-15187-180533-11189-15047-3370-5180-22299,9433-7080-71346-40515-21278-20942-5433-14518,39909-10989-52096-148304-19895-82190-8267-64714,28943-19020-188093-66890-126582-75500-138367-120374,12649-7273-3025-9294-4512-7163-7006-8071,12591-11837-22527-11871-9415-10657-12391-8643,4964-2043-8828-2373-8087-2184-5003-6516,3520-1351-9210-4356-5651-2379-3945-2087,hard
15187-180533-11189-15047-3370-5180-22299-38049,7080-71346-40515-21278-20942-5433-14518-29299,10989-52096-148304-19895-82190-8267-64714-13894,19020-188093-66890-126582-75500-138367-120374-87191,7273-3025-9294-4512-7163-7006-8071-15252,11837-22527-11871-9415-10657-12391-8643-7960,2043-8828-2373-8087-2184-5003-6516-2731,1351-9210-4356-5651-2379-3945-2087-3885,hard
180533-11189-15047-3370-5180-22299-38049-78962,71346-40515-21278-20942-5433-14518-29299-47453,52096-148304-19895-82190-8267-64714-13894-17670,188093-66890-126582-75500-138367-120374-87191-125063,3025-9294-4512-7163-7006-8071-15252-5290,22527-11871-9415-10657-12391-8643-7960-6365,8828-2373-8087-2184-5003-6516-2731-2749,9210-4356-5651-2379-3945-2087-3885-1701,hard
11189-15047-3370-5180-22299-38049-78962-15479,40515-21278-20942-5433-14518-29299-47453-26689,148304-19895-82190-8267-64714-13894-17670-2508,66890-126582-75500-138367-120374-87191-125063-77260,9294-4512-7163-7006-8071-15252-5290-8046,11871-9415-10657-12391-8643-7960-6365-10427,2373-8087-2184-5003-6516-2731-2749-2635,4356-5651-2379-3945-2087-3885-1701-1286,hard
15047-3370-5180-22299-38049-78962-15479-26363,21278-20942-5433-14518-29299-47453-26689-13479,19895-82190-8267-64714-13894-17670-2508-33186,126582-75500-138367-120374-87191-125063-77260-54791,4512-7163-7006-8071-15252-5290-8046-6837,9415-10657-12391-8643-7960-6365-10427-12044,8087-2184-5003-6516-2731-2749-2635-1949,5651-2379-3945-2087-3885-1701-1286-2659,hard
3370-5180-22299-38049-78962-15479-26363-56700,20942-5433-14518-29299-47453-26689-13479-13409,82190-8267-64714-13894-17670-2508-33186-34486,75500-138367-120374-87191-125063-77260-54791-94248,7163-7006-8071-15252-5290-8046-6837-11830,10657-12391-8643-7960-6365-10427-12044-9849,2184-5003-6516-2731-2749-2635-1949-2145,2379-3945-2087-3885-1701-1286-2659-3296,hard
5180-22299-38049-78962-15479-26363-56700-26142,5433-14518-29299-47453-26689-13479-13409-4939,8267-64714-13894-17670-2508-33186-34486-59650,138367-120374-87191-125063-77260-54791-94248-62923,7006-8071-15252-5290-8046-6837-11830-20755,12391-8643-7960-6365-10427-12044-9849-17885,5003-6516-2731-2749-2635-1949-2145-5133,3945-2087-3885-1701-1286-2659-3296-1859,hard
22299-38049-78962-15479-26363-56700-26142-13607,14518-29299-47453-26689-13479-13409-4939-17393,64714-13894-17670-2508-33186-34486-59650-91710,120374-87191-125063-77260-54791-94248-62923-5845,8071-15252-5290-8046-6837-11830-20755-7526,8643-7960-6365-10427-12044-9849-17885-12060,6516-2731-2749-2635-1949-2145-5133-3646,2087-3885-1701-1286-2659-3296-1859-2019,easy
38049-78962-15479-26363-56700-26142-13607-318978,29299-47453-26689-13479-13409-4939-17393-26576,13894-17670-2508-33186-34486-59650-91710-13073,87191-125063-77260-54791-94248-62923-5845-13603,15252-5290-8046-6837-11830-20755-7526-2651,7960-6365-10427-12044-9849-17885-12060-5794,2731-2749-2635-1949-2145-5133-3646-1538,3885-1701-1286-2659-3296-1859-2019-888,easy
78962-15479-26363-56700-26142-13607-318978-16027,47453-26689-13479-13409-4939-17393-26576-26604,17670-2508-33186-34486-59650-91710-13073-12954,125063-77260-54791-94248-62923-5845-13603-4790,5290-8046-6837-11830-20755-7526-2651-5445,6365-10427-12044-9849-17885-12060-5794-3725,2749-2635-1949-2145-5133-3646-1538-1468,1701-1286-2659-3296-1859-2019-888-1013,hard
15479-26363-56700-26142-13607-318978-16027-56104,26689-13479-13409-4939-17393-26576-26604-30456,2508-33186-34486-59650-91710-13073-12954-9910,77260-54791-94248-62923-5845-13603-4790-8387,8046-6837-11830-20755-7526-2651-5445-5105,10427-12044-9849-17885-12060-5794-3725-8664,2635-1949-2145-5133-3646-1538-1468-1218,1286-2659-3296-1859-2019-888-1013-385,hard
26363-56700-26142-13607-318978-16027-56104-221490,13479-13409-4939-17393-26576-26604-30456-15065,33186-34486-59650-91710-13073-12954-9910-1550,54791-94248-62923-5845-13603-4790-8387-1083,6837-11830-20755-7526-2651-5445-5105-4719,12044-9849-17885-12060-5794-3725-8664-3767,1949-2145-5133-3646-1538-1468-1218-1318,2659-3296-1859-2019-888-1013-385-718,hard
56700-26142-13607-318978-16027-56104-221490-87654,13409-4939-17393-26576-26604-30456-15065-27482,34486-59650-91710-13073-12954-9910-1550-10076,94248-62923-5845-13603-4790-8387-1083-1819,11830-20755-7526-2651-5445-5105-4719-3388,9849-17885-12060-5794-3725-8664-3767-3677,2145-5133-3646-1538-1468-1218-1318-488,3296-1859-2019-888-1013-385-718-728,hard
26142-13607-318978-16027-56104-221490-87654-323119,4939-17393-26576-26604-30456-15065-27482-8037,59650-91710-13073-12954-9910-1550-10076-388,62923-5845-13603-4790-8387-1083-1819-3265,20755-7526-2651-5445-5105-4719-3388-3530,17885-12060-5794-3725-8664-3767-3677-2871,5133-3646-1538-1468-1218-1318-488-844,1859-2019-888-1013-385-718-728-754,hard
13607-318978-16027-56104-221490-87654-323119-10873,17393-26576-26604-30456-15065-27482-8037-6112,91710-13073-12954-9910-1550-10076-388-1231,5845-13603-4790-8387-1083-1819-3265-3980,7526-2651-5445-5105-4719-3388-3530-2615,12060-5794-3725-8664-3767-3677-2871-3133,3646-1538-1468-1218-1318-488-844-1111,2019-888-1013-385-718-728-754-948,easy
318978-16027-56104-221490-87654-323119-10873-197516,26576-26604-30456-15065-27482-8037-6112-16941,13073-12954-9910-1550-10076-388-1231-4489,13603-4790-8387-1083-1819-3265-3980-1694,2651-5445-5105-4719-3388-3530-2615-3334,5794-3725-8664-3767-3677-2871-3133-1473,1538-1468-1218-1318-488-844-1111-677,888-1013-385-718-728-754-948-353,easy
16027-56104-221490-87654-323119-10873-197516-97524,26604-30456-15065-27482-8037-6112-16941-6142,12954-9910-1550-10076-388-1231-4489-2719,4790-8387-1083-1819-3265-3980-1694-1757,5445-5105-4719-3388-3530-2615-3334-3386,3725-8664-3767-3677-2871-3133-1473-3011,1468-1218-1318-488-844-1111-677-816,1013-385-718-728-754-948-353-1085,hard
56104-221490-87654-323119-10873-197516-97524-95242,30456-15065-27482-8037-6112-16941-6142-2538,9910-1550-10076-388-1231-4489-2719-1163,8387-1083-1819-3265-3980-1694-1757-517,5105-4719-3388-3530-2615-3334-3386-654,8664-3767-3677-2871-3133-1473-3011-380,1218-1318-488-844-1111-677-816-158,385-718-728-754-948-353-1085-171,hard
221490-87654-323119-10873-197516-97524-95242-124721,15065-27482-8037-6112-16941-6142-2538-10939,1550-10076-388-1231-4489-2719-1163-2379,1083-1819-3265-3980-1694-1757-517-4567,4719-3388-3530-2615-3334-3386-654-1756,3767-3677-2871-3133-1473-3011-380-2182,1318-488-844-1111-677-816-158-349,718-728-754-948-353-1085-171-1248,hard
87654-323119-10873-197516-97524-95242-124721-118652,27482-8037-6112-16941-6142-2538-10939-34624,10076-388-1231-4489-2719-1163-2379-957,1819-3265-3980-1694-1757-517-4567-5908,3388-3530-2615-3334-3386-654-1756-7798,3677-2871-3133-1473-3011-380-2182-19925,488-844-1111-677-816-158-349-3288,728-754-948-353-1085-171-1248-3062,easy
323119-10873-197516-97524-95242-124721-118652-69475,8037-6112-16941-6142-2538-10939-34624-38248,388-1231-4489-2719-1163-2379-957-8096,3265-3980-1694-1757-517-4567-5908-2223,3530-2615-3334-3386-654-1756-7798-5339,2871-3133-1473-3011-380-2182-19925-1492,844-1111-677-816-158-349-3288-1523,754-948-353-1085-171-1248-3062-700,hard
10873-197516-97524-95242-124721-118652-69475-1507712,6112-16941-6142-2538-10939-34624-38248-116063,1231-4489-2719-1163-2379-957-8096-52585,3980-1694-1757-517-4567-5908-2223-10952,2615-3334-3386-654-1756-7798-5339-15411,3133-1473-3011-380-2182-19925-1492-8088,1111-677-816-158-349-3288-1523-2096,948-353-1085-171-1248-3062-700-1458,hard
197516-97524-95242-124721-118652-69475-1507712-5208,16941-6142-2538-10939-34624-38248-116063-5241,4489-2719-1163-2379-957-8096-52585-2496,1694-1757-517-4567-5908-2223-10952-1969,3334-3386-654-1756-7798-5339-15411-3038,1473-3011-380-2182-19925-1492-8088-2276,677-816-158-349-3288-1523-2096-834,353-1085-171-1248-3062-700-1458-445,easy
