delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
22233-65214-178323-278154-347714-504-110507-811811,14451-20528-21417-35505-58033-8047-15738-43444,7595-420-8246-19253-12798-7397-10943-28295,5092-1159-2170-2963-18412-3702-4339-12137,4285-2646-7589-1232-5149-9977-3912-4284,5845-1603-5283-1442-19825-5176-1590-3726,3130-308-4053-1018-4402-5506-1711-1016,3354-142-4026-1237-2603-1405-1428-621,easy,no
295119-33600-11768-68335-31474-49532-11820-54650,32678-95840-18029-49911-12088-10337-9769-48304,16416-8289-12932-630-993-2004-1727-5925,5239-10841-4305-7800-4567-2879-8926-10509,2902-15961-12622-1925-6717-3845-6146-7238,11518-15068-18334-2457-11844-3543-18005-5393,6715-9171-13286-4371-10395-4284-7573-1988,990-18661-5346-1327-3366-959-6309-1567,difficult,yes
51563-101032-282006-23914-128648-134609-37572-39564,8765-23649-92904-9814-47424-9732-9746-14793,4043-4054-26382-4260-13042-1732-2340-6583,2825-5425-22287-4609-6121-892-3895-7256,1020-6939-5539-7499-4482-435-1833-5557,1512-2374-5974-10249-1895-766-1735-5790,1016-805-3866-9261-1282-206-844-2798,435-1689-1279-4045-684-67-1039-1246,easy,yes
162218-162028-20496-11569-833902-543404-442424-34315,18857-42640-13431-3496-79361-715930-8774-37063,1886-13572-11085-325-10306-341202-6227-22439,3220-10573-7389-8080-1869-37936-3996-9746,1964-12504-12100-13005-2883-38383-5358-4769,2940-6851-25027-14027-2995-49570-5165-22715,429-2848-3624-13722-1873-74048-1794-9024,818-2404-7375-1894-2334-35709-4135-8004,difficult,no
27467-47020-737799-26219-7815-7275-567971-1797160,34117-23335-107276-4535-8027-11275-82062-161741,2577-5836-8458-3165-6975-3550-2973-21669,7930-12614-512-1817-4447-4191-7044-10113,5172-5466-2414-989-3321-1969-1838-6774,4608-5183-1866-828-3598-3021-1767-6368,3362-7677-469-1719-1435-907-1178-2901,2879-2090-254-1047-4242-681-609-1461,easy,no
200565-106080-247494-1048308-2270579-6815-100471-1015652,34108-78324-59164-39038-222990-22288-39654-131084,3329-12926-16631-45803-18067-292-66-25866,3680-15563-6796-55130-46631-5587-4373-14322,7020-7670-11066-27709-18796-12220-4845-13197,3126-5148-22352-16675-40516-17296-12650-16008,4140-2404-8738-35997-41346-52197-5260-13575,4989-1964-6568-11074-28318-27590-5765-11639,difficult,no
86204-113753-565974-67283-2115710-8498-59008-81513,13964-48591-120057-53420-112178-2864-15996-12759,3375-3654-36777-16132-13475-9440-630-1512,3364-1937-21379-9259-17816-10073-721-1386,5077-6093-45359-3576-9919-18415-882-411,9207-8358-17107-5062-25502-29158-1489-877,2996-4032-27745-3826-23445-12252-612-351,4517-3347-17310-3332-10644-27439-1013-434,easy,no
200602-309346-270314-197964-139020-17269-32132-616833,136447-109243-73888-11046-7067-21278-23184-5674,12470-6786-13506-23480-3851-2198-1865-4987,10819-15680-3330-6322-639-4437-1221-5259,9104-17650-2315-1897-2844-4411-4144-2878,4025-14719-4052-6396-15866-11548-8312-8905,6684-11918-2206-4400-2110-897-3314-4385,1642-10240-3343-2588-3407-5488-3505-740,difficult,no
439094-1338902-9143-504545-1660599-6003-3258-174170,59516-38468-28430-147958-199784-11484-1560-25543,12643-21586-1096-32159-58122-2920-11710-4224,26775-2192-8253-54350-12374-2501-4327-9734,8609-3067-9618-45655-17587-8179-10952-6378,23505-3507-6546-39339-12566-5653-9804-3248,7529-2977-8037-24535-10218-4406-6353-1697,3977-1992-2601-10494-10307-3501-2587-1244,easy,no
103731-2618577-345959-78472-116283-10611-97954-21805,9704-364770-18000-23352-16776-6040-51800-3517,1898-90476-14065-6866-12656-4537-1402-825,3683-18159-6965-4221-3571-4441-1406-2104,1455-28196-7214-3864-7441-3701-4460-1486,10402-53276-11076-1535-5416-6536-12436-947,2665-24808-8263-3321-3392-4451-3192-347,4316-20172-4389-1188-3247-3171-4016-226,difficult,no
