delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
8777-46584-46948-45109-19798-5093-6059-2591,21514-10063-20330-33202-13799-2231-9798-4943,3552-6358-1921-3569-1569-4764-15700-3614,17399-5773-3747-2775-1947-33380-5157-4586,4200-1685-1335-1901-3096-5914-6711-4118,3635-1209-1554-1908-20573-3046-10477-3941,2887-500-449-514-1751-767-6334-2928,2379-555-591-638-1876-1780-2492-422,difficult,no
5580-171030-12276-27490-18316-42332-14365-63497,7857-8908-25419-40303-6749-21534-21010-51287,37110-5888-10750-7465-20430-1826-8445-2753,6431-7977-4473-2616-10808-1820-20603-3252,2671-15950-3970-3162-5921-2218-5821-2864,9086-4219-3427-3627-19975-2038-4820-2636,1734-841-3271-1247-8994-1565-2920-2187,841-1842-763-731-2471-702-1432-263,difficult,no
21019-939587-195544-60711-262866-4849-14152-654309,22819-97252-26076-5204-8001-9744-23970-17866,2571-22535-32587-2634-2076-1950-7714-7344,3908-11626-5223-2349-11458-5804-10206-931,3129-13334-7475-1100-13486-8324-8657-13818,2857-10490-4399-1197-8997-4601-6097-7893,1756-4882-6289-794-4825-3455-5067-6591,800-2053-1823-421-1774-2610-2625-955,easy,yes
35869-30660-119214-107379-83836-5815-4950-9800,6947-16206-35152-30314-9793-21137-5032-10426,2550-1378-10740-32458-3462-12963-6911-1714,5592-3418-10105-19076-3197-6305-8131-9248,2603-725-3114-7205-1415-3544-9010-4372,3313-3411-3605-12046-3754-12669-7890-8105,595-523-2382-3047-1383-3957-5063-9421,233-722-734-4956-535-1115-2931-4353,difficult,no
10408-345646-26967-35713-18219-38767-5712-58676,4791-95779-78464-18513-11518-33479-14540-14076,5625-2342-7702-6880-3923-36404-5944-6524,1440-2985-7795-1143-4310-20873-2246-3640,1636-3784-5539-5948-10277-5424-5545-513,1837-2242-21242-2315-35935-22245-6932-2024,798-1247-3891-1636-3682-10015-3982-666,390-708-4156-922-5148-2296-1047-495,easy,yes
17605-150589-244311-110109-51320-4443-16361-40128,47543-99227-11945-27734-18146-11497-14223-14469,1048-10508-6982-1337-5539-3298-15326-16378,12410-3071-1405-3127-7035-2442-3626-30545,10406-1669-1372-1319-9908-4235-3784-17970,8430-4601-2591-3336-3682-8436-8065-9751,8512-2253-1947-582-4007-3183-1398-3943,2068-1434-528-1106-1355-2503-2918-1296,difficult,no
287306-822453-462066-1079441-1163034-876100-1779752-2407050,29513-185960-149316-198738-136858-95843-58129-293243,2914-10144-57255-42663-44399-70023-125605-70395,5314-4176-47044-21941-34729-17839-8532-106021,2736-4760-103493-31009-34916-3984-13242-30599,3378-7634-50931-19694-13721-8413-10217-28374,989-5315-21248-7141-2219-1785-6036-5189,665-1482-10730-10515-2022-1449-8672-5030,easy,yes
49243-163016-41429-301909-242608-118669-818079-197113,17918-197736-50025-252935-40155-12939-39371-52085,15658-21241-870-20667-4594-4256-15964-14469,2038-17241-2342-37872-4835-5148-8640-5451,6850-8330-1645-11170-7409-1082-12964-3747,7506-2334-5431-11770-2984-1854-3346-3059,1143-2402-2070-5539-1591-1117-2475-1018,895-1041-975-3662-927-463-1117-1489,easy,yes
45348-477654-763732-143577-1823921-50162-176151-18744,48157-63893-348756-39688-87778-21736-295234-71733,18333-30011-72410-2421-34698-3366-9276-65863,13077-11007-63394-1626-57719-18214-15916-22500,7897-7388-27453-3634-30770-7836-54355-9937,3138-3627-13456-1205-20351-5073-7812-9820,2427-3236-7640-450-6152-2929-6426-4444,980-898-8390-161-2223-2868-5986-3250,difficult,no
153145-64503-1194389-797251-597307-18085-421516-1521273,19954-100564-225137-179655-64147-2787-210753-94240,13820-36352-61464-8923-8849-64-23722-30164,3265-12719-49784-15841-1887-187-15786-9713,14786-15293-6251-63277-5776-210-9438-11688,8218-15429-20759-39060-2273-211-14330-9053,5801-6392-6555-11460-783-140-2139-5808,2602-5456-2500-1720-390-87-4509-1990,difficult,yes
20956-105132-1596730-1277235-1296517-523148-871766-238028,32625-59325-104581-91994-101565-2389-246884-179525,15094-23205-43875-48532-26839-203-1511-22178,2290-15543-40434-27765-11410-2961-2858-17096,1800-1502-36235-17289-16276-227-43147-19294,1817-1891-19862-15581-12254-393-42874-19143,814-813-5758-4865-4789-162-2523-2132,982-691-1871-596-833-110-825-1969,easy,yes
17098-148513-196972-89435-81612-755797-105287-40834,9468-90964-209760-42578-45274-17478-55221-19932,5669-12232-62568-5923-4760-9846-14273-5088,4210-15598-50900-2016-2790-2980-14090-3262,7190-16323-24797-1866-3278-2211-7786-2867,6628-7114-12230-2457-3115-1484-3897-847,2806-4278-4825-609-883-664-1012-805,982-4326-1122-532-855-427-2180-253,easy,yes
671230-1227747-52626-383445-865494-273553-1007732-45475,493767-159258-45108-80691-74232-63192-240594-65781,53775-27056-6579-11504-3598-12388-24943-6369,29822-11154-9393-8949-3021-12406-6873-1813,40327-9119-7379-5366-12662-5711-7996-2321,45733-11027-4570-2536-9823-3498-8386-2835,15768-6007-3016-1223-4097-3781-4109-2935,7893-2718-641-402-3167-1415-1734-721,easy,yes
202927-177443-129278-1676929-72385-54792-686120-68769,32829-75116-34060-178209-41499-28790-98290-24959,7042-7120-12296-76423-3972-17297-29507-6147,3682-8065-15493-2863-4951-4195-4573-3054,1865-4385-2958-17833-1729-11358-10921-999,1518-2401-3959-16971-788-11692-7783-1175,1427-2026-3380-4667-955-3802-4270-516,630-1532-546-4061-578-1842-1783-618,difficult,no
