delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
7161-11523-8713-2164-12051-9889-23393-79334,20026-44478-22970-34650-40061-18191-27185-56600,12306-23666-3902-5654-2893-10969-11113-11780,16035-2905-2162-7243-6700-49956-26873-25160,9784-4632-32751-7990-12162-12135-6413-9976,8459-9493-21894-11349-7363-14653-8408-6206,3247-4027-1837-5625-1337-2290-1629-4216,856-1205-1193-1170-1949-1567-1763-1931,easy,yes
98001-8648-1022-32749-141725-8203-132473-2441104,10854-13157-20865-39273-48832-4449-39225-24950,5786-10894-2093-1110-28117-17515-23061-16339,14447-15654-15886-6019-131887-76687-14157-47107,6688-11568-7525-3973-13579-23361-6196-12731,8721-98199-24276-9216-14588-64334-6235-25631,7949-4806-4147-2513-11966-3224-1934-14808,1606-13209-4259-2783-5585-7262-3123-5413,difficult,no
9505-21675-137358-13640-3506-9665-32282-76721,8002-16712-98227-11536-17799-28926-22243-81045,3500-1893-10663-11919-13087-12053-19002-14591,2243-1093-26296-10007-15750-30003-26029-14861,2596-1269-5080-7442-6789-51581-23262-5713,2061-770-16252-6047-9433-13145-7770-9354,1254-1423-7336-2669-1952-2000-7167-3888,2684-541-6260-7067-4237-2099-3492-1864,easy,yes
177694-573094-480900-137303-47959-30839-1963-16770,29710-115272-306053-28774-6656-7414-544-7186,16169-61960-1920-7691-1874-9891-1334-8279,1678-19749-99609-10588-3414-17431-982-15278,3587-19645-31996-3259-1398-21699-3057-11796,18020-32261-98779-7531-4608-40751-15042-30502,8061-33056-14942-3229-1235-5793-2515-4761,2054-23707-14812-3620-1864-9565-1588-3059,difficult,yes
51071-101700-1725-25884-110564-26217-47216-70050,14426-14264-33154-62956-26296-5431-53919-7039,12343-468-5357-5901-3326-9762-2003-3974,3565-3735-9491-5179-6967-47150-3446-1101,1228-2945-13322-10347-4364-51264-5422-851,5109-2160-16228-17655-3100-11979-7363-2891,781-1418-4481-3418-1476-6030-1550-611,3190-948-1610-3589-426-4111-968-741,easy,no
37636-14424-7536-19874-5684-129037-3331-28565,50706-5845-17344-28442-5352-45486-14870-14999,22051-219-17477-10496-12462-4310-1786-5836,6340-1233-5386-29738-11661-2674-4175-18249,1738-4827-9606-4914-8640-2466-2415-7836,6228-8239-21793-33216-24223-5529-57630-23554,1596-4398-3698-37317-7504-4864-8754-12540,3708-2081-13499-15787-8409-1898-6457-7844,difficult,no
299607-740505-1793960-178640-631475-193492-1045374-809111,20462-78612-1265279-65217-324652-145086-399698-1409415,6353-145150-456368-51564-26796-21775-31039-28483,8446-74907-80018-3770-68934-44513-131949-175564,5128-39474-368735-38660-45942-4806-26928-182825,3719-11338-221811-7451-26932-5512-30778-125102,1674-10765-31125-3755-28342-3899-40995-62830,2031-4526-55512-2014-5289-2733-4675-21591,easy,yes
252515-115397-698217-6214-39691-6637-13034-11526,102573-5712-12752-4839-46512-1448-19836-19483,14490-4421-13677-9608-29689-8357-9346-8994,2101-5748-11219-13063-3313-11770-12910-16965,15638-2519-4983-2250-14593-5931-18782-4920,19740-13362-25686-7148-29657-37130-18441-17913,5141-1065-6190-845-20480-7266-6701-3080,4922-2372-4898-1846-3671-7758-5270-5113,difficult,yes
13626-20268-3483-12138-48262-12173-3950-33773,10570-10188-26221-24258-87383-13527-14457-24664,3976-6610-22546-1151-2767-22040-15976-5923,1635-3064-17533-3409-6960-22969-20052-4825,4461-6200-4030-15385-4783-12546-13826-1929,12825-12223-9049-3759-4967-7500-16202-3433,2550-1568-2147-4213-1419-7437-3361-1554,913-1973-1919-740-1282-1274-1152-508,easy,no
32871-11488-7929-16123-1193207-10813-9566-8624,22298-1977-11620-23809-166144-20908-10513-7851,1894-3380-11393-16717-70451-2355-930-666,5947-315-8231-12863-7445-7263-2424-6994,1783-1487-6912-5435-5938-5172-7794-2776,12551-12266-12467-21153-22672-16498-14947-17416,2210-1786-10342-6472-6868-6456-3751-4178,1216-770-5839-11376-7038-5537-8567-6706,difficult,yes
