delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
1271796-1271796-1214750-787362-890367-2371716-1587029-83716,404998-404998-109170-608868-38772-200212-242005-16204,59819-59819-7184-40465-8977-9715-111000-1264,37054-37054-41635-6974-4283-23625-53852-10655,19830-19830-28742-11011-12123-31125-115147-20985,106571-106571-20732-38273-17108-61567-143941-23884,48736-48736-21883-13688-19733-46339-16058-8909,30809-30809-21665-7686-5742-20918-9460-6085,easy,yes
156387-1014839-547534-989893-15915-374646-39099-27274,43766-601750-206202-138111-9703-43632-16375-13293,3987-21192-44387-21465-3313-18746-2025-1593,2071-82818-41721-25483-6812-17417-5792-1927,2035-21966-15851-5113-9485-10745-2505-10220,3182-100290-40274-18832-6160-36573-7201-11347,6967-44315-35213-4545-2813-16739-6097-8556,3552-31812-29736-5991-2703-5971-3175-3334,easy,yes
2911617-1449861-287358-611046-485150-1137699-251797-566311,740979-30676-42348-271604-203869-173201-71251-73635,46676-49846-11336-23883-166659-16493-8317-39078,145372-35112-17433-11615-48187-69061-25144-23518,28608-7877-6675-24848-32967-125589-19266-7254,108671-12264-8468-21412-52799-73985-47657-10274,27451-10146-15666-11190-23957-66270-39424-5641,28754-16748-8430-14146-57092-25750-8430-6079,difficult,yes
1041885-303888-343264-238538-2199329-624258-2030408-717805,26827-41216-217238-468907-608996-28387-101267-806531,9333-70204-103021-83108-93354-5383-19243-76424,4342-59091-117530-29993-63361-30241-39677-84175,5293-28713-63220-44832-52374-6211-32434-92849,7545-48188-21017-26498-61119-10963-52332-35097,12957-31282-87886-39678-51313-12734-26635-34266,2474-12875-32636-16293-40279-3741-22278-22804,easy,yes
590041-5974-29987-189450-21063-194520-1340640-317786,212435-10649-37096-49145-17794-15730-59549-39158,42114-860-14349-18363-21138-9917-53316-4873,64102-1335-29744-1850-36837-7947-26903-4084,33015-4878-5516-7144-11291-3332-48408-2846,39427-2975-8699-5481-49282-13584-27831-11000,21739-1037-3438-3635-9975-4294-45548-4857,13671-1089-3808-1572-7954-2777-20515-2452,difficult,yes
500384-101492-793145-2448371-289769-440402-1140977-229798,162326-44551-18818-235226-31201-96590-234333-46882,10024-4208-11647-105341-29028-37158-38321-12514,30826-10611-14411-33181-6962-22889-36844-10083,25064-4674-3462-60892-12307-11445-20965-16604,30410-22089-5061-39834-10017-16297-36624-22050,12124-10802-1889-11521-3054-5992-10835-17800,11994-2640-1812-11163-1691-3202-7833-1351,difficult,yes
2130184-308887-139163-970480-170421-284380-2239791-154804,44777-36862-25707-37312-338776-110652-155888-7479,47032-26470-9386-1163-63183-13842-49820-17348,15600-43018-1953-4885-37428-16062-11705-2211,38907-30753-4077-3885-25147-13948-35415-4386,44647-42027-5262-6164-26821-20552-64061-8785,25171-36827-6719-5668-69546-30429-29056-3923,11436-13998-4370-3052-25736-19801-28490-6157,easy,yes
72876-27346-406134-392726-591609-60549-17998-1580778,4729-27168-205733-116290-131809-71218-36201-159089,602-10372-89629-16953-7272-14155-9543-222645,3123-18218-39414-21694-16064-8494-4459-134797,4844-41408-57623-11565-14129-35751-25400-68299,7741-21683-70420-7312-49363-39103-34748-21771,13104-16801-32777-4977-17373-17972-21706-11417,6114-11070-9467-2410-12390-14731-13170-13590,difficult,yes
1115994-299506-762268-142398-880739-465578-2868835-134132,550184-100493-249469-50082-124324-18992-165660-55167,85010-33865-9929-11549-20473-4773-29581-6550,49652-19130-54983-3317-29738-29950-24296-2677,25961-5117-45177-3142-20323-32800-23275-5883,21596-19463-22448-6685-44925-16836-31265-12308,60589-16014-33470-2648-13345-14247-20521-4746,10734-4103-13659-3714-20728-22251-10714-2713,difficult,no
129372-637783-449144-132404-206214-35503-52112-64863,957500-29649-22860-68529-36980-19130-26556-29899,179841-63120-2123-514-16813-33993-5601-9417,70406-42013-6682-24789-14456-4931-9428-6471,49745-23600-18972-13011-38206-26792-4711-9325,80756-30321-48145-48014-24625-25255-18500-5087,44191-30386-39534-17259-47593-23480-11852-2428,54683-18166-18852-12693-17464-8582-6658-2634,difficult,yes
