delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
88741-120766-47927-1075419-54371-517672-323221-5034,5552-14099-6614-87483-71770-55174-78892-10658,5801-5736-3028-31170-6689-38183-94284-7465,6789-13392-1467-15364-4817-12841-17553-3295,1587-1076-750-19021-5395-6071-15417-5001,4416-1941-3113-20318-3038-14618-5819-8696,593-645-370-7875-1104-3662-3663-2227,1105-571-834-1800-533-2034-3079-3454,34695-65614-131924-136735-26600-76935-1320702-157930,32820-45722-94924-32365-45806-7562-70397-28500,11705-12114-21731-5176-18691-130-44305-5108,4292-1168-5959-5962-6188-1388-11287-3673,6502-5029-3995-2486-3391-429-14646-2670,1469-3035-7470-2957-2408-1222-45292-3318,1648-1295-2672-2255-2566-271-8849-1375,1680-1412-2213-1859-1060-246-11253-1303,easy,yes
184939-71904-760132-141333-36588-104126-204822-1726885,28354-6638-58369-41475-8095-15216-16460-20690,3179-312-2136-4492-581-1300-1287-17298,3696-881-9437-2062-1024-2650-1406-15673,1924-1088-3466-2856-429-2946-1664-7418,2306-994-6253-2935-494-1542-1088-10557,868-431-1249-612-236-1089-327-3794,627-104-565-1026-233-768-337-2376,difficult,yes
93384-302853-40880-582007-16752-138820-87642-26374,10808-11637-9560-49957-17479-19485-175168-35600,3225-2303-341-2794-10705-1818-39119-11800,5606-183-709-3965-8436-1700-10073-11779,1311-2268-1195-1612-2512-2012-11462-6694,1566-609-644-2476-2695-1749-10848-1733,892-473-171-770-1873-498-3135-1182,1673-797-252-755-2520-490-2953-601,easy,yes
11453-3975-5880-1898-17311-10530-12806-1389829,10762-14888-4892-10961-10415-6844-5264-147970,1719-20521-1315-4738-12399-15307-3408-25797,32065-42135-25128-45242-47414-26166-25078-38370,12251-7242-8452-1708-3328-4331-5791-7714,8653-8519-16241-5046-6033-10463-8521-12299,2676-2055-2547-3573-2688-3149-4711-2230,3043-2769-1867-1291-2244-2070-2652-4013,easy,yes
11251-7715-16586-16586-6678-3363-21989-176790,6141-8760-15715-15715-14146-4225-9767-4335,31317-9293-1441-1441-49161-2914-2081-6664,52936-22571-62697-62697-118948-18098-31056-40029,6399-5466-2803-2803-3714-13749-4953-2768,5115-13887-6024-6024-12998-8783-12284-12136,2967-2758-2535-2535-2405-6712-3208-2687,3518-2848-1499-1499-1896-1789-598-3918,easy,yes
4410-13363-6444-11864-9795-23602-17559-471716,3833-4994-6922-4960-10932-49572-9286-122944,3579-16342-9478-858-11923-15431-13613-23905,20840-51461-19615-37703-49708-42404-52293-6180,6426-5496-6412-4568-4513-1640-5420-20532,6675-7607-7638-5058-12465-16837-7675-29551,1872-2028-1511-1430-2722-3153-2203-3000,3387-2688-2057-1857-1242-1279-3638-5757,difficult,no
280554-8716-6537-6451-2743-9096-26542-41734,131232-5968-13028-18306-12400-20937-13842-11698,128476-1294-8403-12233-16713-3192-11030-29773,16269-20179-15226-46260-24567-60189-42452-66061,4314-4460-7578-3591-4524-7184-4429-3578,8848-7578-8471-6330-12129-10477-9024-4760,3084-3077-2893-2441-2044-2399-2762-4156,4211-2196-1306-1161-3253-3116-2214-1396,difficult,no
1716064-115912-14493-3010-9257-7296-90420-35381,132941-17098-12192-3977-7101-7529-21456-22590,15485-4011-9420-2312-14014-14834-16135-10099,3916-343-3065-60482-54303-46323-18646-1450,15329-1676-3368-2410-3473-5313-3228-3301,11516-762-4911-4422-4460-9779-9151-4095,6499-353-3235-1970-3681-2136-1748-526,3345-196-2370-2894-1594-1612-3131-840,easy,yes
26680-627140-443176-4768-2484-2752-16531-275756,20154-127426-13678-12711-10065-10481-18886-169255,8844-20587-581-9330-30542-11795-8270-11991,1665-6942-15001-51263-78903-44400-38054-5896,1881-9857-2569-2706-2473-4636-5514-9163,1430-13824-1570-7980-6282-8312-6041-7510,773-8387-478-2247-2621-3847-2333-2528,451-2240-972-2010-2346-1878-2657-2146,difficult,yes
1786735-130616-294137-65065-255700-14874-55574-38100,285741-9699-74730-41765-14145-14161-30822-50131,108911-3447-6961-1262-5110-3084-7516-2505,46691-1682-2411-5887-2175-2812-2927-5215,7485-776-5699-1081-3287-482-725-8237,31102-1168-12867-2465-2122-1762-2068-7384,9395-969-2044-923-626-490-779-3150,22945-781-3645-948-386-501-369-2160,difficult,no
370365-714653-207366-5406-9043-4103-52074-288274,34008-71570-62804-6894-5312-16784-11097-55409,5068-12413-7187-13254-11125-3828-2522-8543,2532-2701-21415-45427-59529-22672-48357-49846,6293-1075-4306-2540-4388-3016-4193-4295,5319-4724-8007-5237-5895-4245-9349-11544,1426-1746-4500-3985-1351-2096-2463-1974,733-833-2572-1714-1414-2245-2735-2068,easy,yes
142434-117284-591276-13992-1879-22569-68659-183934,53304-24200-79563-7533-3792-5871-12774-168648,6606-10987-30544-2368-14191-1008-9337-6745,1942-10274-90315-5729-21969-38711-32575-3927,4627-17036-21098-6566-13781-5959-5587-1490,5502-5700-31450-3891-6091-4976-8341-1451,2295-2893-7630-1207-3829-7128-5072-1327,1549-2447-9819-501-4376-4930-4334-220,difficult,yes
56009-49547-21452-931443-3393-9436-45150-233925,77782-63964-6799-433583-3900-8285-17181-14809,12336-8357-541-36177-18207-777-3156-4396,3551-3750-2424-16919-52157-70849-43964-3167,1710-1708-464-9325-11916-18302-5653-3248,1327-2680-935-5300-9961-11580-14519-1631,533-671-564-5439-4622-3587-5053-1626,623-656-385-4817-2927-4439-2029-705,easy,yes
337889-1983-2415-4747-8526-3540-31544-25820,54810-2673-6143-8336-5822-11923-19143-16408,1089-6382-13559-44677-1528-6450-4703-820,14438-55085-51005-77255-38631-44029-73645-32478,8107-4295-6376-3808-9565-10418-5128-7196,11839-9908-8812-8577-6142-7608-6078-11768,4512-2459-2201-2238-6620-4657-3870-9429,7132-8736-3842-2488-3154-2240-1573-3527,difficult,no
13165-22455-8661-7230-6857-115239-108479-273881,5516-11236-4127-4314-5005-26723-57639-60247,12455-23881-1115-12780-9591-824-2677-10836,15541-46100-29489-63561-36381-15235-899-8616,5002-10565-6566-9274-2732-22445-1277-6701,19543-3674-5393-17042-8068-7273-2548-10537,3949-2919-3226-2013-1442-1415-474-4469,3279-1132-1668-3265-1438-4362-1038-3567,easy,yes
