delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
62404,14818,3015,2829,1348,3308,1799,1680,335576,51530,8003,9483,4430,6618,6253,2181,-327715,-45697,-6710,-8027,-3897,-5287,-4244,-211,-328884,-45977,-4669,-6672,-2623,3488,-4232,1768,-220112,-34269,-6112,-7358,-3886,-6088,-5934,-1910,-215977,-20905,-2461,-4558,-1924,-5355,-3408,-1651,easy
69199,43830,10216,10649,4713,5230,2822,3367,266908,54014,9839,7352,6155,6438,2862,2693,-103325,89603,1783,1491,-4513,1276,1123,-764,-262282,-51586,12455,9153,4602,-526,-596,4602,-176871,-38250,-9099,7054,-3899,-4440,-1622,-1514,-248360,-40502,-3630,-4512,-1959,-1141,934,373,difficult
321615,65560,13536,8068,7700,7099,2059,2199,540517,69867,16505,8063,12526,9973,4055,2154,-483132,-48194,-15111,-6259,-10988,-8201,-2949,-1825,341813,-16061,5333,5517,3573,-4476,-1568,-99,-521559,-26716,-10080,-6262,-7784,5551,-2175,1685,-212730,73744,7983,7022,-4106,-4372,-1292,417,easy
31585,25408,1374,1499,3001,4081,1548,1194,627855,78586,8949,4408,2914,4289,2319,2233,-576867,-25260,-6877,-2318,-1492,-1665,-1444,-1466,-624336,-77952,-8845,-3382,-2165,-1279,-1347,-865,-626014,-70126,-6804,-3067,1737,4498,408,-348,-557865,-39375,-7775,-2869,2266,-2385,-703,-1478,difficult
102674,73014,14935,7567,3233,5059,3864,1557,539680,39243,3808,13035,9362,7418,4667,2028,-399097,106450,4365,-5767,-5509,-4163,-3307,-1359,-357673,14684,9099,-10685,-7948,-5037,-4128,-1295,-476332,34542,32444,-3539,-3121,3602,6193,1798,-514923,-20591,-1400,-1882,-7938,-3839,-1972,-1030,easy
146127,44322,4501,29041,4391,9790,4192,3466,946397,52636,9435,43714,17543,14338,6573,6649,-943250,-45313,-6783,-16439,-11928,-7293,-3872,-2835,-940283,-43405,-6039,-25736,-14170,-151,-4537,-3547,-945156,-46962,-3524,17722,-12971,-3876,-3993,-3834,-372390,102422,-3391,-34238,-13538,-6874,2879,-2517,difficult
85275,81635,4352,5389,3633,4166,1497,1785,223515,60998,7691,10789,10721,5080,2948,3540,-3043,214314,3748,4936,-2918,1023,-135,669,-208966,-50184,-5906,-9824,-10058,-3454,-2621,-2989,-214058,-56251,-6523,-9697,-8179,532,-1423,-2156,-126893,-25330,-4676,-7015,-7196,-1756,-1627,-2544,easy
10401,6892,10187,39943,10403,10668,3106,3017,101603,15459,9158,15299,8379,5360,4203,1600,-89168,-9906,-221,17145,4904,6155,-2403,2193,-95767,-7811,-7243,12622,-687,1995,-1996,2851,-92559,-9913,9655,31160,2270,3730,-395,53,-87316,-6637,1923,37650,1610,9350,404,570,difficult
32599,18363,11787,29090,6459,8171,5049,2808,36629,8925,4375,26931,1771,4995,3131,1535,-28351,4166,-2260,-11314,4509,594,176,2051,-30955,5843,8073,-877,7189,6485,2511,301,-32017,10472,11911,15161,3698,4620,2239,1144,75203,17270,11922,5667,3354,1006,2744,1595,easy
65602,35703,11624,24119,2938,5585,3361,2877,570627,40464,27850,12945,8686,9389,5458,6292,-462929,-15485,-14367,-666,-5422,-5442,-2599,-5093,-454317,38469,-784,59362,-5363,-5710,1261,346,-544446,-18692,-27637,-10065,-6957,-7398,-4411,-5501,-558410,-23336,-22115,-3937,-5250,3334,-2640,-3412,difficult
174700,124580,5589,3735,2580,2999,1596,1520,209287,82167,1127,2768,1063,2585,1180,768,-153162,-76560,-893,-2524,-819,-2225,-922,-553,-120971,-54324,2735,1261,4062,-1049,-393,-172,-197976,-63438,881,519,1703,1072,1713,1187,333760,363974,15125,4613,1123,3856,1264,2544,easy
47370,20971,10043,79738,17635,18348,6407,3588,104524,34459,14284,17755,9901,9428,5002,6849,-87028,-11384,-2274,127598,25180,26160,7832,-1178,-79799,-24111,-2913,99587,14066,8558,4247,-4612,-55784,-17958,-5392,37371,-4141,8350,-2945,-1578,-6007,-500,-6387,-16623,-4169,-7388,-3513,-5677,difficult
31897,37362,24521,37742,17350,9660,8478,3774,329402,21470,13083,27758,6282,14229,5071,1452,-325761,6184,40320,32784,23904,1040,7299,4991,-322241,-9296,-5368,12172,5489,-94,5689,2663,-276990,28565,12870,5159,6401,-7528,2580,1932,-265029,38116,-2072,-10178,8477,-11694,-1940,-299,easy
38047,26847,11448,38646,6585,4986,2296,2071,54916,20822,5629,24332,5701,4083,3109,1492,-36065,-13027,13651,66233,-689,1611,-259,2353,-49099,-10812,6732,9819,7738,1359,-990,-140,665,14814,7917,4527,1073,3028,485,550,17023,33125,-5026,-23322,-4588,-2385,-2489,-446,difficult
31909,11041,7404,26813,8021,9158,5312,3846,65631,8001,4564,8208,2196,1895,899,1398,-64403,-4185,-2501,26016,11241,9753,6031,754,-54822,-1160,2234,36136,1125,2680,1996,678,-61975,2625,-3589,-6349,6806,8103,3023,5351,46312,14879,15217,18618,4129,8516,6603,3008,easy
9730,13694,12447,47572,9148,5612,3426,3589,63782,18607,7592,15219,5182,4133,2927,2228,-55010,18,13458,58434,9811,-110,706,1376,-54621,-13604,11711,62159,3052,4568,-268,2365,-62621,-14625,-6786,1536,-1480,2597,359,-309,-43955,8560,1038,7284,4482,-1141,1200,2012,difficult
133651,14091,2351,12342,3798,4888,2682,1779,262543,18996,9344,21606,3989,4350,4208,2493,-257232,-11437,-7878,-8574,906,3992,-656,-550,-253246,-11571,-6603,3405,-318,-650,483,400,34092,6715,-7675,-11607,-1418,1195,-2663,-1141,-39182,-3327,-5817,-20282,64,-2384,-3269,-1566,easy
200151,50133,13862,50900,5373,7878,3474,3381,239344,34680,20040,37486,24014,27824,19374,6782,-236950,-29319,1579,32586,-16859,-21821,-13816,-2310,-235425,-26444,-5075,36597,-20524,-17296,-14944,-4483,-233307,-27270,-5680,13495,-19436,-16865,-17389,-2213,548909,144845,-15537,-29023,-17747,-23801,-17451,-4598,difficult
59451,23420,6468,29019,8932,8733,1336,2526,14760,6960,12484,30377,7378,9537,3365,2026,-7530,-2646,296,33184,1896,7505,-1352,1239,-7903,-1955,-2893,6004,-4646,-1469,-1923,-588,100479,19763,-11660,-15142,15067,-2264,-1950,2336,93719,50679,-9807,-29478,-6101,-6989,-2891,-988,easy
489414,89670,26703,37831,15524,15180,12220,3693,803198,47815,25554,13545,9098,12225,5044,4592,1074294,256044,65198,47634,23062,33535,33710,6012,-790520,-24400,-20590,66173,7567,-3503,796,-2245,-744472,-25020,-18531,-7451,-806,-8771,-3098,-3428,-794437,-39203,-21480,-9214,-4120,-9440,-2703,-3934,difficult
69667,21920,10764,46609,12243,10735,5270,2731,105169,20324,6254,15495,7801,5904,2983,2207,-103042,-15143,-5119,58081,4979,3001,2152,435,-100828,-15297,11828,35811,841,-878,-921,400,-86513,-9362,3993,9821,-5282,2737,2256,89,148376,46186,7338,20741,17229,14463,5660,1171,easy
29143,28968,4688,33115,4323,11253,2482,2400,35124,25238,6523,17402,8354,10289,3354,6091,-24928,-13435,1939,43719,-1845,2967,-434,-5235,-30015,-14750,-3909,-456,-4823,-804,-1127,-1338,-27514,-15588,-192,33618,-5088,9886,647,-2532,58533,58692,-5179,-14030,-4368,-8193,-2574,-5660,difficult
31812,5934,7261,41425,6105,11072,9236,3266,71819,38409,6384,20719,3289,7399,3161,4589,-71696,-36842,6781,18033,2501,10675,946,-2954,-53203,-31062,-2544,8517,2759,-3659,11,-719,-53076,-34557,3068,25155,1378,2534,18015,-907,17947,-27438,-3797,31119,4624,5141,5328,-712,easy
21584,10649,6379,21856,14679,10368,4755,3549,52849,21720,23782,28937,6169,5350,4343,2192,-36256,-17141,-9029,-3897,3664,4029,-1798,1479,-33305,-17590,-20903,4799,-950,4186,3662,2721,-49455,-8948,-17500,-7616,23622,3596,79,1565,-6045,-607,-22179,-21610,7703,8260,-295,-338,difficult
611716,78480,30809,55845,13844,9316,8414,4947,50803,14963,16576,44811,21111,14360,7886,7533,-47779,-4217,-4518,80852,-13111,-5375,8652,-2746,-48329,-6660,-13061,22197,-14303,-8293,-4309,-5967,14224,17862,-4768,-37246,-15252,-11041,-5348,-6505,2325535,247083,79277,-21667,13599,4534,3116,4872,easy
6722,7199,11379,40288,6227,8903,3335,4141,228746,37210,5142,11918,3849,3653,2907,1598,-226513,-33791,14861,47295,2142,1525,-167,1904,-215919,-31209,3895,16293,727,5084,1873,2189,-221315,-24145,1829,41133,2493,4274,96,4979,-224349,-30901,4364,8757,4149,10118,-91,1101,difficult
7709,7949,8372,23027,5356,9724,5055,4236,51282,13786,7350,29721,5168,5505,4081,2942,-48035,-7759,-1929,19549,-1222,2188,4710,379,-46941,-6176,929,-6561,3253,3981,-440,1260,-45674,-7497,3129,-16445,-3224,7891,288,2456,-33641,-1915,1958,-23319,1946,2817,-662,1082,easy
9310,7495,4990,53677,5037,9745,3919,3179,154079,27474,9922,17998,7122,3653,2528,1515,-144817,-18338,1335,24109,-1472,3640,498,2365,-144169,-17558,-5622,102386,876,7460,-186,839,-140615,-20816,-7008,9111,-3996,1244,881,2510,-149476,-23206,-8435,7110,-3750,12023,4370,940,difficult
280029,37182,6713,5345,4578,3498,2690,2201,480688,40234,11601,6588,7015,6326,2856,3537,419898,64689,-1511,-4237,-5916,-4265,-625,-2284,-465742,-33282,-948,-3820,-2521,-1961,1486,-1507,-463984,-16318,-9288,2783,-255,-1110,-177,959,-292810,-27296,-7804,300,-1056,-3975,-1350,-2512,easy
8348,12621,7313,49863,8004,13493,5256,3153,56404,7181,1499,2137,1359,3082,2743,1036,-46190,4508,1738,36747,3040,18664,-40,1305,-49199,-1961,12172,51292,6552,7965,589,2014,-42564,13507,2354,68700,12536,9094,7639,1901,-54273,5704,6991,34163,4451,5920,1862,3247,difficult
105961,34746,4955,2216,2521,4662,2229,1678,265897,19614,7636,6444,2815,2406,2400,848,44196,42065,-3271,-5414,-1323,-527,-813,211,-251212,-13333,-5206,-5747,-274,-754,-1621,-119,-264198,-9980,-4612,-3085,189,9621,2865,3361,-168532,41774,2366,-2666,230,684,-1116,-132,easy
172305,19423,11045,4625,2095,10426,3880,2689,299195,65971,8156,3576,1975,7295,2443,999,241293,-32960,-2157,7374,-140,1239,1455,2097,-293879,-58512,-4284,-1807,421,7828,280,3396,-199374,-34168,21221,974,1689,7224,5272,1929,-255601,-60551,-3225,-2344,-1491,-3768,-1259,-662,difficult
161380,21328,10393,4270,3871,4215,2420,1626,1144668,220206,17580,19428,15891,7887,3094,3201,-1121214,-202918,-7083,-9374,-6732,-756,3493,263,-1136801,-216454,-10939,-18038,-13151,-2288,-1485,-800,-657749,-163214,6336,-14036,-12470,-4079,-1710,-2681,-1017389,-212928,-17062,-19183,-15727,-7565,-2993,-3082,easy
201760,21324,6866,2694,1704,3106,1463,1388,279842,90250,27946,6181,9489,10104,5135,3780,-214453,-78314,-25577,-5657,-8587,-9473,-4953,-3574,203092,-28954,-6224,899,-6816,-3226,-1123,-336,-262146,-84505,-27140,-4176,-8218,-6649,-4513,-2705,-38823,-83933,-25381,-5014,-7521,-8646,-4099,-2953,difficult
10950,8538,13962,42057,6998,8084,2543,2171,45482,24987,4748,3580,3607,4896,4200,837,-23340,-16998,418,46328,5346,5425,-2665,918,-37427,-17708,16713,43138,3416,3839,-1082,1289,-41746,-11933,16959,57457,3620,1386,-1340,1807,-35614,-19157,2764,6985,1182,2102,-1542,1320,easy
18932,10559,8133,48035,5472,9187,4163,3430,32850,23489,6558,22949,5843,5094,4882,2272,-20218,-7824,-3701,7758,-1947,1780,-2419,1477,-29929,-18258,6631,57119,-302,3560,-379,464,-24306,-16963,-3728,45813,2125,4434,-1598,927,18779,-8676,7099,-10345,-1362,6597,1519,1764,difficult
20356,38537,13630,31871,15854,6592,3769,2947,1151516,78098,17196,22051,26386,15199,8453,9550,-1133212,-63100,-2323,38214,15780,-1554,-1407,-1931,-1146977,-70430,-13457,-4721,-16978,-8426,-4619,-8264,-1113711,46855,17056,27411,-16770,-12288,-5140,-6999,-1130742,-71571,-15542,-21625,-24161,-12162,-7570,-9219,easy
30572,8972,5177,63614,3871,12898,5791,2756,43192,16967,11623,21243,6808,4043,2435,2904,-35694,-8392,-5882,37863,-3776,9751,1106,1391,-31220,-15009,-6764,70959,-2121,8193,6954,-157,-25871,-5962,-8886,28521,-2766,16962,2562,-1143,42304,-2616,-4252,32141,-3085,512,2802,-685,difficult
247356,115737,14579,45972,11299,10340,4675,3553,42336,49515,7078,3242,1294,1647,589,555,889107,384068,29099,13677,8031,3653,4850,4262,-38943,-45615,11129,48915,10622,8314,4033,2372,-32900,-41230,-6301,67607,17008,9933,2998,3884,2814,-32334,-3922,40722,4359,12872,4464,1474,easy
77797,36721,9389,16013,5299,8437,6242,3292,259025,30617,4298,11733,2969,5725,3199,4091,-142028,-11504,-535,-5234,-1003,-3933,-1117,-3149,-251802,-18448,-2434,1609,1303,12350,1828,-896,-234564,30969,-3481,23506,-1112,826,5854,690,-96519,23398,26815,-2763,10133,1604,5608,159,difficult
17657,10022,7682,43996,3534,6182,2474,2027,430795,56127,8223,8883,3891,6017,2557,1379,-425389,-49233,5031,36544,-1351,-780,1428,335,-421752,-50815,2902,50646,497,-122,-1206,35,-426692,-39343,-4395,13789,-875,-1772,-461,866,-378721,-45030,-5701,39474,302,3332,-94,1356,easy
199910,86236,4965,50899,17874,15059,12663,5032,580843,14392,14134,16298,13885,5968,5271,2406,3656,296283,-2042,135197,27723,35196,30210,10889,-560183,-10983,-12839,27937,10830,8556,7611,2593,-394774,10370,-9895,-11986,-12179,-2999,-3992,-1393,-572431,-8294,-11901,-12743,-10417,-4390,-4261,-1585,difficult
80268,46685,7947,7413,10028,3654,2094,1150,115758,65909,8552,9170,6990,4380,3156,1726,-63284,-55836,-6058,-6793,-6484,-4144,-2829,-1545,72165,-18546,-7853,-6179,-5957,-3049,-2307,-958,-88711,-40281,3946,5917,23849,4699,1394,1153,-62132,37767,7544,26,744,-411,-507,-954,easy
321350,75988,14294,32553,4128,6015,2366,2176,55114,43971,11552,44201,4948,5071,4311,2981,-42964,-30014,-6361,15707,-494,-980,-2829,-344,-39130,-37987,-8060,-7434,-1308,6833,-3197,-1278,94728,-3738,-3018,-34105,-3291,-2166,-3825,-2630,1052308,199805,28406,-20761,1812,88,2072,1033,difficult
21739,7974,6525,41649,5344,7916,5456,2847,48827,44044,12958,15323,8419,8358,6755,2676,-47352,-39454,-8882,57642,-3890,-1588,-4515,1071,-33608,-36061,163,36434,-1870,-3178,-4121,-1157,-39030,-42039,-12188,12581,-3552,-1921,-3984,686,11638,-26725,-4825,-1353,-2987,4917,7424,82,easy
49370,16956,5177,24256,4825,4998,1568,1571,37155,7724,4215,26620,10532,4902,2851,3351,-34340,3440,-1030,14325,-6954,60,-1906,-1545,-24768,7259,-163,-3246,-5082,-1117,-840,-1543,-30686,2148,54,-2637,-2962,4123,-414,-1254,138652,24082,4985,-17897,-7831,-2683,-1974,-2779,difficult
40931,16222,3814,1941,1005,1310,640,531,222685,48404,27511,6494,4224,5344,1032,1467,-163435,-30072,-26870,-5300,-3441,-3757,-513,-831,-167332,-27534,-20685,-4302,-3507,-4076,-501,-1058,-216020,-46563,-25814,-5496,-3342,-4191,-170,-1107,-180228,-24559,-21418,-3113,-2587,-4112,-383,-748,easy
8313,7395,7883,55247,12247,10323,5670,2890,11480,4087,30873,50019,5551,11123,6424,2287,3076,-1547,-14127,63994,17858,206,14,1927,-6984,7229,-20777,-12860,5918,-4683,-3443,-454,-7180,473,-27798,-33220,5563,3220,2459,1980,-1581,7075,-29257,2996,-2556,-1945,-2046,-1041,difficult
90104,17269,10162,50129,4678,8892,4303,4308,153508,24383,6317,20672,3789,4668,1846,3055,-149431,-16874,5619,25735,1032,5071,3280,5483,-146426,-5569,345,39301,972,5416,1888,2012,-146452,-17361,4867,67433,1178,8023,5237,-180,188694,11346,4548,-14640,375,-1613,-579,-2302,easy
317642,54243,5727,4040,6417,3806,3297,2034,846539,301242,28442,7918,13287,7416,5069,2426,-698431,-270326,-24562,-2838,-9948,-6122,-4544,-1035,-837335,-286816,-24440,-5653,-11172,-2048,-4438,-1609,-289911,-215428,-20930,-3510,-3180,-3136,946,538,-289911,-215428,-20930,-3510,-3180,-3136,946,538,difficult
146178,25031,3821,5854,5718,3394,1334,1015,797283,104861,18891,10834,11792,3233,2842,2157,-473129,-52747,-14607,-4009,-6710,112,-2018,-988,-730229,-99277,-18471,-8084,-10691,-1652,-2224,-1380,-734311,-99155,-16557,-7166,-5601,2920,-10,-812,-666752,-68140,-10647,-663,-1295,-738,-1780,-1388,easy
695098,49899,12139,8714,7774,7220,7156,4660,494483,71304,10028,9155,7908,4688,2975,1387,2052559,-40530,-5721,-228,172,4301,1848,905,-478374,-66527,-7767,-2866,-3783,3710,11416,2639,-465029,-15602,-6938,-5207,-5955,-3045,-1502,-397,-306695,37038,28869,6537,9031,5161,4963,9944,difficult
5140,11497,21169,70468,4541,11484,4361,2993,428354,38243,12572,18300,3804,7940,5292,4515,-420535,-12715,26302,143630,764,-765,-1410,-2107,-426823,-32546,8510,26878,212,-927,2188,-1520,-423460,-30836,5949,19407,-2514,-822,-2288,-46,-422037,-30887,-6372,18758,4486,16690,-2216,-2415,easy
58182,19819,28132,28547,15860,14925,6210,8186,626484,51611,15497,22078,7748,9419,6736,9418,-621903,-43966,21733,7045,37322,12407,-1326,5729,-618232,-33501,17938,7985,-3631,4924,-1660,744,-616055,-25429,594,14823,3707,4168,790,-7518,-417020,-24271,10273,-3978,-4952,523,93,-3883,difficult
173193,32200,3351,12757,2094,2426,1299,537,874916,323980,104084,153835,15932,28817,65387,50444,-814384,-276036,-102179,-145686,-14005,-27438,-64519,-49814,-834936,-308815,-101334,-114517,-13771,-23170,-62574,-49818,-333279,-278198,-100483,-150532,-14786,-26742,-64260,-49742,-824293,-304072,-98935,-153579,-12790,-28216,-64998,-50254,easy
184178,24465,2772,3391,2238,1796,1298,815,785494,72892,8795,24141,21084,12717,4908,3906,-354113,-25772,-5126,-21663,-17968,-10873,-3374,-2905,-748903,-70595,-5591,-21818,-19185,-10187,-4110,-2869,-777057,-66390,-8086,-23017,-19248,-11328,-3485,-3414,-525191,-30951,-5289,-16502,-18982,-11295,-3471,-3177,difficult
178274,77106,13390,10343,4125,7375,2239,2213,206299,23672,2763,2231,2534,2365,2031,1202,-45151,44471,482,-857,-1008,-1190,-1506,93,-198466,-19541,-740,1954,682,4819,348,1287,192292,209046,44742,32865,8463,17939,3801,3567,-60774,-20241,-1977,-1513,-1773,-1530,-1813,-902,easy
6703,9717,12205,50932,6759,9846,4139,2619,93952,46252,12096,13282,5963,10688,4954,5528,-86729,-34961,-10275,57229,1849,3096,-2119,-3627,-90068,-41821,341,16908,1501,-5778,-376,-1501,-91734,-27379,9791,58750,553,2402,-1780,-3297,-80467,-41981,578,17712,-721,-3088,1016,-3211,difficult
10636,8371,8963,35975,3790,7516,3530,2064,7103,10181,7852,33109,9315,11138,2426,2560,-5205,780,-3114,12133,-7607,-6092,1147,-1269,10208,234,4547,14305,-5987,-5105,262,-316,3427,-3337,7455,-6943,-4984,-675,723,-490,5703,-4917,-4444,-8031,-3524,-2617,2285,92,easy
415919,130937,6963,8809,7701,12452,7168,7595,485392,46520,9638,25101,11035,10988,8754,7297,1105896,416245,10010,-499,11832,24007,12258,14983,-481984,-43732,-7594,-20806,-9769,-8472,-7546,-5794,-483987,-31844,-7885,-19924,-5638,-597,-3434,-1919,-417817,-3002,-5232,-23939,-9760,-9082,-7624,-6079,difficult
349399,26943,5674,9172,4688,3474,1460,1200,1159080,75092,25386,17012,18338,7649,3115,3395,-645441,-22077,-15240,7755,-9279,-1217,-220,-878,-1066228,-59173,-21101,-11746,-16090,-4724,-1959,-2589,-1086510,-63200,-23136,-15527,-16128,-7039,-2798,-2907,-440544,-48148,-19372,-11842,-13104,-3722,-1645,-2408,easy
476835,39958,14068,3665,3696,2202,1713,1257,336478,56535,6296,5305,4673,1935,1007,830,-283360,-29652,-2051,-5103,-4072,-1674,-728,-745,1447380,46779,26112,2477,6136,3549,3657,2981,-271341,-35145,10990,338,-1903,57,76,-99,-331250,-48289,-3963,-4273,-4071,-863,-180,-430,difficult
37332,14000,7469,17452,4891,6055,3955,2583,31540,9900,5495,16277,13067,7813,2954,3121,-31138,-216,8424,22201,-8780,-2517,636,1075,-27535,10839,-1321,1002,-4576,4097,1585,378,-17307,-3243,160,-5098,-9501,-2825,3769,-1122,99146,9020,631,-13404,-9847,-5787,-1986,-2485,easy
494283,82321,4800,9063,10065,6341,2719,2053,109944,17523,7947,10124,2268,1781,729,764,1060021,31901,-47,-5304,476,-802,375,-262,-91011,1851,-6374,-7175,929,4477,1921,1139,-105805,-7422,-5271,-2982,2149,2745,396,823,674150,232860,-896,11218,27634,11818,5269,3455,difficult
93073,22338,3961,22364,3498,3864,1071,1801,7442,15411,7991,54168,5883,6735,3262,3102,-3856,3130,-1336,-29939,232,-2234,-1949,-1226,-3417,-1762,-4490,-5340,117,1008,-1997,76,314365,-6451,-5954,-45982,-5009,-5638,-2791,-2209,35432,32792,-4340,-45955,-4879,-4620,-2026,-1847,easy
194172,74498,14241,30144,2653,4778,1639,1536,243419,22982,8078,3170,3766,3374,1415,2004,-232151,-9084,22391,79521,-2205,1483,21,-710,493200,225842,2307,16918,-207,4855,937,551,-232426,-17967,-4133,-857,-3469,-2816,-792,-1345,-225613,7272,4088,12313,1429,2092,730,-368,difficult
37943,23552,6013,23132,2998,5485,1738,1319,98992,29434,2860,18472,3600,4434,2215,1157,-95620,-23552,-1533,3339,4333,2865,706,-112,-14149,31430,9641,48653,-2388,7598,766,2187,-55245,-17447,54,-17081,-3349,-3967,-2037,-1080,-79184,-13961,4450,-16270,-1003,-2291,-1344,-346,easy
