delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
395566,30128,42014,14015,3946,8120,7957,4216,-319814,10593,-38531,-3758,-3114,-6515,-7393,-3228,581945,208776,-18768,115192,49837,50568,2561,-1800,difficult
512395,207911,50680,32808,11034,15703,6395,4145,231783,-184242,-42697,-13658,-7576,-13741,-3351,-2641,-324342,-103686,-28738,-27596,-7390,-13001,-5022,-3275,easy
184340,54983,7711,23031,7080,17756,6844,3919,-53245,-29514,11853,-19355,1494,-6356,-2383,-2128,289832,-25218,1280,-6331,14080,11876,5914,4930,difficult
599755,172670,48858,45544,20311,15372,11460,5807,-551694,-61640,-32495,-21938,-8978,-10074,-2159,-1286,-565133,-104126,-8178,-9954,2344,-4840,-5967,971,easy
383908,134602,22840,12778,6165,5300,3748,3614,877692,52809,-14317,8650,5796,-705,-839,-2145,1119048,-37784,-10181,-5102,2149,392,-1383,-591,difficult
788604,168655,15461,9987,13356,16553,4617,3609,370020,20603,21681,37433,-10249,-10054,-1553,-58,-241044,-153530,-13824,-7863,-12384,-11492,-3334,-2792,easy
340438,33074,7908,7251,5294,9290,2356,2201,-239905,10324,-1139,-5284,-3562,-4624,-1475,-341,-30611,-1907,5389,-4709,9,-6228,730,-1394,difficult
1176776,247224,25982,29558,15268,12115,9332,5335,510610,766200,-4542,29262,22760,42638,75,4514,178443,-171169,-4544,-18850,1109,-7426,-3418,-3135,easy
61914,19435,4889,6372,2147,3443,1167,563,45465,10879,27569,12704,5058,8603,1880,4393,21922,-9642,-1427,-3175,-732,311,216,-28,difficult
306509,48967,11960,8550,12294,4295,1971,2482,590867,108420,-5672,48323,3893,16736,9974,2272,143125,20742,-4832,8268,-4113,2535,1012,-919,easy
979616,125388,46680,35955,83908,42203,11334,9586,301758,420179,104690,-11843,-60198,-27555,-7184,-5156,-314304,486,-42700,12135,-51719,-14502,6954,3801,difficult
457517,167815,17308,8366,12165,12167,2817,3471,-373080,-103350,-12514,-5064,-9427,-10912,-1499,-3018,185673,-87000,1474,-3718,-7600,-8861,1410,-987,easy
231968,39245,2131,9216,5172,2149,1093,1114,48411,97873,33144,10046,3363,8109,1680,2941,561843,629678,127968,122634,43692,33833,15157,8626,difficult
113741,55539,9652,4593,3180,3669,2219,1135,-14741,-35592,-4252,-4053,-1988,-2460,-1782,-795,93342,-25319,-7079,2879,2967,856,1861,1938,easy
642526,69286,35625,22089,10808,25029,4372,4797,-332403,147788,23204,15554,9178,-3022,3337,1417,-260062,88641,28700,13863,-784,-11095,207,59,difficult
37388,20846,11418,7448,9117,15375,5599,2200,-33246,-14431,-9668,-3615,-7736,-9209,-3278,540,235141,-7206,-11087,-1175,-2331,-12260,-2820,158,easy
332769,101712,33116,15616,12976,15401,9172,10622,-202732,-38522,-20397,-8238,-11130,-6156,-4602,-5078,-300579,-96962,-31641,-15406,-11975,-13998,-7685,-9987,difficult
155724,27312,6091,8494,7978,12709,5328,4657,-81351,24990,8238,6728,5407,-9679,1804,-4103,1973865,61174,13206,37969,8883,7388,19312,2680,easy
365913,51775,19394,8740,6131,8937,2977,1839,-281956,-12035,-6847,-6237,-4271,-6761,-2051,-629,-53887,171759,-16866,24378,23196,23642,1961,141,difficult
401964,39223,6570,10225,4845,15236,5116,3272,-301628,-27803,-1515,-3580,-3669,-7883,2107,-784,-363948,-23031,-3828,-6451,-3377,-9527,711,-2602,easy
566543,70652,9531,16856,7068,4946,1830,1266,91705,88819,54051,-3322,5118,4585,3712,1328,95435,87893,23797,-13774,-1021,-1300,372,177,difficult
352561,159406,20453,12011,10053,27216,14908,4385,-243148,-141332,-3379,-2674,-2575,-19578,-10566,-1728,-215458,-139829,-18702,-4024,-7736,-20393,-12048,-2725,easy
357327,134321,23989,31477,9514,24933,10097,2157,338815,-66271,-20053,-11369,-5765,-20184,-8288,569,43770,82196,31619,-22888,19811,-1683,-1070,9834,difficult
145497,72664,12901,9181,6597,15723,6251,4606,528260,71712,96169,39309,11224,22073,33979,3346,1098408,174219,30153,-1842,166,-2773,3333,-1245,easy
169883,47335,8819,9080,3069,2626,2278,903,1507046,130874,67604,-6217,14764,14345,2389,3158,-97498,-5836,-4847,-4129,-1340,-1838,-1323,-325,difficult
183072,57774,20126,3777,2802,6674,2576,2051,-42925,-26048,-16159,-2984,-1000,-5134,-1913,-1619,475807,14507,-17584,5673,3489,-2858,4500,-578,easy
59558,36981,1401,5302,2841,9717,4574,1804,-23434,-22530,-3,-3511,289,-634,8366,-112,591041,180882,82501,27989,33502,8647,18406,9192,difficult
211959,50731,8336,3696,7366,6794,3920,2841,-201877,-37109,-6256,-1072,1387,20768,20080,12796,365185,-32176,187,6011,-3626,2447,-730,-14,easy
401609,95754,23943,10043,11451,34241,8683,5302,160135,-9450,-18000,-6767,-8607,-31548,-7075,-2918,48883,112062,19022,17011,-813,-20959,13396,12382,difficult
476738,133029,22730,9851,21769,21132,7116,5963,277251,154020,11187,16015,7429,89111,5270,12969,439262,474647,-779,20471,9056,13969,13721,1270,easy
428911,153602,40251,29159,14246,6740,4434,3423,-285334,-113914,-37830,-27533,-10612,-5535,-3984,-3262,1395010,-65824,-5553,28560,16524,13611,1718,-1200,difficult
285906,95535,31317,14007,9835,22104,7351,5638,-137353,-35127,-26519,-6668,847,-17322,-5398,-4327,410946,-59011,-6339,-10061,-5683,-18386,-2867,-4222,easy
655026,182818,13055,15130,9291,5572,3950,1065,566451,467480,91163,42386,4793,23802,6938,3118,-281238,-103293,29671,-1453,-7974,-1502,-1293,537,difficult
1583718,130962,21894,23203,21173,10754,5039,4628,-1341392,-46115,27444,-15065,-12933,-3835,604,-2475,50896,375545,27968,-7468,-10545,15376,4402,9841,easy
568606,35840,11225,13803,6081,7354,4742,4587,-498330,-20154,-2048,-9243,-2498,2977,-498,-3507,-524118,-20108,-6914,-10355,-3207,-4070,-2844,-3041,difficult
745501,119977,11089,5833,8498,5836,1779,983,-284635,-86174,-3544,-1499,-3538,-3404,-818,-449,-660763,-95600,855,-3205,-7310,-4686,-679,-724,easy
586485,61992,17612,9043,6631,32203,15978,6114,-423221,2098,-3594,-282,-3639,-27225,-11407,-4626,-91326,15002,22252,15079,6772,-2519,-351,-297,difficult
791126,86669,25657,5250,5238,4447,2791,593,-463481,-74286,-21449,-1992,-4457,-3652,-2436,-353,-670380,-9316,-949,26332,-627,918,-526,424,easy
1654684,360661,140413,138705,65684,66167,37381,8362,-1579628,-355083,-136698,-133313,-58090,-63393,-35976,-7834,-760888,-303533,-135331,-120980,-29606,-54282,-31514,-5715,difficult
1123621,66974,22647,27738,20819,7370,6145,2724,-578849,17192,102460,-1437,-16838,29346,-2366,-98,-558562,100808,5625,-5270,-1601,-2878,251,-1112,easy
135052,28343,1944,5379,3967,6874,5525,1353,-119109,-11382,-693,5392,4994,8055,-90,1014,60106,-23216,94,1133,3113,-4104,-3437,402,difficult
647284,262744,59247,98371,18234,12844,3912,3041,848967,-89271,44446,-84290,-6871,-6487,2296,3009,1073158,427131,119016,-34162,84658,17018,62211,19104,easy
34103,17302,3944,8973,2407,2133,1279,1175,11006,15900,-375,-6198,-506,-225,-765,-537,-14305,-3503,-2375,-7026,689,18440,472,701,difficult
524332,55052,6366,7601,4742,5352,1713,735,172903,298623,70677,3759,6900,6020,2315,1343,-250619,-30190,-3685,733,-3201,-3348,-499,-51,easy
468426,403029,69104,66386,27813,46755,13981,7184,-309958,-389371,-66107,-66147,-25827,-45540,-13330,-6511,-359362,-400704,-66118,-63355,-14515,-43700,-12783,-6551,difficult
675291,198252,27999,21287,10240,6130,2929,1980,652335,1004925,83735,16011,43960,56698,16458,11970,-525722,-172678,-13202,-14703,-3403,-4797,-1636,-1198,easy
1016004,41699,13619,5704,3447,3674,1086,817,-121384,89893,15414,1839,7771,8518,1803,2117,-485956,28664,-5342,1344,7070,2418,1495,3052,difficult
157163,28736,3608,3555,2263,1778,2505,1636,-11621,-2232,6575,-1063,1478,2520,3463,-374,256672,76908,27866,6460,12646,21778,35567,10413,easy
88352,33473,2895,6075,9650,8968,7422,2159,-49424,-21181,-2072,-5527,-6852,-8298,-6654,-1821,27307,-16870,-1683,-4607,-6810,-2530,-5254,-992,difficult
275552,45155,7016,3692,3404,11192,3150,3696,-269367,-40957,-4629,-1141,-1316,-6970,-433,-2237,-258911,-39898,-2545,3718,2559,-2738,-1348,-1220,easy
284201,43153,5211,9590,8503,8260,2192,2569,15450,-24331,-1053,-1202,-6252,-5827,-490,-1928,-38875,55227,1245,-4660,8659,-512,1243,-1622,difficult
504816,87783,13747,12167,3545,22510,9439,4871,-326511,-10885,-1651,10980,3636,14178,4389,-2521,-456746,-36974,-10417,-3297,866,-19656,-7682,-4044,easy
426557,183665,56304,13658,9340,11956,5375,8422,1443669,-111864,-8938,-9399,1696,-6438,-3788,-7592,-284483,15978,25176,44940,5449,13483,854,-5331,difficult
407772,220494,15434,18162,16853,16009,7640,5148,-351154,-153863,-11819,-11777,1018,600,11246,4411,-347038,-188731,-11667,-15038,-16281,-14649,-6786,-4569,easy
1333145,165767,25028,33167,10369,7180,2867,1865,1391544,178186,10718,-15055,-6585,2929,270,954,-985999,-36166,-9055,-25320,-5459,-2973,-2150,-599,difficult
188209,25335,6268,8289,7809,14840,4187,4508,-98005,-9230,-3218,16728,40149,479,3289,5465,-105398,-14068,1792,-2733,-6243,-7547,-2513,-924,easy
483022,53819,30981,18149,9377,17644,2982,2964,-473435,-37557,-20761,-14371,-5106,-15596,-765,-1587,-364420,-15942,-29288,-14473,-8642,-15426,-1703,-2468,difficult
360568,82305,13847,9374,12931,13857,8296,3082,361376,-62758,3502,-3873,-2960,-10532,-3966,-702,-25827,-21608,14987,-3732,3398,12482,4964,3186,easy
253791,134084,37568,18212,21083,14387,6963,6642,-212177,-132462,-36193,-15298,-20296,-13441,-6187,-6487,159726,-31833,-26976,-4757,-7153,11422,1008,993,difficult
1389877,603794,91345,40307,92181,37468,7722,5416,-1227254,-602105,-90803,-37930,-90980,-36237,-6407,-4973,-854450,-459904,-69233,-29741,-73931,-18286,-2563,-82,easy
155984,90942,35172,3255,7912,2940,1602,1177,-104832,-63815,-30983,-829,-6472,-1988,-1026,-902,638951,-25529,24830,57773,12357,16530,5538,1896,difficult
1192929,740350,81933,72467,63047,66179,33487,8819,-881371,-715149,-58242,-56405,-56975,-59575,-28264,-4089,-902659,-561481,-70504,-63001,-57114,-55280,-29905,-3673,easy
91880,87700,34298,15198,6700,14850,4605,4969,1130024,58512,45891,374,16199,-14,3414,1399,-86746,-72404,-31475,-13589,-3231,-10242,-1368,-4054,difficult
607657,45647,42884,9793,16831,4280,6241,5647,160556,841462,203175,206318,146356,40426,44364,60,545362,158238,2228,12976,-7401,12620,19934,-3256,easy
23948,38232,17876,21601,6367,21194,12023,6604,63227,-35261,-16293,-19908,-789,-18724,-8083,-5213,583,-23089,1126,22606,1817,47203,-5209,1018,difficult
670500,280191,136422,84529,76408,85812,17146,10625,-470932,-78763,-107587,-74171,-67032,-74735,-7996,-6985,-532297,-127085,-104750,-72842,-74301,-83161,-14991,-9548,easy
470679,115218,37212,21923,12110,14802,6249,3519,326572,64437,-28289,-6082,51167,24258,5211,-1799,126628,-51071,-28363,-20036,-6334,-12529,-5466,-3129,difficult
1033997,161617,43625,13944,25060,16258,32223,5391,898806,245815,45105,102976,142194,65038,14486,38107,782124,-128642,690,6492,18533,2580,-18283,-725,easy
817316,320055,112649,28918,20592,15229,4905,1772,-799125,-317517,-112143,-27392,-19909,-14756,-4626,-1663,-103393,-224334,-59656,1879,-14146,-9281,3261,-582,difficult
237116,30465,6563,1858,4187,1371,1113,423,-143359,-6224,-5460,3568,-1504,1368,168,402,-150066,63663,12155,12786,138,2163,2593,151,easy
700433,47391,10641,7407,3057,3468,2140,1552,-96257,29611,27295,10383,2738,-56,1394,-92,2317699,164469,165175,54211,40164,20648,5568,5293,difficult
293210,49221,8804,2278,1952,2472,1536,537,-100871,114983,8751,7992,1477,3608,3180,704,634624,265214,7314,13406,4096,7305,1885,412,easy
137502,52905,6179,5629,4482,5207,4237,1343,-27393,-25171,-4842,-2502,-3163,-1871,-3655,-237,-86182,-34759,-640,1406,5426,-1525,-230,12,difficult
202775,140515,28247,73733,27326,42411,7427,3635,1496089,1597284,135606,64233,6028,-19376,10508,4070,-92066,-118248,-26296,-70540,-24034,-40121,-5976,-2919,easy
137275,32208,3170,3370,4703,10711,4496,2348,1123004,267209,40769,11910,25815,60844,31024,5206,9056,27474,12108,5031,-3107,-3702,6547,-382,difficult
506179,158686,45064,13231,11072,8879,5292,2852,-426672,-125357,-39545,-11319,-9732,-7649,-4837,-2617,-387377,-121981,-41442,-11658,-6990,-5765,-3378,-1731,easy
160921,174524,27052,22248,10129,5225,5699,2184,595243,-125007,-5418,-16832,-772,548,688,-177,130184,-111548,2143,-5847,542,-2883,-3987,-1234,difficult
226635,17119,5695,3111,3728,1550,1231,355,-2743,93073,5510,3050,7939,14108,1360,4191,303637,55874,25206,75551,1550,3809,-590,568,easy
1404818,247668,118027,18934,11112,13447,5442,1932,-786869,-181036,-104684,633,-6231,-3302,-4227,-1133,-780575,18620,-96311,28438,29704,12787,5275,1515,difficult
540750,161102,18210,29153,5149,8306,4113,944,506591,47536,129476,62927,14415,7485,5368,2587,-239322,-117665,16731,-28730,6896,5151,598,-334,easy
720398,63203,53321,34593,14246,11041,8138,4796,-717190,-58497,-50751,-32265,-10659,-3024,-1767,-3335,-716504,-57947,-51435,-33919,-8269,0,-2588,-2309,difficult
532373,112111,21771,16149,4174,6929,2491,1276,-440693,-86945,-18563,-12367,-3372,-5577,-1998,-1077,-93571,-33265,61146,-9295,-335,-2769,-1551,-125,easy
446624,67468,14798,5435,9119,11378,19567,6111,-396651,2282,-10565,-1194,-2645,-5872,-14786,-4200,-283377,-53795,-12726,-1149,-327,-3782,-15262,-3861,difficult
634948,169675,33605,27278,7474,9276,8608,2397,728172,819163,-1665,31818,11694,15310,415,1821,-228877,-109564,-23897,-9616,-5032,-5122,-7571,-1708,easy
315004,42849,20398,12528,14210,10802,8826,2527,-264908,56713,16972,-3424,-8022,2490,-3983,4220,-32494,14423,20538,1610,590,1098,1471,-77,difficult
