delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
178043,95504,6758,18414,10658,12049,17089,5600,-52050,-80675,-1194,-12990,-8135,-7327,-14938,-432,189535,86619,42835,4792,7492,17962,-7089,-310,-118128,-75736,8254,-9506,-7863,-5139,-14165,-4791,easy
268899,11091,3542,4311,2161,1714,633,386,1199079,168700,31804,27316,12534,9430,5292,3648,-125891,24658,-1040,-591,-261,6129,1904,1301,-220970,-1505,-748,2048,311,1306,706,2526,difficult
114985,22692,5296,6886,6733,8826,3048,1566,-68553,-4073,-883,5712,710,46679,16474,5779,-88529,-10056,14363,24192,15279,20836,8982,5640,-46375,-14246,1345,-1015,-3022,2252,337,619,easy
153443,13260,3993,5925,3597,5036,2434,1851,-125827,-6121,855,-2599,15462,42079,7481,3273,-149117,-575,2779,29,1339,11830,9521,4846,5164,37937,1904,-1009,639,-2020,-210,-666,difficult
50548,17289,3043,9496,7251,12491,18702,4568,-19145,17758,18205,6989,15206,20224,10331,14960,286713,-1108,16334,-6541,1913,-1952,-6611,1387,1224928,79217,66471,22945,18966,42443,96350,42041,easy
429270,48016,16585,9299,7118,16836,12649,9731,717237,-28634,-7670,-2908,-3838,-4825,-9969,-4041,-314460,-28898,-5279,60099,3129,3808,3220,699,-410252,-40021,-10392,7904,-4229,-13100,-11400,-8594,difficult
99027,25088,19708,16807,24319,22880,12210,5767,-94870,-3163,763,-527,-12351,-1905,-6100,-2850,-84619,-4565,-18721,-2108,-16576,379,12475,5166,-90120,-21209,-12827,-15795,-20399,-20357,-9726,-4254,easy
484944,130304,30280,9258,27478,19984,19246,6974,-291454,-109571,-24592,-5883,-21352,-15211,-16421,-5172,-377202,-102175,11214,5483,-13321,10681,-3553,-2394,-286242,-18645,-7405,12470,-17495,1684,-7192,4004,difficult
64257,59022,8042,11031,7991,13810,8317,5483,293577,47947,34722,90312,24282,7241,7403,1444,-33449,-53953,107601,43055,7772,-3111,2584,7922,-43250,-53808,2094,36747,953,-4928,856,1074,easy
44491,51157,11274,5580,4398,12857,6505,2360,1444560,-34202,-5970,58147,14121,1612,-210,3692,-40331,-36037,-3019,-1592,5812,3430,-2472,3165,-32825,-43912,-740,8932,6903,5057,-817,5336,difficult
114227,103906,8259,10729,9671,16637,6991,9429,34172,-32722,1929,4699,-5542,-10030,121,-3211,-63848,-57957,11643,-5438,14484,4912,4122,9599,-63848,-57957,11643,-5438,14484,4912,4122,9599,easy
444114,49836,16508,14781,11675,21914,11046,6187,-207818,-38349,-6194,-12052,-9572,-18067,-8222,-5033,-329868,9111,10733,12421,2040,12311,-1724,-2476,-434315,-9116,-3498,26219,-2275,-7342,16056,-2246,difficult
807233,169249,33225,27029,27984,30248,16499,16224,1040742,-10120,-21952,-10252,-7245,-2886,15311,-2364,-727914,-158411,-18434,-21527,5320,-8607,-4008,5910,-697976,-153902,-26172,11878,-15660,-9126,-5710,-10842,easy
758544,272866,33718,33448,29924,32183,29377,9357,-44591,-193795,29036,9054,2073,-11832,-6726,21566,-616897,-214226,-20659,-28649,-16693,-11151,-18697,-3319,-674686,-271364,-31380,-31000,-25313,-28183,-25972,-5525,difficult
279278,72636,10885,13154,19585,13789,20297,8137,-264911,-67412,-8994,-1675,-12718,-10386,-17011,-4924,-272924,-59929,-6804,-8674,-14346,30995,-9239,859,357196,-38119,-2624,3028,-12981,5994,-9641,-2920,easy
142684,179292,16725,30291,14026,25373,11022,7876,-109682,-166546,-14765,-27555,-11473,-20151,-4130,-5741,-8056,-150663,2263,-19833,-8489,-15985,-9074,-5918,249805,-89306,-693,-9935,8505,52304,-3083,1478,difficult
143526,54696,13692,5699,8764,6507,6226,5627,-105576,-30765,7555,7045,-2405,9462,3012,5949,-142512,-49738,-8092,5466,-2704,6962,547,-375,-119652,-35521,-2562,16087,-2008,6996,5070,-1145,easy
260427,41090,17561,15327,6961,10761,11377,5255,-94636,-21604,-14261,-12979,-3426,1460,-4152,1287,-109279,4483,943,-12378,-4161,-4435,-8494,-1946,-191136,-32257,-12471,-13781,-3448,-5030,-7428,-567,difficult
936837,249007,60391,45562,47259,32112,19152,16320,-176235,1243,-25341,-33301,-20691,14898,-5069,-9504,31476,-139444,-44616,51730,-23839,49480,16082,-5359,-741850,-235636,-43047,-38282,-22933,-21034,-5833,-10989,easy
762992,58739,33102,25329,7406,18498,12242,8828,1146136,95193,34311,19435,61640,28017,15341,5128,-642108,-49370,-32008,-23711,-4489,-13936,-11415,-8349,-609840,-12917,-12531,-18698,-3474,-503,-7443,-5196,difficult
52325,35911,13560,21277,32640,33598,28512,18268,-49385,-9564,502,7701,-22929,215,-10642,221,-13709,-25146,-10613,-13533,-7824,2913,-7328,-2200,-47673,-28995,-12034,-17232,-21382,12749,-13755,-4982,easy
285322,194646,20541,13694,25983,21472,30854,9226,345251,169103,53270,5096,18234,9986,-7558,1263,-154124,-166603,-11736,-12020,-20324,-16063,-24765,-6037,69166,-167315,-15977,-10632,-21687,-17085,-26673,-5986,difficult
519744,67144,20266,19546,10847,17175,7142,4933,856552,1248611,60444,5147,53150,21106,18865,9373,-486680,-35183,-16960,-18369,-7957,-13823,-2553,-3948,-179564,6639,-3594,14018,11620,-835,4491,914,easy
632243,45948,26065,20672,12786,22866,25261,5603,-21904,-13416,-3324,105,2412,29501,29865,9050,-574077,-30568,-21674,-19158,-9907,-14120,-20758,-3070,1650824,254,-1320,-15834,314,12660,-15511,15079,difficult
47497,63880,12389,20504,19940,36898,18885,11827,-40491,-54371,-9648,-13511,-10809,6323,-5142,-3858,-43198,-61324,-7035,-6952,-12047,-17183,-3505,-1788,-26364,-51322,-8556,-17529,-13378,-31389,-16292,-10138,easy
387283,183311,18553,7730,14530,16620,11184,7366,938870,-120737,-2372,3232,32503,51906,37005,9547,787050,-114931,1771,2552,-8246,-5717,6584,1220,1077118,381676,75730,32427,17306,48240,198,4853,difficult
593690,211674,35045,11047,16462,32110,16144,10953,393566,-114964,-32216,14351,13005,10877,-1695,4575,-541415,-203133,-24360,-9621,-9069,-22984,-11542,-8369,-540422,-196164,-33119,-9815,-12893,-27913,-14770,-9794,easy
197930,92412,20606,7772,23267,20093,6487,4232,372620,60577,-10501,16947,-241,-11483,3411,-1662,3113948,24430,172903,55935,104152,58519,68903,8763,803669,185754,43371,55911,119856,59496,24415,7926,difficult
569605,176548,36511,47561,30971,37758,21824,20252,-514609,-155407,-33851,-44277,-30023,-34410,-18545,-19324,-70700,-137473,-27591,-41274,-11922,-16679,-11460,-18052,-104677,-67005,-14843,-33067,-8540,-27508,19882,-13848,easy
64079,24838,13496,11083,16433,17237,7076,7709,-46474,-9550,-4930,-3001,-9801,-6649,5774,-3519,-19490,2971,-11198,-8418,-12636,-7969,-3904,-5123,46098,-6322,-11431,-7269,-14633,-13484,-5288,-6781,difficult
34873,30137,7635,9836,12704,13121,7942,3989,780598,81472,-4740,18784,-9079,3655,3713,6385,-24749,-13451,-1280,2097,-9628,-65,2780,-1981,22612,-10038,6820,-4652,-1419,-3304,-678,1535,easy
32811,27418,15128,4855,9776,27349,7308,15407,-18111,20791,16502,17139,17792,-12038,3173,-3220,-8765,-3143,-5687,2454,5749,-16789,6071,-11511,748821,45772,7873,12233,11503,37219,21999,5463,difficult
415227,93471,36361,19580,18704,13738,22796,15132,1051824,452405,3399,157660,51870,57881,11286,15864,-248227,-41076,-17986,-14062,-2263,3471,-10130,-11247,-407344,-85364,-21331,32750,14028,48655,7129,-829,easy
140529,69514,29569,36141,23815,27601,21918,11272,-42705,-37721,-26080,-17865,-16219,4872,5434,1014,-139484,-66769,-27366,-34951,-19144,-20478,-18005,-6912,-119736,-20261,-21605,-30969,-4763,4139,-10823,6991,difficult
778686,105321,31135,15793,19431,40199,35579,18839,619727,51526,-4905,17493,26502,-4651,-7560,-8590,-652271,-87587,-26728,-12947,-16492,-36166,-33789,-17529,-411589,-71885,-21776,-8604,7846,65224,-4646,6922,easy
14027,24056,6261,14769,17755,30440,16451,11355,66127,-1301,15316,7698,44585,28294,32379,-2012,-5281,-23159,-3724,-10687,-14824,-18584,-12640,-8674,-10830,-19785,5636,-11542,7822,143,-6204,-6534,difficult
1385318,100205,36497,17721,12823,19472,16472,8532,-1007323,-74092,-24521,-11064,-3753,-12209,-11074,-6462,-547026,34604,-9380,-5284,2270,-11239,-12993,-5245,-1207402,-84721,-33832,-14926,-4350,-14958,-6135,-6500,easy
186766,16944,11621,13276,31399,42759,14732,12091,-181305,-11377,-5551,-11168,-25361,-29982,-5213,-7162,-179176,-9841,611,-5202,-20502,-26974,-3679,3132,-178864,-13223,-6459,-3366,-10247,22414,-4321,3194,difficult
188055,132033,8556,7247,5219,11544,17970,3427,-72403,-125339,-4990,-3135,-3923,-4022,-10633,-254,-87910,-8728,-1888,23236,7944,6971,-14139,1875,-12194,-112816,-4271,-5988,-3618,-9806,-17167,-3021,easy
41055,64816,20378,19452,15241,20587,15283,6196,8419,-26870,-819,-12458,-10352,-14108,-10163,-817,53178,-59187,2558,-6330,15469,-6708,3992,6769,183681,-37341,-4757,4066,-12831,-14191,-9014,2791,difficult
28980,8457,7052,19582,12125,41473,13714,11989,5999,34678,7334,-14829,-10003,-38027,-10766,-9245,13366,18472,548,-19010,-7087,-35920,-9496,-9183,1699366,3544,27920,6148,10671,-14264,3801,2832,easy
122527,117603,8733,20272,15746,18621,20864,4603,223341,114035,35654,-12015,3220,-2810,-9212,-1374,719352,119178,-2211,-1924,80466,6802,2669,3269,-115861,-105490,-5956,12219,13230,11360,-9593,6092,difficult
94178,11061,5236,7042,7017,8949,5432,3215,635222,14199,1367,-4672,-4446,-3731,-592,-1029,-88927,19328,29222,1839,3154,11983,1178,6309,-92362,-425,3246,2892,102,9037,5813,6474,easy
153412,31458,10201,10948,18955,14678,10568,6954,255817,-16680,997,-7183,-8411,-8725,-8408,-5827,-135739,-12715,-8540,360,11785,8086,20373,-363,-131589,-25248,-8282,-7340,6562,15572,-1175,7680,difficult
79196,29025,9421,12500,10750,27055,7698,9482,20164,-10753,-6801,-10396,-9120,-26151,-6712,-8757,-42980,-23168,-8351,-10529,-8841,-24816,-7074,-8274,-10011,-10393,11311,6454,17418,-2695,-211,-5898,easy
530780,46920,18097,7289,19479,42570,22855,7257,-525137,-36966,-5136,1513,-11984,-26309,-12435,-3219,-516543,-38384,-13247,-593,-11650,-18506,-5453,-1824,-523114,-41449,-9338,-1572,957,-1846,3677,108,difficult
587350,21963,10754,5383,4271,4324,2448,1070,-381909,933,13250,-2788,1052,-588,-191,4178,995050,300991,41316,29477,19943,26184,22520,21205,-150035,119039,-379,5431,1685,4390,3913,1504,easy
19733,19835,15998,8687,15122,32036,10899,8191,-13868,-9936,-3553,-1904,28336,-11300,2587,2394,37552,18658,15716,-3416,10294,-7201,6283,5963,-10523,15151,-7334,-42,17077,10022,35644,19024,difficult
501693,107359,9252,16677,17041,24930,21114,9544,-443841,-73559,-7282,-1342,-11197,-15443,-15746,-7421,-37932,-35583,448,3289,-14520,-18722,-10035,-6010,-474646,-87655,-6695,1736,-10157,-17185,-15745,-7192,easy
110308,29084,4013,9551,10422,15753,6817,3015,-10671,-16191,-2344,-6076,-9146,-9200,-2025,114,-64364,12553,1922,-7539,-4082,-8548,5882,553,-64364,12553,1922,-7539,-4082,-8548,5882,553,difficult
320309,28069,10469,9977,13365,27276,11134,3163,-153056,-23117,-8315,-8775,-11965,-25360,-9938,-2752,-252664,-11008,-10248,-7840,-12591,-26466,-10990,-2923,-308127,-22545,-2664,-4040,-8962,-15613,-2626,1350,easy
290747,69778,10971,12315,16352,32024,13779,9723,-289795,-66828,-9144,-1324,-11997,-25788,-10232,-7796,-285443,-59478,1110,-9113,5475,-6382,4102,-1317,-288421,-51822,-9331,-2932,-13146,1698,-6307,6758,difficult
7845,9251,20651,8672,17042,20361,12173,5831,26772,13107,-18686,-5828,7009,-3180,10300,4937,-3671,8235,-14616,2073,-4356,-8815,12176,1757,-4932,6398,-15371,-3190,-3212,8782,16353,2431,easy
576735,311160,88851,30107,37037,16152,29774,30267,-234833,-221576,-79408,-25255,-30354,-8326,-18894,-17907,-565093,-305483,-88630,-27276,-32060,-11701,-25226,-27238,-508166,-259751,-84469,-24280,-34126,-12085,-27140,-28988,difficult
235322,56861,43111,16065,21022,27906,9609,11557,442480,-32825,-20759,-1158,6509,10262,3757,8177,-197886,-38614,-33185,-4896,9426,-122,-1982,-1598,-221607,-49652,-31108,-3608,11918,-927,6382,-3316,easy
224668,20835,4296,4685,2454,5996,4502,3446,-151917,-10826,27,-1378,2084,-1300,-2161,-1950,-130516,35240,10167,7271,61863,58469,27319,2916,-214888,-11522,10406,-562,5625,40192,18684,5694,difficult
37710,28425,15950,10693,8349,12181,8594,5771,3542,-7743,-11866,-3445,-1563,-9456,-4909,-4591,815573,292146,5279,4073,13261,-1658,5276,1516,-22060,-16845,-4225,-6138,-3870,-9100,-6494,-4766,easy
621568,40610,8168,9101,20538,24394,15428,9724,-612949,-35207,-7209,1393,-10882,-2108,-5097,5215,-613048,-29925,-1100,-6585,-5619,11585,-747,636,-393179,9857,-2364,-8630,-18086,-17292,-14058,-8466,difficult
604202,84604,115713,119790,38512,62603,42938,16516,1964154,1637,-96734,-100174,-18579,-36987,-29173,-5241,-581981,-69402,-104979,-116783,-26084,-41781,-26706,5533,-511402,-29200,-108898,-115016,-35142,-55875,-40158,-14069,easy
294686,53506,9922,5563,7439,15649,10239,8049,-289152,-45343,5399,10377,10206,4405,11011,-563,-285967,-46250,-2180,9059,6923,15654,-1646,1292,-225857,32012,13576,18744,21717,8428,5378,3364,difficult
529291,22208,5630,13178,7580,11267,6224,6693,-519083,-9431,-2643,-10276,-9,2078,16856,2383,-282248,108101,22796,-1478,-4769,-6699,-4891,-5116,-504895,31087,1742,13693,2797,9203,367,738,easy
72853,17865,15173,19471,19127,15216,7941,5919,-13006,-3400,-5158,-14867,-16142,-9031,-4259,-3458,-56347,-2175,24367,-1958,-7265,12992,1525,-1771,-60632,-12155,-8813,-12402,-710,3552,1919,1342,difficult
80665,55048,8376,10534,11922,14430,7637,6259,651599,47770,-4487,-5893,-2673,6103,-1067,-1061,-55621,-47699,-6743,-8358,-10261,-8561,-5736,-3418,-54454,-29115,1033,-6699,-2452,-1467,119,3706,easy
173001,28216,9821,11942,8682,16241,20961,9819,-133663,-761,-1581,-7551,-1866,-10667,-13920,-5875,-68230,-22210,6244,4508,-242,8867,-3567,6798,-125994,-17001,6117,-9204,16055,20617,-11239,2472,difficult
81727,44051,18010,5996,13017,14860,13331,10079,716821,-27084,-12863,-790,-8439,-5849,-7871,-7721,-28774,-36507,-16015,-2890,17496,19696,-2294,2828,-59545,-15951,-10208,3394,10296,19777,-2651,-5694,easy
104040,11626,4200,5946,3813,3987,1973,2129,-54282,-3321,-316,796,3518,116,146,1692,1966849,133291,4484,18354,33655,65882,24487,13101,-99804,-7377,-2127,-4702,445,1856,2342,1623,difficult
53933,20006,8545,7943,9412,14056,12091,9039,-11450,1500,4255,-3931,-4956,-9753,-7458,-6155,75564,44845,1139,-3662,-3998,-5393,-7290,-6688,1103759,118149,30250,-918,17038,32029,42105,16271,easy
47105,17474,8523,4877,14690,25257,11803,6318,-36769,750,-6350,9212,-2742,-905,37310,-1045,-42206,-11471,-3347,-1106,-3782,-12896,18511,3904,-43207,-12043,-4889,-2449,-7645,23566,19246,8429,difficult
417380,189250,23891,24463,27266,45785,22639,6269,-338122,-139402,-15151,-18533,-17297,-35032,-20454,-3928,-225063,-181113,-19488,-23657,-24106,-41894,-21646,-5663,-402743,-183444,-20170,-20761,-21629,-38272,-18730,-3268,easy
686696,191794,33409,13150,34542,27762,14027,7965,-581975,-180249,-30297,-11394,-28117,-22069,-3953,-6277,-643659,-162967,-22311,9885,-18421,10298,-3891,-1213,-661815,-168285,-2795,-2079,-3518,7487,-6130,-5395,difficult
364180,28849,10644,13169,14574,43056,27904,9609,229985,78348,16581,10973,18465,-24385,-166,-6420,-63727,260070,6941,17815,28442,-27256,-20845,-4178,1584607,170248,6673,11569,13394,-29686,-14191,5943,easy
124045,32748,5535,9858,10927,8813,5021,3341,1072258,3447,363,3358,-185,6091,-601,4888,-113616,-12239,8914,-5292,-3094,25059,5531,1050,-123366,-27458,10686,-2616,29501,-247,11346,9502,difficult
116142,11364,9052,4579,6437,10183,4247,4142,78123,23274,-6303,-641,-3350,-4327,890,-990,24506,67257,11593,65887,39160,14423,26231,9045,929871,209426,27555,47950,470,28756,32421,14353,easy
1080362,222680,39734,37093,17168,39084,24209,14203,-1064512,-215305,-39072,-19961,15846,-11500,-1111,-288,-168330,-152568,-19122,-22618,-3582,-7344,-13973,-2626,-966763,-137479,27663,-26309,-2408,-20377,-11406,-9853,difficult
466669,25137,15964,8951,8962,23830,8000,8387,-436295,43358,-11741,433,-3402,-12626,-1699,-4397,3141027,72718,-1065,3987,12953,45225,8229,14841,-374809,-20881,-12380,-7608,-7659,-22893,-6666,-7530,easy
196078,54401,18176,41595,33409,21220,11012,6950,-99040,-28408,-4631,-33047,-30312,-16875,-8606,-6146,-78321,-19172,-1676,-35547,-28611,-8168,-5410,-3450,-167028,-46639,-11481,-20648,-10498,14243,17950,3174,difficult
114844,65230,11185,4953,12842,13070,5933,10468,-40719,-25078,-10758,4001,-8594,-6281,-3925,-7749,351833,3532,7898,19345,8932,33508,17622,790,-109595,-51867,-3892,12628,-922,18944,20374,-3292,easy
512202,35113,31263,18427,7668,12803,15722,7254,105745,17738,-21320,20458,7691,25328,-7301,-2098,-249335,-4284,-29251,-12837,-6500,-8627,-13615,-6357,-501938,-29945,-26954,-3654,18539,27376,8708,5394,difficult
337830,68321,14975,8344,4407,3348,3628,2148,-274058,-39952,-7060,-1387,692,5949,-108,-544,-185735,-52614,-11929,-3880,-273,6630,391,60,-314731,-46478,-11432,-1022,655,52,-939,-583,easy
98192,12329,12618,2621,5304,7625,4261,4742,594824,114971,53166,18872,11612,26407,11840,2157,79423,37489,-10494,24811,12207,7543,8105,4856,89083,-340,-7039,16699,5900,12000,8928,-737,difficult
753509,290832,86323,119058,69554,87868,131209,34451,-206476,-268670,-84710,-113834,-65935,-83697,-129248,-33606,120246,-261487,-65425,-105458,-63858,-74319,-116225,-32121,-482850,-206165,-80113,-115709,-33987,-76663,-127269,-30831,easy
429219,126302,26357,29909,31888,24387,41112,11344,898969,-112239,-6506,1125,-7283,17473,-17239,263,57183,-39380,27701,-1970,-21681,7602,-29680,7352,-392084,-97572,-18083,-12708,10759,1861,-24988,8961,difficult
255867,43749,5513,19028,8972,12742,5522,4089,155757,40548,20243,55157,40782,17799,12257,17870,-137723,1707,-3591,-9918,-4841,-7208,-1572,-2994,79882,-6331,16891,5907,11316,25264,14196,4817,easy
383196,77530,30755,31757,6869,19573,12634,14571,-336150,-72923,-28991,-30464,-4723,-16978,-10152,-13378,823413,94577,17631,-17746,21433,65988,34070,11455,770847,356093,-5251,19631,45789,46338,29303,30917,difficult
395303,48724,27221,51502,8579,13366,10194,6031,-386517,3482,54298,-42163,3791,-145,-6392,1542,-294753,-7634,-16080,-39988,-6795,-10662,-7226,-5326,-388586,-26429,-22503,-21484,3082,-6508,-1003,786,easy
1223754,112930,31771,54481,19140,31704,34985,12702,-1062187,-43857,-21279,-49272,14103,4251,-17493,-7713,774524,119316,-14986,-19735,33324,-2079,6594,-5554,-1189078,-95298,-16918,-31098,-8804,-21750,-25807,-4454,difficult
889487,177629,36773,40891,18885,20037,23529,7149,-82552,691647,78977,-14856,83122,16029,4026,14610,-225277,28924,-29788,14911,-7667,-6689,-11739,463,-696304,-159752,-35398,-38271,-17065,-11159,-18935,-6201,easy
848680,52141,10182,16530,4175,10483,22204,4103,-213215,-32380,43662,-7903,18093,-3023,-16990,-730,-241548,30770,3204,10855,26545,34463,-6460,19929,-696697,-38558,-6890,-14529,-520,2570,-17524,1485,difficult
72143,51997,12486,6398,10506,9347,11746,5702,73977,-5306,-8484,-4137,-5202,-5290,-10401,-4373,654850,-13895,4075,8472,1602,40105,-3324,1946,48020,-7760,-5604,5335,-88,-771,-6539,-1897,easy
1439009,200916,27031,24220,36083,40299,27107,17445,-1243328,-190613,-21177,-12510,-30564,-26872,-14684,-13627,-1313949,-190596,-17276,-8445,-28435,-29719,-15580,-14103,-1373869,-163074,10273,-14007,-8748,14454,-8464,12168,difficult
