delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
1027269,371710,130060,58295,103610,62139,24152,6348,-166317,-273001,-37625,45596,-61856,42030,-12563,-930,-282855,-331588,-87645,-31667,-64682,-32176,-16724,-3837,-922369,-354650,-126033,-52683,-90918,-52481,-20821,-5413,easy
515883,129131,26490,14401,9129,6692,9839,4301,-94562,-73907,18109,33165,26929,2919,-2673,3655,-473008,-91402,-16512,79984,4200,1740,-3840,-2293,-405701,-111490,-14691,-3537,-5355,-4966,-8282,-3903,difficult
536143,53791,16450,10563,16920,11888,15117,10370,-380529,-46216,-13593,-8110,-15274,-11383,-14327,-9779,-479336,-43979,-13170,3383,-14616,-9451,-13891,-7832,-132034,155224,38391,11833,44662,-579,-1246,3028,easy
234628,135732,74529,61764,10628,12160,7603,7217,-160011,-117600,-63156,-18850,-7361,-9087,-6469,-6430,-157202,-103733,-30535,-28260,16276,448,-4536,-4359,-178281,-86096,13867,-33862,-1415,-2017,-756,-4627,difficult
787795,196988,38573,17203,32756,36490,8197,6427,-513881,-181986,-33052,-5190,-29681,-29541,-5843,-5023,-774209,-150474,-8707,37936,-28316,-22873,-5038,-4776,-684790,-106262,39710,-2961,-23736,-26211,-2855,2596,easy
599140,67500,49083,111455,19183,17199,9023,6560,-329577,-1059,-31744,-22152,-420,-2439,-3321,-1659,-586838,-4653,300,-95280,-12756,4690,-5454,-3961,164300,26337,-27388,-46836,-5544,-6529,2469,-2903,difficult
581544,38386,28029,39635,16783,5920,3373,3833,-418959,3142,7937,48001,-2632,-1580,2044,3845,-163416,90355,35769,99602,6455,6555,2961,2500,-525288,-26265,-23119,-31702,-12038,-3168,-1620,-2743,easy
439178,259748,4213,19043,14008,14713,8276,4147,-387627,-234168,1427,-13661,-9997,-9757,-5524,-958,-413550,-195173,39215,81886,302,14713,-3120,-160,-398806,-241914,93629,33254,-6511,-4629,-5477,1550,difficult
529927,177131,13994,25897,8725,8217,11072,2440,-481346,-159813,44721,183494,9199,4974,-3849,5238,-507177,-167271,5563,60735,5512,-2110,-3346,305,67161,-71928,1361,183541,8834,2370,-7480,4947,easy
335043,72906,45223,50683,26013,8664,5716,5750,419002,-43039,-21534,26652,-7837,633,-1396,-1802,-265799,-23611,-4473,59563,-15074,5560,-1573,1316,-316584,-52957,14141,-29482,-18668,7447,3023,-3338,difficult
1064877,182064,48617,39689,12827,69179,32033,6044,990701,23386,23618,-3208,61638,-6980,-6138,18645,-965457,-91119,-31562,-29791,1138,-57282,-23757,-581,679805,257025,11013,98623,197792,94870,21659,16816,easy
208184,80617,25493,29249,6114,3964,5748,3257,-198101,-63255,38708,149301,17892,170,-504,6086,-168863,1032,-2515,29264,20177,4301,1750,123,614859,18110,8011,-14079,2376,5130,911,-678,difficult
71019,64760,38745,37768,14346,12099,8187,4022,233613,-33054,77557,40145,-1625,557,-894,666,-42591,-45662,-12605,-103,-5346,2812,-6251,686,-50129,-35910,-11995,27857,3050,2290,977,205,easy
181110,241871,74286,52749,30877,10285,5257,5822,-153988,-185818,-30495,103542,-22173,9923,2331,-2123,-21110,-232203,-64128,-36016,-26500,-8936,-3736,-4837,-98508,-220700,-20606,-3410,-22466,12750,2008,-2937,difficult
165009,35439,10868,7269,8878,10374,8905,5533,-84554,-20943,-3053,-3626,-3091,-7822,-7406,-4457,-28152,1873,16796,91267,-1264,-1160,4434,-82,-35455,8871,4076,28463,10452,-2972,-2438,-3892,easy
168097,78393,47658,41514,20105,12099,8049,3366,-149538,-45644,-8652,106533,-16900,-2863,2085,559,-77804,-50078,7283,-18552,-14237,-2297,-5629,-144,-104559,-67794,-43589,-40225,-14196,-9132,-6427,-2805,difficult
123387,49396,54617,85277,18876,11139,8081,7018,-115009,-24115,51593,-26686,-9894,8802,7521,-260,416198,490,-27143,-51625,3182,-60,-1888,-2226,692270,42873,-39413,-70979,-5389,6269,4269,726,easy
576166,83330,22447,9194,42285,15673,11055,4052,1450558,8162,33659,186004,-17561,866,1206,8152,-19235,-31136,72943,98553,57720,6025,-2133,659,-267770,-57172,-15653,14094,-35689,-10543,-6727,-2881,difficult
548443,66993,25519,25156,15514,8173,4413,3916,195405,13014,-16277,-16000,3513,-3775,-1663,-1769,-526268,-60711,21335,24389,-3007,3627,842,-15,-541752,-55627,-6634,57611,-12944,6054,282,-1370,easy
537737,69518,30245,13474,13321,14850,11314,3772,-371712,54476,-11962,-2451,-8638,-11896,-8290,-3143,-287484,44438,-5192,-4661,-10048,-11447,-8391,2304,-500386,167289,208322,151684,5290,14209,-4063,15802,difficult
220378,41008,15607,26989,9310,7575,4674,4113,-61065,-7175,-617,103404,6590,2653,1284,-1289,-199384,-12461,22437,15918,-7798,1729,-2422,-1523,-56185,-12434,19791,-15007,-7304,-5104,-3378,-3293,easy
260013,56141,22042,4765,7844,2900,2033,672,162157,-21600,-16231,12530,6250,-688,-799,44,-238994,-16368,5058,84727,-3132,3729,8,2255,-172409,45759,47311,16235,26950,19112,20308,14111,difficult
194697,93080,15970,10051,8855,6850,3815,1971,748246,143148,6034,65881,41372,27358,9181,24664,33352,-9944,44009,55966,-1660,22002,8090,10065,-156959,9814,1782,7508,14729,8413,9288,15868,easy
1495228,270654,48461,31263,11770,13873,6980,7356,-1277225,-221992,-18606,-27119,-3072,-10533,-291,-5506,-1245059,-151649,130457,35959,139997,9935,-3221,-1635,5858,-37879,-12288,27182,22811,1393,961,-4730,difficult
403977,95788,31830,82804,29957,16854,6678,7031,-267181,-86629,-24085,-77286,-25522,-10842,-5202,-5160,-327549,-75272,-23393,-29738,-6814,-9760,-1210,-53,-347228,-81849,-28521,-71441,-23872,-14179,-3685,-6127,easy
551432,145123,49949,16481,26283,6063,2901,2871,-446343,-18628,15484,44344,39295,7079,6648,3514,229046,-106508,36739,29909,-16614,6465,3158,2882,-451749,-5813,9606,36387,10662,5342,106,193,difficult
254488,104404,52299,46500,13335,8757,3665,4736,320397,-86712,-46285,-25049,23486,1750,-458,-2041,871985,-55540,-21528,-6022,-10857,-4834,1299,-2112,171546,58101,6537,-39523,17466,9550,2221,5514,easy
64068,20749,10712,41977,10617,23299,8439,6976,-43981,21534,14908,11995,12949,-14058,-3325,-3540,529500,32231,-8051,9266,11651,-11548,-3924,-397,-56886,62502,16054,22499,22588,-8337,-2711,-4325,difficult
1084067,272330,18395,24105,30545,17307,25488,8322,-871126,-256422,-17310,-23634,-27348,-15768,-25369,-7911,-1017943,-180836,65367,154052,-20406,5487,-21788,-5210,-637309,-155437,15006,19357,-1785,-9192,-18329,-4230,easy
509871,221866,8780,16550,8563,6838,3009,2279,1144940,-112008,-7354,78700,6214,8962,74,4624,517575,-65195,35711,44961,30847,6232,9063,3550,-420780,-204643,214,21722,-1807,3032,4165,1490,difficult
519125,103092,21846,13016,19460,16852,9188,7072,-501893,-60912,5298,46361,8427,-7570,2801,-424,-447423,-19197,31180,118437,-7014,-6707,-1705,-327,410641,62499,15080,55638,-8988,-9709,2440,7000,easy
60479,40962,11381,16298,7383,8050,10044,3790,479928,116633,6375,29989,47080,-3103,-1754,2212,15877,4362,5053,-8285,-4706,-5504,-7416,-2609,-20009,-18022,78285,65501,313,4703,946,-89,difficult
211198,32547,23383,37432,8031,6646,3315,4375,-204017,-17483,3324,32334,3623,3055,-691,-2155,-202118,-23256,-9388,46559,-3346,707,1740,-2409,-180378,29969,31134,20656,2904,199,-1036,693,easy
319406,53354,15096,22248,17936,7105,6027,6203,-86510,10035,34271,-12104,-843,3075,7016,-704,-27430,-23525,26859,55069,13697,4268,6987,-1419,-222621,-13227,34126,61243,4241,6554,-2730,-2304,difficult
288342,184387,26352,27218,14776,11519,7784,5165,-207711,-174459,24066,35535,5130,-375,-3505,1953,-255630,-111749,24307,74204,-8496,-5403,-2660,-1277,411550,-37921,2538,5016,-648,3963,-868,1808,easy
34766,39998,17771,11919,7699,12151,13407,7112,84067,7376,-13837,-8747,-4473,-9418,-11222,-5735,-16359,-22105,-8421,73509,5131,1420,-6855,-3061,19019,6398,32990,1131,-2509,2765,-4324,-4375,difficult
