delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
144558-698516-952033-156145-466482-940123-964241-414285,184501-666034-410072-31103-115668-135433-157273-14551,35086-36377-23243-11506-23406-44559-56593-433,12223-31847-25038-6308-9891-57090-69126-2684,13276-14723-17088-5372-6896-45363-8477-2388,18531-41167-21082-6138-8401-37772-16270-2859,3266-14365-4196-11136-2892-26250-6464-1161,3736-11283-2556-2595-3505-13521-3706-1565,easy,yes
517284-1442709-1201276-105820-1149987-527674-32289-158695,142284-139047-131495-49064-20773-436562-49767-75393,14555-70877-495046-61048-12379-57253-20805-5791,12575-46021-158688-8594-4507-21338-3748-1338,8345-33661-152244-6344-7394-52454-3312-4061,6214-7623-104005-5711-2264-19622-4495-4429,6030-5817-34389-3501-2689-3384-4065-2924,2199-11639-11529-1120-1870-6259-1224-2687,difficult,no
767154-82815-2485572-94004-20895-24472-24472-737986,138662-24754-107441-14600-3578-33872-33872-29997,14155-5658-63361-8114-1836-15578-15578-61827,8199-3314-46789-2604-3346-4761-4761-32199,9680-6780-50835-1619-3214-2960-2960-5727,7571-6780-20976-706-7325-2400-2400-24110,3786-4601-26449-455-2819-2764-2764-10424,3487-697-10853-412-1428-1463-1463-6242,easy,yes
2003742-1031171-118076-1362865-221942-1281873-275822-80652,351674-268819-48912-221635-80662-78543-53456-33176,322105-17661-14166-31235-15195-83048-1151-8861,276951-103659-11132-21661-16868-25926-5863-4881,124441-9714-2054-11101-3273-25561-3529-1082,41191-20991-1909-7586-5192-6395-6645-2788,18939-12465-2252-3845-5397-5601-5146-980,53296-5731-901-6493-3042-1797-3857-524,difficult,yes
568851-148740-1408442-1032230-358609-125794-123995-496729,52467-129873-113834-140704-57143-151735-7375-20474,19649-14462-65661-18978-4321-24859-2812-8341,12187-7711-60312-19726-10478-32589-1050-3195,7404-4842-33249-17047-4574-18385-875-3509,7812-4978-44736-23089-2730-23472-1459-2323,7245-2816-14930-12450-3783-13598-1371-708,1396-3820-6801-11516-1353-5480-479-513,easy,no
329917-151676-1309099-1481130-189521-897186-1767973-62624,69682-17178-44019-97091-27581-62050-92112-18211,15477-1854-35140-12688-2523-1898-27234-2839,5140-2320-36533-10140-3248-9694-15355-1389,18718-1515-7765-4997-1176-5949-5759-792,26510-1888-13226-6109-978-4715-10996-710,13433-727-5475-2312-914-3389-2838-724,5969-306-3121-4790-461-2002-1360-580,difficult,no
30788-320289-75926-46925-8519-69778-1410979-175108,19571-77214-18674-105305-5936-41091-142582-40952,1426-14904-4210-6214-458-3088-12522-6122,6995-10586-2450-1685-2413-1623-43320-2126,7790-9881-1985-13018-2869-2483-49818-7694,6886-7982-2582-13669-4266-1420-20517-3637,3093-1930-3406-2790-4086-606-12783-3567,1366-2190-1480-3711-2279-387-5358-1143,easy,yes
526399-835058-1029299-3064579-22464-587909-32188-530308,106491-79155-314732-167514-60869-238746-14332-475362,30467-23405-59138-58763-5594-34585-2030-398451,10638-9579-9025-20477-8022-16935-3922-137773,536-7961-14308-20782-5411-16716-2358-53680,6565-6546-14796-12647-5732-23253-1499-69998,4168-2118-6223-7512-1655-8441-628-26660,4939-1690-15316-9074-3652-4641-472-28315,difficult,yes
958503-346914-387889-1352730-393088-899799-506991-59508,344196-110170-57129-67221-54255-100982-135886-66208,52471-8374-4634-16860-21742-191001-43424-16940,21785-6692-6940-10582-10634-15486-59142-9263,60459-14951-1273-4207-15092-30508-28508-5635,51995-5990-3120-5062-9517-27694-15552-4241,192728-5598-1054-1390-6025-15866-15684-1450,34358-6350-2010-1022-7751-7180-6239-1404,easy,yes
808814-659790-239275-1448788-296075-90325-89041-161954,391072-290458-122017-212948-58783-60475-8144-17224,75504-6510-10307-18802-11907-15850-5565-6687,15565-58489-11493-18528-6953-6972-3310-665,8103-36993-7549-6718-3769-4253-1758-4068,17935-16756-9339-8644-5112-6781-1724-2406,9858-14433-3313-3071-3775-2205-749-848,9017-10815-2860-2890-2468-2262-766-761,difficult,no
2740315-1696258-169454-474140-5737-805075-147867-10217,151509-775854-132581-41029-18778-52305-30026-2008,6416-197262-3140-54671-4720-16226-9038-3172,4327-9052-11507-22885-18902-7932-5056-1706,8899-43530-5467-14215-25964-8277-2454-2612,12387-33904-17918-33327-55280-10729-2835-10464,9536-39546-8435-14736-10133-3759-1523-4318,5762-108765-6900-5887-23029-6118-1021-1895,easy,yes
816864-1377345-826259-711643-1090288-1005335-2575515-58752,68124-304381-94422-117736-220051-316377-81646-19680,15963-19778-17354-40162-10445-38334-160016-26146,12174-38594-12612-17306-16070-8363-19547-5924,16480-19530-17925-14869-9168-17149-41546-1157,11454-25974-20533-15045-8966-12647-39918-2667,14713-37969-38538-10764-5498-4499-11590-3539,2500-11005-19817-2538-7205-2881-18001-1205,difficult,no
2328353-70868-154091-52933-1630719-126895-1034304-54338,64631-20301-36948-40257-49579-23794-52841-44012,2324-20722-7032-4950-31055-7844-6003-11216,10458-1195-10706-1691-60648-2809-3001-955,35265-1588-4730-555-12413-4349-4486-3509,19953-3089-10021-1053-47335-2316-2809-4337,15137-2875-3151-844-18488-1169-1356-2826,15145-3000-2227-426-10437-645-948-3959,easy,yes
1083114-301251-264167-191462-95347-100476-553045-967544,285329-32136-56189-38370-19117-8591-422352-168887,81719-12285-9280-10400-2224-267-85866-48985,99773-10392-11744-789-1797-931-19445-15925,22071-9926-19104-3894-3054-1217-34671-92288,27475-8541-21520-1472-4108-2225-17908-26360,16053-8056-20261-1145-5714-1634-13087-18310,24494-3299-10070-869-1543-404-17002-11260,difficult,no
107841-1638476-229832-142555-48802-120309-185187-21892,192879-295569-12921-8774-14619-30804-64367-8493,16118-63883-7713-3508-4195-7287-12337-5525,9894-27914-4149-1640-8167-6179-9023-1809,12426-26332-5593-1652-2598-3016-8766-4359,3023-24073-1663-1666-3295-3911-4996-4197,6673-21134-1441-635-2853-2925-2992-1069,1202-27335-657-717-1510-798-2717-751,easy,yes
1783110-78273-717057-320613-8563-463550-20244-426956,94563-13266-43155-43852-8746-86615-11514-70720,39832-967-13453-11848-4973-53648-3743-12006,14471-5706-36715-4002-7291-12671-4658-8332,8604-7096-32767-4394-7231-6269-1459-7057,9157-6560-46367-4217-16789-6977-3839-21838,3462-1507-46253-1747-8005-4793-1359-9228,3977-2778-7711-1371-14105-2258-1631-6837,difficult,yes
781088-1154226-99264-1378206-1699077-89877-1208921-329615,261897-220571-24058-325258-36343-36950-52767-75580,1045-44810-437-96016-1885-59896-9234-8791,15970-10435-4535-60888-18071-23412-10686-9127,5901-2336-3480-30304-3984-23748-2436-6614,11167-9279-4231-16288-9578-18694-3528-5683,15325-3313-1741-18642-2609-9684-1581-1437,3266-3008-2294-16485-3242-8881-1746-3183,easy,yes
123158-163588-123290-86400-275493-351689-183511-379007,30883-203813-38813-160897-45262-18159-148410-27763,7951-17521-7807-35298-7848-2615-24465-4880,640-7574-7285-5622-3680-1519-11419-7090,2088-9054-4534-7754-3242-1678-17260-10934,5806-10112-2844-6972-3195-3523-24536-10513,2788-1961-3275-3179-1344-665-11443-10660,1086-2710-1505-2088-448-460-4041-6634,difficult,yes
91000-199559-199559-106286-627117-1172619-379781-787929,49764-54059-54059-49167-32757-167602-148514-1064971,8875-22647-22647-6757-10999-39032-25978-100067,11757-5819-5819-5193-3493-10809-13278-38369,2005-3934-3934-1355-1849-8763-11838-50312,2866-2835-2835-2729-1908-19164-12879-37791,872-1417-1417-3984-4449-11976-8152-10996,1597-1211-1211-1487-2088-8344-6830-14355,easy,yes
47840-753196-308624-59293-16834-40088-474944-1190774,6870-129611-10692-21156-4801-14464-59476-158292,115-88187-5448-1891-1145-16216-6002-9761,4586-16104-835-2858-4844-2345-10115-37865,1612-13609-2166-3673-8887-4625-37244-16516,1947-34448-2375-2907-9115-4812-17409-29796,1655-13111-1676-1097-12500-3250-8006-10589,1310-4875-449-1390-2108-3083-6419-12263,difficult,yes
