delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
358066-43804-47502-12551-1267182-143542-832657-60131,67209-8177-13216-59243-249548-45218-28028-56976,5991-4791-12773-37162-6352-4057-4265-8563,2015-1321-13410-7490-4833-3073-3266-1673,6423-2824-5010-15393-22486-3436-3139-3792,2520-2984-40553-24732-7082-1134-3604-2249,4499-2026-6926-3821-10986-416-3140-1272,811-868-8061-10368-5746-437-2028-1411,easy,no
73480-244924-705312-44402-1573522-929173-1078252-434732,11619-68024-176834-26569-333434-337157-618959-89308,14483-37262-3349-14581-57902-51478-23884-34838,10360-22938-7342-4289-31255-20769-16093-13033,14293-10485-36269-3759-20514-51811-10088-22108,36461-10603-37223-11096-28475-38191-88732-46840,20676-9295-21783-9726-23862-21929-55999-48947,19734-7094-19339-6164-24277-27503-17248-18433,difficult,no
364169-61381-969351-61965-48463-139887-303764-85200,15369-59351-89732-14793-10917-60985-22002-68200,3910-7535-19262-9034-4245-39720-1198-8140,6062-2659-3891-2638-531-10260-2016-11869,3972-6207-18380-5785-693-5464-2292-11622,8120-4311-75885-9588-1233-8541-1891-10817,5227-6504-25686-5324-1196-7481-784-5327,5852-5590-20718-3761-607-3823-1040-4436,easy,yes
532034-3281271-1192510-167832-315092-470104-1676561-246688,95570-268058-23621-34440-59796-69585-154253-25276,13030-138328-20099-5357-7873-32936-27902-9054,25876-100299-4133-7415-4371-40071-2177-6228,21920-65895-9787-11419-6027-45021-5896-27920,46413-89432-12570-14882-2802-59861-11668-73948,57956-85448-5529-2862-2212-12559-2977-10213,23653-51978-1859-1741-893-14772-2027-17684,difficult,no
295749-369306-5355-65063-1517822-451846-88260-88843,34260-134552-4912-28827-174054-218210-38549-20246,10524-3615-1411-10598-72584-45610-11219-16746,1766-35312-10377-4121-2805-10220-1831-2637,2894-17016-5226-7430-22818-37289-2968-1271,20192-33832-22895-6229-51192-38072-3560-2386,3668-13877-29998-7759-27929-38521-6992-1347,3863-10996-15699-4888-11897-12452-2789-689,easy,yes
157901-291894-214375-5799-193997-60715-344688-65369,54683-18636-15967-19282-17508-25937-60907-73488,4365-8439-10158-17175-970-18517-3709-16519,2687-3128-2046-6646-968-5671-8664-1593,3707-9469-5946-24016-6707-7611-14896-10567,13708-9149-12157-41833-6537-7343-39049-2915,5404-7945-10581-21432-4637-12191-14368-553,3002-5056-2478-6758-2408-3136-14752-859,difficult,no
860412-359666-241582-188919-216326-165171-380174-297347,316224-74971-104395-29396-78538-48043-90451-356639,7642-82278-5693-20120-20401-16074-24577-18838,58074-12267-5827-2824-11775-9963-3007-21940,18902-5578-16480-3158-6943-488-3857-11707,56966-14578-20543-13960-10000-17681-12255-15916,43610-5276-15531-7507-16866-11158-6150-4290,42761-3056-5721-7224-5886-3467-2144-3285,easy,yes
1056456-423596-141000-36990-194241-194241-334787-180924,104856-61981-21841-4972-53102-53102-112568-13261,25473-8201-6481-8138-4606-4606-16568-1484,20636-15548-2087-5602-1557-1557-12080-2491,16016-3027-2339-15597-10469-10469-17643-3588,35273-7380-1649-41579-9492-9492-20828-10307,9745-4419-746-12395-2487-2487-8107-2103,9403-9520-779-9601-1426-1426-4160-3786,difficult,yes
872894-145099-12950-2008538-115168-23303-93814-11149,207633-151933-7484-232075-31576-45458-7400-9001,8410-3573-8339-45928-3928-5324-10399-3446,7206-6203-3873-70484-21109-24781-4087-8136,89573-11782-11383-79256-16116-13742-2329-32247,27762-12474-12258-28024-4609-49931-16641-17395,16420-5114-2963-8963-3772-15325-4774-16406,11969-7265-1412-8434-3652-9950-2488-15011,easy,no
182111-5779-58328-741154-13095-222892-27038-72592,17986-9692-21794-177661-6118-115290-11306-7390,9955-2236-8555-15443-6801-5494-2556-1633,1462-13763-7767-12445-10883-63341-1382-650,4737-13486-12252-23695-2809-12237-1112-1911,9559-15064-21484-29201-5457-10495-1134-6282,12143-18790-12017-19172-5504-12875-1096-3375,5929-11483-8237-15134-4645-9503-720-2298,difficult,yes
1499686-68834-16787-108132-425760-569026-118783-35496,80126-10325-4739-17297-15286-17248-7264-15410,12633-5102-2435-3941-6289-1703-1698-2743,30937-3886-1834-5598-6896-5077-1786-682,8571-1979-1517-2920-3036-909-4515-1656,42976-5124-4653-3939-10734-6265-3719-6953,17438-1941-1763-2237-2231-2727-5261-894,15331-1506-1537-2812-2188-1655-3495-987,easy,no
272695-57440-41531-668204-763032-735502-175603-1146818,47887-45850-20278-64770-54074-65669-71482-45456,16724-9282-7004-13151-35228-24700-20322-32365,23428-1264-10929-4831-15442-14340-3653-6372,15259-4136-12216-2730-8745-5113-4733-5117,38504-2964-23534-7737-5011-4996-13078-19709,19700-2328-17495-1789-4831-2178-3294-4026,9485-1276-18481-1734-1742-3784-1621-4263,difficult,yes
46772-262216-101293-97091-194789-16968-19178-57970,17931-235217-42263-7472-110100-22322-5242-92719,1904-16049-9326-721-13127-9403-5867-26237,1547-6542-5048-1771-8227-12258-14865-10433,933-11789-3288-4701-19179-25524-18362-18217,3278-8342-14086-8970-35291-56857-47217-32048,4162-21228-5968-8493-42543-8544-14835-11759,1857-3606-3438-4036-5819-11544-7208-12124,easy,yes
10356-90423-15727-3383-63342-1315-23395-7588,13370-25237-31970-4772-20487-2742-4191-6478,9422-337-876-2642-7759-7360-2843-4468,5200-3880-13843-2392-2526-2795-8381-10445,16979-1435-12216-1810-1002-1530-8987-11075,31552-8067-46188-4735-5507-9289-24305-47122,20363-6178-17815-2785-1863-7154-9547-12773,13680-3570-15946-2524-1517-4065-11784-16176,difficult,no
741541-533204-264757-822032-1423961-42627-62827-200338,311646-85097-60225-172632-480418-8908-5322-2718,24177-22606-36755-165084-29783-1432-3181-10223,34686-11331-24607-51913-104582-1011-3225-4184,10263-5998-8296-126804-180924-3515-1958-4437,30478-13921-17697-177734-48552-3252-4338-3598,16162-16342-30268-41643-36649-1782-930-1640,27036-7787-6175-33614-30807-948-1104-1515,easy,yes
18080-16638-10279-4164-10137-6526-70902-12140,15914-12650-8403-1394-6660-4802-18036-9351,2572-1260-5789-746-3044-7912-1765-3002,4832-14277-4165-9475-2937-7949-2239-2585,3372-10142-24940-18263-8181-7547-2919-11662,14879-33965-21403-31938-35634-18720-8110-16137,9561-18471-20811-9970-14330-24888-2587-6757,4963-8794-8777-12139-11255-3906-1264-3539,difficult,no
1021474-151300-54302-88934-1206679-1249654-43013-25898,971075-17367-51380-71103-43199-41643-1578-1230,10679-260-15729-15574-52907-39072-557-8041,31311-3288-11542-23405-20655-2970-1033-9866,37841-2990-15148-33938-13329-4938-1049-8260,41164-20269-38237-18839-39124-16417-2504-49356,40277-2867-27804-6025-11925-8122-1318-26212,31584-3634-18118-4046-3705-4886-1768-11926,easy,yes
796474-485067-944556-214287-1700252-343477-241514-98422,242928-162566-302970-35967-173478-93087-76280-21656,76633-39446-114656-20385-13378-73447-11848-10537,35858-48763-49195-6141-19848-11486-19580-9058,10328-38772-35384-12357-27689-25165-12616-6348,33868-24372-58847-8062-71165-35498-9913-13775,15671-25639-39172-6329-19818-22286-4995-7967,33988-12282-38820-2788-12510-9845-3451-2921,difficult,yes
112177-500251-111436-150611-175465-167245-25032-150348,22389-86256-280730-31945-7831-33661-31084-63702,13370-10825-13098-7182-6659-39526-20535-50972,4061-2908-15488-3601-4919-11470-17318-16355,3243-3650-16368-11623-2365-5621-20598-6324,10234-14118-34980-15316-8403-20697-19705-45476,2589-5648-7939-15608-2649-13454-6719-12231,3537-2295-8104-4249-1992-6674-5069-5101,easy,no
26297-108750-112466-6851-8231-2605-7227-16097,7333-11547-44661-3643-18666-10525-7919-9871,16715-2873-5579-25189-5943-5097-3029-3608,6187-2507-4447-8366-1800-3873-6269-13945,6118-2586-3454-18373-11792-9938-12090-11587,15119-11258-7822-19720-24969-16079-25781-27242,6835-1277-3737-11447-12600-19100-9409-12722,4544-1808-3378-7514-13797-7153-8404-7641,difficult,no
10290-1869619-938381-63266-70671-60608-14195-68035,15571-1961417-105747-38512-91550-7910-14027-81538,3224-73912-6300-7317-11065-5462-23618-43600,5547-97336-12162-7074-9706-3698-13048-8020,3130-145443-9445-1606-3268-3359-15370-15303,1269-160374-8575-2249-2359-2894-5940-8715,9940-64561-3305-1056-1271-766-4075-4537,1050-27235-684-1070-315-417-3210-5112,easy,yes
6523-108030-9043-2107667-61196-77573-83989-7752,8067-40982-37350-26316-1641-29459-34648-8878,1575-2559-14361-16500-186-266-1910-2430,6217-2964-10415-6197-3843-1479-2507-9426,14547-7096-9554-27350-2075-2788-9117-2268,70079-3938-59964-32556-3901-4854-28284-29523,16062-5935-27786-17737-2726-2991-4424-6982,20538-3054-8247-13812-1829-2390-6814-6169,difficult,no
572443-63828-23663-1558779-127696-53621-94999-116298,156980-55845-18575-527428-12869-45759-28188-22032,8609-8422-1593-48982-5303-23915-4270-10682,14078-3180-1036-25205-11450-2638-4686-5229,18360-3561-1366-26138-14028-19806-7533-12652,12785-1494-3098-14322-14144-6698-13440-7169,4885-392-521-12779-2477-7681-3469-1700,3449-358-791-7023-3578-2093-3844-1194,easy,yes
11046-157069-1988-268220-8551-7318-13863-11405,19267-17132-8960-7662-2582-17903-3968-16414,3918-3256-1367-5175-2712-2158-2889-17243,13720-6634-3324-2886-2778-5771-9202-4285,8229-2476-4362-6255-5725-14030-11848-6207,23613-6708-4465-27073-4530-20141-26419-26318,6658-3357-2057-11246-3804-8895-8005-11984,8748-3217-962-4006-1134-5790-5062-8361,difficult,yes
45717-871634-28644-31799-40547-369255-3989-121265,12613-161258-28133-4607-31347-16107-2163-51543,5554-19359-7499-966-651-3728-724-5778,13247-11728-3289-625-775-5469-2595-3742,13472-8600-29330-1203-8284-3804-1332-5845,22830-14083-9480-15625-10595-6932-7185-26212,16849-10604-15147-2812-4666-8385-4617-5985,14082-4127-13177-2317-3027-1499-2961-2166,easy,yes
3956-7231-7283-11131-200381-17679-1688595-547858,4018-2157-7073-8065-21321-4902-377456-23745,4840-1406-7685-4125-1321-2019-15447-3690,2169-1922-5327-1834-2266-39619-29750-3187,3468-10275-8207-4034-2085-47370-11135-9126,5292-17987-11298-4923-5424-32059-81417-26694,1633-7508-9673-2011-3499-2449-18677-27289,2554-11299-6779-2913-1269-15649-18132-11526,difficult,yes
