delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
73480-244924-705312-44402-1573522-929173-1078252-434732,11619-68024-176834-26569-333434-337157-618959-89308,14483-37262-3349-14581-57902-51478-23884-34838,10360-22938-7342-4289-31255-20769-16093-13033,14293-10485-36269-3759-20514-51811-10088-22108,36461-10603-37223-11096-28475-38191-88732-46840,20676-9295-21783-9726-23862-21929-55999-48947,19734-7094-19339-6164-24277-27503-17248-18433,difficult,no
532034-3281271-1192510-167832-315092-470104-1676561-246688,95570-268058-23621-34440-59796-69585-154253-25276,13030-138328-20099-5357-7873-32936-27902-9054,25876-100299-4133-7415-4371-40071-2177-6228,21920-65895-9787-11419-6027-45021-5896-27920,46413-89432-12570-14882-2802-59861-11668-73948,57956-85448-5529-2862-2212-12559-2977-10213,23653-51978-1859-1741-893-14772-2027-17684,difficult,no
157901-291894-214375-5799-193997-60715-344688-65369,54683-18636-15967-19282-17508-25937-60907-73488,4365-8439-10158-17175-970-18517-3709-16519,2687-3128-2046-6646-968-5671-8664-1593,3707-9469-5946-24016-6707-7611-14896-10567,13708-9149-12157-41833-6537-7343-39049-2915,5404-7945-10581-21432-4637-12191-14368-553,3002-5056-2478-6758-2408-3136-14752-859,difficult,no
1056456-423596-141000-36990-194241-194241-334787-180924,104856-61981-21841-4972-53102-53102-112568-13261,25473-8201-6481-8138-4606-4606-16568-1484,20636-15548-2087-5602-1557-1557-12080-2491,16016-3027-2339-15597-10469-10469-17643-3588,35273-7380-1649-41579-9492-9492-20828-10307,9745-4419-746-12395-2487-2487-8107-2103,9403-9520-779-9601-1426-1426-4160-3786,difficult,yes
182111-5779-58328-741154-13095-222892-27038-72592,17986-9692-21794-177661-6118-115290-11306-7390,9955-2236-8555-15443-6801-5494-2556-1633,1462-13763-7767-12445-10883-63341-1382-650,4737-13486-12252-23695-2809-12237-1112-1911,9559-15064-21484-29201-5457-10495-1134-6282,12143-18790-12017-19172-5504-12875-1096-3375,5929-11483-8237-15134-4645-9503-720-2298,difficult,yes
272695-57440-41531-668204-763032-735502-175603-1146818,47887-45850-20278-64770-54074-65669-71482-45456,16724-9282-7004-13151-35228-24700-20322-32365,23428-1264-10929-4831-15442-14340-3653-6372,15259-4136-12216-2730-8745-5113-4733-5117,38504-2964-23534-7737-5011-4996-13078-19709,19700-2328-17495-1789-4831-2178-3294-4026,9485-1276-18481-1734-1742-3784-1621-4263,difficult,yes
10356-90423-15727-3383-63342-1315-23395-7588,13370-25237-31970-4772-20487-2742-4191-6478,9422-337-876-2642-7759-7360-2843-4468,5200-3880-13843-2392-2526-2795-8381-10445,16979-1435-12216-1810-1002-1530-8987-11075,31552-8067-46188-4735-5507-9289-24305-47122,20363-6178-17815-2785-1863-7154-9547-12773,13680-3570-15946-2524-1517-4065-11784-16176,difficult,no
18080-16638-10279-4164-10137-6526-70902-12140,15914-12650-8403-1394-6660-4802-18036-9351,2572-1260-5789-746-3044-7912-1765-3002,4832-14277-4165-9475-2937-7949-2239-2585,3372-10142-24940-18263-8181-7547-2919-11662,14879-33965-21403-31938-35634-18720-8110-16137,9561-18471-20811-9970-14330-24888-2587-6757,4963-8794-8777-12139-11255-3906-1264-3539,difficult,no
796474-485067-944556-214287-1700252-343477-241514-98422,242928-162566-302970-35967-173478-93087-76280-21656,76633-39446-114656-20385-13378-73447-11848-10537,35858-48763-49195-6141-19848-11486-19580-9058,10328-38772-35384-12357-27689-25165-12616-6348,33868-24372-58847-8062-71165-35498-9913-13775,15671-25639-39172-6329-19818-22286-4995-7967,33988-12282-38820-2788-12510-9845-3451-2921,difficult,yes
26297-108750-112466-6851-8231-2605-7227-16097,7333-11547-44661-3643-18666-10525-7919-9871,16715-2873-5579-25189-5943-5097-3029-3608,6187-2507-4447-8366-1800-3873-6269-13945,6118-2586-3454-18373-11792-9938-12090-11587,15119-11258-7822-19720-24969-16079-25781-27242,6835-1277-3737-11447-12600-19100-9409-12722,4544-1808-3378-7514-13797-7153-8404-7641,difficult,no
6523-108030-9043-2107667-61196-77573-83989-7752,8067-40982-37350-26316-1641-29459-34648-8878,1575-2559-14361-16500-186-266-1910-2430,6217-2964-10415-6197-3843-1479-2507-9426,14547-7096-9554-27350-2075-2788-9117-2268,70079-3938-59964-32556-3901-4854-28284-29523,16062-5935-27786-17737-2726-2991-4424-6982,20538-3054-8247-13812-1829-2390-6814-6169,difficult,no
11046-157069-1988-268220-8551-7318-13863-11405,19267-17132-8960-7662-2582-17903-3968-16414,3918-3256-1367-5175-2712-2158-2889-17243,13720-6634-3324-2886-2778-5771-9202-4285,8229-2476-4362-6255-5725-14030-11848-6207,23613-6708-4465-27073-4530-20141-26419-26318,6658-3357-2057-11246-3804-8895-8005-11984,8748-3217-962-4006-1134-5790-5062-8361,difficult,yes
3956-7231-7283-11131-200381-17679-1688595-547858,4018-2157-7073-8065-21321-4902-377456-23745,4840-1406-7685-4125-1321-2019-15447-3690,2169-1922-5327-1834-2266-39619-29750-3187,3468-10275-8207-4034-2085-47370-11135-9126,5292-17987-11298-4923-5424-32059-81417-26694,1633-7508-9673-2011-3499-2449-18677-27289,2554-11299-6779-2913-1269-15649-18132-11526,difficult,yes
334001-74327-195581-112078-1230-191890-661212-975252,13668-21430-15469-29770-2847-71237-201353-118282,6024-7037-5694-7813-1808-34071-136668-160741,8074-13365-7953-11673-11435-42722-108244-55373,19514-5087-7686-12249-11071-51087-58543-18297,63010-22886-7186-34474-18987-36645-59491-56323,25937-2264-4402-9884-39633-26674-18992-12734,10411-2063-4277-10771-13233-9520-10471-5561,difficult,no
82468-1504290-179038-1592797-240344-614127-139259-782991,108670-144507-11979-46633-398648-40231-9131-404147,24550-150204-4523-52771-75760-1388-4511-44333,18289-15230-3644-12138-7686-2435-7343-12603,4959-86560-2051-7148-25391-3564-5083-30793,5116-35412-1673-14776-18428-6833-10645-48516,1844-15543-2259-30677-16679-2562-4609-14801,1730-11260-666-12391-7663-971-5587-9888,difficult,no
202965-307943-161774-241482-1324066-140699-45151-160517,16413-15572-6035-31755-246673-15555-85388-24717,4450-4878-1062-2847-35675-5908-5454-17788,2571-6448-2668-12980-50395-1863-5306-4916,3054-2283-927-13915-39199-2673-10953-3933,9912-10360-4565-3188-34890-1096-5301-12073,5540-4474-1009-4142-14945-612-2376-3365,3148-1432-1106-4673-15742-329-1150-3772,difficult,yes
73725-86847-11519-74073-8286-92642-134121-162423,15869-26880-14808-29047-12895-12043-44830-20995,5761-3032-14379-22747-4128-4165-12056-14462,5230-24221-13941-4558-3498-8391-14057-7999,7922-11779-6198-10019-8831-8278-34031-5188,10198-47984-53854-40892-8579-7818-37169-13588,6282-14284-14459-15593-2406-5334-18112-4836,5545-8406-4668-4435-1283-711-7408-1204,difficult,no
279186-129829-227364-119898-636679-38264-362853-87812,534850-15127-96295-23359-182529-12272-54658-39545,49752-5180-3078-5673-53419-4207-9524-11462,23554-3813-10121-14856-51425-6009-10486-35686,11720-4519-6604-3022-17069-1944-5473-18087,26059-9276-10550-11223-29795-7540-4452-19516,6389-1987-5883-2559-12724-11453-2729-12444,4550-1511-1332-1381-26725-2320-1955-5201,difficult,no
235534-325179-189669-145647-167152-123162-164930-3004028,19895-30757-123188-8222-48646-9872-102872-225791,1674-26742-16795-4766-3391-2681-24917-39120,2747-9622-19306-5103-20311-165-16334-25923,3578-5161-19893-10702-6706-1271-32278-32965,7720-5866-16935-10828-31998-1707-28875-31763,1891-3433-30171-1775-4427-1040-15706-5023,2009-1471-9465-1049-8921-357-10702-7530,difficult,yes
