123613-284271-242823-23221-2431-30873-139769-1713436,16760-68370-43591-35106-25925-27317-27040-62967,4405-31692-6209-27661-7951-5571-20216-4663,9216-20133-4123-10955-4232-1251-3610-28551,9678-7712-4130-16294-56727-5160-4147-84334,10992-11030-9333-32707-11200-4741-8166-48943,2310-8925-9074-18464-11976-9025-3433-12486,7596-5663-5531-23090-8592-4795-1381-12551,difficult,no
975461-555060-14009-299602-17188-8666-162308-17524,131224-75097-21894-8305-40827-856-51967-12306,51197-27355-20417-3585-12049-5922-43358-1257,63884-30487-4973-8344-36099-1874-13167-5836,42108-1976-7391-4964-10810-11909-6780-1849,48007-18945-8792-5852-24663-7266-4451-4673,40596-20919-5029-2980-10467-3790-1759-1505,14038-11508-3205-2739-15750-700-3676-1252,difficult,yes
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
109536-17609-49990-170425-16281-11436-183141-64682,55450-22756-11827-27670-42192-43939-25362-17456,14300-6264-13373-219-11589-9068-44543-2597,4553-25187-10342-2082-14623-13119-15001-4835,6513-4149-5452-6821-33129-16098-14014-2790,8308-15003-28328-3730-12595-8889-26079-2756,3392-6953-6372-1152-14061-2957-6438-1992,644-7622-4267-966-4042-1730-8535-446,difficult,no
1045-21620-5680-11125-864570-2767-476593-58877,16557-16115-3132-20941-109496-80537-61966-194095,28669-65580-51125-24546-21035-53021-25584-46796,5982-14106-14713-50579-27791-13392-3541-15213,8351-8881-15623-19732-11398-17555-5980-36215,19274-8282-18510-14504-8963-25244-12664-21268,7633-4765-6988-3920-7848-15915-2652-7735,7670-7657-2595-2579-2879-9892-5530-7259,difficult,yes
1161724-85970-68210-7310-366550-22682-3224-9852,212571-22179-18782-10056-68797-1771-83021-50853,13682-20688-3042-22329-45093-10569-28532-1721,5555-58826-5930-19386-43239-21088-56436-33637,29286-21030-13220-34403-28437-39062-76297-19549,18760-22214-11761-31023-39966-15023-25900-29276,8114-40129-6125-29256-12398-4124-9698-11155,13814-8050-2304-15581-7334-4991-9856-5396,difficult,yes
32186-373438-32801-50829-144279-627530-1091720-59091,25697-67451-21179-28585-103762-125383-24979-5883,12303-1465-2370-15584-126448-7037-32769-4927,2533-4745-11483-17124-28800-6350-49115-1891,4894-5425-2190-26130-13556-19552-11918-3227,8452-9605-3175-20393-20811-5791-16183-3075,3590-3334-1593-4403-3354-2606-8393-1798,3509-1959-1492-4541-3563-2713-4381-552,difficult,no
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
126630-119573-37431-4692-270217-15877-72898-29746,73942-24935-29370-32206-6037-30026-30283-14150,3594-2720-15649-15094-1209-12988-3622-5974,4805-3067-32551-6067-2610-9771-4668-21673,3767-1095-13865-9461-1078-4759-4112-6264,6440-6673-21008-31510-3666-6567-3064-28064,3462-3759-17414-8138-2400-6799-1532-5253,5405-2975-11983-9266-2126-6678-1351-6315,25773-125769-23136-242001-120100-142615-11218-54677,102945-13028-13745-27190-23064-29063-22882-8768,19466-13832-17040-5448-3131-5362-6327-8213,40319-7600-16152-7041-2008-3647-6884-14292,11355-8412-22098-13185-1276-5059-15423-6573,51307-14243-53938-15190-3678-13871-29754-4123,29113-6874-18353-10876-1313-11055-19026-6728,6968-2876-12918-7569-763-4325-10026-5901,difficult,no
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
107744-7092-81660-620621-94266-16181-1079227-10350,21942-13030-15579-84972-18015-63835-169605-6908,36115-3681-3817-7318-6538-6217-78789-1046,15576-568-902-11480-1387-18323-37947-3535,5357-1554-519-7042-3598-7390-9432-4127,7116-1858-1785-4044-1735-8516-16579-4318,2671-374-583-2748-496-3123-21450-1238,2779-1032-934-1734-674-1491-7158-1413,23634-12660-80728-34900-74974-71787-158469-66343,21532-92214-21130-84533-27655-23334-41323-37381,3194-15851-9353-23338-2427-18110-34819-5844,1837-25883-2137-15607-1563-1317-15238-3617,1066-2979-2700-6411-627-1768-51373-3712,3396-9149-2169-4771-1145-1845-4601-1843,335-4530-1479-1046-664-325-3750-912,767-3778-584-4194-760-457-3237-248,difficult,no
227793-141183-93012-629818-83336-181155-6444-84979,187358-40722-64635-79111-33260-143536-132540-20470,22369-2536-3082-26227-12781-48096-28559-356,19589-5486-15129-29691-27622-13221-8962-902,18321-4419-1855-9048-12748-15562-5812-451,26260-3104-2885-12251-27787-13872-7624-2054,18947-2337-1173-29402-30367-11610-2758-1171,8040-1254-1073-12858-11642-11416-3214-726,difficult,no
5722-9273-8040-21064-8367-117898-35763-285632,6303-26742-8480-15519-35544-24292-23960-105307,4327-16226-1526-10959-1807-8931-14138-16060,4449-7148-2349-5772-1746-2769-5689-42520,1972-3640-4143-5465-14672-4599-7363-55414,1481-7632-1363-5936-17124-1124-5537-37043,800-2644-426-5239-4956-844-3992-9907,600-1810-1479-1408-1795-837-1874-13725,easy,no
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
2010438-1572306-752721-1059662-1231444-174211-174211-1552266,215130-101658-84879-240777-144977-12512-12512-460443,57967-28841-49527-50498-122553-13943-13943-40118,17029-34869-7493-39256-34442-4782-4782-58142,30552-97792-6105-35290-9507-1141-1141-61401,26580-44947-30185-46618-49948-5650-5650-128972,8821-90675-17256-18841-13812-4113-4113-50301,10020-106911-8258-14781-22899-3683-3683-28669,1453801-1481799-742208-63388-1186309-987678-228666-1626212,843040-150331-117571-83332-310588-692715-30005-76902,134682-48654-91262-21877-30358-24728-3133-16229,50510-60230-12787-3534-27100-47213-5557-920,101459-146692-19799-3799-14611-15694-1815-12479,79448-84154-74722-7490-32967-54510-7581-11002,68721-49885-56119-12734-70373-60178-4057-7031,35713-46985-28670-5813-9333-35481-2457-7626,difficult,yes
634310-179894-96443-2073793-840964-132198-175257-53903,120985-28194-19040-122833-222838-34781-86748-86022,19801-3861-19784-23787-35246-7085-37990-5375,11796-5245-15852-22091-19380-5763-14427-3387,4918-11898-12977-83789-8431-2183-5584-6590,23782-20216-9134-28512-17519-2571-25626-15670,4907-6037-3452-59773-5429-2046-10767-6860,5668-7581-18331-19088-4834-3617-3254-11090,easy,yes
519247-738439-1068009-271005-2230631-24529-983456-1835986,187998-246155-208622-211314-166091-66326-136317-63392,31766-20809-38296-51729-114696-13985-82337-9937,4904-58542-29064-8027-7877-40556-12500-20899,4362-28945-8661-9084-17141-15539-33031-11760,21102-79379-43362-7914-84258-28619-91950-22568,7087-29340-21762-16713-102258-34387-30675-23916,5529-42518-37074-13928-35748-37396-24913-36204,easy,yes
129135-684958-294648-668891-30823-718669-2309694-154108,159202-74607-75346-299081-14388-27955-437765-39800,13941-31624-25220-4477-1129-3057-116749-4584,26266-21879-21880-9265-1609-7523-45975-3287,33566-5781-9195-18572-3868-9399-18926-6646,38837-18011-14837-14697-4613-7439-63385-9876,29905-13204-6198-9472-1487-5891-39263-26454,16750-5573-9623-4593-3912-5357-34274-3935,difficult,yes
48303-338149-710230-810897-70499-70499-104951-1663344,18459-48032-82407-60821-11017-11017-51971-1080463,16764-18894-15246-10065-3545-3545-6298-180662,8929-17696-36091-8979-2538-2538-2669-159316,6223-7252-7625-5900-4667-4667-9297-236134,10906-18290-42365-15445-13149-13149-9457-48197,14479-16383-34786-3323-5338-5338-6042-89087,6772-6874-32502-6374-3521-3521-4556-66116,easy,yes
956885-57512-1513835-619802-329453-872826-344098-303600,275413-21389-251123-524210-99110-48166-89542-34686,13073-1702-7736-23837-24692-7430-9816-10662,37594-3909-23929-90732-7736-30158-8698-1899,21521-2235-12089-26828-19879-7137-11965-2435,52301-2186-74873-38846-13963-7252-13213-4951,42916-2225-36060-25877-5970-10525-11060-2405,47598-1835-27039-19673-6183-17089-3454-2351,difficult,no
1280006-1244878-168547-185533-181276-89317-351291-125169,412781-80993-133561-153224-30621-6466-22618-37057,200317-7480-109450-46754-9254-2999-7774-13001,41592-10141-6459-21569-8641-280-10774-6695,45425-50095-54290-22794-5056-559-9033-26876,48354-37889-26833-35496-14102-1469-7727-11325,25829-30347-38983-20296-4088-3534-2981-15358,34974-19433-11831-23506-6621-1662-6302-11212,easy,yes
99847-85398-31410-11058-4618-7842-31657-813907,12175-57437-22260-48643-89787-30788-8650-34685,3842-7656-17799-4706-15508-3977-2869-38382,2619-15051-6539-6381-7421-5121-1698-9006,6833-25953-4167-10211-17043-8730-4650-5972,6150-17436-7139-20643-25850-27640-3690-8682,2945-10360-3875-15062-10131-7032-839-8080,2581-4412-1154-5349-6799-5858-1107-7072,easy,no
345097-847091-48795-812570-353008-206397-103534-404893,150151-78136-6383-516217-46128-14034-11602-63163,13401-34520-1001-15592-8635-10817-818-47598,11568-23616-728-11620-9226-9906-543-31133,8676-5762-1302-18998-8887-8550-1232-14899,13919-16719-3197-55168-8008-12083-2250-43830,15104-22151-2182-15282-8401-6789-1787-16436,9617-10913-1037-29098-3363-7596-1123-10778,difficult,yes
407645-83210-71184-15973-3219983-21724-119220-191165,58669-59472-38524-7920-29787-5492-115052-77002,8853-17021-4653-10458-11158-3052-22959-8132,5356-31209-437-9989-5896-3643-29902-2614,1950-12661-2588-6310-17745-2003-39789-2764,4179-31592-1374-5627-17283-1905-40753-5318,791-3032-506-3713-4806-591-14923-13150,563-4169-535-2892-2963-964-19355-3438,difficult,yes
13827-316376-18166-617371-148590-1532847-966700-52124,42763-53358-5921-196764-30562-576782-510694-11094,3662-16687-1580-35192-20931-91110-169417-23667,3960-15280-4776-22119-18169-46100-15111-10375,14302-2617-8400-21927-3146-31985-15402-6942,33314-10850-6893-75775-10174-157692-52726-9542,42318-13988-4713-50092-13684-51640-71184-7788,22829-5855-3854-56259-2534-40718-41684-10915,easy,yes
201533-87247-1309701-1290780-254414-869975-558820-2349950,72883-13321-398503-155429-89535-121692-148854-498799,26483-1830-40049-30657-20408-84388-57372-78705,12427-717-28033-26235-10494-27567-29215-266347,4186-1624-19309-44851-12353-46070-10670-44488,23851-1966-65645-22406-16623-72344-23995-68533,6380-3731-33034-15313-5880-66482-14559-55169,5709-1098-18414-5707-9014-49231-7197-22789,difficult,yes
115502-1977173-109719-5599-14414-71161-15211-4580,11675-98773-60639-14984-13200-2205-8768-47405,642-52460-6142-9658-2516-7245-6539-22685,1184-28855-1884-4689-10111-1046-22112-34200,884-47411-3786-8552-2587-1069-3848-34241,1951-56137-4210-10250-11084-2064-11599-11567,802-19189-2028-5207-3108-1843-3419-4246,345-12124-1019-3602-4309-429-2797-4306,difficult,yes
34638-101348-827862-129347-246584-56864-8733-1150271,14118-46679-42351-21862-4973-48027-1568-188134,21357-26188-10942-1955-2144-10835-6701-20214,3392-9162-24725-1227-836-6652-1974-16133,14087-56475-16164-2374-4685-4141-5265-34143,62084-50594-33497-1807-7459-3400-10381-13028,12651-7725-10490-828-3596-2998-2605-6153,7288-7879-14093-1088-2696-1503-3934-6657,difficult,yes
10670-44342-72204-98038-195962-60297-6664-31274,20141-18879-25844-58135-23929-15412-573-10956,6306-4353-4229-20015-8998-15905-3282-2354,1662-1226-1106-17337-13994-3835-32020-3381,3886-2495-3978-5614-4281-755-5760-1441,1716-4634-1846-12596-11247-2612-6147-1855,1875-2676-1111-2993-4629-1502-3814-1555,1010-722-495-2433-5331-423-3197-723,difficult,yes
853027-37894-83073-6685-62245-148-1910-401659,24693-20708-15267-22274-13990-9868-11304-155845,2291-5053-4585-14331-2251-3637-4322-34889,23710-1386-952-12287-4803-18956-4530-23960,14618-4714-1127-8936-4045-2843-6480-5536,9988-3504-3266-16536-1492-12810-9139-58606,6587-3214-912-11298-1795-2789-4427-18028,2486-632-1317-3380-553-3198-2285-11235,difficult,no
88918-13295-4062-82719-83221-443382-50392-1293,11696-16794-54210-114495-37323-18793-49133-4911,13482-7578-15652-28264-9766-13853-9106-4535,7970-1554-18556-7200-5278-23102-5560-2344,8716-3200-5987-14013-2648-26051-2391-4449,5628-6433-22134-26296-4265-15363-3497-8093,4100-1743-3484-13030-8309-11070-1149-6292,6428-1611-1976-30654-2073-10373-576-6772,easy,no
42683-142251-207969-706922-62782-2383-4276-6898,6453-50782-15047-61573-15485-10473-27184-13880,1187-11040-3227-6599-5153-2357-4753-2535,699-6478-18672-3677-10846-15450-5236-1869,502-10828-9196-5016-14250-5763-14289-9832,3024-10922-5146-6869-9367-16922-22486-13776,2102-10490-5613-6517-4356-6467-3975-5685,474-5291-1595-8968-2789-10396-4418-4818,easy,yes
144587-6053-51949-68083-7652-128023-197336-85668,26032-895-17539-10398-24071-81309-39871-17100,3740-1271-3548-8244-23897-21831-3213-3623,2603-2545-9467-6364-1603-18338-6053-2307,5013-2318-5943-3041-10866-12717-4219-1148,11566-5708-7770-3664-15747-12664-3019-2311,3155-4524-6202-5196-10009-20172-1338-1333,3610-2613-971-4009-3195-6722-407-653,difficult,no
434980-154658-938167-572702-471932-2555053-71660-255543,40866-109856-274229-21248-87436-594962-68980-44226,22100-23704-76315-8867-2923-141603-14836-8697,10937-10239-98586-10813-8620-112646-7365-6714,9441-23672-34438-7611-5517-81649-11286-6823,13395-50076-32368-5116-31570-47512-27396-17496,13608-65150-36466-4989-19559-44374-12833-4077,14120-22446-34028-3751-9518-29719-4935-11026,difficult,no
1403692-39773-855161-682290-770555-17814-64118-54664,227971-76975-79076-87572-71909-55072-36544-8870,8595-7531-4742-22431-11139-25476-5399-12447,4985-8188-10644-4028-8268-14134-13897-2251,9230-2262-4861-13347-38757-35743-6040-607,19684-5721-23357-12060-25596-16948-3751-4166,12787-1935-8958-5287-18702-9338-3193-487,5346-1772-3841-2598-8646-2663-1151-1376,difficult,yes
477908-619969-41027-4879-18794-178978-1541494-573237,49639-71995-25557-6271-32892-22863-81205-26353,17810-13181-1350-11477-32814-4817-58220-7665,19506-9935-5103-12114-4777-3035-16210-5846,17782-14592-2529-7314-14712-9198-14756-14952,98925-16801-11318-41737-35898-8766-54752-5226,10121-14725-15250-28085-25108-2608-32054-3374,37062-12151-15174-22868-9604-2501-19784-6019,easy,yes
102171-325021-104675-23326-6259-3245-5646-13952,30966-48497-18607-22270-5394-17726-20201-35175,12777-3779-3357-10821-4677-15117-3437-2723,5486-7883-1497-3527-1560-19827-30471-12270,3700-10613-2659-2890-7298-31390-19196-13354,6394-8215-2841-11071-4665-22954-24096-14127,4278-9541-1592-4045-7546-12549-31180-12457,1770-6101-1703-2315-2225-17437-17797-13050,difficult,no
1224250-15565-1003317-447976-801671-545502-508012-300150,209199-17030-313600-109795-268579-119780-303125-1022804,4073-8307-8623-15820-27528-35924-176555-183068,16561-22752-85563-27302-2794-8747-38041-273331,31516-19086-23228-17349-19936-20861-13978-46374,29197-19061-16299-6741-31910-37268-105546-101873,17869-10695-23682-17318-63505-13006-25372-217061,24484-11268-50204-2818-15011-6281-5219-54445,difficult,no
620282-22064-864386-47696-79119-180013-126005-415445,615058-49536-268685-23649-46184-6264-34769-368571,237852-7449-28423-12336-16921-446-10845-25859,248106-7460-23039-7266-6420-1355-12047-41860,240945-12411-20876-8109-2670-1706-5079-21261,104112-27185-27580-4802-12526-1868-9162-23835,27893-2905-14371-2334-20216-2072-3582-12381,26369-2925-3826-3642-11509-1051-3625-9310,easy,yes
1714574-83996-55796-56590-166858-327623-66986-28096,111961-25387-11808-8036-7521-46205-128108-6502,66125-2390-188-5010-747-8013-30348-1688,8609-3995-4914-2985-2667-22854-18609-6657,36943-2980-3933-3064-3850-4409-27710-2149,30286-11210-4440-6153-1251-15033-26718-11951,13952-1855-2335-3216-1319-4146-6239-3327,16272-2144-4396-1872-611-7735-11442-5816,difficult,yes
326565-15065-49834-62458-72480-97685-2609-10241,28128-20528-7005-39166-18277-55946-6108-14829,8069-13311-2588-4035-6328-20626-12202-8786,1429-15576-5041-11914-20606-9934-23561-13155,9888-16768-11915-4969-16832-2142-2646-3855,6795-24766-5486-2989-28248-11701-4177-13168,6934-18839-7165-5285-10902-2276-2705-2093,2923-17609-2281-1969-7936-2547-1925-973,easy,no
606171-73730-123838-41952-7200-103444-11413-40022,96429-22227-27519-26599-15824-8261-23471-7807,24424-3726-1771-16940-11068-2645-31410-887,11785-3247-5600-2698-13467-1974-7200-4364,35349-4459-15204-10941-14128-3437-1520-19392,27844-3944-3566-43684-69202-12625-47429-15873,11164-2447-3874-19038-7070-6279-8271-5466,10265-1275-2718-26766-7858-3833-8391-4025,easy,yes
301310-1232653-551175-1280288-614607-130788-55605-49054,29795-1372546-81775-232300-419953-42039-16397-142895,46338-119090-34921-24595-61543-18845-11615-21259,5179-206354-21739-24993-69126-11147-11214-29091,8978-102403-30192-18180-30600-5208-4656-20359,8932-133939-15145-15273-42787-7111-4314-24399,20619-68144-14561-7669-27136-8071-1309-8454,33048-51891-30614-34054-31264-5788-1059-16571,difficult,yes
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
1310366-1488556-1087951-99056-2696662-589235-75229-116021,295666-144745-160855-33796-464090-141931-53306-30828,25499-37466-43103-14938-176959-56713-9180-37178,3640-12614-26987-11971-127165-10496-28170-14652,28002-23208-55545-7888-109734-8120-19841-50352,23497-59153-22690-3339-98411-4918-87123-20371,21259-27722-15370-5923-120731-6410-44042-17939,26491-25526-10731-2170-24710-3639-17737-16240,difficult,yes
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
1174451-2075134-613381-363535-526344-404801-1012513-33032,95516-961364-44644-324110-24931-66826-123715-27126,79169-7708-12988-33764-21269-19907-31522-29638,20865-58204-7983-40584-15750-9396-19879-26366,8624-34143-64004-121150-21914-15268-22351-24569,36915-50832-41940-31953-45276-22748-36248-21224,47445-93763-29931-35354-24528-5742-11850-22326,25411-21007-6826-25451-8437-5028-3675-4208,1363-119265-301347-52396-78834-23431-16864-157021,4616-51900-41850-24864-25224-27696-28634-7513,1603-19288-7954-14020-10069-43782-4542-337,3409-23415-8109-5816-3735-36854-13147-364,5935-16189-2009-5223-6694-13487-14040-5532,5343-29389-4148-3504-7099-15855-10584-5517,3210-22631-6446-5678-1959-3473-7529-2926,1286-13558-5122-996-2137-9249-4290-1780,difficult,yes
49604-9092-8959-56501-37546-50630-36524-166515,58675-14276-19202-13486-12055-10912-40846-39179,29511-2745-7344-16179-370-5307-24041-6773,14018-42747-20852-1076-1050-5389-1587-2652,10157-20190-4486-3496-3202-6182-9847-1097,13195-17683-22941-4589-4335-8037-19013-5643,5987-7007-6623-963-1558-3456-10263-7926,7698-2899-2742-1126-984-759-4166-2147,difficult,yes
1864342-294706-8503-17592-27787-104529-12179-13097,633151-188548-12141-2500-6636-18724-38502-44030,71863-11367-7217-3322-21188-3274-17290-13074,25163-9250-17806-4549-1348-3491-8701-33108,32949-74894-11100-7639-2785-3906-10733-17390,116138-57998-38557-7384-32882-5260-18036-35080,34001-12265-17720-1741-13816-1650-19331-13770,37095-12202-3414-1739-10488-516-10246-8719,difficult,no
1292520-710789-905321-2307876-1470559-1884615-122265-225916,354195-185253-627888-48243-511328-702798-11395-21583,110725-26026-123893-91734-104874-248414-1456-8852,79556-9408-102407-80572-160417-134857-609-3594,26426-78071-12115-82859-26688-249069-625-3156,147886-37324-63091-91160-51946-115654-1122-1909,45442-48323-48371-136741-33024-200420-1252-5380,51355-18455-28138-61283-17753-69103-733-1909,difficult,yes
518330-273447-116617-9372-95460-4214-3860-119550,39194-123885-61155-19165-16337-18873-11386-5605,884-9699-9859-1605-4734-652-11582-1367,4808-4277-6928-11266-5785-16477-20902-3844,4457-7565-7517-44308-1437-6869-9209-2198,19091-20351-10490-16225-4498-45660-17839-4970,6249-8153-5578-26054-5318-19500-8706-3620,7663-11187-5348-14692-2106-5610-46269-2696,difficult,yes
103767-21876-59293-10346-234682-159840-201291-1702455,78024-8002-22724-6784-34670-24436-33790-115623,24077-2741-8041-193-2576-1450-8445-9005,16244-19859-1044-1640-4001-2569-7291-26619,5458-15930-9728-4949-3751-1868-18070-14757,55546-70627-20001-8466-9700-4263-6995-29090,36535-25944-726-3034-6768-1197-7036-20810,23415-13760-7373-1617-4154-959-4947-6614,difficult,no
119956-5183-44362-104538-275239-9990-63110-83596,8709-17957-56582-56078-30180-16532-4086-29599,4991-14637-59945-49708-1475-4133-1514-44920,2207-5490-37815-52559-1482-12118-6480-73246,6649-5129-51777-9564-4412-4671-1685-16283,10370-23773-18511-20942-4563-10621-5835-60976,5692-11801-5371-10530-1213-13709-2042-36050,2900-12607-4507-5944-1163-5563-2466-52540,difficult,no
26502-953468-580699-102263-75331-63588-5621-10945,42793-436420-66413-31400-60008-176562-4582-6262,48746-17340-60988-4456-1746-7960-4909-754,9938-77954-19825-1422-2519-7995-7656-6237,29754-74249-20157-1062-9406-19626-6105-6458,48441-140192-11061-6771-16974-67970-42578-18089,15140-230036-16712-7802-13422-32804-18095-15548,5414-81366-6164-2885-4800-23555-19777-3154,difficult,no
215599-2293634-244666-93483-339724-110611-39827-1193191,4255-440586-46373-79972-229158-29425-50910-430843,7694-26160-60743-1243-61583-29184-51937-60959,4399-25652-16377-7899-61083-4804-34020-295200,5036-36328-2592-27217-77409-10003-75623-155731,13659-65679-25985-33749-31463-9371-25873-94640,10191-31390-6907-53959-11770-3763-19500-215020,3934-23454-4640-16708-8998-3806-8820-199116,difficult,yes
491054-127350-195076-136976-243276-15349-1305-1860,277912-12018-34553-117654-33717-15224-16374-6934,37956-1396-33581-3383-4345-2727-9781-4858,35860-2148-2902-19684-1858-5551-6231-12688,42903-1581-9773-19624-8977-27503-48706-17620,48192-2585-27790-63916-9402-49427-30669-59203,44212-1968-14745-22587-6966-13370-15646-12402,20479-1665-5963-11821-3115-12109-13255-9654,difficult,no
