delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
112790,14504,8353,12751,8429,11707,2770,3320,-111391,-9843,-7088,-11361,-7689,-10714,-1389,-443,-59380,-5289,-7208,-8220,-4049,-5573,-1429,-1355,95767,57598,-4523,-6653,-5217,-8021,-1802,-2354,difficult
193122,45269,17232,6595,4263,3919,1217,1032,-186202,-40133,-6266,-3956,4659,781,275,917,-188823,-36772,-16384,-5188,142,512,482,-134,-189519,-34650,-12892,12022,-1760,7625,283,1775,easy
91408,44179,2815,3055,5538,3745,1666,1301,89385,-30763,2343,1493,-2956,-1122,-616,1611,-88208,-41510,-1839,53,-2883,-113,-103,-608,9641,92559,9390,13174,-2025,3366,1615,547,difficult
12872,15145,7498,2478,7205,6687,1522,1768,-11089,-9511,-6760,2355,-4174,-4077,-787,-897,-6084,-8710,-2734,13819,-418,1596,-352,904,9131,-5277,-6583,-1129,-6693,-5671,-1152,-1111,easy
11212,16011,9363,35711,9847,11292,6137,5182,1122,-14809,-8763,-35539,-9237,-9438,-4997,-4656,78839,-5990,-6156,-32527,-8040,-621,-106,-1449,149998,-9648,-4565,-31224,-3900,-9721,-5417,-4212,difficult
54818,16440,5038,4522,2611,1973,1085,748,-44568,-12261,11664,-2095,2012,3177,206,1073,-41120,-11143,3030,9123,96,1659,3021,3443,169216,12667,-3036,-2468,942,-641,-349,639,easy
334536,148621,24207,31785,15724,9499,5820,3918,-320722,-141208,-22727,-22751,9086,14605,-2951,-1223,-291695,-137586,-13287,-10515,-9970,-1134,-936,-2377,-168261,-145900,-20524,-28384,-14308,-8620,-5542,-3691,difficult
46227,18221,6946,19463,13727,9459,6095,5412,-7457,-16020,-2943,-3615,-8949,9189,5173,-942,-42653,-15702,-5133,-15024,-10131,-8187,-4464,-4757,-23894,13740,-1637,-5042,-1755,-3581,-2719,1781,easy
50271,11983,7622,12535,6359,5258,3215,2846,173692,13910,-3582,-10276,-2532,-3203,-1283,-1934,67280,35826,6584,-4721,-2803,3253,2267,1099,8845,30966,19653,-4843,-16,6677,2626,3057,difficult
92503,44884,5646,6858,2413,7908,2012,1194,-87011,-41973,-989,302,-1168,-6313,-1295,-494,-73865,-35413,1971,34768,25206,-909,1883,1106,9569,-16382,10449,-4685,917,-5972,-1199,-508,easy
17715,8664,6082,15229,7108,13391,16772,4758,-485,4836,17981,122539,2767,-2190,5173,5022,-16391,-7454,-1333,-11666,-5633,-11733,-14350,-3371,1200872,76001,6238,942,2248,-3219,-10295,-1103,difficult
13466,10404,13381,5717,8638,9659,3908,3012,199392,58813,-6368,38232,-4799,-5642,-653,-88,58610,83194,-7822,-3540,2280,-8164,-3053,-2623,100951,7914,-9356,-4538,-7737,-6142,-3031,-2727,easy
85442,123497,14869,10181,9435,8776,2697,2158,-75356,-116962,-12140,-6153,-4251,876,3197,1588,-81801,-119457,-14509,-8046,-6634,-6812,-1763,-1145,-46439,-104205,-10883,-2936,-5555,-6244,7096,-1025,difficult
52781,29704,4958,8925,5120,4274,1146,935,-46522,-22405,-3639,-8066,-3076,-2428,-345,39,-31282,-22263,-3872,-6721,6194,230,1049,1060,22659,37090,-1491,-850,-2275,1138,-184,-51,easy
80292,6150,1238,5489,5302,5670,2254,1354,-49691,16398,5021,-3631,-3886,-3636,-1422,-616,20080,52773,42969,4815,29898,3817,5203,1992,-71235,4878,3329,-3473,1301,-1924,-1109,-532,difficult
41245,9993,1863,2669,3552,7108,5446,2317,-38278,-2264,5000,13891,15165,10493,1406,7063,4456,1243,910,-1697,2393,-460,-4297,-158,-31611,-1065,4574,3305,2008,5802,-109,4288,easy
299336,119766,15848,8197,5820,7882,2420,3594,-272081,-99108,-9229,1371,5839,409,2804,559,-125300,-93239,-15047,-6647,-3836,-6954,-1996,-3344,-205653,-86228,-14797,-3205,-3077,-3952,-1022,-2174,difficult
340220,30447,9108,16287,11445,13669,4695,4422,-326259,-14068,-2230,16908,-2094,-3679,-843,-1588,-302241,4381,5148,-9915,2409,192,-298,-773,-325442,-24348,-1044,-9236,10068,-4174,-2002,-725,easy
57971,22905,7024,29031,20389,13598,4124,2551,174538,55095,176,-25586,-9946,4115,-675,2234,-34149,7027,2153,-18999,-16434,3985,-1276,3996,-44161,13339,-4021,-21694,2531,-2870,-301,3898,difficult
30052,29734,14288,11557,6811,10924,5713,4738,118898,62135,-3242,-10079,-4784,-8191,-3330,-3646,-26916,-8830,-10163,-8474,-593,9122,-122,179,2915,-217,-8580,-7277,-2420,-6516,-3704,-3560,easy
59912,21760,10318,6116,9465,6701,2519,2568,-55106,-6756,-7840,4206,8726,1359,6120,-277,-13336,-8385,-9942,-3622,-7808,-3811,-1321,-1385,-53692,-20106,-9047,-5369,-8290,-4485,1070,-791,difficult
852450,167909,68281,20447,15328,8755,5317,3854,-838513,-156572,-65199,-11687,-12844,-313,869,-505,-745155,-135250,-62763,-19362,-4758,-2576,-2857,-1435,-797547,-125375,-64175,-16383,-13356,-4175,-3918,-2871,easy
156019,44017,9981,4887,7277,7267,1525,2302,-48746,33319,-4395,-522,29163,1626,1739,5552,-124424,-36239,-4524,1851,-5185,-4896,-633,-1597,1313186,139096,7093,7634,5991,33083,3133,3991,difficult
65050,74782,14369,8083,6263,3128,2068,1727,305655,30358,13134,10326,3499,9686,5330,5985,1914,-19911,-3605,-1178,1889,10380,897,1361,-30036,-57114,-9567,-2540,340,2537,567,901,easy
82305,19466,5350,9771,8587,4422,3689,3517,76448,-13548,-2551,-8991,-6620,-2049,-2859,-2341,44039,143100,29396,24042,-166,2044,4694,2525,141618,87205,-172,3434,4711,11361,5913,2611,difficult
117926,36933,12470,9299,9400,7889,1495,2137,-75452,-17044,-5902,-7019,-8194,-5287,-811,-1146,-114676,-24737,-5178,-7502,-2574,424,2777,1473,-114332,-26171,-8028,-6767,-3565,3448,1921,666,easy
81059,12511,15638,4035,7273,2912,2071,1664,-71793,-4081,4424,-518,-3219,15111,6081,1810,-45481,17845,-4134,-2605,-6411,287,-705,-934,-69265,-2552,-9423,-2021,-2529,7445,4936,2264,difficult
7893,12037,6680,6149,6914,7713,2343,1565,14556,-4599,-3828,-3908,-3076,-3636,-150,-764,-5166,-11138,-6077,-3801,-5650,-6526,-1614,-819,21069,10444,-5127,-795,-1167,1431,-341,-484,easy
283707,45877,11773,17249,8407,6136,2395,2242,-267637,-39454,-8916,-12747,2555,2507,858,1640,19656,-34750,-8868,-11901,-6927,-3761,-1638,-1389,-275925,-33502,-5047,-12193,-2450,488,2734,-250,difficult
49583,17212,8401,10126,5593,6887,2361,1814,-5025,-300,21451,-184,13190,9423,10801,7143,82881,19644,-8033,-6219,-3559,-5226,-1961,-1505,-46534,-7900,-22,5005,-1456,11661,3410,3603,easy
27458,21207,4912,5930,6676,4990,2001,1556,21638,6091,6309,12950,2583,616,77,3462,154966,-8676,-2103,-1984,-4289,-319,-61,-459,-19735,-19182,-2378,-3574,-4718,-3255,-1245,-1169,difficult
49329,5310,2447,2727,5667,3199,1396,1011,-41119,3525,7674,10834,11191,3319,1725,1877,20629,61114,3872,1085,9033,2501,-362,462,1012466,56730,11406,10626,363,-96,-17,451,easy
333174,217375,26401,20871,14234,9599,4502,2692,-327902,-213551,-17845,-17753,-8551,4678,-1500,-581,-291236,-184387,-19975,-15341,-11012,-6380,-3563,-2234,-327337,-211570,-25528,-17121,-12682,-8698,-3601,-2191,difficult
213358,10729,11239,10594,7534,12287,4471,4149,-196265,11659,-8127,-2233,43865,-5498,-803,-985,-173474,-6712,-6138,-3632,-2785,-1374,1992,-1914,-200667,-5598,-10067,-6582,-3672,-5827,2366,247,easy
28056,44279,16065,7553,9024,6837,3171,1129,-15126,-25638,-3046,6343,-3262,-1015,404,202,-10877,-36160,-15905,-5661,-945,-4370,-2750,-907,7587,-31574,3565,-5294,4849,-1832,-2006,525,difficult
99005,38668,11111,6644,6262,3382,2042,1142,-95619,-34754,-9149,-2052,-1654,-209,-1122,-578,-39574,-27703,-6781,-4078,-4486,-2309,-1526,-803,-89845,-14744,-2217,-2007,-1241,71,-757,69,easy
19952,38759,16637,9336,11962,6508,1600,1692,-17630,-29763,-11033,-6666,-847,10432,-254,-418,72207,-17078,-13926,-4072,-9391,-5043,-1053,-1423,72189,25925,-4353,17305,777,4718,1145,565,difficult
148747,60446,3984,6761,6758,5264,2355,3671,-137595,-47229,5409,6552,-2821,1272,61,-2777,-126635,-52368,2818,1558,13297,765,3614,-1248,-145882,-49888,3635,6404,14752,-2913,543,-2371,easy
97797,24502,8877,9011,12167,3515,1352,1814,-70036,-858,8999,-1630,-4412,319,162,350,-82725,-9121,6674,-6009,-5500,763,2355,-606,-25840,21525,21900,10871,-6425,3532,330,199,difficult
145205,77640,19269,9292,7744,9278,5760,2392,-130966,-73746,-17509,-3040,-2888,-1658,-2744,-907,-135241,-73921,-18004,-171,556,-4601,-3571,-262,-117009,-55009,-16550,-5819,-6790,-7939,-4869,-1965,easy
28129,10291,14437,28574,9075,7732,6039,4637,-25729,31484,52622,45072,-4728,6674,-656,-3277,72431,11670,65348,3527,17379,10486,-1317,-3077,254905,39895,-6757,-11860,5733,551,-1484,-1636,difficult
90265,57173,22767,11996,10915,13852,2782,2352,-54129,-48086,5492,-3901,-7597,-8204,3367,988,-88913,-55117,-22201,-10926,-9331,-11660,-1507,-1751,-80662,-51134,-19624,-10034,-7167,-3115,2841,768,easy
86749,28897,4857,4131,6219,6156,3393,3167,-80637,-14156,1083,222,-1380,-2253,-770,240,-66281,18550,4651,29247,580,-416,-888,-146,-82751,-20890,-4300,-3953,-2950,-4376,-2826,-2532,difficult
14109,16733,6901,7306,10648,3903,2975,2261,-6339,-11316,-6283,10140,-5752,3648,-1827,-1334,-955,-7314,159,10244,-7566,3127,-453,-1164,-2023,-12240,-888,-4388,-7866,399,983,-1652,easy
60612,28292,7161,12283,13792,6871,2634,2692,-57622,-19188,-1983,-4492,-7975,-2873,1640,1513,-54694,-20740,8558,-64,-2475,-2686,1863,-418,-48403,-20637,-5231,-7276,-5649,-270,5192,-417,difficult
338061,81145,26267,15279,8953,10988,3245,3090,177406,-28056,-23592,-5332,1403,-7922,-1406,1262,-267089,-61030,-12310,-11901,-7962,-4565,-1713,-1351,-50178,-43027,-7557,-10744,-2482,-4763,-870,-2106,easy
32185,14342,5138,2460,5561,4650,1400,1396,-17794,-9384,8330,-699,9839,807,-501,1651,88554,17324,-1285,1143,6407,-2752,-735,18,49241,44207,12088,1584,-947,885,952,621,difficult
33196,17243,4638,2165,2733,2051,686,1167,-7317,15796,-1434,5748,1930,558,-162,-625,-27725,-10773,-2991,7035,2143,4344,1639,8042,-26644,-11808,5242,6323,2433,11309,5240,2827,easy
21565,21197,2247,5909,4926,2777,2343,959,-13078,-518,-243,-4058,-2828,-1053,-1720,-323,12353,567,14587,4053,7996,10638,-785,768,-14729,-16036,2628,-3969,-2384,3010,-936,1909,difficult
14209,8022,4964,5435,3904,5728,2388,1638,1743252,150824,58340,31724,46228,14021,2646,-573,1152538,13424,20270,-3132,12725,1297,-996,-1184,1360233,49816,20476,10313,39460,10422,6806,3250,easy
30450,24514,2760,7839,2844,3183,2418,1380,23024,1826,13015,9621,20288,41586,23829,20029,-9642,-18065,-884,-5029,1955,3186,2223,-4,302,1432,17933,31483,10777,12477,9306,7782,difficult
50377,22699,5881,3883,4656,4488,2519,1832,617,-17646,-1363,-2303,166,-2564,-858,-458,83027,29412,-1485,3635,-2684,-2731,-1321,-1370,83084,21256,4404,-323,-1543,-2558,-1457,-1066,easy
84452,36686,4610,5341,2918,2561,913,1015,-35810,-8303,8707,1529,772,-749,1101,-125,953177,17791,15473,7567,23119,16500,3127,4636,-72743,-33009,3196,-1478,3521,6898,6796,2067,difficult
562549,93089,9526,11480,6151,5436,1379,1260,-529728,-77152,950,-8544,12988,-262,682,722,-547157,-91397,-9320,823,724,-972,256,-52,-554349,-83712,-1667,4536,-1795,1697,1814,1010,easy
125870,57460,11078,10217,18175,9536,3197,2454,-103688,-12874,-8317,-4076,-8603,-19,-1331,1976,-80523,-15358,2534,-2162,-5382,-3641,-1205,3789,-105067,-52533,-2569,-4234,-6725,672,1298,2312,difficult
8945,9367,8764,14063,9690,13058,4338,6667,-1748,-8054,-7062,-12998,-7970,-9048,-3519,-5536,84457,19238,1688,-6855,-6089,-10134,-2800,-6079,-2745,-4332,-5142,-7244,-5520,-8898,-1736,-4332,easy
114745,31999,8789,17664,8303,7296,4200,2289,128267,-23136,-7158,-15568,-6300,-3565,-2959,-1866,-24934,-6497,-6618,-14637,-7134,-6258,-3612,-1645,-76321,-12627,-3448,-13174,-6147,-5603,-2928,-1592,difficult
34098,38785,7115,5325,7191,7766,3785,2595,-21906,-30334,20207,1645,2156,1305,-2890,-1966,509976,5168,30427,21629,14357,21314,26699,3110,-10571,-9111,3179,14681,2732,119,-2762,-1989,easy
148149,26524,3893,10489,3510,4684,4938,2899,104354,79132,29551,35839,15473,17414,-1,600,-120291,-128,-2976,-9315,366,-1704,-4373,-1656,-143615,-22554,-3379,-9182,-2869,-2230,-3864,-2360,difficult
17188,22702,11856,10299,6375,4308,1681,1884,-11636,-15189,-9054,-3696,765,-38,-56,-963,-12370,-17799,-125,-6670,-483,5254,1713,64,-14067,-17827,-2121,-6889,9726,1533,-929,-977,easy
130565,57569,12415,9490,8600,3860,1501,1322,-119695,-56120,-10832,-8707,-8049,-2506,-822,-595,-69594,-52155,16798,2592,3729,5338,2844,1541,-116720,-48979,-3681,-7782,-5647,-2428,-743,-339,difficult
27617,24628,11378,5411,6773,6328,2080,2015,-19589,-19769,-10006,-810,25014,-3041,785,-1263,-14597,-18575,-7641,-2270,-4301,-88,-116,812,13201,100,-7812,6212,7755,2432,885,-176,easy
315453,293317,97727,66102,50051,22207,18728,51552,-312046,-287661,-94165,-57408,-30049,-11932,-16340,-49562,-144836,-268139,-94706,-60959,-47658,-20019,-16870,-50810,-307423,-288232,-94745,-63260,-40824,-12967,-16115,-49673,difficult
454056,107664,20272,9393,16040,5987,4101,2585,-420568,-67162,-10898,-7335,-13068,-4193,-2988,-2429,-427435,-98636,-17260,1085,-6356,-575,-384,-40,-443487,-105511,-12933,-6470,-11513,-2620,1770,-1219,easy
294094,459161,113380,66131,50151,38027,25889,13032,-285871,-451474,-112662,-61381,-48370,-34018,-25122,-12262,-257675,-453467,-105983,-60804,-46165,-34729,-23769,-9922,-275232,-448016,-111012,-64062,-48290,-36364,-25508,-12206,difficult
63840,32026,2764,4119,5602,7433,3287,4648,-61872,-24572,3403,852,2350,-4337,-2150,-3868,-32304,-25721,27230,32251,1247,856,-1248,-2141,-60905,-25431,-110,2275,-2973,-3195,-1964,-3313,easy
106565,54754,2423,8723,3920,4235,1604,993,-102746,-49994,605,-3246,4187,-1687,114,347,-82259,-30488,15641,19038,1750,605,856,352,-18789,-32302,-782,-7833,-1971,-2436,-1263,-820,difficult
153704,89930,25256,34338,18653,10353,7461,8815,-130649,-75990,-20121,-25917,-10497,1591,1462,-7320,-9927,-74176,-19505,-28739,-17115,-9265,-6874,-8422,-99772,24618,-13915,-24819,-1480,47,-5866,-6276,easy
143040,32354,22571,4089,4124,5312,4354,2674,-139761,-27406,-20026,-760,6711,8871,-2953,-1022,-125827,-18699,-13822,908,8705,1288,151,-413,-128829,-21197,-15593,2057,-2719,-1633,-1647,1021,difficult
418082,84174,29122,33737,23859,10746,4323,2907,-409802,-70480,-22243,-29154,-20160,-6593,-2970,-1083,-389768,-45331,-6849,1500,-7968,19278,1825,2439,917988,-42508,-14877,5574,19975,2910,3224,5817,easy
26181,18683,6632,3405,4202,2834,1705,1531,-16510,-8565,448,4166,3654,-284,-216,-386,-13570,-7510,-2138,429,-2752,3210,571,1395,-6399,3519,-2296,4551,723,298,1070,61,difficult
199908,163278,29583,14801,7182,13485,5855,4564,-149410,-124965,2827,19973,8485,-3218,3178,-2017,-37743,-154518,-26080,-13720,-5699,-13200,-5503,-4381,-176991,-122114,-22534,-5537,693,-10505,-3443,-3714,easy
80805,15635,4161,3153,2919,1698,565,555,-69183,2607,-1000,9229,2086,2603,1521,2901,-74870,-7914,-513,823,1351,803,3017,1781,-66739,-624,9520,476,4148,3760,1823,1385,difficult
331360,110121,8515,7390,6255,6744,3629,5236,81143,8543,57808,19227,19354,13663,6396,3065,-184757,-80794,-6849,-5329,-5389,-5866,-3132,-5110,-319627,-100112,-7154,-6513,-4590,-3497,-1576,-1954,easy
37156,38616,16098,9360,8532,8190,5333,3489,-1037,-16739,-9558,-7437,-7883,-6657,-4852,-3039,-24782,-29321,-9374,-6222,-6115,-2337,-4218,-1730,-24274,-30347,-14720,-4676,-2085,-1470,-2854,-554,difficult
26741,11581,5208,11673,2712,6416,2640,1105,164059,35625,1247,11941,4726,191,-346,-222,93669,1339,2150,-277,20247,-1633,1502,101,114522,-1095,26598,252142,3974,873,-1303,-290,easy
96340,28647,9236,5447,7177,4426,3038,1356,-71594,-20055,-6064,-3909,-3946,-3143,-2406,-534,261506,29449,30116,27546,19918,5861,7758,2499,-81322,-17373,-5059,1675,5148,1707,2630,1982,difficult
