delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,state
114096,21209,7010,40176,6259,10186,-109349,-12873,37667,37079,-2451,-1609,-105570,-15387,-5482,-1545,3306,-4044,-110556,-9286,-560,3853,4159,-2578,-82552,-2066,-2307,33469,-1131,-4108,3779,-4986,28004,-2514,6101,7220,-43149,4922,-1747,-38624,5398,29616,5757,853,-5290,-2435,1466,-1530,difficult
11851,10205,14017,46068,4889,8342,4735,5510,-12576,16629,-2086,-2318,-5173,3941,35144,72880,-1175,4656,-8488,-5980,-11103,-27970,8860,441,10138,-438,-11936,-15012,64,3942,-9908,-3315,18626,-1569,-9921,5542,47720,-46247,-833,56251,-100850,12958,911,10035,-8796,6974,-4215,3501,easy
50659,20278,7253,19820,11245,7115,-42144,-17507,2188,-7213,-6412,3743,-44543,-8368,4767,60099,-8384,2453,-44769,-8549,-3989,6154,-2508,9105,-46267,-14356,-2257,21590,-6262,-552,-2399,-226,-1498,9139,-181,-5807,2579,-8756,1732,67312,-53945,15436,-1972,5876,-3754,-1290,6652,-9657,difficult
335576,51530,8003,9483,4430,6618,-327715,-45697,-6710,-8027,-3897,-5287,-328884,-45977,-4669,-6672,-2623,3488,-220112,-34269,-6112,-7358,-3886,-6088,-215977,-20905,-2461,-4558,-1924,-5355,-1169,108772,4135,-280,11708,13364,2041,-1443,3651,1355,-686,2800,1274,-1263,1962,8775,-9576,733,easy
266908,54014,9839,7352,6155,6438,-103325,89603,1783,1491,-4513,1276,-262282,-51586,12455,9153,4602,-526,-176871,-38250,-9099,7054,-3899,-4440,-248360,-40502,-3630,-4512,-1959,-1141,-158957,85411,-71489,-141189,13336,-2252,10672,-21554,5469,7662,-2099,-11566,9115,-8501,1940,-1802,-3914,3299,difficult
540517,69867,16505,8063,12526,9973,-483132,-48194,-15111,-6259,-10988,-8201,341813,-16061,5333,5517,3573,-4476,-521559,-26716,-10080,-6262,-7784,5551,-212730,73744,7983,7022,-4106,-4372,824945,-863372,308829,32133,-10655,100460,20444,-15413,18063,11776,-11779,13284,14561,-11357,3678,3725,10027,-9923,easy
627855,78586,8949,4408,2914,4289,-576867,-25260,-6877,-2318,-1492,-1665,-624336,-77952,-8845,-3382,-2165,-1279,-626014,-70126,-6804,-3067,1737,4498,-557865,-39375,-7775,-2869,2266,-2385,-47469,-1678,68149,-52692,7826,30751,-1968,2041,-971,-1064,315,198,-673,3902,529,386,5777,-6883,difficult
539680,39243,3808,13035,9362,7418,-399097,106450,4365,-5767,-5509,-4163,-357673,14684,9099,-10685,-7948,-5037,-476332,34542,32444,-3539,-3121,3602,-514923,-20591,-1400,-1882,-7938,-3839,41424,-118659,-38591,-91766,19858,-55133,4734,23345,-33844,-4918,7146,1657,-2439,4827,-4817,-874,8639,-7441,easy
946397,52636,9435,43714,17543,14338,-943250,-45313,-6783,-16439,-11928,-7293,-940283,-43405,-6039,-25736,-14170,-151,-945156,-46962,-3524,17722,-12971,-3876,-372390,102422,-3391,-34238,-13538,-6874,2967,-4873,572766,1908,-3557,149384,744,2515,133,-9297,43458,-51960,-2242,1199,-567,7142,-3725,-2998,difficult
223515,60998,7691,10789,10721,5080,-3043,214314,3748,4936,-2918,1023,-208966,-50184,-5906,-9824,-10058,-3454,-214058,-56251,-6523,-9697,-8179,532,-126893,-25330,-4676,-7015,-7196,-1756,-205923,-5092,87165,-264498,-6067,30921,-9654,-617,1847,-14760,127,2682,-7140,1879,983,-4477,3986,-2288,easy
101603,15459,9158,15299,8379,5360,-89168,-9906,-221,17145,4904,6155,-95767,-7811,-7243,12622,-687,1995,-92559,-9913,9655,31160,2270,3730,-87316,-6637,1923,37650,1610,9350,-6599,3208,5243,2095,-2102,3276,-7022,16898,-7732,-4523,18538,6490,-5591,2957,-660,-4160,1735,5620,difficult
36629,8925,4375,26931,1771,4995,-28351,4166,-2260,-11314,4509,594,-30955,5843,8073,-877,7189,6485,-32017,10472,11911,15161,3698,4620,75203,17270,11922,5667,3354,1006,-2604,-1062,107220,1677,4629,6798,10333,3838,11,10437,16038,-9494,2680,-3491,-344,5891,-1865,-3614,easy
570627,40464,27850,12945,8686,9389,-462929,-15485,-14367,-666,-5422,-5442,-454317,38469,-784,59362,-5363,-5710,-544446,-18692,-27637,-10065,-6957,-7398,-558410,-23336,-22115,-3937,-5250,3334,8612,-90129,-13964,53954,-57161,-4644,13583,-26853,5522,60028,-69427,6128,59,-1594,1707,-268,-1688,10732,difficult
209287,82167,1127,2768,1063,2585,-153162,-76560,-893,-2524,-819,-2225,-120971,-54324,2735,1261,4062,-1049,-197976,-63438,881,519,1703,1072,333760,363974,15125,4613,1123,3856,32191,-77005,531736,22236,-9114,427412,3628,-1854,14244,3785,-742,4094,4881,-2359,-580,1176,2121,2784,easy
104524,34459,14284,17755,9901,9428,-87028,-11384,-2274,127598,25180,26160,-79799,-24111,-2913,99587,14066,8558,-55784,-17958,-5392,37371,-4141,8350,-6007,-500,-6387,-16623,-4169,-7388,7229,24015,49777,-12727,6153,17458,-639,-2479,-995,-28011,-62216,-53994,-11114,-18207,-28,-17602,-208,-15738,difficult
329402,21470,13083,27758,6282,14229,-325761,6184,40320,32784,23904,1040,-322241,-9296,-5368,12172,5489,-94,-276990,28565,12870,5159,6401,-7528,-265029,38116,-2072,-10178,8477,-11694,3520,45251,11961,-15480,37861,9551,-45688,18238,-14942,-20612,-7013,-15337,-18415,912,2076,-1134,-7434,-4166,easy
54916,20822,5629,24332,5701,4083,-36065,-13027,13651,66233,-689,1611,-49099,-10812,6732,9819,7738,1359,665,14814,7917,4527,1073,3028,17023,33125,-5026,-23322,-4588,-2385,-13034,49764,16358,2215,25626,18311,-6919,1185,-12943,-56414,-5292,-27849,8427,-6665,-5661,-252,1669,-5413,difficult
65631,8001,4564,8208,2196,1895,-64403,-4185,-2501,26016,11241,9753,-54822,-1160,2234,36136,1125,2680,-61975,2625,-3589,-6349,6806,8103,46312,14879,15217,18618,4129,8516,9581,-7153,108287,3025,3785,12254,4735,-5823,18806,10120,-42485,24967,-10116,5681,-2677,-7073,5423,413,easy
63782,18607,7592,15219,5182,4133,-55010,18,13458,58434,9811,-110,-54621,-13604,11711,62159,3052,4568,-62621,-14625,-6786,1536,-1480,2597,-43955,8560,1038,7284,4482,-1141,389,-8000,18666,-13622,-1021,23185,-1747,-18497,7824,3725,-60623,5748,-6759,-4532,5962,4678,-1971,-3738,difficult
262543,18996,9344,21606,3989,4350,-257232,-11437,-7878,-8574,906,3992,-253246,-11571,-6603,3405,-318,-650,34092,6715,-7675,-11607,-1418,1195,-39182,-3327,-5817,-20282,64,-2384,3986,287338,-73274,-134,18286,-10042,1275,-1072,1858,11979,-15012,-8675,-1224,-1100,1482,-4642,1845,-3579,easy
239344,34680,20040,37486,24014,27824,-236950,-29319,1579,32586,-16859,-21821,-235425,-26444,-5075,36597,-20524,-17296,-233307,-27270,-5680,13495,-19436,-16865,548909,144845,-15537,-29023,-17747,-23801,1525,2118,782216,2875,-826,172115,-6654,-605,-9857,4011,-23102,-42518,-3665,1088,1689,4525,431,-6936,difficult
14760,6960,12484,30377,7378,9537,-7530,-2646,296,33184,1896,7505,-7903,-1955,-2893,6004,-4646,-1469,100479,19763,-11660,-15142,15067,-2264,93719,50679,-9807,-29478,-6101,-6989,-373,108382,-6760,691,21718,30916,-3189,-8767,1853,-27180,-21146,-14336,-6542,19713,-21168,-8974,-795,-4725,easy
803198,47815,25554,13545,9098,12225,1074294,256044,65198,47634,23062,33535,-790520,-24400,-20590,66173,7567,-3503,-744472,-25020,-18531,-7451,-806,-8771,-794437,-39203,-21480,-9214,-4120,-9440,-1864814,46048,-49965,-280444,-620,-14183,-85788,2059,-2949,18539,-73624,-1763,-15495,-8373,-3314,-37038,-5268,-669,difficult
105169,20324,6254,15495,7801,5904,-103042,-15143,-5119,58081,4979,3001,-100828,-15297,11828,35811,841,-878,-86513,-9362,3993,9821,-5282,2737,148376,46186,7338,20741,17229,14463,2214,14315,234889,-154,5935,55548,16947,-7835,3345,-22270,-25990,10920,-4138,-6123,22511,-3879,3615,11726,easy
35124,25238,6523,17402,8354,10289,-24928,-13435,1939,43719,-1845,2967,-30015,-14750,-3909,-456,-4823,-804,-27514,-15588,-192,33618,-5088,9886,58533,58692,-5179,-14030,-4368,-8193,-5087,2501,86047,-1315,-838,74280,-5848,3717,-4987,-44175,34074,-47648,-2978,-265,720,-3771,10690,-18079,difficult
71819,38409,6384,20719,3289,7399,-71696,-36842,6781,18033,2501,10675,-53203,-31062,-2544,8517,2759,-3659,-53076,-34557,3068,25155,1378,2534,17947,-27438,-3797,31119,4624,5141,18493,127,71023,5780,-3495,7119,-9325,5612,-6865,-9516,16638,5964,258,-1381,3246,-14334,6193,2607,easy
52849,21720,23782,28937,6169,5350,-36256,-17141,-9029,-3897,3664,4029,-33305,-17590,-20903,4799,-950,4186,-49455,-8948,-17500,-7616,23622,3596,-6045,-607,-22179,-21610,7703,8260,2951,-16150,43410,-449,8642,8341,-11874,3403,-4679,8696,-12415,-13994,-4614,24572,-15919,157,-590,4664,difficult
50803,14963,16576,44811,21111,14360,-47779,-4217,-4518,80852,-13111,-5375,-48329,-6660,-13061,22197,-14303,-8293,14224,17862,-4768,-37246,-15252,-11041,2325535,247083,79277,-21667,13599,4534,-550,62553,2311311,-2443,24522,229221,-8543,8293,84045,-58655,-59443,15579,-1192,-949,28851,-2918,-2748,15575,easy
228746,37210,5142,11918,3849,3653,-226513,-33791,14861,47295,2142,1525,-215919,-31209,3895,16293,727,5084,-221315,-24145,1829,41133,2493,4274,-224349,-30901,4364,8757,4149,10118,10594,-5396,-3034,2582,7064,-6756,-10966,-2066,2535,-31002,24840,-32376,-1415,1766,1656,3559,-810,5844,difficult
51282,13786,7350,29721,5168,5505,-48035,-7759,-1929,19549,-1222,2188,-46941,-6176,929,-6561,3253,3981,-45674,-7497,3129,-16445,-3224,7891,-33641,-1915,1958,-23319,1946,2817,1094,1267,12033,1583,-1321,5582,2858,2200,-1171,-26110,-9884,-6874,4475,-6477,5170,1793,3910,-5074,easy
154079,27474,9922,17998,7122,3653,-144817,-18338,1335,24109,-1472,3640,-144169,-17558,-5622,102386,876,7460,-140615,-20816,-7008,9111,-3996,1244,-149476,-23206,-8435,7110,-3750,12023,648,3554,-8861,780,-3258,-2390,-6957,-1386,-1427,78277,-93275,-2001,2348,-4872,246,3820,-6216,10779,difficult
480688,40234,11601,6588,7015,6326,419898,64689,-1511,-4237,-5916,-4265,-465742,-33282,-948,-3820,-2521,-1961,-463984,-16318,-9288,2783,-255,-1110,-292810,-27296,-7804,300,-1056,-3975,-885640,1758,171174,-97971,16964,-10978,563,-8340,1484,417,6603,-2483,3395,2266,-801,2304,851,-2865,easy
56404,7181,1499,2137,1359,3082,-46190,4508,1738,36747,3040,18664,-49199,-1961,12172,51292,6552,7965,-42564,13507,2354,68700,12536,9094,-54273,5704,6991,34163,4451,5920,-3009,6635,-11709,-6469,15468,-7803,10434,-9818,4637,14545,17408,-34537,3512,5984,-8085,-10699,1129,-3174,difficult
265897,19614,7636,6444,2815,2406,44196,42065,-3271,-5414,-1323,-527,-251212,-13333,-5206,-5747,-274,-754,-264198,-9980,-4612,-3085,189,9621,-168532,41774,2366,-2666,230,684,-295408,-12986,95666,-55398,3353,51754,-1935,594,6978,-333,2662,419,1049,463,41,-227,10375,-8937,easy
299195,65971,8156,3576,1975,7295,241293,-32960,-2157,7374,-140,1239,-293879,-58512,-4284,-1807,421,7828,-199374,-34168,21221,974,1689,7224,-255601,-60551,-3225,-2344,-1491,-3768,-535172,94505,-56227,-25552,24344,-26383,-2127,25505,-24446,-9181,2781,-3318,561,1268,-3180,6589,-604,-10992,difficult
1144668,220206,17580,19428,15891,7887,-1121214,-202918,-7083,-9374,-6732,-756,-1136801,-216454,-10939,-18038,-13151,-2288,-657749,-163214,6336,-14036,-12470,-4079,-1017389,-212928,-17062,-19183,-15727,-7565,-15587,479052,-359640,-13536,53240,-49714,-3856,17275,-23398,-8664,4002,-5147,-6419,681,-3257,-1532,-1791,-3486,easy
279842,90250,27946,6181,9489,10104,-214453,-78314,-25577,-5657,-8587,-9473,203092,-28954,-6224,899,-6816,-3226,-262146,-84505,-27140,-4176,-8218,-6649,-38823,-83933,-25381,-5014,-7521,-8646,417545,-465238,223323,49360,-55551,572,19353,-20916,1759,6556,-5075,-838,1771,-1402,697,6247,-3423,-1997,difficult
45482,24987,4748,3580,3607,4896,-23340,-16998,418,46328,5346,5425,-37427,-17708,16713,43138,3416,3839,-41746,-11933,16959,57457,3620,1386,-35614,-19157,2764,6985,1182,2102,-14087,-4319,6132,-710,5775,-7224,16295,246,-14195,-3190,14319,-50472,-1930,204,-2438,-1586,-2453,716,easy
32850,23489,6558,22949,5843,5094,-20218,-7824,-3701,7758,-1947,1780,-29929,-18258,6631,57119,-302,3560,-24306,-16963,-3728,45813,2125,4434,18779,-8676,7099,-10345,-1362,6597,-9711,5623,43085,-10434,1295,8287,10332,-10359,10827,49361,-11306,-56158,1645,2427,-3487,1780,874,2163,difficult
1151516,78098,17196,22051,26386,15199,-1133212,-63100,-2323,38214,15780,-1554,-1146977,-70430,-13457,-4721,-16978,-8426,-1113711,46855,17056,27411,-16770,-12288,-1130742,-71571,-15542,-21625,-24161,-12162,-13765,33266,-17031,-7330,117285,-118426,-11134,30513,-32598,-42935,32132,-49036,-32758,208,-7391,-6872,-3862,126,easy
43192,16967,11623,21243,6808,4043,-35694,-8392,-5882,37863,-3776,9751,-31220,-15009,-6764,70959,-2121,8193,-25871,-5962,-8886,28521,-2766,16962,42304,-2616,-4252,32141,-3085,512,4474,5349,68175,-6617,9047,3346,-882,-2122,4634,33096,-42438,3620,1655,-645,-319,-1558,8769,-16450,difficult
42336,49515,7078,3242,1294,1647,889107,384068,29099,13677,8031,3653,-38943,-45615,11129,48915,10622,8314,-32900,-41230,-6301,67607,17008,9933,2814,-32334,-3922,40722,4359,12872,-928050,6043,35714,-429683,4385,8896,-17970,-17430,2379,35238,18692,-26885,2591,6386,-12649,4661,1619,2939,easy
259025,30617,4298,11733,2969,5725,-142028,-11504,-535,-5234,-1003,-3933,-251802,-18448,-2434,1609,1303,12350,-234564,30969,-3481,23506,-1112,826,-96519,23398,26815,-2763,10133,1604,-109774,17238,138045,-6944,49417,-7571,-1899,-1047,30296,6843,21897,-26269,2306,-2415,11245,16283,-11524,778,difficult
430795,56127,8223,8883,3891,6017,-425389,-49233,5031,36544,-1351,-780,-421752,-50815,2902,50646,497,-122,-426692,-39343,-4395,13789,-875,-1772,-378721,-45030,-5701,39474,302,3332,3637,-4940,47971,-1582,11472,-5687,-2129,-7297,-1306,14102,-36857,25685,1848,-1372,1177,658,-1650,5104,easy
580843,14392,14134,16298,13885,5968,3656,296283,-2042,135197,27723,35196,-560183,-10983,-12839,27937,10830,8556,-394774,10370,-9895,-11986,-12179,-2999,-572431,-8294,-11901,-12743,-10417,-4390,-563839,165409,-177657,-307266,21353,-18664,-10797,2944,-2006,-107260,-39923,-757,-16893,-23009,1762,-26640,-11555,-1391,difficult
115758,65909,8552,9170,6990,4380,-63284,-55836,-6058,-6793,-6484,-4144,72165,-18546,-7853,-6179,-5957,-3049,-88711,-40281,3946,5917,23849,4699,-62132,37767,7544,26,744,-411,135449,-160876,26579,37290,-21735,78048,-1795,11799,3598,614,12096,-5891,527,29806,-23105,1095,7748,-5110,easy
55114,43971,11552,44201,4948,5071,-42964,-30014,-6361,15707,-494,-980,-39130,-37987,-8060,-7434,-1308,6833,94728,-3738,-3018,-34105,-3291,-2166,1052308,199805,28406,-20761,1812,88,3834,133858,957580,-7973,34249,203543,-1699,5042,31424,-23141,-26671,13344,-814,-1983,5103,7813,-8999,2254,difficult
48827,44044,12958,15323,8419,8358,-47352,-39454,-8882,57642,-3890,-1588,-33608,-36061,163,36434,-1870,-3178,-39030,-42039,-12188,12581,-3552,-1921,11638,-26725,-4825,-1353,-2987,4917,13744,-5422,50668,3393,-5978,15314,9045,-12351,7363,-21208,-23853,-13934,2020,-1682,565,-1590,1257,6838,easy
37155,7724,4215,26620,10532,4902,-34340,3440,-1030,14325,-6954,60,-24768,7259,-163,-3246,-5082,-1117,-30686,2148,54,-2637,-2962,4123,138652,24082,4985,-17897,-7831,-2683,9572,-5918,169338,3819,-5111,21934,867,217,4931,-17571,609,-15260,1872,2120,-4869,-1177,5240,-6806,difficult
222685,48404,27511,6494,4224,5344,-163435,-30072,-26870,-5300,-3441,-3757,-167332,-27534,-20685,-4302,-3507,-4076,-216020,-46563,-25814,-5496,-3342,-4191,-180228,-24559,-21418,-3113,-2587,-4112,-3897,-48688,35792,2538,-19029,22004,6185,-5129,4396,998,-1194,2383,-66,165,755,-319,-115,79,easy
11480,4087,30873,50019,5551,11123,3076,-1547,-14127,63994,17858,206,-6984,7229,-20777,-12860,5918,-4683,-7180,473,-27798,-33220,5563,3220,-1581,7075,-29257,2996,-2556,-1945,-10060,-196,5599,8776,-6756,6602,-6650,-7021,-1459,-76854,-20360,36216,-11940,-355,-8119,-4889,7903,-5165,difficult
153508,24383,6317,20672,3789,4668,-149431,-16874,5619,25735,1032,5071,-146426,-5569,345,39301,972,5416,-146452,-17361,4867,67433,1178,8023,188694,11346,4548,-14640,375,-1613,3005,-26,335146,11305,-11792,28707,-5274,4522,-319,13566,28132,-82073,-60,206,-803,345,2607,-9636,easy
846539,301242,28442,7918,13287,7416,-698431,-270326,-24562,-2838,-9948,-6122,-837335,-286816,-24440,-5653,-11172,-2048,-289911,-215428,-20930,-3510,-3180,-3136,-289911,-215428,-20930,-3510,-3180,-3136,-138904,547424,0,-16490,71388,0,122,3510,0,-2815,2143,0,-1224,7992,0,4074,-1088,0,difficult
797283,104861,18891,10834,11792,3233,-473129,-52747,-14607,-4009,-6710,112,-730229,-99277,-18471,-8084,-10691,-1652,-734311,-99155,-16557,-7166,-5601,2920,-666752,-68140,-10647,-663,-1295,-738,-257100,-4082,67559,-46530,122,31015,-3864,1914,5910,-4075,918,6503,-3981,5090,4306,-1764,4572,-3658,easy
494483,71304,10028,9155,7908,4688,2052559,-40530,-5721,-228,172,4301,-478374,-66527,-7767,-2866,-3783,3710,-465029,-15602,-6938,-5207,-5955,-3045,-306695,37038,28869,6537,9031,5161,-2530933,13345,158334,-25997,50925,52640,-2046,829,35807,-2638,-2341,11744,-3955,-2172,14986,-591,-6755,8206,difficult
428354,38243,12572,18300,3804,7940,-420535,-12715,26302,143630,764,-765,-426823,-32546,8510,26878,212,-927,-423460,-30836,5949,19407,-2514,-822,-422037,-30887,-6372,18758,4486,16690,-6288,3363,1423,-19831,1710,-51,-17792,-2561,-12321,-116752,-7471,-649,-552,-2726,7000,-162,105,17512,easy
626484,51611,15497,22078,7748,9419,-621903,-43966,21733,7045,37322,12407,-618232,-33501,17938,7985,-3631,4924,-616055,-25429,594,14823,3707,4168,-417020,-24271,10273,-3978,-4952,523,3671,2177,199035,10465,8072,1158,-3795,-17344,9679,940,6838,-18801,-40953,7338,-8659,-7483,-756,-3645,difficult
874916,323980,104084,153835,15932,28817,-814384,-276036,-102179,-145686,-14005,-27438,-834936,-308815,-101334,-114517,-13771,-23170,-333279,-278198,-100483,-150532,-14786,-26742,-824293,-304072,-98935,-153579,-12790,-28216,-20552,501657,-491014,-32779,30617,-25874,845,851,1548,31169,-36015,-3047,234,-1015,1996,4268,-3572,-1474,easy
785494,72892,8795,24141,21084,12717,-354113,-25772,-5126,-21663,-17968,-10873,-748903,-70595,-5591,-21818,-19185,-10187,-777057,-66390,-8086,-23017,-19248,-11328,-525191,-30951,-5289,-16502,-18982,-11295,-394790,-28154,251866,-44823,4205,35439,-465,-2495,2797,-155,-1199,6515,-1217,-63,266,686,-1141,33,difficult
206299,23672,2763,2231,2534,2365,-45151,44471,482,-857,-1008,-1190,-198466,-19541,-740,1954,682,4819,192292,209046,44742,32865,8463,17939,-60774,-20241,-1977,-1513,-1773,-1530,-153315,390758,-253066,-64012,228587,-229287,-1222,45482,-46719,2811,30911,-34378,1690,7781,-10236,6009,13120,-19469,easy
93952,46252,12096,13282,5963,10688,-86729,-34961,-10275,57229,1849,3096,-90068,-41821,341,16908,1501,-5778,-91734,-27379,9791,58750,553,2402,-80467,-41981,578,17712,-721,-3088,-3339,-1666,11267,-6860,14442,-14602,10616,9450,-9213,-40321,41842,-41038,-348,-948,-1274,-8874,8180,-5490,difficult
7103,10181,7852,33109,9315,11138,-5205,780,-3114,12133,-7607,-6092,10208,234,4547,14305,-5987,-5105,3427,-3337,7455,-6943,-4984,-675,5703,-4917,-4444,-8031,-3524,-2617,15413,-6781,2276,-546,-3571,-1580,7661,2908,-11899,2172,-21248,-1088,1620,1003,1460,987,4430,-1942,easy
485392,46520,9638,25101,11035,10988,1105896,416245,10010,-499,11832,24007,-481984,-43732,-7594,-20806,-9769,-8472,-483987,-31844,-7885,-19924,-5638,-597,-417817,-3002,-5232,-23939,-9760,-9082,-1587880,-2003,66170,-459977,11888,28842,-17604,-291,2653,-20307,882,-4015,-21601,4131,-4122,-32479,7875,-8485,difficult
1159080,75092,25386,17012,18338,7649,-645441,-22077,-15240,7755,-9279,-1217,-1066228,-59173,-21101,-11746,-16090,-4724,-1086510,-63200,-23136,-15527,-16128,-7039,-440544,-48148,-19372,-11842,-13104,-3722,-420787,-20282,645966,-37096,-4027,15052,-5861,-2035,3764,-19501,-3781,3685,-6811,-38,3024,-3507,-2315,3317,easy
336478,56535,6296,5305,4673,1935,-283360,-29652,-2051,-5103,-4072,-1674,1447380,46779,26112,2477,6136,3549,-271341,-35145,10990,338,-1903,57,-331250,-48289,-3963,-4273,-4071,-863,1730740,-1718721,-59909,76431,-81924,-13144,28163,-15122,-14953,7580,-2139,-4611,10208,-8039,-2168,5223,-3492,-920,difficult
31540,9900,5495,16277,13067,7813,-31138,-216,8424,22201,-8780,-2517,-27535,10839,-1321,1002,-4576,4097,-17307,-3243,160,-5098,-9501,-2825,99146,9020,631,-13404,-9847,-5787,3603,10228,116453,11055,-14082,12263,-9745,1481,471,-21199,-6100,-8306,4204,-4925,-346,6614,-6922,-2962,easy
109944,17523,7947,10124,2268,1781,1060021,31901,-47,-5304,476,-802,-91011,1851,-6374,-7175,929,4477,-105805,-7422,-5271,-2982,2149,2745,674150,232860,-896,11218,27634,11818,-1151032,-14794,779955,-30050,-9273,240282,-6327,1103,4375,-1871,4193,14200,453,1220,25485,5279,-1732,9073,difficult
