delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
473269,64423,9775,6362,6518,10968,4540,3351,-417061,-29610,-5367,-4447,-4103,-6117,-793,-2198,-428836,21621,1046,2082,-1033,9357,11978,14337,-282444,116039,-8157,-1309,-1157,-2498,3826,-955,easy
357383,277608,30169,29647,52169,35515,30451,21102,870394,407707,42752,724,-19766,697,-4353,673,-238927,-203124,2800,-17779,-28387,-19154,-7194,-9860,28745,-217131,-17952,-14303,-45283,-18970,-21189,-15668,difficult
869265,68993,18490,24869,19920,9258,16577,9684,-847669,-50436,-16513,-6073,-10663,6808,-599,265,-858492,-55538,-11320,8826,-10495,1357,-12288,-3299,-857896,-42001,-9395,2924,-7725,-3969,-10942,-4879,easy
258110,134700,3232,18458,11840,11301,10618,7681,302711,-74837,59197,-11345,32378,5454,11651,11906,-166602,-80392,21781,949,5160,6093,19438,2940,-185982,-109203,9949,-9563,-9121,-3228,-6607,-4638,difficult
264524,82454,19510,5726,14263,13291,4248,2998,121650,775349,106599,158327,223359,191483,40895,18721,295889,-46330,-16366,-4194,-12155,-11202,-2807,-2203,1731625,97992,5782,23703,75103,36479,3210,6748,easy
213520,136663,102757,10526,15641,18577,22236,11715,2987961,-38217,-81730,52022,10881,15017,7582,6418,273587,-117708,-98842,-4621,-7159,-15146,-17770,-7333,1339592,112471,-85699,9815,-1750,19661,1454,54,difficult
462571,389426,36476,84835,66549,51408,23059,22092,-250563,-319714,-25517,-76238,-48227,-41449,-18143,-18656,1234289,-365266,-5404,-9450,24867,-27392,5954,3020,823106,-227859,80782,-65479,-21534,-21192,6593,11045,easy
819707,58684,48702,24181,17396,10606,6495,10823,441955,145216,-42477,1798,5603,1703,13969,1692,-600307,-38515,-40274,-23273,-10002,-7680,-5281,-9003,-590254,-54736,-46506,-23371,-16660,-6976,-5123,-7877,difficult
205019,31419,7163,17767,8711,12260,8853,8303,-192273,16916,-1357,10676,-2380,-3182,-4037,3055,337047,184482,1691,-10743,21393,3152,409,-2100,-184668,-8328,9141,-11765,8660,7254,-4519,-2811,easy
1810592,389422,288138,71921,51148,80609,107922,44796,187349,73460,168484,142021,1053,-20686,-57718,14745,-1741649,-370098,-284692,-67904,-48930,-79245,-106417,-43935,90096,760300,-248667,102433,15061,62174,45698,41249,difficult
1402498,76249,52842,43206,9591,14157,11455,13101,-870861,-23073,-32106,-33375,-2412,-2637,-3288,-10377,-1382718,-49408,-42670,-36106,-6929,-6860,-5020,-10682,-310323,84903,40242,-29312,14640,8593,8792,9736,easy
937642,107871,19969,14479,12503,31398,22131,8620,219523,36322,33579,-436,15906,-24548,2459,3462,-518288,-70943,23121,20703,21480,-10168,17729,4275,1292799,81696,32685,42160,22107,-11423,9379,22926,difficult
758782,175087,43724,11077,12812,12310,12202,7038,-630885,-98148,2434,-3245,2718,2057,-4708,6885,-728649,-155113,10616,36228,-8948,-5304,-6054,-720,-623276,-122177,-13744,1570,-3423,-1404,6930,3781,easy
1961116,373672,57286,32985,25025,38734,41431,28741,-1022593,-194949,-16195,-15118,-19130,-27569,-30097,-22446,-511622,-288156,-12271,4622,17701,-15081,-22698,6354,-1906197,-348870,-51046,-30213,-21564,-36426,-39490,-26989,difficult
787231,233521,24088,20522,15386,15896,11329,19846,1131419,255964,108655,54721,10732,34949,11665,10962,1160587,-69489,58295,6376,-1420,12695,11079,27927,-217713,-131758,-22882,119406,9516,8345,2275,-5642,easy
1380526,300330,30204,30063,63596,51923,28102,31078,-47197,-245444,-21030,-20490,-55614,-38871,-19073,-26345,-1192492,-246067,-9971,-9169,-48386,-22069,3175,35053,-1019984,-212328,-21214,-23650,-59837,-43765,-20075,-24467,difficult
916842,109277,12263,17241,7501,6640,12079,7089,-323390,-68735,-11967,-4528,-4734,-785,-4642,-4609,666648,472175,112199,29919,56219,23455,33682,13283,795709,-76888,467,-11336,-5488,-2562,-7544,-2693,easy
681573,447410,135257,132330,102159,98251,29228,20511,-294669,-270186,-77787,-84908,-75440,-85436,-18706,-8710,-638974,-440042,-132493,-131614,-100261,-97153,-28553,-19627,-247497,-418061,-87270,-130326,-68600,-78260,1132,-12067,difficult
599661,139602,75467,40757,34545,23200,34196,14155,398716,-15178,-66180,-30233,-7801,43552,-7085,4344,-440502,-92734,-73369,-28190,-25721,-15121,-28229,-8917,716811,-43817,-56911,9031,-252,2550,-18476,3047,easy
579683,89278,79719,120886,85572,46952,35211,13542,290527,326289,46210,123869,-8139,169782,300,-6023,-568810,-76842,-79039,-106165,-61642,-33292,-29431,-3877,-574649,-71270,-69688,-118880,-62393,-32369,-23364,-5556,difficult
1277268,356868,143543,33839,37315,21145,42668,27021,-1228217,-330030,-125818,-16242,-14723,11452,-21138,-17820,205100,-156837,-101214,16759,-17222,2414,-28736,-7836,-1188756,-276508,-140701,-22659,-19843,-16683,-41116,-24279,easy
1016061,32107,9111,12967,8671,15961,6202,3043,-915416,47164,-5338,-9360,-3866,-13764,-3423,-1382,-163925,7086,7533,3077,-2765,-7453,-1272,2496,-888548,-11625,-1324,-9825,-5656,-14705,-4475,-1228,difficult
1423730,284518,56002,45224,21426,32917,28831,21118,695298,-2775,-34819,12716,-3871,1258,7785,23141,-1076692,-188179,12459,-10315,-6710,-20792,9504,-1160,-1404463,-271660,-49349,-42588,-11398,-18254,-12576,4242,easy
922470,168819,45553,59143,71779,47044,21413,16268,1160513,938789,343861,176550,343197,298498,141036,43283,-594957,-51610,-41493,-48871,-61581,-29369,-5014,-10636,1436718,-72111,-25502,-19705,-34978,-33099,-5030,-49,difficult
759115,105663,21034,18086,10834,10928,5848,7265,279637,2238,6950,-12325,16021,4150,6280,3710,-454504,-54050,-18065,-6356,-6951,-946,-510,-5640,1181909,92754,338223,145426,87466,18505,38796,67168,easy
1339453,103149,53583,45213,28887,26486,14377,7512,-335733,17985,-31558,-32856,-24979,-14289,-11171,-4932,760432,182263,-39999,-33781,-166,-10186,-6373,-2403,-906420,-58482,-50676,-33980,-23354,-19910,-10370,-6133,difficult
1040289,284191,82331,33083,27868,26872,33441,21999,-199955,-204592,-48716,-28828,6372,-2141,-27352,-14866,1094140,-248602,-72959,-12958,-18869,-14614,-23424,-18454,193706,-245965,-39278,-28824,-23298,-8689,-26609,-20273,easy
1072203,348885,33402,20108,22968,35719,26207,14289,-146864,534334,13017,28448,43503,98127,41817,16332,-873615,-269385,-24724,-1790,-11018,-21764,-13547,-8758,444769,-46663,-5734,-6102,4501,-25460,-18201,-11037,difficult
486752,145505,34150,23217,29181,24596,18210,11371,-405808,-56800,19265,7092,-13537,-12258,-4400,1092,2449921,31629,21275,45529,-4568,45386,40083,52526,-274606,-142362,-32088,-19178,-27068,-22266,-17400,-10235,easy
1590162,753330,90007,61787,117014,72274,33813,57978,-1492898,-737414,-85483,-44685,-103121,-54863,-23014,-49767,132776,-143803,-33145,-13088,-98768,-22271,6531,-43981,221767,1168593,213494,175218,173355,71462,26171,45660,difficult
36482,12623,2701,6344,14442,20757,10184,10987,37406,54457,9481,18105,844,-9002,3472,-6943,2143,12881,-1477,8455,-1281,1791,-280,-1697,30612,55696,22023,26117,3770,-10102,2203,-2474,easy
1463041,331211,56357,55383,25025,32363,31815,35346,221502,-41934,26301,-25729,21169,2630,-17169,-22445,-1050484,-295656,-43172,-42556,-20018,-23500,-22712,-32670,-1184572,-297604,-30097,-49293,-18687,-16891,-27327,-27231,difficult
884743,218998,54862,70949,15172,21092,16859,9836,1156529,1491287,202060,4665,100417,84916,60952,26434,-710709,-205776,-51700,-67720,-14279,-20304,-15836,-9487,-759680,-211609,-46598,-69926,-13570,-18444,-7972,-7555,easy
477815,108768,46302,51494,18114,25727,21144,7424,341076,-29525,3697,-12673,-11913,-13902,3410,-496,579476,56687,-35621,-47249,-13721,-10844,-1950,12651,-213529,-23893,-42560,-29070,-408,-15248,-14010,-623,difficult
910272,284841,21242,34892,27795,17334,22723,13057,-849643,-264349,-15040,-30491,-14031,-10222,-15358,-8553,-775970,-274787,-380,-28884,-22475,-8907,-16079,-8950,-618934,-208848,-5222,-12098,-18782,-6495,-3336,266,easy
368783,181048,176673,89185,43949,44671,36359,9612,218410,-114189,-155745,-61870,-7610,-18519,-20062,-6488,545333,-144855,-152346,-73373,-26133,-27063,-29220,-6345,-131149,129516,-159468,-65778,-13159,-11274,-16583,2569,difficult
796514,398855,34373,17235,17747,11990,10637,9654,511361,-254442,-16949,50208,-11860,14199,41584,14897,-631816,-285194,-9261,7050,3656,15451,2991,2887,718998,-106580,11427,81419,-1998,21340,44567,16752,easy
618676,141771,30362,27327,18460,16246,7951,4964,2326229,802643,39913,62881,31241,136187,23838,32965,1823313,256702,114385,44160,-4496,51064,31010,8876,303152,-40605,-30185,5463,1005,-5589,-2214,-2581,difficult
1527866,672421,45689,66180,34743,61147,26268,27496,-1015207,-425784,92584,21779,-6510,-47487,-7212,-9030,-1089394,903398,-9389,27480,43922,-16370,10455,-14439,-998268,-535109,-7542,-56261,-31971,-47900,-15867,-24095,easy
1418211,843621,66422,71291,53518,63285,42247,30348,-548377,-787885,1678,-45626,-44012,-48552,-20636,-23820,-771624,-778977,-61211,-62665,-37392,-50518,-31571,-21495,-1198950,-805744,-56512,-68393,-50485,-57804,-38172,-28501,difficult
407461,235176,56632,14433,20872,8336,13516,9130,-303692,-216480,-53870,7358,-17641,-4418,-10260,-4111,294955,-86000,35125,-1163,-12626,20983,20480,40562,503613,-148864,-23584,15241,16640,20074,31129,7431,easy
379126,51455,13952,7153,2847,5559,5698,3346,2551313,433876,20934,23132,21582,13781,6140,6716,181699,115166,2242,5060,17109,2862,18418,6954,411348,48122,-7533,-3653,3091,-3163,-2048,-495,difficult
660263,149486,45521,61499,38264,38697,24007,36494,236182,-62638,-31955,-50384,-18819,-24627,-15011,-29761,-307080,-133258,-44783,-50504,-23527,-31887,-21600,-33849,-219316,-113559,-10120,-38385,-17757,-30529,-16572,-23855,easy
812698,172503,66415,44259,24816,23644,16826,28080,-731035,-148784,-47540,-32612,-15778,-12190,-11474,-18159,-787108,-128034,-62560,-33246,-14391,-15974,-13521,-23747,8372,-85777,-31668,31612,-10362,-7369,-4136,8460,difficult
1333878,162561,31782,13221,22011,13266,7892,5659,-1193064,-85642,-30652,2664,-8973,-5416,3289,3258,-1212957,-133823,-17446,-11533,-21075,-11283,-5138,-4157,-559153,-118639,-28767,-7848,-16221,-4965,673,2386,easy
484856,116048,22134,19137,10544,12802,22654,9991,869565,241191,81209,38011,33613,33014,69043,12997,-316528,80808,-21028,-15688,-2848,-5282,-18716,9701,-79483,54749,-10838,4070,8982,7650,1681,7965,difficult
1073954,126603,54314,17445,13319,10755,19153,13868,486167,1256,-44498,-12533,34193,11014,21707,19446,1398902,-14981,31830,7517,7377,12011,10627,9883,-988015,-52150,-51053,-14780,-10229,-1349,-10712,-10929,easy
1030658,138440,60362,50745,33781,42101,29451,35169,-766844,-121674,-53757,-50368,-30405,-38769,-19708,-32282,973111,36269,-52181,-34484,-9820,-32708,-18108,-11212,-1007449,-117983,-55421,-32546,-20202,-30375,-10653,-19166,difficult
785996,77580,41936,30000,21534,22746,16659,11529,-102885,-39671,-32849,-23361,-12221,-17404,-11871,-7628,-293186,5043,-27786,-4408,4070,-12135,-8652,-6512,-181404,432252,545,18923,21001,21181,-5121,-6199,easy
1244226,638944,58925,49674,75384,118836,50157,71818,222225,-304764,-748,-34038,-31187,-52202,-603,-52082,312222,-421089,26361,19933,-36666,-91559,-37496,-45936,-1089249,-512781,-55787,-24087,-65516,-111733,-34173,-64170,difficult
677882,132255,30659,14482,32966,16086,17797,10350,-463941,-113661,-27139,-10035,-26871,-13713,-14297,-7955,-308630,-76019,38858,14894,-25796,-244,5985,-1850,-420714,-35448,12525,9025,-24946,286,-11811,-6204,easy
387841,96077,62987,41034,24159,27991,17945,14352,-285267,-63823,-57547,-27293,14401,-1025,3355,-657,-367293,-69323,-42730,-28115,-12329,-10361,-9348,-8611,-380176,-75655,-48805,-20974,-15318,-17679,-1187,-1479,difficult
837405,184908,43337,12673,21308,36170,25940,12801,-770846,-179699,-32897,-6133,-18601,-34487,-24347,-11136,916482,507812,168124,235566,90858,109685,132492,96613,204210,-72047,-18652,41287,-7773,-13334,-5820,-6227,easy
1083951,111263,13806,22978,15358,10372,12294,9144,596982,559574,42862,43811,9370,31347,37564,50575,-553532,71740,43636,22241,-8200,32723,5860,7278,-946883,-80130,-8652,-17809,-8281,1131,-467,-4982,difficult
1367158,247507,43255,54691,22051,28057,22542,28329,729379,962893,41469,88191,38061,51442,37783,92145,-1189120,-167749,-37838,-42259,-12620,-21741,-9646,-14900,-1040239,-145679,-29132,-52367,-11794,-18644,-15785,-19908,easy
987102,162102,30009,76432,55139,41189,25101,23945,968495,77679,117245,-73968,-17474,-20551,-13604,-12798,-443834,-109357,-3420,-54477,-34584,-21256,-16599,-19740,533454,-86409,-8787,-12085,-18606,-12105,-8343,-19995,difficult
379673,134741,25893,24174,34688,18142,13897,13318,419034,-29148,-14056,-22452,-30575,-11108,-9463,-8198,-272653,-63810,17925,2533,-26008,-4612,119,10492,-331718,-76047,-13562,-6465,-14199,3998,-2076,-9569,easy
397289,38880,16303,10854,7425,8766,6683,7171,-29939,-25591,-9990,-5628,-4540,-6716,-5343,-5801,2940570,302374,137274,87951,76146,90799,17960,12263,22018,-1448,-14102,7007,2110,4170,-1646,1434,difficult
702762,164930,28484,31846,35360,40687,26393,11740,-562788,-148592,-9633,-15395,-31011,-35077,-22828,-10040,-276624,-58008,-7059,-13981,-25423,-26602,-17906,-6516,130385,-145841,-24084,-25572,-26690,-32619,-23740,-11038,easy
928991,320969,43545,17133,13079,13935,13322,12647,-463515,111153,-22614,65448,15370,7844,-4458,2182,552713,-237350,19222,35768,17182,18097,388,-8062,-781516,-110598,53502,99751,57336,6247,12868,1984,difficult
417996,40406,7518,15114,11113,10085,14937,7654,156995,141687,1728,41812,-4267,40749,12725,1537,552973,249418,10123,3472,13816,20510,3066,16050,-167253,8044,-1874,-5363,-2798,-239,-5379,-326,easy
1090178,163313,13267,34205,16958,14668,12284,10103,-46830,54937,97124,-13547,34361,37521,58086,17343,1232662,1192288,53356,52286,53637,62913,35822,11372,-761556,89312,21772,-7364,-13409,7040,2469,-5415,difficult
578112,124524,78997,24565,8947,33310,10056,13653,-201283,-79931,-73544,2564,25246,-1951,17557,9670,-386147,-72969,-61038,-12057,32253,-14094,23432,-1152,-159706,-82756,-65982,-10863,5492,-14826,1256,596,easy
530082,191373,27270,47485,22868,40774,35738,23546,284144,-70962,-3975,-45474,-4109,-36764,-29778,-13170,-161286,-71090,-7284,-40907,-19331,-33782,-17673,-18157,24510,-163144,-18560,-39691,-12973,-33152,-24246,-14125,difficult
1187115,529142,138971,113894,121228,50404,54190,49713,-443050,-462822,-110178,-103136,-110025,-44209,-45056,-42690,1891204,-444588,-127001,-88043,-106886,-39375,-45991,-36104,44956,-471679,-127047,-107464,-108955,-38653,-43516,-42102,easy
601080,121676,38068,18739,24730,24819,25128,21091,-350628,-25471,-15884,-16214,-11109,-17255,-14646,-15478,187257,-46675,-30642,1241,-16738,-19812,-17218,-17621,1909114,597692,-20315,20604,-938,21976,89152,661,difficult
132772,13938,4663,3572,13631,12923,6544,7614,-102882,40641,37574,6344,-1049,7273,-1431,11682,315473,106701,8758,25576,-10284,462,1609,-1244,-121173,21411,3389,3855,-4350,-4365,2287,2675,easy
191350,176114,40573,32516,44802,26334,21004,17141,312040,-48150,-39272,-28361,-35079,-17340,-13991,-9952,2384175,353619,1062014,34640,36960,237696,78418,76310,552698,-139470,-21333,-1247,-38693,-11431,-11703,-14000,difficult
1361943,203226,109900,105249,97570,66989,50929,23329,-792328,-191890,-99758,-97313,-95755,-63919,-49455,-21341,2000823,324860,142815,-44416,-11588,-24994,13768,12009,-397003,665437,25916,-35665,-39626,51770,-8325,18406,easy
387762,102710,18825,17970,10125,7786,11666,7218,566898,-10891,8770,2511,7150,61367,20820,30544,1024533,145277,-13691,31836,6560,31063,38708,28832,-233341,-96220,-9681,-10754,-3030,-2966,-4589,-2073,difficult
342127,72269,28852,15604,9340,11704,8339,10010,1318589,6491,-5142,27389,1054,4676,422,-1614,-112370,35917,-22047,-13043,-2054,-1759,-1207,2864,326930,-56839,-20807,-10761,-4021,-7499,-6323,-8613,easy
222224,43766,10978,31157,9686,11237,13172,12473,-215290,-30757,-6453,-19597,-4312,-3908,-10863,-9533,-74725,-19306,5125,-23140,4577,-1710,1671,-2062,-48767,-38934,-8407,-28596,-8235,-9870,-11423,-11451,difficult
119313,76632,9485,12652,19720,19023,19914,30198,739258,9379,1242,24778,-12166,22516,34236,-21055,491960,-3847,-8269,47574,-4312,-11825,-15603,-26794,287672,461889,48916,22774,27668,8128,4950,-2069,easy
634849,49605,6292,17370,8381,11038,7189,6876,-36502,12130,2313,-6446,-522,834,3979,-689,85058,-7081,4345,-8241,-2752,29739,1889,1537,-617762,-35709,-811,-10256,341,-407,10026,9717,difficult
566610,153545,17824,39577,15162,30272,21473,15360,2379216,-40991,-5268,14359,2089,-4611,-9984,-1535,-345733,-75946,-10141,-23688,-13079,-18430,-7166,-10453,-416721,66171,12192,-17314,-9304,-23332,-11967,-8604,easy
1291324,327443,77562,47144,40369,30458,37946,23189,1443340,-210848,191259,-6260,57459,13468,47304,35876,-206949,-89467,-65790,-12270,-21004,-14040,-22310,-13994,714146,-262267,-24839,-41595,-13127,2525,-25440,-15855,difficult
477047,326007,47765,33293,22921,15690,15008,17051,1025506,-79253,122647,44226,3814,3921,7198,25547,-458302,-321760,-43327,-27103,-17243,23051,10036,225,-278344,-268626,-42473,-29545,-13483,-10598,-11770,-13465,easy
661120,88718,38947,29742,20883,20657,22891,18940,-654083,-68319,-27719,-25413,-14906,-11221,-19361,-16386,-352711,-40851,-35468,-25496,-19391,-12674,-7788,-17364,-568264,-69649,-35433,-28388,-19120,-18670,-20196,-18282,difficult
