delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,state
31750,12780,8839,5194,5105,12431,-21341,-1513,-4270,30728,5851,-5194,-17054,23393,7314,10702,-144,1142,-19887,28773,-581,-32,27587,-1498,-27643,-7313,-1430,10120,2216,-4979,4287,-2833,-7756,24906,5380,-36086,11584,-7895,-849,-20026,-10734,10152,-5995,27731,-25371,6336,-2640,-3481,difficult
839298,22509,8432,12144,8176,10357,-836265,15903,-8016,2896,-4161,-6874,-810996,-6260,-6706,-7454,-1322,-7717,-837842,-7453,1008,-2919,467,-6310,-827578,-5648,4414,-4564,-4544,-1859,25269,-26846,10264,-22163,-1193,1805,1310,7714,3406,-10350,4535,-1645,2839,1789,-5011,-843,1407,4451,easy
312029,27065,14688,5297,4006,4567,-294506,13400,-11658,3449,2754,17522,934494,129796,23861,22075,26486,47485,109110,23367,2333,2021,894,3410,2462,22366,-3908,13553,710,22147,1229000,-825384,-106648,116396,-106429,-1001,35519,-21528,-6241,18626,-20054,11532,23732,-25592,-184,29963,-44075,18737,difficult
1884724,225493,63532,46521,31605,44109,-1408885,-138534,11709,-16687,3952,-11315,-1843174,-217569,-59699,-45320,-30813,-42243,-1877446,-198328,-56293,-43462,-9980,-7558,-1854554,-215250,-62854,-45714,-29463,-41822,-434289,-34272,22892,-79035,19241,-16922,-71408,3406,-6561,-28633,1858,-2252,-34765,20833,-19483,-30928,34685,-34264,easy
8214,12187,12797,15466,10539,16093,11956,10595,-10859,-2972,5234,25732,1578,3092,-1532,8532,-2502,120,165011,70494,11259,-13846,-10185,-10920,316341,13686,-6081,-210,-2475,-1297,-10378,163433,151330,-7503,67402,-56808,9327,12791,-17340,11504,-22378,13636,-7736,-7683,7710,-25612,-11040,9623,difficult
30996,55327,22215,7774,9762,9674,-22955,-18221,-18957,30794,-3316,-3338,-26560,-48405,-20864,5661,-5181,-3009,-12537,-39854,-20305,21463,-5997,-7011,-24597,-45507,-21170,29548,-6757,-2146,-3605,14023,-12060,-30184,8551,-5653,-1907,559,-865,-25133,15802,8085,-1865,-816,-760,329,-4002,4865,easy
479365,44496,6737,10435,5301,19962,1215114,117123,114023,50396,54894,-656,-86481,-11410,3740,33255,7237,18183,1221949,20226,3563,49784,6070,-745,124452,157356,9359,-7258,8572,7655,-1301595,1308430,-1097497,-128533,31636,137130,-110283,-177,5796,-17141,16529,-57042,-47657,-1167,2502,18839,-18928,8400,difficult
1205939,204814,13566,19037,10350,15241,-1056181,-193651,-5444,-12750,-4012,-9373,-361885,-1123,126880,3356,7741,6403,638342,817078,56491,-6158,19694,24348,-1175881,-189428,7088,-12771,-1875,-3442,694296,1000227,-1814223,192528,818201,-1006506,132324,-70389,-49403,16106,-9514,-6613,11753,11953,-21569,15776,17945,-27790,easy
20076,25396,3197,4546,26500,16400,14230,3845,-594,9750,-22431,3415,58378,-17099,-285,2134,-16295,-11230,-7098,-9847,693,5899,-20424,-9094,118048,38633,9941,7001,-22342,-6064,44148,-65476,125146,-20944,7252,48480,309,978,9248,-7616,3765,1102,6136,-4129,-1918,-14645,2136,3030,difficult
126893,98415,14306,12019,22306,17382,-65232,-94517,-9092,-5573,-20801,-11944,198010,46727,-11848,30731,4407,331,-119681,-93206,-13784,-9624,-14615,-13998,-124062,-93742,-5558,2711,-13940,12591,263242,-317691,-4381,141244,-139933,-536,-2756,-1936,8226,36304,-40355,12335,25208,-19022,675,12275,-14329,26589,easy
95419,23392,11451,8785,14683,14730,-75017,-12835,-5767,-6492,-7426,187,-38225,-12527,-11292,-5381,-11949,-8802,-83982,7000,7794,747,30020,3237,-89545,2525,474,-2186,-6121,-2554,36792,-45757,-5563,308,19527,-4475,-5525,19086,-7320,1111,6128,-2933,-4523,41969,-36141,-8989,12039,-5791,difficult
49642,10566,13231,1882,4554,12843,-37225,785,2210,13054,5243,13569,-29216,-3069,522,1716,2377,41527,-44021,12597,6800,4364,-1763,11936,-17966,-2483,750,16453,1003,15771,8009,-14805,26055,-3854,15666,-15080,-1688,6278,-6050,-11338,2648,12089,-2866,-4140,2766,27958,-29591,3835,easy
379743,77291,7171,15305,5896,8625,-291583,-49070,-802,-12211,-2607,-1784,-348757,-51276,-2864,8593,-1569,5617,-372704,-64755,1477,-1991,3077,2344,-376242,-70717,-363,-6635,12598,-5757,-57174,-23947,-3538,-2206,-13479,-5962,-2062,4341,-1840,20804,-10584,-4644,1038,4646,9521,7401,-3273,-8101,difficult
7899,7789,1820,36631,5502,7453,-4628,4927,4212,-33391,3904,-2212,25691,19011,36441,-7039,18740,924,-6093,-3852,435,-30466,6425,-2933,-5944,1123,-561,-16476,-3543,-3202,30319,-31784,149,14084,-22863,4975,32229,-36006,-996,26352,-23427,13990,14836,-12315,-9968,3136,-3857,-269,easy
445738,13060,4124,15094,9679,35647,-346633,14747,5880,7597,-2657,-33067,-129325,340093,7681,65561,27128,-21591,-429466,-7253,21571,228928,20127,-28992,-119527,14141,10328,29782,26538,-23622,217308,-300141,309939,325346,-347346,21394,1801,13890,-11243,57964,163367,-199146,29785,-7001,6411,11476,-7401,5370,difficult
11083,20317,6634,33488,8620,7450,-7702,-7321,8575,-14341,3329,7028,581,-11469,-4638,-25192,-6468,-3215,43468,-4541,-2749,-4063,5910,6189,-2855,-11228,-3629,-30533,-5520,-2361,8283,42887,-46323,-4148,6928,-6687,-13213,1889,-880,-10851,21129,-26470,-9797,12378,-11430,-10243,9404,-8550,easy
267670,81597,15074,26234,10858,8858,-187034,-56112,-14611,-22224,-6949,-6116,-74772,27238,-12458,-14891,34265,7668,-254237,-74002,-10327,-20986,-7826,-5673,-189914,-68451,-11442,-13881,1938,1949,112262,-179465,64323,83350,-101240,5551,2153,2131,-1115,7333,-6095,7105,41214,-42091,9764,13784,-13341,7622,difficult
58104,26707,12653,2293,3824,7208,-55392,-19028,-5549,10465,14276,17759,-13650,116008,76956,14818,9988,14580,-51010,-22199,-11400,706,-2388,2412,-41631,8278,-242,16402,2800,22358,41742,-37360,9379,135036,-138207,30477,82505,-88356,11158,4353,-14112,15696,-4288,-12376,5188,-3179,-12168,19946,easy
345002,79440,20967,25961,24159,26222,-330658,-67696,-5906,-14702,6621,-8208,-326627,-68608,-18153,20282,-18354,-5523,-334409,-61997,-18944,-18257,-16547,-15734,-89954,116982,-13750,-20431,-7072,-4131,4031,-7782,244455,-912,6611,178979,-12247,-791,5194,34984,-38539,-2174,-24975,1807,9475,2685,-10211,11603,difficult
105135,23479,5317,3330,2796,4158,-93807,-14047,3211,-1018,-1621,1284,-99394,-16860,8309,1183,-362,4702,-102901,-12155,-1440,19666,3410,6265,-84912,15457,24636,27141,39646,2869,-5587,-3507,17989,-2813,4705,27612,5098,-9749,26076,2201,18483,7475,1259,3772,36236,3418,1563,-3396,easy
7376,9618,12536,14260,10670,10422,-4115,7202,916,9360,-2426,-906,13029,7287,-6335,-4097,882,-5248,9476,16015,-2838,-708,-1539,-4771,-6951,-3415,-9287,-9349,-8274,-7477,17144,-3553,-16427,85,8728,-19430,-7251,3497,-6449,-13457,3389,-8641,3308,-2421,-6735,-4342,477,-2706,difficult
33060,23671,8626,6767,4011,17849,-30503,-22936,-8140,-4299,-675,-13583,189199,-407,9701,-1461,11202,20545,131932,-14417,-3368,15030,-648,33638,-24804,159,2724,8702,1183,22660,219702,-57267,-156736,22529,-14010,14576,17841,-13069,6092,2838,16491,-6328,11877,-11850,1831,34128,13093,-10978,easy
340262,26510,31863,122732,11199,16760,-315236,57828,-11688,-70523,5204,-9906,-303328,-10654,-26373,238112,6558,-7689,-293956,26853,-26702,203011,6569,3978,-332668,-14486,1542,91242,7680,-8265,11908,9372,-38712,-68482,37507,-41339,-14685,-329,28244,308635,-35101,-111769,1354,11,1111,2217,11667,-12243,difficult
10584,17228,9170,12793,6187,23219,-2083,4001,-3142,-7123,3501,-72,36444,-10352,7259,-9995,10156,23250,-6978,-13540,-6858,-10142,-4639,-5219,259698,-6191,-3076,-3924,-592,2589,38527,-43422,266676,-14353,-3188,7349,10401,-14117,3782,-2872,-147,6218,6655,-14795,4047,23322,-28469,7808,easy
431297,113198,10447,6270,9078,13354,-346846,-72910,1940,14474,14843,13628,-327928,-91286,-5724,-2621,-3554,-4896,-171682,-71290,-4908,-32,10054,46618,-226171,-70477,-6734,-2203,-2896,-1005,18918,156246,-54489,-18376,19996,813,-7664,816,-1826,-17095,2589,-2171,-18397,13608,-12950,-18524,51514,-47623,difficult
1132281,63954,63607,15867,41159,43996,-1124794,-55391,-49694,-513,-31653,4877,-973290,54221,-39667,-4434,-35348,-19482,-1011769,-55929,-56188,-11213,-38734,-35279,-859905,-60065,-58409,-11446,-38954,-38549,151504,-38479,151864,109612,-110150,-4136,10027,-16521,-2221,-3921,-6779,-233,-3695,-3386,-220,-24359,-15797,-3270,easy
153824,96941,9777,17752,13698,11724,-152722,-93143,21085,-10342,3122,-6304,-145500,-74769,-2945,-12194,-11197,-4045,-140534,-85885,-3922,-12895,-6218,-8140,-147151,-84811,-8876,-15588,-8176,-7090,7222,4966,-6617,18374,-11116,1074,-24030,-977,-4954,-1852,-701,-2693,-14319,4979,-1958,2259,-4095,1050,difficult
152074,40981,8790,6332,13015,38211,407117,18259,7822,2440,-4494,-22354,-79087,-31764,-8248,-4208,-11800,-34018,-143759,-38514,-4103,5104,-4148,-24505,-151515,-37265,-6771,-140,-8523,-13192,-486204,-64672,-7756,-50023,-6750,1249,-16070,4145,-2668,-6648,9312,-5244,-7306,7652,-4375,-11664,9513,11313,easy
78887,32938,23671,81907,7564,7337,-72314,-10075,7407,2876,-6513,-1507,-74050,-27646,36275,-8949,-4775,7980,-60734,-22358,10855,92360,13739,11086,-55474,3172,17813,-2274,-1300,16815,-1736,13316,5260,-17571,5288,25530,28868,-25420,6958,-11825,101309,-94634,1738,18514,-15039,9487,3106,5729,difficult
335014,141701,56671,27453,16465,16173,-328759,-120919,-38008,-10629,-6164,-9239,-317426,-116341,-52586,-4950,-12936,-1073,-329212,-132623,-43005,-20616,-8365,-10599,-321367,-134470,-55260,-5754,-11811,-5759,11333,-11786,7845,4578,-16282,-1847,-14578,9581,-12255,5679,-15666,14862,-6772,4571,-3446,8166,-9526,4840,easy
274498,18720,37667,128574,9750,8114,-262348,30188,66133,-40603,17234,6956,-269538,-12129,-33749,-88442,-1150,-7410,-258348,-8467,-31247,-79269,-5891,15447,-230485,8188,16117,235162,7771,8493,-7190,11190,27863,-42317,3662,16655,-99882,2502,47364,-47839,9173,314431,-18384,-4741,13662,-14366,22857,-6954,difficult
403822,76503,70897,153068,24953,11499,58688,-64862,42697,11598,-17309,270,-372167,-19201,-40057,-46046,2099,-5533,-377243,-34591,-60649,-7710,-9302,-1340,-369569,-6614,-16007,81777,-10948,749,-430855,-5076,7674,45661,-15390,27977,-82754,-20592,44642,-57644,38336,89487,19408,-11401,-1646,-5803,4193,2089,easy
29801,32527,41063,130890,12220,8052,-26867,-15900,-29973,-63914,-6852,-3115,-26523,-19015,-26828,258811,-6258,-1144,190901,16645,-25529,163339,8880,13268,-9804,-3845,-36329,84177,-6072,9907,344,217424,-200705,-3115,35660,-20490,3145,1299,-10800,322725,-95472,-79162,594,15138,-14952,1971,14412,-3361,difficult
16000,13834,7119,11602,21205,25611,-10553,40379,3517,11264,-4736,-14089,79888,44913,-5768,-7606,-16742,-21717,-10234,98081,17675,-5853,-13708,-1168,74163,172,-6328,-10215,-20219,-20997,90441,-90122,84397,4534,53168,-97909,-9285,23443,-24003,-18870,1753,-4362,-12006,3034,-6511,-7628,20549,-19829,easy
71455,16522,18725,50759,7158,4276,1044518,103654,-16725,298241,6709,18966,40164,20897,-16225,-36577,-5653,-1139,1075498,42991,-5067,-4823,-3048,-1271,18012,20272,-16111,37059,-4837,-1580,-1004354,1035334,-1057486,-82757,22094,-22719,500,11158,-11044,-334818,31754,41882,-12362,2605,-1789,-20105,-132,-309,difficult
37154,24943,6720,7427,7233,15799,-25765,2426,-4501,-2161,-4982,11073,43734,-20614,-5749,-3554,-5403,-13580,-18734,14959,20666,9491,38574,-8976,-26106,8367,-2422,-1180,-5530,-4091,69499,-62468,-7372,-23040,35573,-6592,-1248,26415,-23088,-1393,13045,-10671,-421,43977,-44104,-24653,4604,4885,easy
44307,13775,8322,4488,4926,8256,-30717,-3818,-4688,6735,4134,-2956,-32720,38398,-2541,15918,6198,-1613,-14433,-1880,-2805,5629,-2866,-2334,-25524,-2869,-6990,3440,-565,196,-2003,18287,-11091,42216,-40278,-989,2147,-264,-4185,9183,-10289,-2189,2064,-9064,2301,1343,-721,2530,difficult
312329,75997,30911,10708,9993,11137,-165060,-65251,-27334,-7976,-8762,-7395,-308718,-54197,-16720,7959,-8719,-7034,-203667,-46151,13161,345,5032,-6044,1411263,67674,32287,163093,5213,53104,-143658,105051,1614930,11054,8046,113825,10614,29881,19126,15935,-7614,162748,43,13751,181,361,990,59148,easy
314073,85209,27420,123185,12919,10146,-301745,-66189,-14026,-69572,-9030,-8748,-303495,-49921,32725,-2465,15557,10472,-310925,-83510,-23654,-51181,-10737,-7610,-296838,-56036,-17274,165499,-50,-848,-1750,-7430,14087,16268,-33589,27474,46751,-56379,6380,67107,-48716,216680,24587,-26294,10687,19220,-18082,6762,difficult
28516,23314,4207,9815,14533,6074,-23366,-18662,5897,-7113,-12064,1797,-22622,-16851,5707,23982,-10058,2247,-10375,4541,1373,1745,-8460,85,63819,-13581,3063,-5300,-12879,-4335,744,12247,74194,1811,21392,-18122,-190,-4334,1690,31095,-22237,-7045,2006,1598,-4419,450,-2162,-4420,easy
386436,31961,19571,122035,7204,8730,-354573,-1635,6357,10472,4199,1103,-278139,-18681,-13360,-67534,-3761,-5021,-310769,-18234,-4557,-52617,5133,-6676,-382441,-15833,-12537,-96662,-1828,-5730,76434,-32630,-71672,-17046,447,2401,-19717,8803,-7980,-78006,14917,-44045,-7960,8894,-6961,-6124,-1655,946,difficult
11865,21348,9911,14546,14184,27556,71976,7691,-8017,-9993,-12533,-18740,-6865,-15127,-2472,-4425,-3429,6955,13340,-17472,-8170,-5759,-8859,4912,-8524,-14415,-6611,-6214,-7879,-12400,-78841,20205,-21864,-22818,-2345,3057,5545,-5698,1559,5568,-1334,-455,9104,-5430,980,25695,-2043,-17312,easy
30294,78968,3767,27769,23280,14102,-22084,-68251,24793,14127,-20867,-2577,111517,74711,785,-4126,-13208,-8447,-24889,-70072,13050,-21773,-19794,-7881,1076,-21116,14587,-23458,-7134,-6375,133601,-136406,25965,142962,-144783,48956,-24008,12265,1537,-18253,-17647,-1685,7659,-6586,12660,-5870,566,1506,difficult
45301,49229,17373,4893,13817,9043,611754,66174,-4013,34666,80107,1109,-38206,-33067,-3930,5664,-10397,-98,23489,1805,649,11953,-11787,-2811,215040,-46033,-15066,308,-8138,-4639,-649960,61695,191551,-99241,34872,-47838,83,4579,-15715,-29002,6289,-11645,-90504,-1390,3649,-1207,-2713,-1828,easy
22541,14508,8817,11035,3630,6550,-7298,19519,-6855,26138,3803,3941,-16798,-885,3841,5810,5807,8064,-16277,12669,-5141,16330,271,-1080,68141,22547,1041,10376,4394,-2395,-9500,521,84418,-20404,13554,9878,10696,-8982,6182,-20328,10520,-5954,2004,-5536,4123,4123,-9144,-1315,difficult
13200,9701,699,3793,3362,10878,-9474,-1845,1442,-1945,2407,10208,-11346,211,1291,8984,-71,6062,68409,7795,3955,587,-888,-7662,-7835,7165,14634,24803,7021,417,-1872,79755,-76244,2056,7584,-630,-151,2664,10679,10929,-8397,24216,-2478,-817,7909,-4146,-13724,8079,easy
17867,18927,9036,10974,7665,9441,-8252,19242,5335,-5115,-1916,-2693,-5922,-10590,-6791,6309,-3370,-1704,-15068,-9576,-3116,44448,1783,-1963,31700,9080,-5942,6780,-2744,-3126,2330,-9146,46768,-29832,1014,18656,-12126,3675,-2826,11424,38139,-37668,-1454,5153,-4527,989,-259,-1163,difficult
142230,10537,10346,8810,4985,9221,351749,11428,-5811,-2859,-1227,2825,-134087,-242,-7958,-4401,3947,16857,268122,100235,2671,17852,11061,-572,-75205,4127,-6368,-3485,725,15055,-485836,402209,-343327,-11670,100477,-96108,-2147,10629,-9039,-1542,22253,-21337,5174,7114,-10336,14032,-17429,15627,easy
43218,20675,19107,7920,23582,14425,-28990,-4547,-16820,-4851,-14580,-7363,-28247,24086,-7347,-2136,-15961,2217,-5578,8427,6820,23603,-13803,-4961,22353,66677,-12948,6758,-12563,-9532,743,22669,27931,28633,-15659,58250,9473,14167,-19768,2715,25739,-16845,-1381,2158,1240,9580,-7178,-4571,difficult
105681,53812,3246,12221,14109,10107,69981,-1303,12707,-4964,-10838,-7699,-78785,-45860,2625,-11540,-9520,-6825,89701,68443,23541,9781,-1353,4491,-39042,1176,6867,-4826,-6768,-6285,-148766,168486,-128743,-44557,114303,-67267,-10082,20916,-16674,-6576,21321,-14607,1318,8167,-5415,874,11316,-10776,easy
74206,20534,39179,73855,20328,6937,554264,26208,20271,-13169,-2039,8336,-66641,2259,-18224,277723,1446,2309,77595,41835,-33549,-47167,-18214,-3614,-66729,16294,20213,1301,26706,15219,-620905,144236,-144324,-23949,39576,-25541,-38495,-15325,53762,290892,-324890,48468,3485,-19660,44920,-6027,-5923,18833,difficult
188638,40706,43034,10295,13579,29338,-132532,-4721,-38236,-6675,-9181,-22967,335139,197655,-29778,31668,15564,-16816,-161193,9843,-38940,-2379,192,-12536,-98650,-26226,-41361,-9327,-11678,-21744,467671,-496332,62543,202376,-187812,-36069,8458,-9162,-2421,38343,-34047,-6948,24745,-15372,-11870,6151,4280,-9208,easy
18045,41106,9195,5134,4140,4697,44378,-26536,-7530,-2721,-3091,-3045,-14529,-18068,3070,11797,17614,9463,-9376,-21956,-4560,11477,-1715,758,-8402,-29260,27433,6285,7894,6018,-58907,5153,974,8468,-3888,-7304,10600,-7630,31993,14518,-320,-5192,20705,-19329,9609,12508,-8705,5260,difficult
95009,44585,47516,188917,12116,9115,-86111,-27153,-34508,17420,-3216,2332,16987,-37584,-40232,-172977,-10972,-5821,148394,-41622,-44243,-180093,-11020,-8375,-52332,-23550,-15821,-30679,-292,-259,103098,131407,-200726,-10431,-4038,18072,-5724,-4011,28422,-190397,-7116,149414,-7756,-48,10728,-8153,-2554,8116,easy
114916,53043,118718,45029,18572,8404,-108425,-43726,-81036,128811,5277,-3342,-90817,-44229,-96589,287044,-10833,8490,-103133,63897,-98513,9390,-13426,5636,-98610,-32331,-72480,100841,209,16801,17608,-12316,4523,-503,108126,-96228,-15553,-1924,26033,158233,-277654,91451,-16110,-2593,13635,11832,-2854,11165,difficult
53033,22877,3455,9099,10617,8189,-37575,-16362,14487,-205,-3611,954,46227,44567,839,-1518,-610,4822,-50000,-20247,-347,-6968,-7734,-5620,-36814,-19206,21429,1211,-4487,4558,83802,-96227,13186,60929,-64814,1041,-13648,-1186,21776,-1313,-5450,8179,3001,-7124,3247,3868,-10442,10178,easy
27960,22045,6312,3588,3444,6602,32479,8061,15977,1481,1124,9255,-20490,-5776,36089,5240,15028,3086,-14649,-11391,-2543,10662,46116,15919,-23037,-8391,-3032,-1268,1437,-1930,-52969,5841,-8388,-13837,-5615,3000,20112,-38632,-489,3759,5422,-11930,13904,31088,-44679,-6169,12833,-17849,difficult
219549,32848,23214,11361,4070,16002,-211445,776,-21668,-7934,5078,-2673,-212350,-26126,-13245,-9329,1549,-2218,-156163,-25090,-20462,-8697,-1564,-11465,-209554,-23093,-18921,-5338,10528,15371,-905,56187,-53391,-26902,1036,1997,8423,-7217,1541,-1395,632,3359,-3529,-3113,12092,455,-9247,26836,easy
184955,35948,14549,54688,5187,7783,-182820,-12888,-12117,-32684,2750,-3786,-160075,-1296,9405,48371,12530,760,-118094,-7482,5459,-3196,-3392,-4155,153639,59645,19344,84003,5631,1253,22745,41981,271733,11592,-6186,67127,21522,-3946,13885,81055,-51567,87199,9780,-15922,9023,4546,-4915,5408,difficult
704229,60968,40190,210873,16010,12460,-685087,-44459,-25586,88258,-3399,1096,-680570,-9378,-24611,168890,-9462,-3663,-101773,81112,-17914,229329,478,4662,81041,14362,-37674,104993,-5179,4965,4517,578797,182814,35081,90490,-66750,975,6697,-19760,80632,60439,-124336,-6063,9940,-5657,-4759,8325,303,easy
43748,6548,4995,4187,3357,5278,31893,11405,13327,3124,772,9744,-22406,16261,655,5744,-641,5877,-41302,4756,-2781,599,1542,2852,-6131,9566,10297,15997,418,-626,-54299,-18896,35171,4856,-11505,4810,-12672,-3436,13078,2620,-5145,15398,-1413,2183,-1124,-3867,-3025,-3478,difficult
