delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
1833511-350951-1021929-122435-1591715-1258670-26136-82001,110736-137916-73101-13777-347442-42591-16962-19196,50240-15638-17980-7680-18481-19976-2865-498,20846-14715-12012-3064-10437-25831-4274-1013,22256-18461-2746-3878-33605-13732-2568-1417,69566-36234-43292-520-14769-15804-1947-603,25121-51439-44857-1033-16277-3949-986-525,47434-34821-27870-206-2451-6733-2032-92,easy,yes
80399-309707-607947-725969-284315-186920-1279315-73526,76659-284477-112034-23642-193195-32335-12712-5487,8914-39109-93635-5039-6294-1936-5022-2680,29499-20835-8668-3109-15110-5418-19635-1643,10712-22091-7903-4185-21506-3592-15431-1158,19058-29588-11109-4107-8405-7084-28553-1623,16905-14375-25959-4454-9484-4048-8222-479,12895-11037-6719-1591-2131-2718-13456-447,difficult,yes
43334-62393-259179-114321-351351-119661-155585-384319,44458-59112-57131-38211-120972-57790-15803-75337,4092-18507-25737-6027-15148-17509-6660-15275,4712-11882-3806-7447-9823-3734-5308-2567,1630-9511-6727-5084-4297-1755-10127-2365,4915-14048-11579-4408-11608-5193-6299-1835,2483-8170-8541-2350-5136-1615-12003-2258,1031-5589-4040-2245-4670-3613-2712-1728,easy,yes
2086103-1411827-446431-694458-51817-140516-131488-207724,196847-442981-150163-89492-29155-33683-60104-27053,41364-58763-57236-583-6442-9536-10284-8414,18484-39295-23437-9699-4133-2178-10694-1980,7912-23328-28465-6669-6652-6004-7035-3351,49180-98928-54307-39339-8224-19459-17472-960,105538-32897-38910-35045-11984-4582-10436-1429,66409-35956-41804-42061-4818-13097-4071-575,difficult,no
1472359-451668-621483-270620-285747-622754-622224-76345,76970-620349-221841-5598-81917-27513-87465-100035,9466-70151-83233-7623-17577-6178-23246-6660,9616-67366-45483-4859-10892-5014-47351-3593,31372-65565-24200-1294-4317-3334-24774-9657,46730-58367-55310-4896-17743-14574-80591-6988,34260-209097-90936-3026-7248-7922-27202-7945,38830-42736-69869-872-6105-6303-34269-10898,easy,no
739112-1320924-2067354-825830-141406-15458-33662-96297,187146-171683-86496-93491-10395-9596-24675-8203,5134-59532-64715-8744-1450-3733-3054-23035,9751-77341-31241-19451-5797-1222-12056-3589,8658-17284-17557-4429-6047-2783-1795-12091,11492-42379-62043-15662-12936-12585-11319-19079,20181-43383-39007-8572-9402-7483-4765-16979,12928-34258-19136-4805-4077-734-1817-17773,difficult,yes
646576-749003-423030-643940-34447-229509-76412-14938,51604-244876-9411-120059-5615-11826-14595-2582,8307-15713-6996-2389-4019-12049-3162-3700,24527-102821-1272-2045-2814-3630-2681-1038,8846-44180-3572-2713-3789-5898-5994-4532,14329-29933-1420-7885-4526-6609-4459-4838,15285-19805-1670-9014-3154-4022-6238-7459,14296-45713-896-1484-2466-1763-3765-3371,easy,yes
216913-683185-1021457-32844-1069993-699416-309052-537383,34846-54142-235419-6179-95584-111327-2257-107739,11050-2646-9830-1660-13583-15834-576-32713,23761-491-33176-2360-14006-20091-898-4739,11187-3503-3655-2006-4314-7106-551-7091,31491-20224-31151-849-5249-8471-778-17957,33952-4867-11286-875-3120-6619-278-6161,29698-3825-13374-1185-1721-2459-248-7033,difficult,yes
506042-434410-438664-142224-573402-28884-1175441-1577168,143022-20699-97072-20174-82291-5583-117601-117650,16172-5343-4971-11996-4808-3423-18101-11307,18565-4128-12769-10120-4905-1278-14512-64202,8243-6231-8937-6434-4981-1684-14978-22045,33123-9616-15136-4962-5916-1134-50935-62253,11831-4413-4898-4087-3037-1218-14803-37619,14380-2852-2540-7479-2202-698-12003-15809,easy,yes
13713-319143-52492-283846-207873-32932-116242-72968,30440-86217-105343-62266-57215-48185-31493-61387,10785-22979-6096-41120-3627-6613-15636-1849,16637-7595-20938-7785-2934-4946-7107-3941,6548-3883-4959-15798-3222-5160-6836-3666,24152-19070-6069-18977-15078-33551-8804-44830,44316-8458-7550-23399-14030-11859-9192-9236,27456-10679-4356-7851-4347-2472-3533-6576,difficult,no
