delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
12106-45954-1705535-24679-18206-19769-43987-31031,11544-37790-361969-29358-39328-34772-105297-22159,13764-8529-68268-4850-10248-7625-13128-16209,22888-40991-19916-8605-4414-4788-23424-3990,7826-23654-34366-20094-8106-10037-36930-4785,26160-32551-12027-8006-15237-6477-10294-6996,19909-15259-11162-8290-7150-7507-5018-1957,14236-20363-6118-7495-6419-2468-10158-672,easy
45954-1705535-24679-18206-19769-43987-31031-11879,37790-361969-29358-39328-34772-105297-22159-31178,8529-68268-4850-10248-7625-13128-16209-11893,40991-19916-8605-4414-4788-23424-3990-16989,23654-34366-20094-8106-10037-36930-4785-4287,32551-12027-8006-15237-6477-10294-6996-23599,15259-11162-8290-7150-7507-5018-1957-4568,20363-6118-7495-6419-2468-10158-672-5671,easy
1705535-24679-18206-19769-43987-31031-11879-27558,361969-29358-39328-34772-105297-22159-31178-18406,68268-4850-10248-7625-13128-16209-11893-9072,19916-8605-4414-4788-23424-3990-16989-6221,34366-20094-8106-10037-36930-4785-4287-5925,12027-8006-15237-6477-10294-6996-23599-3584,11162-8290-7150-7507-5018-1957-4568-1816,6118-7495-6419-2468-10158-672-5671-774,easy
24679-18206-19769-43987-31031-11879-27558-174452,29358-39328-34772-105297-22159-31178-18406-42089,4850-10248-7625-13128-16209-11893-9072-12102,8605-4414-4788-23424-3990-16989-6221-9921,20094-8106-10037-36930-4785-4287-5925-5212,8006-15237-6477-10294-6996-23599-3584-6841,8290-7150-7507-5018-1957-4568-1816-4355,7495-6419-2468-10158-672-5671-774-661,easy
18206-19769-43987-31031-11879-27558-174452-26011,39328-34772-105297-22159-31178-18406-42089-14371,10248-7625-13128-16209-11893-9072-12102-8684,4414-4788-23424-3990-16989-6221-9921-2695,8106-10037-36930-4785-4287-5925-5212-7193,15237-6477-10294-6996-23599-3584-6841-10270,7150-7507-5018-1957-4568-1816-4355-5810,6419-2468-10158-672-5671-774-661-4287,easy
19769-43987-31031-11879-27558-174452-26011-24974,34772-105297-22159-31178-18406-42089-14371-83503,7625-13128-16209-11893-9072-12102-8684-4849,4788-23424-3990-16989-6221-9921-2695-10406,10037-36930-4785-4287-5925-5212-7193-19330,6477-10294-6996-23599-3584-6841-10270-14545,7507-5018-1957-4568-1816-4355-5810-9987,2468-10158-672-5671-774-661-4287-3159,easy
43987-31031-11879-27558-174452-26011-24974-8225,105297-22159-31178-18406-42089-14371-83503-10665,13128-16209-11893-9072-12102-8684-4849-5931,23424-3990-16989-6221-9921-2695-10406-5448,36930-4785-4287-5925-5212-7193-19330-3893,10294-6996-23599-3584-6841-10270-14545-2746,5018-1957-4568-1816-4355-5810-9987-1014,10158-672-5671-774-661-4287-3159-632,easy
31031-11879-27558-174452-26011-24974-8225-3701,22159-31178-18406-42089-14371-83503-10665-22597,16209-11893-9072-12102-8684-4849-5931-20089,3990-16989-6221-9921-2695-10406-5448-15927,4785-4287-5925-5212-7193-19330-3893-9172,6996-23599-3584-6841-10270-14545-2746-7109,1957-4568-1816-4355-5810-9987-1014-3198,672-5671-774-661-4287-3159-632-2583,easy
11879-27558-174452-26011-24974-8225-3701-108037,31178-18406-42089-14371-83503-10665-22597-61644,11893-9072-12102-8684-4849-5931-20089-5317,16989-6221-9921-2695-10406-5448-15927-22689,4287-5925-5212-7193-19330-3893-9172-12261,23599-3584-6841-10270-14545-2746-7109-4828,4568-1816-4355-5810-9987-1014-3198-3442,5671-774-661-4287-3159-632-2583-6061,easy
27558-174452-26011-24974-8225-3701-108037-10874,18406-42089-14371-83503-10665-22597-61644-19505,9072-12102-8684-4849-5931-20089-5317-11952,6221-9921-2695-10406-5448-15927-22689-5846,5925-5212-7193-19330-3893-9172-12261-9597,3584-6841-10270-14545-2746-7109-4828-8465,1816-4355-5810-9987-1014-3198-3442-4197,774-661-4287-3159-632-2583-6061-2814,hard
174452-26011-24974-8225-3701-108037-10874-55409,42089-14371-83503-10665-22597-61644-19505-18578,12102-8684-4849-5931-20089-5317-11952-18100,9921-2695-10406-5448-15927-22689-5846-16946,5212-7193-19330-3893-9172-12261-9597-6669,6841-10270-14545-2746-7109-4828-8465-6349,4355-5810-9987-1014-3198-3442-4197-4584,661-4287-3159-632-2583-6061-2814-2861,easy
26011-24974-8225-3701-108037-10874-55409-68819,14371-83503-10665-22597-61644-19505-18578-35588,8684-4849-5931-20089-5317-11952-18100-16587,2695-10406-5448-15927-22689-5846-16946-13299,7193-19330-3893-9172-12261-9597-6669-11050,10270-14545-2746-7109-4828-8465-6349-17164,5810-9987-1014-3198-3442-4197-4584-2950,4287-3159-632-2583-6061-2814-2861-4152,easy
24974-8225-3701-108037-10874-55409-68819-915646,83503-10665-22597-61644-19505-18578-35588-27998,4849-5931-20089-5317-11952-18100-16587-5456,10406-5448-15927-22689-5846-16946-13299-1105,19330-3893-9172-12261-9597-6669-11050-5181,14545-2746-7109-4828-8465-6349-17164-3174,9987-1014-3198-3442-4197-4584-2950-1765,3159-632-2583-6061-2814-2861-4152-581,easy
8225-3701-108037-10874-55409-68819-915646-43369,10665-22597-61644-19505-18578-35588-27998-94348,5931-20089-5317-11952-18100-16587-5456-22596,5448-15927-22689-5846-16946-13299-1105-6860,3893-9172-12261-9597-6669-11050-5181-11832,2746-7109-4828-8465-6349-17164-3174-13007,1014-3198-3442-4197-4584-2950-1765-4463,632-2583-6061-2814-2861-4152-581-2954,easy
3701-108037-10874-55409-68819-915646-43369-9957,22597-61644-19505-18578-35588-27998-94348-14850,20089-5317-11952-18100-16587-5456-22596-1688,15927-22689-5846-16946-13299-1105-6860-9580,9172-12261-9597-6669-11050-5181-11832-6557,7109-4828-8465-6349-17164-3174-13007-8377,3198-3442-4197-4584-2950-1765-4463-3410,2583-6061-2814-2861-4152-581-2954-1793,easy
108037-10874-55409-68819-915646-43369-9957-13149,61644-19505-18578-35588-27998-94348-14850-19963,5317-11952-18100-16587-5456-22596-1688-12618,22689-5846-16946-13299-1105-6860-9580-2133,12261-9597-6669-11050-5181-11832-6557-5852,4828-8465-6349-17164-3174-13007-8377-11435,3442-4197-4584-2950-1765-4463-3410-4828,6061-2814-2861-4152-581-2954-1793-3018,hard
10874-55409-68819-915646-43369-9957-13149-1933,19505-18578-35588-27998-94348-14850-19963-30803,11952-18100-16587-5456-22596-1688-12618-7090,5846-16946-13299-1105-6860-9580-2133-3841,9597-6669-11050-5181-11832-6557-5852-3934,8465-6349-17164-3174-13007-8377-11435-16786,4197-4584-2950-1765-4463-3410-4828-3691,2814-2861-4152-581-2954-1793-3018-5718,hard
55409-68819-915646-43369-9957-13149-1933-5528,18578-35588-27998-94348-14850-19963-30803-5715,18100-16587-5456-22596-1688-12618-7090-3758,16946-13299-1105-6860-9580-2133-3841-3750,6669-11050-5181-11832-6557-5852-3934-6175,6349-17164-3174-13007-8377-11435-16786-6750,4584-2950-1765-4463-3410-4828-3691-4141,2861-4152-581-2954-1793-3018-5718-1969,hard
68819-915646-43369-9957-13149-1933-5528-7207,35588-27998-94348-14850-19963-30803-5715-24216,16587-5456-22596-1688-12618-7090-3758-11909,13299-1105-6860-9580-2133-3841-3750-3672,11050-5181-11832-6557-5852-3934-6175-12651,17164-3174-13007-8377-11435-16786-6750-8594,2950-1765-4463-3410-4828-3691-4141-2306,4152-581-2954-1793-3018-5718-1969-1541,hard
915646-43369-9957-13149-1933-5528-7207-6689,27998-94348-14850-19963-30803-5715-24216-6412,5456-22596-1688-12618-7090-3758-11909-5110,1105-6860-9580-2133-3841-3750-3672-13036,5181-11832-6557-5852-3934-6175-12651-6403,3174-13007-8377-11435-16786-6750-8594-6616,1765-4463-3410-4828-3691-4141-2306-2837,581-2954-1793-3018-5718-1969-1541-2835,hard
43369-9957-13149-1933-5528-7207-6689-6689,94348-14850-19963-30803-5715-24216-6412-6412,22596-1688-12618-7090-3758-11909-5110-5110,6860-9580-2133-3841-3750-3672-13036-13036,11832-6557-5852-3934-6175-12651-6403-6403,13007-8377-11435-16786-6750-8594-6616-6616,4463-3410-4828-3691-4141-2306-2837-2837,2954-1793-3018-5718-1969-1541-2835-2835,hard
9957-13149-1933-5528-7207-6689-6689-9156,14850-19963-30803-5715-24216-6412-6412-4331,1688-12618-7090-3758-11909-5110-5110-1324,9580-2133-3841-3750-3672-13036-13036-11154,6557-5852-3934-6175-12651-6403-6403-7916,8377-11435-16786-6750-8594-6616-6616-4884,3410-4828-3691-4141-2306-2837-2837-1822,1793-3018-5718-1969-1541-2835-2835-1213,easy
13149-1933-5528-7207-6689-6689-9156-7765,19963-30803-5715-24216-6412-6412-4331-5575,12618-7090-3758-11909-5110-5110-1324-4430,2133-3841-3750-3672-13036-13036-11154-5967,5852-3934-6175-12651-6403-6403-7916-9914,11435-16786-6750-8594-6616-6616-4884-23042,4828-3691-4141-2306-2837-2837-1822-3807,3018-5718-1969-1541-2835-2835-1213-3785,hard
1933-5528-7207-6689-6689-9156-7765-26691,30803-5715-24216-6412-6412-4331-5575-4029,7090-3758-11909-5110-5110-1324-4430-9449,3841-3750-3672-13036-13036-11154-5967-4589,3934-6175-12651-6403-6403-7916-9914-5790,16786-6750-8594-6616-6616-4884-23042-4417,3691-4141-2306-2837-2837-1822-3807-3061,5718-1969-1541-2835-2835-1213-3785-1938,hard
5528-7207-6689-6689-9156-7765-26691-9215,5715-24216-6412-6412-4331-5575-4029-14624,3758-11909-5110-5110-1324-4430-9449-10985,3750-3672-13036-13036-11154-5967-4589-10106,6175-12651-6403-6403-7916-9914-5790-5545,6750-8594-6616-6616-4884-23042-4417-14391,4141-2306-2837-2837-1822-3807-3061-3950,1969-1541-2835-2835-1213-3785-1938-3455,hard
7207-6689-6689-9156-7765-26691-9215-17480,24216-6412-6412-4331-5575-4029-14624-11811,11909-5110-5110-1324-4430-9449-10985-17574,3672-13036-13036-11154-5967-4589-10106-4079,12651-6403-6403-7916-9914-5790-5545-8792,8594-6616-6616-4884-23042-4417-14391-7041,2306-2837-2837-1822-3807-3061-3950-2529,1541-2835-2835-1213-3785-1938-3455-5858,hard
6689-6689-9156-7765-26691-9215-17480-12020,6412-6412-4331-5575-4029-14624-11811-8359,5110-5110-1324-4430-9449-10985-17574-12781,13036-13036-11154-5967-4589-10106-4079-1198,6403-6403-7916-9914-5790-5545-8792-3804,6616-6616-4884-23042-4417-14391-7041-9431,2837-2837-1822-3807-3061-3950-2529-5253,2835-2835-1213-3785-1938-3455-5858-1425,hard
6689-9156-7765-26691-9215-17480-12020-24293,6412-4331-5575-4029-14624-11811-8359-12837,5110-1324-4430-9449-10985-17574-12781-12574,13036-11154-5967-4589-10106-4079-1198-7595,6403-7916-9914-5790-5545-8792-3804-4005,6616-4884-23042-4417-14391-7041-9431-7719,2837-1822-3807-3061-3950-2529-5253-1640,2835-1213-3785-1938-3455-5858-1425-1621,hard
9156-7765-26691-9215-17480-12020-24293-33431,4331-5575-4029-14624-11811-8359-12837-34135,1324-4430-9449-10985-17574-12781-12574-8943,11154-5967-4589-10106-4079-1198-7595-9909,7916-9914-5790-5545-8792-3804-4005-11325,4884-23042-4417-14391-7041-9431-7719-3040,1822-3807-3061-3950-2529-5253-1640-2326,1213-3785-1938-3455-5858-1425-1621-3612,hard
7765-26691-9215-17480-12020-24293-33431-15924,5575-4029-14624-11811-8359-12837-34135-13759,4430-9449-10985-17574-12781-12574-8943-4524,5967-4589-10106-4079-1198-7595-9909-5167,9914-5790-5545-8792-3804-4005-11325-14494,23042-4417-14391-7041-9431-7719-3040-4926,3807-3061-3950-2529-5253-1640-2326-2045,3785-1938-3455-5858-1425-1621-3612-2711,hard
26691-9215-17480-12020-24293-33431-15924-275839,4029-14624-11811-8359-12837-34135-13759-123582,9449-10985-17574-12781-12574-8943-4524-49313,4589-10106-4079-1198-7595-9909-5167-44724,5790-5545-8792-3804-4005-11325-14494-18183,4417-14391-7041-9431-7719-3040-4926-15711,3061-3950-2529-5253-1640-2326-2045-5608,1938-3455-5858-1425-1621-3612-2711-4179,hard
9215-17480-12020-24293-33431-15924-275839-1103833,14624-11811-8359-12837-34135-13759-123582-47234,10985-17574-12781-12574-8943-4524-49313-145,10106-4079-1198-7595-9909-5167-44724-6866,5545-8792-3804-4005-11325-14494-18183-4300,14391-7041-9431-7719-3040-4926-15711-6816,3950-2529-5253-1640-2326-2045-5608-9585,3455-5858-1425-1621-3612-2711-4179-3442,easy
17480-12020-24293-33431-15924-275839-1103833-1318764,11811-8359-12837-34135-13759-123582-47234-67779,17574-12781-12574-8943-4524-49313-145-81710,4079-1198-7595-9909-5167-44724-6866-38856,8792-3804-4005-11325-14494-18183-4300-9912,7041-9431-7719-3040-4926-15711-6816-15683,2529-5253-1640-2326-2045-5608-9585-24557,5858-1425-1621-3612-2711-4179-3442-14128,easy
12020-24293-33431-15924-275839-1103833-1318764-305803,8359-12837-34135-13759-123582-47234-67779-242029,12781-12574-8943-4524-49313-145-81710-94867,1198-7595-9909-5167-44724-6866-38856-27755,3804-4005-11325-14494-18183-4300-9912-7586,9431-7719-3040-4926-15711-6816-15683-26874,5253-1640-2326-2045-5608-9585-24557-47268,1425-1621-3612-2711-4179-3442-14128-19723,easy
24293-33431-15924-275839-1103833-1318764-305803-957674,12837-34135-13759-123582-47234-67779-242029-254587,12574-8943-4524-49313-145-81710-94867-3594,7595-9909-5167-44724-6866-38856-27755-108422,4005-11325-14494-18183-4300-9912-7586-34056,7719-3040-4926-15711-6816-15683-26874-12368,1640-2326-2045-5608-9585-24557-47268-50497,1621-3612-2711-4179-3442-14128-19723-13913,easy
33431-15924-275839-1103833-1318764-305803-957674-1502954,34135-13759-123582-47234-67779-242029-254587-239375,8943-4524-49313-145-81710-94867-3594-123698,9909-5167-44724-6866-38856-27755-108422-34401,11325-14494-18183-4300-9912-7586-34056-40445,3040-4926-15711-6816-15683-26874-12368-37608,2326-2045-5608-9585-24557-47268-50497-24243,3612-2711-4179-3442-14128-19723-13913-14841,easy
15924-275839-1103833-1318764-305803-957674-1502954-871098,13759-123582-47234-67779-242029-254587-239375-142478,4524-49313-145-81710-94867-3594-123698-65718,5167-44724-6866-38856-27755-108422-34401-34009,14494-18183-4300-9912-7586-34056-40445-10019,4926-15711-6816-15683-26874-12368-37608-26994,2045-5608-9585-24557-47268-50497-24243-25787,2711-4179-3442-14128-19723-13913-14841-11886,easy
275839-1103833-1318764-305803-957674-1502954-871098-1456900,123582-47234-67779-242029-254587-239375-142478-141215,49313-145-81710-94867-3594-123698-65718-50136,44724-6866-38856-27755-108422-34401-34009-24411,18183-4300-9912-7586-34056-40445-10019-16269,15711-6816-15683-26874-12368-37608-26994-102458,5608-9585-24557-47268-50497-24243-25787-98845,4179-3442-14128-19723-13913-14841-11886-46196,easy
1103833-1318764-305803-957674-1502954-871098-1456900-302470,47234-67779-242029-254587-239375-142478-141215-57378,145-81710-94867-3594-123698-65718-50136-31882,6866-38856-27755-108422-34401-34009-24411-21761,4300-9912-7586-34056-40445-10019-16269-7784,6816-15683-26874-12368-37608-26994-102458-30899,9585-24557-47268-50497-24243-25787-98845-19675,3442-14128-19723-13913-14841-11886-46196-4588,easy
1318764-305803-957674-1502954-871098-1456900-302470-2379982,67779-242029-254587-239375-142478-141215-57378-199706,81710-94867-3594-123698-65718-50136-31882-42991,38856-27755-108422-34401-34009-24411-21761-23467,9912-7586-34056-40445-10019-16269-7784-13948,15683-26874-12368-37608-26994-102458-30899-44922,24557-47268-50497-24243-25787-98845-19675-62128,14128-19723-13913-14841-11886-46196-4588-29883,easy
305803-957674-1502954-871098-1456900-302470-2379982-743743,242029-254587-239375-142478-141215-57378-199706-184496,94867-3594-123698-65718-50136-31882-42991-3661,27755-108422-34401-34009-24411-21761-23467-7400,7586-34056-40445-10019-16269-7784-13948-3371,26874-12368-37608-26994-102458-30899-44922-22199,47268-50497-24243-25787-98845-19675-62128-23051,19723-13913-14841-11886-46196-4588-29883-4458,easy
957674-1502954-871098-1456900-302470-2379982-743743-752383,254587-239375-142478-141215-57378-199706-184496-78542,3594-123698-65718-50136-31882-42991-3661-26344,108422-34401-34009-24411-21761-23467-7400-31563,34056-40445-10019-16269-7784-13948-3371-9747,12368-37608-26994-102458-30899-44922-22199-5083,50497-24243-25787-98845-19675-62128-23051-11432,13913-14841-11886-46196-4588-29883-4458-22630,easy
1502954-871098-1456900-302470-2379982-743743-752383-714839,239375-142478-141215-57378-199706-184496-78542-114476,123698-65718-50136-31882-42991-3661-26344-10940,34401-34009-24411-21761-23467-7400-31563-6523,40445-10019-16269-7784-13948-3371-9747-4901,37608-26994-102458-30899-44922-22199-5083-25533,24243-25787-98845-19675-62128-23051-11432-13784,14841-11886-46196-4588-29883-4458-22630-10540,easy
871098-1456900-302470-2379982-743743-752383-714839-319478,142478-141215-57378-199706-184496-78542-114476-198598,65718-50136-31882-42991-3661-26344-10940-12930,34009-24411-21761-23467-7400-31563-6523-20394,10019-16269-7784-13948-3371-9747-4901-15297,26994-102458-30899-44922-22199-5083-25533-20847,25787-98845-19675-62128-23051-11432-13784-11571,11886-46196-4588-29883-4458-22630-10540-11024,easy
1456900-302470-2379982-743743-752383-714839-319478-998242,141215-57378-199706-184496-78542-114476-198598-94142,50136-31882-42991-3661-26344-10940-12930-7874,24411-21761-23467-7400-31563-6523-20394-9774,16269-7784-13948-3371-9747-4901-15297-11481,102458-30899-44922-22199-5083-25533-20847-10260,98845-19675-62128-23051-11432-13784-11571-7508,46196-4588-29883-4458-22630-10540-11024-4308,easy
302470-2379982-743743-752383-714839-319478-998242-44522,57378-199706-184496-78542-114476-198598-94142-48262,31882-42991-3661-26344-10940-12930-7874-19155,21761-23467-7400-31563-6523-20394-9774-43796,7784-13948-3371-9747-4901-15297-11481-37407,30899-44922-22199-5083-25533-20847-10260-34968,19675-62128-23051-11432-13784-11571-7508-24405,4588-29883-4458-22630-10540-11024-4308-28591,easy
2379982-743743-752383-714839-319478-998242-44522-831723,199706-184496-78542-114476-198598-94142-48262-140001,42991-3661-26344-10940-12930-7874-19155-15493,23467-7400-31563-6523-20394-9774-43796-52935,13948-3371-9747-4901-15297-11481-37407-18342,44922-22199-5083-25533-20847-10260-34968-13950,62128-23051-11432-13784-11571-7508-24405-24101,29883-4458-22630-10540-11024-4308-28591-28687,easy
743743-752383-714839-319478-998242-44522-831723-112236,184496-78542-114476-198598-94142-48262-140001-60220,3661-26344-10940-12930-7874-19155-15493-17799,7400-31563-6523-20394-9774-43796-52935-7833,3371-9747-4901-15297-11481-37407-18342-13009,22199-5083-25533-20847-10260-34968-13950-21968,23051-11432-13784-11571-7508-24405-24101-15216,4458-22630-10540-11024-4308-28591-28687-8501,easy
752383-714839-319478-998242-44522-831723-112236-25047,78542-114476-198598-94142-48262-140001-60220-19153,26344-10940-12930-7874-19155-15493-17799-11196,31563-6523-20394-9774-43796-52935-7833-10163,9747-4901-15297-11481-37407-18342-13009-26018,5083-25533-20847-10260-34968-13950-21968-28562,11432-13784-11571-7508-24405-24101-15216-7205,22630-10540-11024-4308-28591-28687-8501-17845,easy
714839-319478-998242-44522-831723-112236-25047-542131,114476-198598-94142-48262-140001-60220-19153-168889,10940-12930-7874-19155-15493-17799-11196-14570,6523-20394-9774-43796-52935-7833-10163-3096,4901-15297-11481-37407-18342-13009-26018-56586,25533-20847-10260-34968-13950-21968-28562-35116,13784-11571-7508-24405-24101-15216-7205-6614,10540-11024-4308-28591-28687-8501-17845-11891,hard
319478-998242-44522-831723-112236-25047-542131-128439,198598-94142-48262-140001-60220-19153-168889-7205,12930-7874-19155-15493-17799-11196-14570-4023,20394-9774-43796-52935-7833-10163-3096-17212,15297-11481-37407-18342-13009-26018-56586-6402,20847-10260-34968-13950-21968-28562-35116-8512,11571-7508-24405-24101-15216-7205-6614-8403,11024-4308-28591-28687-8501-17845-11891-2617,hard
998242-44522-831723-112236-25047-542131-128439-2083352,94142-48262-140001-60220-19153-168889-7205-68720,7874-19155-15493-17799-11196-14570-4023-33543,9774-43796-52935-7833-10163-3096-17212-13109,11481-37407-18342-13009-26018-56586-6402-14576,10260-34968-13950-21968-28562-35116-8512-18348,7508-24405-24101-15216-7205-6614-8403-18583,4308-28591-28687-8501-17845-11891-2617-6496,easy
44522-831723-112236-25047-542131-128439-2083352-48665,48262-140001-60220-19153-168889-7205-68720-22412,19155-15493-17799-11196-14570-4023-33543-5815,43796-52935-7833-10163-3096-17212-13109-2517,37407-18342-13009-26018-56586-6402-14576-3168,34968-13950-21968-28562-35116-8512-18348-18748,24405-24101-15216-7205-6614-8403-18583-9594,28591-28687-8501-17845-11891-2617-6496-2909,easy
831723-112236-25047-542131-128439-2083352-48665-269087,140001-60220-19153-168889-7205-68720-22412-38019,15493-17799-11196-14570-4023-33543-5815-20334,52935-7833-10163-3096-17212-13109-2517-21299,18342-13009-26018-56586-6402-14576-3168-28606,13950-21968-28562-35116-8512-18348-18748-30233,24101-15216-7205-6614-8403-18583-9594-23683,28687-8501-17845-11891-2617-6496-2909-47673,easy
112236-25047-542131-128439-2083352-48665-269087-96950,60220-19153-168889-7205-68720-22412-38019-41527,17799-11196-14570-4023-33543-5815-20334-14772,7833-10163-3096-17212-13109-2517-21299-3454,13009-26018-56586-6402-14576-3168-28606-7306,21968-28562-35116-8512-18348-18748-30233-9720,15216-7205-6614-8403-18583-9594-23683-6618,8501-17845-11891-2617-6496-2909-47673-5551,easy
25047-542131-128439-2083352-48665-269087-96950-588011,19153-168889-7205-68720-22412-38019-41527-38616,11196-14570-4023-33543-5815-20334-14772-22996,10163-3096-17212-13109-2517-21299-3454-9117,26018-56586-6402-14576-3168-28606-7306-8502,28562-35116-8512-18348-18748-30233-9720-11573,7205-6614-8403-18583-9594-23683-6618-5780,17845-11891-2617-6496-2909-47673-5551-3496,easy
542131-128439-2083352-48665-269087-96950-588011-282068,168889-7205-68720-22412-38019-41527-38616-65344,14570-4023-33543-5815-20334-14772-22996-18590,3096-17212-13109-2517-21299-3454-9117-1604,56586-6402-14576-3168-28606-7306-8502-5514,35116-8512-18348-18748-30233-9720-11573-6807,6614-8403-18583-9594-23683-6618-5780-7831,11891-2617-6496-2909-47673-5551-3496-3383,easy
128439-2083352-48665-269087-96950-588011-282068-272647,7205-68720-22412-38019-41527-38616-65344-78600,4023-33543-5815-20334-14772-22996-18590-13788,17212-13109-2517-21299-3454-9117-1604-16663,6402-14576-3168-28606-7306-8502-5514-18840,8512-18348-18748-30233-9720-11573-6807-35698,8403-18583-9594-23683-6618-5780-7831-31266,2617-6496-2909-47673-5551-3496-3383-18422,easy
2083352-48665-269087-96950-588011-282068-272647-1670332,68720-22412-38019-41527-38616-65344-78600-204090,33543-5815-20334-14772-22996-18590-13788-16453,13109-2517-21299-3454-9117-1604-16663-15916,14576-3168-28606-7306-8502-5514-18840-14736,18348-18748-30233-9720-11573-6807-35698-23836,18583-9594-23683-6618-5780-7831-31266-15532,6496-2909-47673-5551-3496-3383-18422-13968,easy
48665-269087-96950-588011-282068-272647-1670332-158420,22412-38019-41527-38616-65344-78600-204090-71223,5815-20334-14772-22996-18590-13788-16453-10339,2517-21299-3454-9117-1604-16663-15916-9508,3168-28606-7306-8502-5514-18840-14736-6667,18748-30233-9720-11573-6807-35698-23836-25798,9594-23683-6618-5780-7831-31266-15532-17012,2909-47673-5551-3496-3383-18422-13968-7606,easy
269087-96950-588011-282068-272647-1670332-158420-366968,38019-41527-38616-65344-78600-204090-71223-2934,20334-14772-22996-18590-13788-16453-10339-10384,21299-3454-9117-1604-16663-15916-9508-1398,28606-7306-8502-5514-18840-14736-6667-5291,30233-9720-11573-6807-35698-23836-25798-5884,23683-6618-5780-7831-31266-15532-17012-6370,47673-5551-3496-3383-18422-13968-7606-1814,easy
96950-588011-282068-272647-1670332-158420-366968-237437,41527-38616-65344-78600-204090-71223-2934-44661,14772-22996-18590-13788-16453-10339-10384-7435,3454-9117-1604-16663-15916-9508-1398-779,7306-8502-5514-18840-14736-6667-5291-6575,9720-11573-6807-35698-23836-25798-5884-13291,6618-5780-7831-31266-15532-17012-6370-6993,5551-3496-3383-18422-13968-7606-1814-2253,easy
588011-282068-272647-1670332-158420-366968-237437-13835,38616-65344-78600-204090-71223-2934-44661-8171,22996-18590-13788-16453-10339-10384-7435-1287,9117-1604-16663-15916-9508-1398-779-6131,8502-5514-18840-14736-6667-5291-6575-3115,11573-6807-35698-23836-25798-5884-13291-7872,5780-7831-31266-15532-17012-6370-6993-4800,3496-3383-18422-13968-7606-1814-2253-3106,easy
282068-272647-1670332-158420-366968-237437-13835-380165,65344-78600-204090-71223-2934-44661-8171-785027,18590-13788-16453-10339-10384-7435-1287-71419,1604-16663-15916-9508-1398-779-6131-44638,5514-18840-14736-6667-5291-6575-3115-73418,6807-35698-23836-25798-5884-13291-7872-42486,7831-31266-15532-17012-6370-6993-4800-52254,3383-18422-13968-7606-1814-2253-3106-33863,easy
272647-1670332-158420-366968-237437-13835-380165-1573441,78600-204090-71223-2934-44661-8171-785027-113464,13788-16453-10339-10384-7435-1287-71419-46714,16663-15916-9508-1398-779-6131-44638-21450,18840-14736-6667-5291-6575-3115-73418-12225,35698-23836-25798-5884-13291-7872-42486-44072,31266-15532-17012-6370-6993-4800-52254-46844,18422-13968-7606-1814-2253-3106-33863-9976,easy
1670332-158420-366968-237437-13835-380165-1573441-326363,204090-71223-2934-44661-8171-785027-113464-185117,16453-10339-10384-7435-1287-71419-46714-3599,15916-9508-1398-779-6131-44638-21450-30520,14736-6667-5291-6575-3115-73418-12225-47001,23836-25798-5884-13291-7872-42486-44072-29006,15532-17012-6370-6993-4800-52254-46844-9498,13968-7606-1814-2253-3106-33863-9976-16463,easy
158420-366968-237437-13835-380165-1573441-326363-17063,71223-2934-44661-8171-785027-113464-185117-22546,10339-10384-7435-1287-71419-46714-3599-11039,9508-1398-779-6131-44638-21450-30520-11003,6667-5291-6575-3115-73418-12225-47001-2789,25798-5884-13291-7872-42486-44072-29006-4618,17012-6370-6993-4800-52254-46844-9498-4145,7606-1814-2253-3106-33863-9976-16463-2038,easy
366968-237437-13835-380165-1573441-326363-17063-349148,2934-44661-8171-785027-113464-185117-22546-117211,10384-7435-1287-71419-46714-3599-11039-25414,1398-779-6131-44638-21450-30520-11003-17625,5291-6575-3115-73418-12225-47001-2789-11829,5884-13291-7872-42486-44072-29006-4618-13035,6370-6993-4800-52254-46844-9498-4145-16609,1814-2253-3106-33863-9976-16463-2038-12733,easy
237437-13835-380165-1573441-326363-17063-349148-61348,44661-8171-785027-113464-185117-22546-117211-15193,7435-1287-71419-46714-3599-11039-25414-6791,779-6131-44638-21450-30520-11003-17625-5232,6575-3115-73418-12225-47001-2789-11829-6724,13291-7872-42486-44072-29006-4618-13035-14782,6993-4800-52254-46844-9498-4145-16609-6740,2253-3106-33863-9976-16463-2038-12733-4537,easy
13835-380165-1573441-326363-17063-349148-61348-491698,8171-785027-113464-185117-22546-117211-15193-46466,1287-71419-46714-3599-11039-25414-6791-2920,6131-44638-21450-30520-11003-17625-5232-20279,3115-73418-12225-47001-2789-11829-6724-2897,7872-42486-44072-29006-4618-13035-14782-2867,4800-52254-46844-9498-4145-16609-6740-4386,3106-33863-9976-16463-2038-12733-4537-1273,easy
380165-1573441-326363-17063-349148-61348-491698-991599,785027-113464-185117-22546-117211-15193-46466-115314,71419-46714-3599-11039-25414-6791-2920-14307,44638-21450-30520-11003-17625-5232-20279-6117,73418-12225-47001-2789-11829-6724-2897-7667,42486-44072-29006-4618-13035-14782-2867-27458,52254-46844-9498-4145-16609-6740-4386-16258,33863-9976-16463-2038-12733-4537-1273-7787,easy
