delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
11183-57218-41329-470177-80406-2594757-118452-33403,3290-25395-56955-53044-16029-54906-73108-21803,890-7192-12646-2807-11786-61261-68607-21551,865-7945-15412-16999-5196-28581-17152-25093,334-3805-3628-14331-2447-29854-9045-3408,1363-5325-7943-19070-2753-16193-35027-6656,455-5972-2770-6311-1703-18243-23424-7664,400-2075-1492-3037-3466-12885-18819-3284,easy
57218-41329-470177-80406-2594757-118452-33403-84878,25395-56955-53044-16029-54906-73108-21803-39768,7192-12646-2807-11786-61261-68607-21551-16787,7945-15412-16999-5196-28581-17152-25093-14922,3805-3628-14331-2447-29854-9045-3408-22815,5325-7943-19070-2753-16193-35027-6656-18145,5972-2770-6311-1703-18243-23424-7664-8112,2075-1492-3037-3466-12885-18819-3284-1967,easy
41329-470177-80406-2594757-118452-33403-84878-87164,56955-53044-16029-54906-73108-21803-39768-27779,12646-2807-11786-61261-68607-21551-16787-10044,15412-16999-5196-28581-17152-25093-14922-2223,3628-14331-2447-29854-9045-3408-22815-5744,7943-19070-2753-16193-35027-6656-18145-1772,2770-6311-1703-18243-23424-7664-8112-2114,1492-3037-3466-12885-18819-3284-1967-2592,easy
470177-80406-2594757-118452-33403-84878-87164-170807,53044-16029-54906-73108-21803-39768-27779-21173,2807-11786-61261-68607-21551-16787-10044-26664,16999-5196-28581-17152-25093-14922-2223-16154,14331-2447-29854-9045-3408-22815-5744-15864,19070-2753-16193-35027-6656-18145-1772-13394,6311-1703-18243-23424-7664-8112-2114-14906,3037-3466-12885-18819-3284-1967-2592-5262,easy
80406-2594757-118452-33403-84878-87164-170807-125463,16029-54906-73108-21803-39768-27779-21173-75497,11786-61261-68607-21551-16787-10044-26664-17765,5196-28581-17152-25093-14922-2223-16154-10354,2447-29854-9045-3408-22815-5744-15864-2104,2753-16193-35027-6656-18145-1772-13394-5729,1703-18243-23424-7664-8112-2114-14906-3053,3466-12885-18819-3284-1967-2592-5262-2301,easy
2594757-118452-33403-84878-87164-170807-125463-37249,54906-73108-21803-39768-27779-21173-75497-18548,61261-68607-21551-16787-10044-26664-17765-10641,28581-17152-25093-14922-2223-16154-10354-14365,29854-9045-3408-22815-5744-15864-2104-9434,16193-35027-6656-18145-1772-13394-5729-7182,18243-23424-7664-8112-2114-14906-3053-4690,12885-18819-3284-1967-2592-5262-2301-5705,easy
118452-33403-84878-87164-170807-125463-37249-46326,73108-21803-39768-27779-21173-75497-18548-18363,68607-21551-16787-10044-26664-17765-10641-19676,17152-25093-14922-2223-16154-10354-14365-3276,9045-3408-22815-5744-15864-2104-9434-7408,35027-6656-18145-1772-13394-5729-7182-7586,23424-7664-8112-2114-14906-3053-4690-6382,18819-3284-1967-2592-5262-2301-5705-3689,easy
33403-84878-87164-170807-125463-37249-46326-123403,21803-39768-27779-21173-75497-18548-18363-2969,21551-16787-10044-26664-17765-10641-19676-606,25093-14922-2223-16154-10354-14365-3276-4740,3408-22815-5744-15864-2104-9434-7408-1433,6656-18145-1772-13394-5729-7182-7586-3312,7664-8112-2114-14906-3053-4690-6382-1490,3284-1967-2592-5262-2301-5705-3689-1126,easy
84878-87164-170807-125463-37249-46326-123403-43990,39768-27779-21173-75497-18548-18363-2969-15887,16787-10044-26664-17765-10641-19676-606-12579,14922-2223-16154-10354-14365-3276-4740-2582,22815-5744-15864-2104-9434-7408-1433-1702,18145-1772-13394-5729-7182-7586-3312-4120,8112-2114-14906-3053-4690-6382-1490-3469,1967-2592-5262-2301-5705-3689-1126-1476,easy
87164-170807-125463-37249-46326-123403-43990-108135,27779-21173-75497-18548-18363-2969-15887-98482,10044-26664-17765-10641-19676-606-12579-31052,2223-16154-10354-14365-3276-4740-2582-2426,5744-15864-2104-9434-7408-1433-1702-18547,1772-13394-5729-7182-7586-3312-4120-9342,2114-14906-3053-4690-6382-1490-3469-7735,2592-5262-2301-5705-3689-1126-1476-7751,easy
170807-125463-37249-46326-123403-43990-108135-357579,21173-75497-18548-18363-2969-15887-98482-37860,26664-17765-10641-19676-606-12579-31052-3846,16154-10354-14365-3276-4740-2582-2426-4310,15864-2104-9434-7408-1433-1702-18547-4593,13394-5729-7182-7586-3312-4120-9342-5361,14906-3053-4690-6382-1490-3469-7735-3669,5262-2301-5705-3689-1126-1476-7751-3639,easy
125463-37249-46326-123403-43990-108135-357579-15152,75497-18548-18363-2969-15887-98482-37860-20011,17765-10641-19676-606-12579-31052-3846-2409,10354-14365-3276-4740-2582-2426-4310-3000,2104-9434-7408-1433-1702-18547-4593-4254,5729-7182-7586-3312-4120-9342-5361-2272,3053-4690-6382-1490-3469-7735-3669-1630,2301-5705-3689-1126-1476-7751-3639-1456,easy
37249-46326-123403-43990-108135-357579-15152-171936,18548-18363-2969-15887-98482-37860-20011-15474,10641-19676-606-12579-31052-3846-2409-7891,14365-3276-4740-2582-2426-4310-3000-10440,9434-7408-1433-1702-18547-4593-4254-6548,7182-7586-3312-4120-9342-5361-2272-6365,4690-6382-1490-3469-7735-3669-1630-4151,5705-3689-1126-1476-7751-3639-1456-8339,easy
46326-123403-43990-108135-357579-15152-171936-36865,18363-2969-15887-98482-37860-20011-15474-109943,19676-606-12579-31052-3846-2409-7891-13523,3276-4740-2582-2426-4310-3000-10440-7275,7408-1433-1702-18547-4593-4254-6548-11337,7586-3312-4120-9342-5361-2272-6365-23584,6382-1490-3469-7735-3669-1630-4151-5391,3689-1126-1476-7751-3639-1456-8339-4475,easy
123403-43990-108135-357579-15152-171936-36865-57541,2969-15887-98482-37860-20011-15474-109943-789,606-12579-31052-3846-2409-7891-13523-929,4740-2582-2426-4310-3000-10440-7275-377,1433-1702-18547-4593-4254-6548-11337-1139,3312-4120-9342-5361-2272-6365-23584-1315,1490-3469-7735-3669-1630-4151-5391-391,1126-1476-7751-3639-1456-8339-4475-558,easy
43990-108135-357579-15152-171936-36865-57541-16580,15887-98482-37860-20011-15474-109943-789-21551,12579-31052-3846-2409-7891-13523-929-14789,2582-2426-4310-3000-10440-7275-377-7946,1702-18547-4593-4254-6548-11337-1139-7547,4120-9342-5361-2272-6365-23584-1315-10521,3469-7735-3669-1630-4151-5391-391-3255,1476-7751-3639-1456-8339-4475-558-3979,easy
108135-357579-15152-171936-36865-57541-16580-57367,98482-37860-20011-15474-109943-789-21551-23104,31052-3846-2409-7891-13523-929-14789-15689,2426-4310-3000-10440-7275-377-7946-9821,18547-4593-4254-6548-11337-1139-7547-20948,9342-5361-2272-6365-23584-1315-10521-8894,7735-3669-1630-4151-5391-391-3255-4543,7751-3639-1456-8339-4475-558-3979-2587,easy
357579-15152-171936-36865-57541-16580-57367-114194,37860-20011-15474-109943-789-21551-23104-37366,3846-2409-7891-13523-929-14789-15689-24218,4310-3000-10440-7275-377-7946-9821-12899,4593-4254-6548-11337-1139-7547-20948-6674,5361-2272-6365-23584-1315-10521-8894-6098,3669-1630-4151-5391-391-3255-4543-9146,3639-1456-8339-4475-558-3979-2587-5930,easy
15152-171936-36865-57541-16580-57367-114194-20487,20011-15474-109943-789-21551-23104-37366-6007,2409-7891-13523-929-14789-15689-24218-4254,3000-10440-7275-377-7946-9821-12899-8568,4254-6548-11337-1139-7547-20948-6674-14633,2272-6365-23584-1315-10521-8894-6098-8898,1630-4151-5391-391-3255-4543-9146-9542,1456-8339-4475-558-3979-2587-5930-3898,easy
171936-36865-57541-16580-57367-114194-20487-48612,15474-109943-789-21551-23104-37366-6007-6003,7891-13523-929-14789-15689-24218-4254-2049,10440-7275-377-7946-9821-12899-8568-10284,6548-11337-1139-7547-20948-6674-14633-2531,6365-23584-1315-10521-8894-6098-8898-8179,4151-5391-391-3255-4543-9146-9542-19143,8339-4475-558-3979-2587-5930-3898-8408,hard
36865-57541-16580-57367-114194-20487-48612-93912,109943-789-21551-23104-37366-6007-6003-23202,13523-929-14789-15689-24218-4254-2049-7215,7275-377-7946-9821-12899-8568-10284-6277,11337-1139-7547-20948-6674-14633-2531-1810,23584-1315-10521-8894-6098-8898-8179-9778,5391-391-3255-4543-9146-9542-19143-7398,4475-558-3979-2587-5930-3898-8408-4132,easy
57541-16580-57367-114194-20487-48612-93912-11991,789-21551-23104-37366-6007-6003-23202-10496,929-14789-15689-24218-4254-2049-7215-2650,377-7946-9821-12899-8568-10284-6277-2554,1139-7547-20948-6674-14633-2531-1810-3716,1315-10521-8894-6098-8898-8179-9778-4527,391-3255-4543-9146-9542-19143-7398-2539,558-3979-2587-5930-3898-8408-4132-1150,easy
16580-57367-114194-20487-48612-93912-11991-20805,21551-23104-37366-6007-6003-23202-10496-24581,14789-15689-24218-4254-2049-7215-2650-5323,7946-9821-12899-8568-10284-6277-2554-12542,7547-20948-6674-14633-2531-1810-3716-2439,10521-8894-6098-8898-8179-9778-4527-8263,3255-4543-9146-9542-19143-7398-2539-6853,3979-2587-5930-3898-8408-4132-1150-4547,easy
57367-114194-20487-48612-93912-11991-20805-30574,23104-37366-6007-6003-23202-10496-24581-5759,15689-24218-4254-2049-7215-2650-5323-2046,9821-12899-8568-10284-6277-2554-12542-2996,20948-6674-14633-2531-1810-3716-2439-9766,8894-6098-8898-8179-9778-4527-8263-7899,4543-9146-9542-19143-7398-2539-6853-5022,2587-5930-3898-8408-4132-1150-4547-2870,easy
114194-20487-48612-93912-11991-20805-30574-48779,37366-6007-6003-23202-10496-24581-5759-12431,24218-4254-2049-7215-2650-5323-2046-856,12899-8568-10284-6277-2554-12542-2996-15330,6674-14633-2531-1810-3716-2439-9766-15387,6098-8898-8179-9778-4527-8263-7899-7797,9146-9542-19143-7398-2539-6853-5022-16206,5930-3898-8408-4132-1150-4547-2870-10062,easy
20487-48612-93912-11991-20805-30574-48779-38315,6007-6003-23202-10496-24581-5759-12431-33826,4254-2049-7215-2650-5323-2046-856-4329,8568-10284-6277-2554-12542-2996-15330-3107,14633-2531-1810-3716-2439-9766-15387-3465,8898-8179-9778-4527-8263-7899-7797-3194,9542-19143-7398-2539-6853-5022-16206-3075,3898-8408-4132-1150-4547-2870-10062-2402,easy
48612-93912-11991-20805-30574-48779-38315-18257,6003-23202-10496-24581-5759-12431-33826-3732,2049-7215-2650-5323-2046-856-4329-4560,10284-6277-2554-12542-2996-15330-3107-2985,2531-1810-3716-2439-9766-15387-3465-2956,8179-9778-4527-8263-7899-7797-3194-4138,19143-7398-2539-6853-5022-16206-3075-2599,8408-4132-1150-4547-2870-10062-2402-1056,easy
93912-11991-20805-30574-48779-38315-18257-47010,23202-10496-24581-5759-12431-33826-3732-7962,7215-2650-5323-2046-856-4329-4560-30984,6277-2554-12542-2996-15330-3107-2985-10211,1810-3716-2439-9766-15387-3465-2956-8268,9778-4527-8263-7899-7797-3194-4138-12904,7398-2539-6853-5022-16206-3075-2599-6263,4132-1150-4547-2870-10062-2402-1056-4640,easy
11991-20805-30574-48779-38315-18257-47010-34136,10496-24581-5759-12431-33826-3732-7962-30685,2650-5323-2046-856-4329-4560-30984-4465,2554-12542-2996-15330-3107-2985-10211-53916,3716-2439-9766-15387-3465-2956-8268-20638,4527-8263-7899-7797-3194-4138-12904-9398,2539-6853-5022-16206-3075-2599-6263-4721,1150-4547-2870-10062-2402-1056-4640-5332,easy
20805-30574-48779-38315-18257-47010-34136-11512,24581-5759-12431-33826-3732-7962-30685-23214,5323-2046-856-4329-4560-30984-4465-10542,12542-2996-15330-3107-2985-10211-53916-12109,2439-9766-15387-3465-2956-8268-20638-9301,8263-7899-7797-3194-4138-12904-9398-4543,6853-5022-16206-3075-2599-6263-4721-7363,4547-2870-10062-2402-1056-4640-5332-4592,easy
30574-48779-38315-18257-47010-34136-11512-42310,5759-12431-33826-3732-7962-30685-23214-10290,2046-856-4329-4560-30984-4465-10542-6658,2996-15330-3107-2985-10211-53916-12109-10074,9766-15387-3465-2956-8268-20638-9301-4910,7899-7797-3194-4138-12904-9398-4543-4230,5022-16206-3075-2599-6263-4721-7363-3510,2870-10062-2402-1056-4640-5332-4592-3880,easy
48779-38315-18257-47010-34136-11512-42310-47635,12431-33826-3732-7962-30685-23214-10290-45485,856-4329-4560-30984-4465-10542-6658-9430,15330-3107-2985-10211-53916-12109-10074-13536,15387-3465-2956-8268-20638-9301-4910-12473,7797-3194-4138-12904-9398-4543-4230-31671,16206-3075-2599-6263-4721-7363-3510-6857,10062-2402-1056-4640-5332-4592-3880-5880,easy
38315-18257-47010-34136-11512-42310-47635-48923,33826-3732-7962-30685-23214-10290-45485-22025,4329-4560-30984-4465-10542-6658-9430-15407,3107-2985-10211-53916-12109-10074-13536-14077,3465-2956-8268-20638-9301-4910-12473-13639,3194-4138-12904-9398-4543-4230-31671-13841,3075-2599-6263-4721-7363-3510-6857-8804,2402-1056-4640-5332-4592-3880-5880-4500,easy
18257-47010-34136-11512-42310-47635-48923-45191,3732-7962-30685-23214-10290-45485-22025-36936,4560-30984-4465-10542-6658-9430-15407-2085,2985-10211-53916-12109-10074-13536-14077-5151,2956-8268-20638-9301-4910-12473-13639-5754,4138-12904-9398-4543-4230-31671-13841-7781,2599-6263-4721-7363-3510-6857-8804-5313,1056-4640-5332-4592-3880-5880-4500-5455,easy
47010-34136-11512-42310-47635-48923-45191-11207,7962-30685-23214-10290-45485-22025-36936-19644,30984-4465-10542-6658-9430-15407-2085-14127,10211-53916-12109-10074-13536-14077-5151-16365,8268-20638-9301-4910-12473-13639-5754-11024,12904-9398-4543-4230-31671-13841-7781-13607,6263-4721-7363-3510-6857-8804-5313-5922,4640-5332-4592-3880-5880-4500-5455-5611,easy
34136-11512-42310-47635-48923-45191-11207-7496,30685-23214-10290-45485-22025-36936-19644-2832,4465-10542-6658-9430-15407-2085-14127-11826,53916-12109-10074-13536-14077-5151-16365-7076,20638-9301-4910-12473-13639-5754-11024-2328,9398-4543-4230-31671-13841-7781-13607-5299,4721-7363-3510-6857-8804-5313-5922-1786,5332-4592-3880-5880-4500-5455-5611-827,easy
11512-42310-47635-48923-45191-11207-7496-26742,23214-10290-45485-22025-36936-19644-2832-27302,10542-6658-9430-15407-2085-14127-11826-10506,12109-10074-13536-14077-5151-16365-7076-16054,9301-4910-12473-13639-5754-11024-2328-3279,4543-4230-31671-13841-7781-13607-5299-4257,7363-3510-6857-8804-5313-5922-1786-2203,4592-3880-5880-4500-5455-5611-827-1083,easy
42310-47635-48923-45191-11207-7496-26742-313130,10290-45485-22025-36936-19644-2832-27302-233764,6658-9430-15407-2085-14127-11826-10506-3177,10074-13536-14077-5151-16365-7076-16054-62260,4910-12473-13639-5754-11024-2328-3279-8144,4230-31671-13841-7781-13607-5299-4257-14707,3510-6857-8804-5313-5922-1786-2203-8081,3880-5880-4500-5455-5611-827-1083-6713,hard
47635-48923-45191-11207-7496-26742-313130-38755,45485-22025-36936-19644-2832-27302-233764-112507,9430-15407-2085-14127-11826-10506-3177-10290,13536-14077-5151-16365-7076-16054-62260-40335,12473-13639-5754-11024-2328-3279-8144-19263,31671-13841-7781-13607-5299-4257-14707-14500,6857-8804-5313-5922-1786-2203-8081-4606,5880-4500-5455-5611-827-1083-6713-3524,easy
48923-45191-11207-7496-26742-313130-38755-161634,22025-36936-19644-2832-27302-233764-112507-26020,15407-2085-14127-11826-10506-3177-10290-4429,14077-5151-16365-7076-16054-62260-40335-5552,13639-5754-11024-2328-3279-8144-19263-4205,13841-7781-13607-5299-4257-14707-14500-1937,8804-5313-5922-1786-2203-8081-4606-1813,4500-5455-5611-827-1083-6713-3524-1270,easy
45191-11207-7496-26742-313130-38755-161634-226755,36936-19644-2832-27302-233764-112507-26020-109835,2085-14127-11826-10506-3177-10290-4429-27026,5151-16365-7076-16054-62260-40335-5552-31204,5754-11024-2328-3279-8144-19263-4205-47254,7781-13607-5299-4257-14707-14500-1937-13643,5313-5922-1786-2203-8081-4606-1813-4716,5455-5611-827-1083-6713-3524-1270-6141,easy
11207-7496-26742-313130-38755-161634-226755-17431,19644-2832-27302-233764-112507-26020-109835-13388,14127-11826-10506-3177-10290-4429-27026-16425,16365-7076-16054-62260-40335-5552-31204-18065,11024-2328-3279-8144-19263-4205-47254-5683,13607-5299-4257-14707-14500-1937-13643-10532,5922-1786-2203-8081-4606-1813-4716-5653,5611-827-1083-6713-3524-1270-6141-6837,easy
7496-26742-313130-38755-161634-226755-17431-324726,2832-27302-233764-112507-26020-109835-13388-52943,11826-10506-3177-10290-4429-27026-16425-16274,7076-16054-62260-40335-5552-31204-18065-6147,2328-3279-8144-19263-4205-47254-5683-4149,5299-4257-14707-14500-1937-13643-10532-10339,1786-2203-8081-4606-1813-4716-5653-12976,827-1083-6713-3524-1270-6141-6837-1906,easy
26742-313130-38755-161634-226755-17431-324726-159248,27302-233764-112507-26020-109835-13388-52943-41130,10506-3177-10290-4429-27026-16425-16274-5310,16054-62260-40335-5552-31204-18065-6147-11855,3279-8144-19263-4205-47254-5683-4149-3164,4257-14707-14500-1937-13643-10532-10339-2185,2203-8081-4606-1813-4716-5653-12976-3404,1083-6713-3524-1270-6141-6837-1906-1351,easy
313130-38755-161634-226755-17431-324726-159248-113939,233764-112507-26020-109835-13388-52943-41130-63633,3177-10290-4429-27026-16425-16274-5310-3877,62260-40335-5552-31204-18065-6147-11855-46061,8144-19263-4205-47254-5683-4149-3164-7380,14707-14500-1937-13643-10532-10339-2185-8228,8081-4606-1813-4716-5653-12976-3404-6610,6713-3524-1270-6141-6837-1906-1351-6459,easy
38755-161634-226755-17431-324726-159248-113939-51863,112507-26020-109835-13388-52943-41130-63633-80222,10290-4429-27026-16425-16274-5310-3877-27494,40335-5552-31204-18065-6147-11855-46061-20134,19263-4205-47254-5683-4149-3164-7380-4579,14500-1937-13643-10532-10339-2185-8228-7591,4606-1813-4716-5653-12976-3404-6610-5358,3524-1270-6141-6837-1906-1351-6459-7505,easy
161634-226755-17431-324726-159248-113939-51863-51863,26020-109835-13388-52943-41130-63633-80222-80222,4429-27026-16425-16274-5310-3877-27494-27494,5552-31204-18065-6147-11855-46061-20134-20134,4205-47254-5683-4149-3164-7380-4579-4579,1937-13643-10532-10339-2185-8228-7591-7591,1813-4716-5653-12976-3404-6610-5358-5358,1270-6141-6837-1906-1351-6459-7505-7505,easy
226755-17431-324726-159248-113939-51863-51863-35306,109835-13388-52943-41130-63633-80222-80222-17754,27026-16425-16274-5310-3877-27494-27494-1859,31204-18065-6147-11855-46061-20134-20134-7802,47254-5683-4149-3164-7380-4579-4579-1473,13643-10532-10339-2185-8228-7591-7591-2507,4716-5653-12976-3404-6610-5358-5358-1350,6141-6837-1906-1351-6459-7505-7505-2222,hard
17431-324726-159248-113939-51863-51863-35306-26414,13388-52943-41130-63633-80222-80222-17754-8054,16425-16274-5310-3877-27494-27494-1859-3280,18065-6147-11855-46061-20134-20134-7802-3722,5683-4149-3164-7380-4579-4579-1473-5588,10532-10339-2185-8228-7591-7591-2507-26248,5653-12976-3404-6610-5358-5358-1350-11063,6837-1906-1351-6459-7505-7505-2222-5954,easy
324726-159248-113939-51863-51863-35306-26414-48022,52943-41130-63633-80222-80222-17754-8054-64334,16274-5310-3877-27494-27494-1859-3280-28290,6147-11855-46061-20134-20134-7802-3722-11012,4149-3164-7380-4579-4579-1473-5588-42640,10339-2185-8228-7591-7591-2507-26248-16942,12976-3404-6610-5358-5358-1350-11063-4495,1906-1351-6459-7505-7505-2222-5954-5808,easy
159248-113939-51863-51863-35306-26414-48022-1452196,41130-63633-80222-80222-17754-8054-64334-92773,5310-3877-27494-27494-1859-3280-28290-33628,11855-46061-20134-20134-7802-3722-11012-27139,3164-7380-4579-4579-1473-5588-42640-12792,2185-8228-7591-7591-2507-26248-16942-11308,3404-6610-5358-5358-1350-11063-4495-8235,1351-6459-7505-7505-2222-5954-5808-13328,easy
113939-51863-51863-35306-26414-48022-1452196-22805,63633-80222-80222-17754-8054-64334-92773-38696,3877-27494-27494-1859-3280-28290-33628-1283,46061-20134-20134-7802-3722-11012-27139-3768,7380-4579-4579-1473-5588-42640-12792-3029,8228-7591-7591-2507-26248-16942-11308-2574,6610-5358-5358-1350-11063-4495-8235-1969,6459-7505-7505-2222-5954-5808-13328-851,easy
51863-51863-35306-26414-48022-1452196-22805-266511,80222-80222-17754-8054-64334-92773-38696-77291,27494-27494-1859-3280-28290-33628-1283-22147,20134-20134-7802-3722-11012-27139-3768-18125,4579-4579-1473-5588-42640-12792-3029-12367,7591-7591-2507-26248-16942-11308-2574-11750,5358-5358-1350-11063-4495-8235-1969-4474,7505-7505-2222-5954-5808-13328-851-4562,easy
51863-35306-26414-48022-1452196-22805-266511-569228,80222-17754-8054-64334-92773-38696-77291-123834,27494-1859-3280-28290-33628-1283-22147-25558,20134-7802-3722-11012-27139-3768-18125-18151,4579-1473-5588-42640-12792-3029-12367-6451,7591-2507-26248-16942-11308-2574-11750-11988,5358-1350-11063-4495-8235-1969-4474-9101,7505-2222-5954-5808-13328-851-4562-6100,easy
35306-26414-48022-1452196-22805-266511-569228-349729,17754-8054-64334-92773-38696-77291-123834-23111,1859-3280-28290-33628-1283-22147-25558-16073,7802-3722-11012-27139-3768-18125-18151-11395,1473-5588-42640-12792-3029-12367-6451-29699,2507-26248-16942-11308-2574-11750-11988-14088,1350-11063-4495-8235-1969-4474-9101-8337,2222-5954-5808-13328-851-4562-6100-4748,hard
26414-48022-1452196-22805-266511-569228-349729-30877,8054-64334-92773-38696-77291-123834-23111-108119,3280-28290-33628-1283-22147-25558-16073-6974,3722-11012-27139-3768-18125-18151-11395-6924,5588-42640-12792-3029-12367-6451-29699-5582,26248-16942-11308-2574-11750-11988-14088-6404,11063-4495-8235-1969-4474-9101-8337-4739,5954-5808-13328-851-4562-6100-4748-3108,easy
48022-1452196-22805-266511-569228-349729-30877-95102,64334-92773-38696-77291-123834-23111-108119-128528,28290-33628-1283-22147-25558-16073-6974-5227,11012-27139-3768-18125-18151-11395-6924-30158,42640-12792-3029-12367-6451-29699-5582-24801,16942-11308-2574-11750-11988-14088-6404-8095,4495-8235-1969-4474-9101-8337-4739-3637,5808-13328-851-4562-6100-4748-3108-3878,easy
1452196-22805-266511-569228-349729-30877-95102-51067,92773-38696-77291-123834-23111-108119-128528-12388,33628-1283-22147-25558-16073-6974-5227-4339,27139-3768-18125-18151-11395-6924-30158-9111,12792-3029-12367-6451-29699-5582-24801-2068,11308-2574-11750-11988-14088-6404-8095-3116,8235-1969-4474-9101-8337-4739-3637-586,13328-851-4562-6100-4748-3108-3878-737,easy
22805-266511-569228-349729-30877-95102-51067-81409,38696-77291-123834-23111-108119-128528-12388-208777,1283-22147-25558-16073-6974-5227-4339-30898,3768-18125-18151-11395-6924-30158-9111-40094,3029-12367-6451-29699-5582-24801-2068-9390,2574-11750-11988-14088-6404-8095-3116-6940,1969-4474-9101-8337-4739-3637-586-5463,851-4562-6100-4748-3108-3878-737-3345,easy
266511-569228-349729-30877-95102-51067-81409-57789,77291-123834-23111-108119-128528-12388-208777-29684,22147-25558-16073-6974-5227-4339-30898-5765,18125-18151-11395-6924-30158-9111-40094-4151,12367-6451-29699-5582-24801-2068-9390-11258,11750-11988-14088-6404-8095-3116-6940-5602,4474-9101-8337-4739-3637-586-5463-8988,4562-6100-4748-3108-3878-737-3345-4331,easy
569228-349729-30877-95102-51067-81409-57789-55006,123834-23111-108119-128528-12388-208777-29684-24942,25558-16073-6974-5227-4339-30898-5765-9573,18151-11395-6924-30158-9111-40094-4151-16548,6451-29699-5582-24801-2068-9390-11258-13111,11988-14088-6404-8095-3116-6940-5602-18077,9101-8337-4739-3637-586-5463-8988-6167,6100-4748-3108-3878-737-3345-4331-2879,easy
349729-30877-95102-51067-81409-57789-55006-20114,23111-108119-128528-12388-208777-29684-24942-15970,16073-6974-5227-4339-30898-5765-9573-3770,11395-6924-30158-9111-40094-4151-16548-5534,29699-5582-24801-2068-9390-11258-13111-1394,14088-6404-8095-3116-6940-5602-18077-6042,8337-4739-3637-586-5463-8988-6167-2081,4748-3108-3878-737-3345-4331-2879-1690,easy
30877-95102-51067-81409-57789-55006-20114-7203,108119-128528-12388-208777-29684-24942-15970-4590,6974-5227-4339-30898-5765-9573-3770-1803,6924-30158-9111-40094-4151-16548-5534-3524,5582-24801-2068-9390-11258-13111-1394-3835,6404-8095-3116-6940-5602-18077-6042-3773,4739-3637-586-5463-8988-6167-2081-904,3108-3878-737-3345-4331-2879-1690-1430,easy
95102-51067-81409-57789-55006-20114-7203-76476,128528-12388-208777-29684-24942-15970-4590-29898,5227-4339-30898-5765-9573-3770-1803-1880,30158-9111-40094-4151-16548-5534-3524-1459,24801-2068-9390-11258-13111-1394-3835-3330,8095-3116-6940-5602-18077-6042-3773-4337,3637-586-5463-8988-6167-2081-904-2826,3878-737-3345-4331-2879-1690-1430-3721,easy
51067-81409-57789-55006-20114-7203-76476-104032,12388-208777-29684-24942-15970-4590-29898-39480,4339-30898-5765-9573-3770-1803-1880-9466,9111-40094-4151-16548-5534-3524-1459-11155,2068-9390-11258-13111-1394-3835-3330-46784,3116-6940-5602-18077-6042-3773-4337-15029,586-5463-8988-6167-2081-904-2826-15081,737-3345-4331-2879-1690-1430-3721-6210,easy
81409-57789-55006-20114-7203-76476-104032-25730,208777-29684-24942-15970-4590-29898-39480-61978,30898-5765-9573-3770-1803-1880-9466-22017,40094-4151-16548-5534-3524-1459-11155-10314,9390-11258-13111-1394-3835-3330-46784-8696,6940-5602-18077-6042-3773-4337-15029-17875,5463-8988-6167-2081-904-2826-15081-19478,3345-4331-2879-1690-1430-3721-6210-6395,easy
57789-55006-20114-7203-76476-104032-25730-541534,29684-24942-15970-4590-29898-39480-61978-16565,5765-9573-3770-1803-1880-9466-22017-69574,4151-16548-5534-3524-1459-11155-10314-17654,11258-13111-1394-3835-3330-46784-8696-28816,5602-18077-6042-3773-4337-15029-17875-7899,8988-6167-2081-904-2826-15081-19478-9639,4331-2879-1690-1430-3721-6210-6395-4515,easy
55006-20114-7203-76476-104032-25730-541534-22872,24942-15970-4590-29898-39480-61978-16565-11640,9573-3770-1803-1880-9466-22017-69574-21523,16548-5534-3524-1459-11155-10314-17654-13724,13111-1394-3835-3330-46784-8696-28816-11742,18077-6042-3773-4337-15029-17875-7899-14629,6167-2081-904-2826-15081-19478-9639-8497,2879-1690-1430-3721-6210-6395-4515-3766,easy
20114-7203-76476-104032-25730-541534-22872-41704,15970-4590-29898-39480-61978-16565-11640-18772,3770-1803-1880-9466-22017-69574-21523-8155,5534-3524-1459-11155-10314-17654-13724-8194,1394-3835-3330-46784-8696-28816-11742-6890,6042-3773-4337-15029-17875-7899-14629-7153,2081-904-2826-15081-19478-9639-8497-8473,1690-1430-3721-6210-6395-4515-3766-3705,easy
7203-76476-104032-25730-541534-22872-41704-23769,4590-29898-39480-61978-16565-11640-18772-12781,1803-1880-9466-22017-69574-21523-8155-35769,3524-1459-11155-10314-17654-13724-8194-11879,3835-3330-46784-8696-28816-11742-6890-6825,3773-4337-15029-17875-7899-14629-7153-19234,904-2826-15081-19478-9639-8497-8473-3042,1430-3721-6210-6395-4515-3766-3705-2150,easy
76476-104032-25730-541534-22872-41704-23769-85261,29898-39480-61978-16565-11640-18772-12781-32143,1880-9466-22017-69574-21523-8155-35769-7705,1459-11155-10314-17654-13724-8194-11879-4873,3330-46784-8696-28816-11742-6890-6825-6923,4337-15029-17875-7899-14629-7153-19234-8720,2826-15081-19478-9639-8497-8473-3042-7530,3721-6210-6395-4515-3766-3705-2150-3884,easy
104032-25730-541534-22872-41704-23769-85261-9955,39480-61978-16565-11640-18772-12781-32143-24904,9466-22017-69574-21523-8155-35769-7705-2434,11155-10314-17654-13724-8194-11879-4873-24226,46784-8696-28816-11742-6890-6825-6923-12597,15029-17875-7899-14629-7153-19234-8720-8812,15081-19478-9639-8497-8473-3042-7530-5255,6210-6395-4515-3766-3705-2150-3884-6590,easy
