delta_c2,theta_c2,lowalpha_c2,highalpha_c2,lowbeta_c2,highbeta_c2,lowgamma_c2,midgamma_c2,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
419,33780,890,-3434,2116,-623,-137,-1548,32429,-11156,-1524,-4962,2777,-1909,602,-1362,-64336,-11595,713,-1769,7649,1916,5915,131,1
-53386,21269,9407,12435,25909,13174,17069,8200,183266,21878,-10914,996,3644,2494,1402,716,-85452,-4553,-13433,3555,2386,2411,5889,5075,0
453273,-52607,-14610,-13568,-5336,-3791,-7913,-3073,232175,-67577,-8376,-1390,906,-507,-5686,-2094,-76282,-61643,-2107,3604,-4171,2829,-5665,-1380,1
-11284,75504,54554,7949,1183,15082,13180,9209,762226,135839,15146,14912,1406,3849,2241,2592,477607,92226,8116,29440,146,10089,5611,1742,0
127827,99305,14689,9632,7703,8679,3749,3732,7313,-906,-2538,-1790,165,3247,23,-954,-40950,12543,4390,-227,-1889,430,1980,-1057,0
-15145,66336,19113,-1359,8301,2965,1308,264,-74097,-46729,-3716,-565,1900,-23,1050,1331,932766,77271,21686,4498,6730,9500,8999,7619,0
12484,-76118,-12584,-21063,-9995,-11890,-6585,13711,-253296,-32046,-20636,-19805,15066,-14493,15046,6447,-245424,-95189,-16723,-24618,-10360,-23173,-14658,-4253,1
611192,148914,52988,45582,57781,17601,15011,15277,2772958,377681,113634,14408,5809,17707,7414,5072,40253,-20500,6050,4364,46,-1023,-1283,-1559,0
132851,7982,-87,22032,28080,7905,12269,22855,2054,-6279,4644,-918,-297,-290,-116,400,-11634,-17013,2363,1435,532,259,335,804,0
479663,561937,89210,64810,109465,56761,11948,19005,611372,102193,19372,25812,39735,27202,27014,16026,-16892,19891,1124,-925,604,-434,586,-369,0
24807,156300,-34454,103030,19951,-5435,-96281,-20593,-1450852,11991,-30687,50047,84369,-60100,-107701,-31478,-1695466,-59934,-15445,-5621,-6575,-56658,-96171,-30041,1
-48398,-13473,-5296,18233,-1382,2745,-8863,-363,211224,-11678,-9664,-11576,-3830,-8698,-13168,-1963,400328,156351,2316,-2181,-82,-3906,-7007,210,1
-73580,-34732,-8101,975,412,-13,-630,203,-314215,-17782,-4364,-2087,-1542,-518,8668,13,-236694,-13777,-4063,1623,-193,-231,-415,266,0
-298629,-160712,484,-11401,-10769,-9454,-13037,-4738,-318442,-160389,1605,-8196,-7190,-8539,-11114,-1097,-288985,-142743,6493,-13837,-10916,-12807,-15724,-8211,1
-957035,-118664,-46378,-9833,-26939,-6815,-5967,-12251,-763679,-128250,-46264,-7212,-27355,-10277,-4427,-14104,-924707,-116552,-33819,-11882,-27489,-7371,-5309,-12099,0
-111659,2040,4197,-7138,780,-4003,-2565,-113,14942,-19968,-1888,-15376,-3760,-3019,-3242,2615,78748,61086,7711,-12971,1312,-1359,-1774,-1875,0
-79692,-21752,4964,10058,4007,-1347,-654,131,-22753,4053,5088,123,468,357,-1278,-770,318215,-1579,4958,928,849,1615,753,764,1
10694,-19417,-4310,-5644,-670,-2579,-763,-918,162537,30193,6094,-1166,-601,-2247,-2020,-850,220464,92968,17106,15710,7426,15303,3862,4429,0
-58066,20893,-1616,1392,-2977,-6757,-1542,-437,-22684,-9814,-4589,-1970,-2476,-7786,-1242,-1553,1202031,137765,18656,21936,2258,8285,5026,342,1
-7963,-19646,-7838,-7847,-814,-1647,1205,-822,-81032,-3441,-2906,-2987,5938,8799,6434,6228,-82529,-39848,-3071,-1235,4840,8237,3775,970,0
-394953,-29130,-22718,-33233,-16732,-11548,-2160,-2852,-597625,-51396,-19875,-31933,-17008,-11632,-1916,-2807,-411189,-14307,-14522,25809,-6913,9616,13903,6609,0
-249878,-79437,-22561,-27459,-24411,-13739,-5490,-6549,-267637,-85283,-21903,-28119,-24300,-13481,-5559,-6981,627054,157108,-15915,-18571,-12485,4875,970,-1506,1
1060407,32442,51779,-4835,402,14057,12336,2245,172972,91091,-4484,6451,14350,20352,4791,6557,-5234,-76427,-9083,-4520,-6059,-2334,-6168,-4056,0
-73695,-19309,-203,-410,-1447,-2291,-1502,-1237,136530,84240,3617,4700,1453,698,943,165,20312,212394,69278,12834,4150,6756,5778,3626,0
-1185008,-130137,-31682,4604,10626,-6387,-3410,-2064,-1153763,-204868,-40019,-8218,-2942,-11544,-10510,-6739,-953567,-181896,-36866,-13393,-3799,-13103,-10495,-6987,1
-975879,-143863,-21421,-16676,-8084,-21496,-10697,-14526,-632262,-141891,-24388,-15274,-6192,-18733,-8133,-12331,-332319,-40553,-10745,-8404,-4951,-15078,-7914,-13315,0
-1028880,-96780,-16401,-18962,-13340,-30763,-24308,-14735,-101234,19349,-24384,-11677,21184,-26676,-18594,-13970,-1051701,-101836,-28247,-23475,-18099,-41432,-25522,-16064,0
223546,179776,54813,67708,15079,11698,19939,23559,291905,151566,13813,5429,20888,-1653,-1380,1166,-13795,4792,7203,-10288,-4338,-6540,-3294,-1654,0
269505,-15981,-54990,-2326,-16592,6996,-3310,-8664,-248890,-155366,-61321,31903,-46142,-24054,-17141,-7641,-300532,-162649,-71942,-18078,-46292,-34791,-36929,-15812,1
-512008,-128278,-11169,-4336,-2482,-2804,-2310,-2111,-20142,375558,273075,337399,168867,97641,86876,21642,-263021,-121970,-11749,-5081,-4953,-7846,-6054,-4139,1
-14215,3767,-7596,-4075,-2374,-2950,801,-3211,25373,48377,-8113,-6192,-1660,-1919,1135,-1127,93189,31297,-8851,-5255,-4871,-143,358,-2692,1
-6300,-16241,-12209,-8621,-3932,-4272,-3491,-2859,322869,-27343,-6064,17217,-717,-921,2823,-1080,180168,-33731,-7704,-1286,-1497,8259,1287,1491,1
-78366,-31151,-7678,-19709,-13274,-2682,-5485,-5050,696434,-12636,80062,20686,13339,2858,1419,2298,1255463,7672,-5400,-15556,-6768,1251,-2630,-3994,0
152463,-12244,-21282,-12931,-8638,4382,-5313,-6575,660513,-49644,-13021,-40341,-14828,12831,-8843,-1445,-629081,-130680,-29828,-9299,-28111,-5786,-14068,-6685,0
561066,-39488,20183,4045,5,1505,-7885,-7652,113029,-37570,-14658,-13770,-12329,-17491,-14018,-9795,-184730,-20383,-14987,-10746,-6987,-6743,-11856,-8513,0
-574631,-12930,-9535,-11065,-12395,-3980,-9295,-2988,-573433,-9089,-7850,-12139,-12238,-5410,-11566,-1087,-492810,-6781,-9975,-3374,-6268,2700,-6669,-602,1
-60303,-10989,-4925,4339,-2154,-3479,-3880,-670,1662977,390160,15642,-289,16722,2047,-3143,4683,-30439,-37206,-5111,-3892,-2228,-3787,-4407,-1849,0
-255767,-172394,-1431,-3978,669,2239,143,-313,-247732,-203723,-6136,-661,-1010,-6637,-2081,-1730,-213455,-173071,-1859,-149,10084,-2934,481,-1188,1
-150431,-11508,994,-1286,-73,-537,1543,2288,511544,49492,3547,61,7349,12486,4141,4407,-207437,-8159,2131,1722,1108,3218,6178,4154,1
602901,67190,-393,14079,4839,3724,14917,4590,-90173,-8296,5774,2734,6882,9807,4172,2169,413600,2227,29427,22292,3932,8686,5973,7128,0
-595996,-56755,-79266,-67425,-69243,-23542,-27389,-5299,-545697,230787,121386,53323,-38836,39460,12016,9721,775424,-79241,35064,-56784,-50818,6443,-10021,951,1
-183537,-170984,-48005,-62630,-3250,2134,-3047,-1132,-158927,-150216,-70530,-76404,-7704,-579,-1163,-1840,55141,-95653,-64251,-52582,-6043,5080,12966,-1871,0
745331,-570192,-53693,-10447,-31465,-52852,-42772,-28265,-1046027,-571059,-65072,-38171,-35916,-74071,-45000,-33274,-970364,-551600,-37448,-27481,-48006,-81375,-46694,-39476,0
339174,124891,12922,6555,12829,29248,15414,19336,260791,332552,46802,46793,56988,11858,21871,13563,259354,22472,35149,46909,19427,4147,3609,7007,0
-83594,-23720,-3796,-3706,-2489,-1787,-85,-1255,-94309,44523,22698,55300,3551,3412,4870,336,-94701,-20285,-4196,-3510,-2409,-1219,-100,-1262,0
-285511,-67227,-14965,-18251,-4180,-4470,-6639,-2286,-475485,-92248,-4725,-17881,-3749,-3029,-5635,-1854,-438656,-102724,-12836,-18398,-5193,-3420,-6227,-2396,1
-75782,1773,-1058,20970,3336,3594,1686,2063,-81916,-17624,7305,-11580,981,-1544,-634,-738,10989,18652,68563,-4591,33542,6506,2328,782,0
-38681,-36435,3588,3397,3584,3245,4917,2170,37134,15205,-1959,-924,-890,1556,121,169,-29415,-30700,-4783,-1321,-1393,188,-489,-45,1
-13260,4450,-1856,-754,-2697,-5086,-2508,-703,37438,16097,-1118,-5839,-5033,-6500,-782,-1586,4760,-8904,9344,11051,353,-6455,-3273,-1036,0
-497281,-42266,-20797,-19570,-18403,-15413,-3734,-4730,1831803,356624,205164,210446,61460,64801,12595,49601,-257081,116321,2984,74526,4821,8902,9732,4974,0
1189,-38420,3674,-7998,-6034,-4470,-5568,-2738,39748,3296,-7651,-3529,-4450,-3548,-6443,-1750,37729,19421,3004,7404,3361,6553,-7030,-2828,0
-23874,17274,-5424,-2700,-3667,1318,1953,746,-155634,-16294,8873,-2596,-2604,-1302,320,1010,-174327,189693,4201,10583,25300,4492,4802,1709,1
551186,55747,-4735,28506,5679,23033,2813,19,-421100,-139218,-11776,-15143,-2400,-6656,-11635,-4987,-564795,-153000,-2078,-10170,5975,53460,50313,49688,1
-422796,-9280,8187,5474,-5593,-2638,-755,-1973,-428095,-19434,-1369,-4295,-9086,-266,-388,-2587,-416107,36452,-810,-1978,-1635,1885,-3176,-2064,0
-226542,-5452,-5640,13015,1788,31002,10173,8370,-179212,14153,-5845,3797,-3055,-159,-1238,318,-55233,-1072,-7287,-1070,-6240,-2876,-2024,-382,0
447109,279275,84810,9907,1867,18694,18555,17523,262974,59274,-321,20931,16218,6684,15526,13585,18025,-26715,-10647,-3219,-3780,16,-316,-460,0
525526,-9387,-10190,8773,-7805,-10747,-833,-5220,137593,-8207,-8961,-2469,-18253,-15376,-3463,-6064,1355239,162762,147032,51140,-7629,16716,67908,5236,0
-718469,-123383,-23174,-30597,-44821,-36448,-23425,-35440,-758651,-58985,7655,-17600,-40642,-30933,-18606,-34284,113901,166200,83784,3451,23061,15028,4018,2210,0
1003385,59493,11635,-128,10960,1844,17346,-826,98223,59483,32599,-2958,2988,14447,13653,1529,454711,123455,-103,-5679,3421,384,2225,-3064,0
488580,11216,-16351,-6193,-3944,-19213,-10513,-6210,-5304,7183,-13983,-1175,4663,-8494,-1928,-2835,207714,74054,-13632,5252,-723,-15012,-6829,-4192,1
431467,175109,24117,32922,38115,23277,16367,22973,-113434,-30324,15871,7975,-2168,-3527,-839,-1412,-143853,-71180,-3161,-249,-4089,-3618,-1370,-1691,1
-77929,9836,-67,-8802,1899,-6549,-3684,-661,-73990,22305,6064,-3345,-1045,-10058,-5689,-1555,100916,121298,-5133,6406,545,8500,-1216,3022,0
-86730,17011,-6571,562,2372,-2209,86,14,-239915,66645,9376,9285,15957,9670,12390,10843,-120204,88358,13889,5033,814,397,2007,1432,1
-446091,118653,-289,-5537,-2329,-8995,-4935,-1438,-17033,-41175,-12016,-6131,-3646,-5969,-4207,6929,-716993,-22390,-24696,-5281,-6826,-11001,-5559,-3564,1
14418,-6948,3914,-1897,-6445,-717,1635,1840,327341,133290,-1499,2807,1304,2174,-249,-643,-421167,-44225,-3645,3230,-3825,-2981,-1543,-422,1
429642,96698,37107,11430,7270,5919,1611,1958,291508,81744,79447,39935,27120,25043,25267,5922,-26531,28184,-965,14037,1032,5570,2244,1792,0
55711,4436,-623,3515,-1,1254,672,1598,74265,29355,2499,5452,5431,8715,9913,4257,1655487,1248862,57497,90519,113613,173791,103877,46238,1
-69509,-1190,-684,15789,12408,20793,30887,9623,1976879,371176,25954,10922,6950,5448,9317,-775,63504,-64286,-2197,5445,-9279,-2404,-1680,-5215,0
460590,-63808,-4420,3197,-9798,1581,2170,634,1075098,8875,1598,9531,-451,-2392,3869,3882,1640794,367143,136947,113713,70658,30187,48808,20848,0
-360620,30158,-9814,-30375,1753,-1225,4120,-1383,1661660,101355,52092,-46188,-28392,-6617,-5723,-711,1690194,186572,17559,-5080,2328,-10357,-1465,-3289,0
