delta,midgamma,lowgamma,theta,highalpha,lowalpha,highbeta,lowbeta,state
1678277-867273-710524-367261-1491727-935864-435429-645003,79651-122657-88442-234256-210070-610148-628846-165224,1301-36965-63419-18377-53205-35937-55600-40026,19114-11984-48485-40320-12069-26817-18630-9274,10173-7800-14325-10331-15623-39863-77382-3896,13407-14510-27846-11290-13026-53208-83335-19050,5628-12143-12556-16303-14273-36803-32995-8359,3844-3173-4990-8335-2263-8762-16895-2546,easy
867273-710524-367261-1491727-935864-435429-645003-255658,122657-88442-234256-210070-610148-628846-165224-22517,36965-63419-18377-53205-35937-55600-40026-2964,11984-48485-40320-12069-26817-18630-9274-8253,7800-14325-10331-15623-39863-77382-3896-2604,14510-27846-11290-13026-53208-83335-19050-5701,12143-12556-16303-14273-36803-32995-8359-2717,3173-4990-8335-2263-8762-16895-2546-652,easy
710524-367261-1491727-935864-435429-645003-255658-2178142,88442-234256-210070-610148-628846-165224-22517-51924,63419-18377-53205-35937-55600-40026-2964-19959,48485-40320-12069-26817-18630-9274-8253-34865,14325-10331-15623-39863-77382-3896-2604-11567,27846-11290-13026-53208-83335-19050-5701-11865,12556-16303-14273-36803-32995-8359-2717-9399,4990-8335-2263-8762-16895-2546-652-2798,easy
367261-1491727-935864-435429-645003-255658-2178142-860514,234256-210070-610148-628846-165224-22517-51924-47496,18377-53205-35937-55600-40026-2964-19959-28747,40320-12069-26817-18630-9274-8253-34865-14704,10331-15623-39863-77382-3896-2604-11567-13182,11290-13026-53208-83335-19050-5701-11865-16158,16303-14273-36803-32995-8359-2717-9399-15077,8335-2263-8762-16895-2546-652-2798-2877,easy
1491727-935864-435429-645003-255658-2178142-860514-1726577,210070-610148-628846-165224-22517-51924-47496-173601,53205-35937-55600-40026-2964-19959-28747-38389,12069-26817-18630-9274-8253-34865-14704-8731,15623-39863-77382-3896-2604-11567-13182-12822,13026-53208-83335-19050-5701-11865-16158-13264,14273-36803-32995-8359-2717-9399-15077-20004,2263-8762-16895-2546-652-2798-2877-3413,hard
935864-435429-645003-255658-2178142-860514-1726577-3341575,610148-628846-165224-22517-51924-47496-173601-302928,35937-55600-40026-2964-19959-28747-38389-30608,26817-18630-9274-8253-34865-14704-8731-116053,39863-77382-3896-2604-11567-13182-12822-85025,53208-83335-19050-5701-11865-16158-13264-39237,36803-32995-8359-2717-9399-15077-20004-38076,8762-16895-2546-652-2798-2877-3413-6553,easy
435429-645003-255658-2178142-860514-1726577-3341575-253492,628846-165224-22517-51924-47496-173601-302928-26081,55600-40026-2964-19959-28747-38389-30608-5932,18630-9274-8253-34865-14704-8731-116053-6448,77382-3896-2604-11567-13182-12822-85025-3860,83335-19050-5701-11865-16158-13264-39237-3604,32995-8359-2717-9399-15077-20004-38076-3854,16895-2546-652-2798-2877-3413-6553-1456,easy
645003-255658-2178142-860514-1726577-3341575-253492-1580815,165224-22517-51924-47496-173601-302928-26081-82159,40026-2964-19959-28747-38389-30608-5932-12036,9274-8253-34865-14704-8731-116053-6448-15045,3896-2604-11567-13182-12822-85025-3860-15200,19050-5701-11865-16158-13264-39237-3604-14227,8359-2717-9399-15077-20004-38076-3854-6318,2546-652-2798-2877-3413-6553-1456-3701,easy
255658-2178142-860514-1726577-3341575-253492-1580815-1607159,22517-51924-47496-173601-302928-26081-82159-260965,2964-19959-28747-38389-30608-5932-12036-66006,8253-34865-14704-8731-116053-6448-15045-33167,2604-11567-13182-12822-85025-3860-15200-6831,5701-11865-16158-13264-39237-3604-14227-12107,2717-9399-15077-20004-38076-3854-6318-3761,652-2798-2877-3413-6553-1456-3701-4604,easy
2178142-860514-1726577-3341575-253492-1580815-1607159-236313,51924-47496-173601-302928-26081-82159-260965-241797,19959-28747-38389-30608-5932-12036-66006-11964,34865-14704-8731-116053-6448-15045-33167-7801,11567-13182-12822-85025-3860-15200-6831-7597,11865-16158-13264-39237-3604-14227-12107-19094,9399-15077-20004-38076-3854-6318-3761-5303,2798-2877-3413-6553-1456-3701-4604-2714,easy
860514-1726577-3341575-253492-1580815-1607159-236313-1904832,47496-173601-302928-26081-82159-260965-241797-203714,28747-38389-30608-5932-12036-66006-11964-69778,14704-8731-116053-6448-15045-33167-7801-104677,13182-12822-85025-3860-15200-6831-7597-28354,16158-13264-39237-3604-14227-12107-19094-69238,15077-20004-38076-3854-6318-3761-5303-31709,2877-3413-6553-1456-3701-4604-2714-6024,easy
1726577-3341575-253492-1580815-1607159-236313-1904832-320449,173601-302928-26081-82159-260965-241797-203714-170272,38389-30608-5932-12036-66006-11964-69778-14257,8731-116053-6448-15045-33167-7801-104677-32607,12822-85025-3860-15200-6831-7597-28354-6812,13264-39237-3604-14227-12107-19094-69238-11789,20004-38076-3854-6318-3761-5303-31709-6310,3413-6553-1456-3701-4604-2714-6024-4693,easy
3341575-253492-1580815-1607159-236313-1904832-320449-661761,302928-26081-82159-260965-241797-203714-170272-214444,30608-5932-12036-66006-11964-69778-14257-83270,116053-6448-15045-33167-7801-104677-32607-11834,85025-3860-15200-6831-7597-28354-6812-11607,39237-3604-14227-12107-19094-69238-11789-16895,38076-3854-6318-3761-5303-31709-6310-13935,6553-1456-3701-4604-2714-6024-4693-2037,easy
253492-1580815-1607159-236313-1904832-320449-661761-884159,26081-82159-260965-241797-203714-170272-214444-964130,5932-12036-66006-11964-69778-14257-83270-165067,6448-15045-33167-7801-104677-32607-11834-55513,3860-15200-6831-7597-28354-6812-11607-20209,3604-14227-12107-19094-69238-11789-16895-68329,3854-6318-3761-5303-31709-6310-13935-26065,1456-3701-4604-2714-6024-4693-2037-24551,easy
1580815-1607159-236313-1904832-320449-661761-884159-204035,82159-260965-241797-203714-170272-214444-964130-55326,12036-66006-11964-69778-14257-83270-165067-4028,15045-33167-7801-104677-32607-11834-55513-15793,15200-6831-7597-28354-6812-11607-20209-1557,14227-12107-19094-69238-11789-16895-68329-3219,6318-3761-5303-31709-6310-13935-26065-2366,3701-4604-2714-6024-4693-2037-24551-467,easy
1607159-236313-1904832-320449-661761-884159-204035-364537,260965-241797-203714-170272-214444-964130-55326-256265,66006-11964-69778-14257-83270-165067-4028-17457,33167-7801-104677-32607-11834-55513-15793-25217,6831-7597-28354-6812-11607-20209-1557-8992,12107-19094-69238-11789-16895-68329-3219-17056,3761-5303-31709-6310-13935-26065-2366-5080,4604-2714-6024-4693-2037-24551-467-1455,easy
236313-1904832-320449-661761-884159-204035-364537-817258,241797-203714-170272-214444-964130-55326-256265-180789,11964-69778-14257-83270-165067-4028-17457-26652,7801-104677-32607-11834-55513-15793-25217-13204,7597-28354-6812-11607-20209-1557-8992-6339,19094-69238-11789-16895-68329-3219-17056-9915,5303-31709-6310-13935-26065-2366-5080-12401,2714-6024-4693-2037-24551-467-1455-6405,easy
1904832-320449-661761-884159-204035-364537-817258-1435152,203714-170272-214444-964130-55326-256265-180789-533293,69778-14257-83270-165067-4028-17457-26652-123822,104677-32607-11834-55513-15793-25217-13204-97797,28354-6812-11607-20209-1557-8992-6339-28778,69238-11789-16895-68329-3219-17056-9915-46059,31709-6310-13935-26065-2366-5080-12401-39970,6024-4693-2037-24551-467-1455-6405-26787,easy
320449-661761-884159-204035-364537-817258-1435152-424082,170272-214444-964130-55326-256265-180789-533293-55657,14257-83270-165067-4028-17457-26652-123822-5782,32607-11834-55513-15793-25217-13204-97797-2249,6812-11607-20209-1557-8992-6339-28778-2948,11789-16895-68329-3219-17056-9915-46059-2100,6310-13935-26065-2366-5080-12401-39970-2187,4693-2037-24551-467-1455-6405-26787-1012,easy
661761-884159-204035-364537-817258-1435152-424082-742551,214444-964130-55326-256265-180789-533293-55657-25277,83270-165067-4028-17457-26652-123822-5782-4633,11834-55513-15793-25217-13204-97797-2249-3912,11607-20209-1557-8992-6339-28778-2948-1909,16895-68329-3219-17056-9915-46059-2100-3135,13935-26065-2366-5080-12401-39970-2187-1953,2037-24551-467-1455-6405-26787-1012-1601,easy
884159-204035-364537-817258-1435152-424082-742551-331733,964130-55326-256265-180789-533293-55657-25277-218397,165067-4028-17457-26652-123822-5782-4633-50240,55513-15793-25217-13204-97797-2249-3912-53690,20209-1557-8992-6339-28778-2948-1909-14297,68329-3219-17056-9915-46059-2100-3135-12175,26065-2366-5080-12401-39970-2187-1953-17856,24551-467-1455-6405-26787-1012-1601-11563,easy
204035-364537-817258-1435152-424082-742551-331733-1638085,55326-256265-180789-533293-55657-25277-218397-276195,4028-17457-26652-123822-5782-4633-50240-2949,15793-25217-13204-97797-2249-3912-53690-23452,1557-8992-6339-28778-2948-1909-14297-6060,3219-17056-9915-46059-2100-3135-12175-14373,2366-5080-12401-39970-2187-1953-17856-11501,467-1455-6405-26787-1012-1601-11563-3794,easy
364537-817258-1435152-424082-742551-331733-1638085-2219597,256265-180789-533293-55657-25277-218397-276195-545386,17457-26652-123822-5782-4633-50240-2949-5076,25217-13204-97797-2249-3912-53690-23452-29392,8992-6339-28778-2948-1909-14297-6060-28861,17056-9915-46059-2100-3135-12175-14373-82762,5080-12401-39970-2187-1953-17856-11501-73779,1455-6405-26787-1012-1601-11563-3794-13282,easy
817258-1435152-424082-742551-331733-1638085-2219597-1055897,180789-533293-55657-25277-218397-276195-545386-14658,26652-123822-5782-4633-50240-2949-5076-2501,13204-97797-2249-3912-53690-23452-29392-8134,6339-28778-2948-1909-14297-6060-28861-2881,9915-46059-2100-3135-12175-14373-82762-5049,12401-39970-2187-1953-17856-11501-73779-4398,6405-26787-1012-1601-11563-3794-13282-2067,easy
1435152-424082-742551-331733-1638085-2219597-1055897-165603,533293-55657-25277-218397-276195-545386-14658-34867,123822-5782-4633-50240-2949-5076-2501-2376,97797-2249-3912-53690-23452-29392-8134-2668,28778-2948-1909-14297-6060-28861-2881-2653,46059-2100-3135-12175-14373-82762-5049-5208,39970-2187-1953-17856-11501-73779-4398-3097,26787-1012-1601-11563-3794-13282-2067-1053,easy
424082-742551-331733-1638085-2219597-1055897-165603-305002,55657-25277-218397-276195-545386-14658-34867-18818,5782-4633-50240-2949-5076-2501-2376-15556,2249-3912-53690-23452-29392-8134-2668-4199,2948-1909-14297-6060-28861-2881-2653-2914,2100-3135-12175-14373-82762-5049-5208-3363,2187-1953-17856-11501-73779-4398-3097-3161,1012-1601-11563-3794-13282-2067-1053-507,easy
742551-331733-1638085-2219597-1055897-165603-305002-481112,25277-218397-276195-545386-14658-34867-18818-65889,4633-50240-2949-5076-2501-2376-15556-28686,3912-53690-23452-29392-8134-2668-4199-13191,1909-14297-6060-28861-2881-2653-2914-3113,3135-12175-14373-82762-5049-5208-3363-3317,1953-17856-11501-73779-4398-3097-3161-2578,1601-11563-3794-13282-2067-1053-507-1603,easy
331733-1638085-2219597-1055897-165603-305002-481112-161916,218397-276195-545386-14658-34867-18818-65889-85964,50240-2949-5076-2501-2376-15556-28686-30337,53690-23452-29392-8134-2668-4199-13191-19194,14297-6060-28861-2881-2653-2914-3113-12187,12175-14373-82762-5049-5208-3363-3317-26343,17856-11501-73779-4398-3097-3161-2578-10495,11563-3794-13282-2067-1053-507-1603-5913,easy
1638085-2219597-1055897-165603-305002-481112-161916-1652610,276195-545386-14658-34867-18818-65889-85964-124421,2949-5076-2501-2376-15556-28686-30337-266935,23452-29392-8134-2668-4199-13191-19194-38656,6060-28861-2881-2653-2914-3113-12187-35505,14373-82762-5049-5208-3363-3317-26343-21179,11501-73779-4398-3097-3161-2578-10495-10392,3794-13282-2067-1053-507-1603-5913-8478,easy
2219597-1055897-165603-305002-481112-161916-1652610-326842,545386-14658-34867-18818-65889-85964-124421-198246,5076-2501-2376-15556-28686-30337-266935-19150,29392-8134-2668-4199-13191-19194-38656-133766,28861-2881-2653-2914-3113-12187-35505-39338,82762-5049-5208-3363-3317-26343-21179-19999,73779-4398-3097-3161-2578-10495-10392-7488,13282-2067-1053-507-1603-5913-8478-5026,easy
1055897-165603-305002-481112-161916-1652610-326842-348546,14658-34867-18818-65889-85964-124421-198246-166813,2501-2376-15556-28686-30337-266935-19150-32722,8134-2668-4199-13191-19194-38656-133766-69073,2881-2653-2914-3113-12187-35505-39338-10761,5049-5208-3363-3317-26343-21179-19999-12976,4398-3097-3161-2578-10495-10392-7488-4295,2067-1053-507-1603-5913-8478-5026-3233,easy
165603-305002-481112-161916-1652610-326842-348546-724851,34867-18818-65889-85964-124421-198246-166813-166224,2376-15556-28686-30337-266935-19150-32722-18886,2668-4199-13191-19194-38656-133766-69073-17684,2653-2914-3113-12187-35505-39338-10761-15952,5208-3363-3317-26343-21179-19999-12976-6285,3097-3161-2578-10495-10392-7488-4295-1781,1053-507-1603-5913-8478-5026-3233-2335,easy
305002-481112-161916-1652610-326842-348546-724851-1655202,18818-65889-85964-124421-198246-166813-166224-83015,15556-28686-30337-266935-19150-32722-18886-6187,4199-13191-19194-38656-133766-69073-17684-95306,2914-3113-12187-35505-39338-10761-15952-26648,3363-3317-26343-21179-19999-12976-6285-14055,3161-2578-10495-10392-7488-4295-1781-14624,507-1603-5913-8478-5026-3233-2335-7845,easy
481112-161916-1652610-326842-348546-724851-1655202-719024,65889-85964-124421-198246-166813-166224-83015-398813,28686-30337-266935-19150-32722-18886-6187-141424,13191-19194-38656-133766-69073-17684-95306-54803,3113-12187-35505-39338-10761-15952-26648-47228,3317-26343-21179-19999-12976-6285-14055-12722,2578-10495-10392-7488-4295-1781-14624-7150,1603-5913-8478-5026-3233-2335-7845-9328,easy
161916-1652610-326842-348546-724851-1655202-719024-247502,85964-124421-198246-166813-166224-83015-398813-60683,30337-266935-19150-32722-18886-6187-141424-24166,19194-38656-133766-69073-17684-95306-54803-18095,12187-35505-39338-10761-15952-26648-47228-5532,26343-21179-19999-12976-6285-14055-12722-8606,10495-10392-7488-4295-1781-14624-7150-2629,5913-8478-5026-3233-2335-7845-9328-2316,easy
1652610-326842-348546-724851-1655202-719024-247502-872662,124421-198246-166813-166224-83015-398813-60683-414652,266935-19150-32722-18886-6187-141424-24166-14536,38656-133766-69073-17684-95306-54803-18095-79261,35505-39338-10761-15952-26648-47228-5532-22614,21179-19999-12976-6285-14055-12722-8606-26504,10392-7488-4295-1781-14624-7150-2629-21057,8478-5026-3233-2335-7845-9328-2316-6934,easy
326842-348546-724851-1655202-719024-247502-872662-1323614,198246-166813-166224-83015-398813-60683-414652-587806,19150-32722-18886-6187-141424-24166-14536-50607,133766-69073-17684-95306-54803-18095-79261-59604,39338-10761-15952-26648-47228-5532-22614-26105,19999-12976-6285-14055-12722-8606-26504-20935,7488-4295-1781-14624-7150-2629-21057-8601,5026-3233-2335-7845-9328-2316-6934-6260,easy
348546-724851-1655202-719024-247502-872662-1323614-995018,166813-166224-83015-398813-60683-414652-587806-384077,32722-18886-6187-141424-24166-14536-50607-95336,69073-17684-95306-54803-18095-79261-59604-69084,10761-15952-26648-47228-5532-22614-26105-15527,12976-6285-14055-12722-8606-26504-20935-25417,4295-1781-14624-7150-2629-21057-8601-17452,3233-2335-7845-9328-2316-6934-6260-8212,easy
724851-1655202-719024-247502-872662-1323614-995018-1492376,166224-83015-398813-60683-414652-587806-384077-373235,18886-6187-141424-24166-14536-50607-95336-56245,17684-95306-54803-18095-79261-59604-69084-89436,15952-26648-47228-5532-22614-26105-15527-17721,6285-14055-12722-8606-26504-20935-25417-18403,1781-14624-7150-2629-21057-8601-17452-25701,2335-7845-9328-2316-6934-6260-8212-5174,easy
1655202-719024-247502-872662-1323614-995018-1492376-252103,83015-398813-60683-414652-587806-384077-373235-36405,6187-141424-24166-14536-50607-95336-56245-13423,95306-54803-18095-79261-59604-69084-89436-31249,26648-47228-5532-22614-26105-15527-17721-4548,14055-12722-8606-26504-20935-25417-18403-8374,14624-7150-2629-21057-8601-17452-25701-3272,7845-9328-2316-6934-6260-8212-5174-1031,easy
719024-247502-872662-1323614-995018-1492376-252103-787375,398813-60683-414652-587806-384077-373235-36405-90362,141424-24166-14536-50607-95336-56245-13423-136392,54803-18095-79261-59604-69084-89436-31249-58104,47228-5532-22614-26105-15527-17721-4548-15778,12722-8606-26504-20935-25417-18403-8374-16834,7150-2629-21057-8601-17452-25701-3272-16271,9328-2316-6934-6260-8212-5174-1031-6338,easy
247502-872662-1323614-995018-1492376-252103-787375-2088456,60683-414652-587806-384077-373235-36405-90362-208207,24166-14536-50607-95336-56245-13423-136392-121141,18095-79261-59604-69084-89436-31249-58104-94861,5532-22614-26105-15527-17721-4548-15778-29946,8606-26504-20935-25417-18403-8374-16834-37040,2629-21057-8601-17452-25701-3272-16271-18466,2316-6934-6260-8212-5174-1031-6338-6347,easy
872662-1323614-995018-1492376-252103-787375-2088456-1874267,414652-587806-384077-373235-36405-90362-208207-124399,14536-50607-95336-56245-13423-136392-121141-45660,79261-59604-69084-89436-31249-58104-94861-26941,22614-26105-15527-17721-4548-15778-29946-22748,26504-20935-25417-18403-8374-16834-37040-35174,21057-8601-17452-25701-3272-16271-18466-17174,6934-6260-8212-5174-1031-6338-6347-9037,easy
1323614-995018-1492376-252103-787375-2088456-1874267-436249,587806-384077-373235-36405-90362-208207-124399-252272,50607-95336-56245-13423-136392-121141-45660-24367,59604-69084-89436-31249-58104-94861-26941-16436,26105-15527-17721-4548-15778-29946-22748-12569,20935-25417-18403-8374-16834-37040-35174-4519,8601-17452-25701-3272-16271-18466-17174-10538,6260-8212-5174-1031-6338-6347-9037-2963,easy
995018-1492376-252103-787375-2088456-1874267-436249-334401,384077-373235-36405-90362-208207-124399-252272-121106,95336-56245-13423-136392-121141-45660-24367-6297,69084-89436-31249-58104-94861-26941-16436-22604,15527-17721-4548-15778-29946-22748-12569-9316,25417-18403-8374-16834-37040-35174-4519-6128,17452-25701-3272-16271-18466-17174-10538-16630,8212-5174-1031-6338-6347-9037-2963-2433,easy
1492376-252103-787375-2088456-1874267-436249-334401-874100,373235-36405-90362-208207-124399-252272-121106-458946,56245-13423-136392-121141-45660-24367-6297-72410,89436-31249-58104-94861-26941-16436-22604-41176,17721-4548-15778-29946-22748-12569-9316-8081,18403-8374-16834-37040-35174-4519-6128-23402,25701-3272-16271-18466-17174-10538-16630-24189,5174-1031-6338-6347-9037-2963-2433-17408,easy
252103-787375-2088456-1874267-436249-334401-874100-328281,36405-90362-208207-124399-252272-121106-458946-279831,13423-136392-121141-45660-24367-6297-72410-242550,31249-58104-94861-26941-16436-22604-41176-46009,4548-15778-29946-22748-12569-9316-8081-24154,8374-16834-37040-35174-4519-6128-23402-22940,3272-16271-18466-17174-10538-16630-24189-11062,1031-6338-6347-9037-2963-2433-17408-7336,easy
787375-2088456-1874267-436249-334401-874100-328281-640040,90362-208207-124399-252272-121106-458946-279831-505626,136392-121141-45660-24367-6297-72410-242550-106094,58104-94861-26941-16436-22604-41176-46009-123918,15778-29946-22748-12569-9316-8081-24154-35989,16834-37040-35174-4519-6128-23402-22940-44498,16271-18466-17174-10538-16630-24189-11062-15879,6338-6347-9037-2963-2433-17408-7336-6308,easy
2088456-1874267-436249-334401-874100-328281-640040-1936637,208207-124399-252272-121106-458946-279831-505626-88587,121141-45660-24367-6297-72410-242550-106094-173189,94861-26941-16436-22604-41176-46009-123918-62625,29946-22748-12569-9316-8081-24154-35989-30716,37040-35174-4519-6128-23402-22940-44498-25937,18466-17174-10538-16630-24189-11062-15879-21770,6347-9037-2963-2433-17408-7336-6308-6544,easy
1874267-436249-334401-874100-328281-640040-1936637-1402714,124399-252272-121106-458946-279831-505626-88587-393988,45660-24367-6297-72410-242550-106094-173189-391672,26941-16436-22604-41176-46009-123918-62625-218222,22748-12569-9316-8081-24154-35989-30716-168242,35174-4519-6128-23402-22940-44498-25937-94574,17174-10538-16630-24189-11062-15879-21770-69759,9037-2963-2433-17408-7336-6308-6544-44025,easy
436249-334401-874100-328281-640040-1936637-1402714-573587,252272-121106-458946-279831-505626-88587-393988-25401,24367-6297-72410-242550-106094-173189-391672-26393,16436-22604-41176-46009-123918-62625-218222-9849,12569-9316-8081-24154-35989-30716-168242-9448,4519-6128-23402-22940-44498-25937-94574-5406,10538-16630-24189-11062-15879-21770-69759-12013,2963-2433-17408-7336-6308-6544-44025-3813,easy
334401-874100-328281-640040-1936637-1402714-573587-1835158,121106-458946-279831-505626-88587-393988-25401-139039,6297-72410-242550-106094-173189-391672-26393-26302,22604-41176-46009-123918-62625-218222-9849-81077,9316-8081-24154-35989-30716-168242-9448-37689,6128-23402-22940-44498-25937-94574-5406-17636,16630-24189-11062-15879-21770-69759-12013-14836,2433-17408-7336-6308-6544-44025-3813-6804,easy
874100-328281-640040-1936637-1402714-573587-1835158-1935425,458946-279831-505626-88587-393988-25401-139039-853031,72410-242550-106094-173189-391672-26393-26302-403127,41176-46009-123918-62625-218222-9849-81077-157260,8081-24154-35989-30716-168242-9448-37689-149650,23402-22940-44498-25937-94574-5406-17636-101585,24189-11062-15879-21770-69759-12013-14836-102402,17408-7336-6308-6544-44025-3813-6804-35933,easy
328281-640040-1936637-1402714-573587-1835158-1935425-59328,279831-505626-88587-393988-25401-139039-853031-102714,242550-106094-173189-391672-26393-26302-403127-17157,46009-123918-62625-218222-9849-81077-157260-23355,24154-35989-30716-168242-9448-37689-149650-11178,22940-44498-25937-94574-5406-17636-101585-12026,11062-15879-21770-69759-12013-14836-102402-2219,7336-6308-6544-44025-3813-6804-35933-1145,easy
640040-1936637-1402714-573587-1835158-1935425-59328-217874,505626-88587-393988-25401-139039-853031-102714-91750,106094-173189-391672-26393-26302-403127-17157-38189,123918-62625-218222-9849-81077-157260-23355-22099,35989-30716-168242-9448-37689-149650-11178-6284,44498-25937-94574-5406-17636-101585-12026-10292,15879-21770-69759-12013-14836-102402-2219-8433,6308-6544-44025-3813-6804-35933-1145-1828,easy
1936637-1402714-573587-1835158-1935425-59328-217874-186784,88587-393988-25401-139039-853031-102714-91750-35146,173189-391672-26393-26302-403127-17157-38189-16820,62625-218222-9849-81077-157260-23355-22099-20959,30716-168242-9448-37689-149650-11178-6284-10938,25937-94574-5406-17636-101585-12026-10292-6356,21770-69759-12013-14836-102402-2219-8433-2101,6544-44025-3813-6804-35933-1145-1828-2174,easy
1402714-573587-1835158-1935425-59328-217874-186784-131734,393988-25401-139039-853031-102714-91750-35146-38753,391672-26393-26302-403127-17157-38189-16820-5665,218222-9849-81077-157260-23355-22099-20959-19885,168242-9448-37689-149650-11178-6284-10938-4989,94574-5406-17636-101585-12026-10292-6356-6788,69759-12013-14836-102402-2219-8433-2101-5224,44025-3813-6804-35933-1145-1828-2174-2265,easy
573587-1835158-1935425-59328-217874-186784-131734-45487,25401-139039-853031-102714-91750-35146-38753-111361,26393-26302-403127-17157-38189-16820-5665-15898,9849-81077-157260-23355-22099-20959-19885-4412,9448-37689-149650-11178-6284-10938-4989-9631,5406-17636-101585-12026-10292-6356-6788-7001,12013-14836-102402-2219-8433-2101-5224-2203,3813-6804-35933-1145-1828-2174-2265-2135,easy
1835158-1935425-59328-217874-186784-131734-45487-765018,139039-853031-102714-91750-35146-38753-111361-850712,26302-403127-17157-38189-16820-5665-15898-58281,81077-157260-23355-22099-20959-19885-4412-77383,37689-149650-11178-6284-10938-4989-9631-51256,17636-101585-12026-10292-6356-6788-7001-29139,14836-102402-2219-8433-2101-5224-2203-18604,6804-35933-1145-1828-2174-2265-2135-9463,easy
1935425-59328-217874-186784-131734-45487-765018-62731,853031-102714-91750-35146-38753-111361-850712-49255,403127-17157-38189-16820-5665-15898-58281-54397,157260-23355-22099-20959-19885-4412-77383-12803,149650-11178-6284-10938-4989-9631-51256-23195,101585-12026-10292-6356-6788-7001-29139-9369,102402-2219-8433-2101-5224-2203-18604-4213,35933-1145-1828-2174-2265-2135-9463-1025,easy
59328-217874-186784-131734-45487-765018-62731-1431955,102714-91750-35146-38753-111361-850712-49255-401455,17157-38189-16820-5665-15898-58281-54397-108625,23355-22099-20959-19885-4412-77383-12803-67006,11178-6284-10938-4989-9631-51256-23195-70078,12026-10292-6356-6788-7001-29139-9369-47618,2219-8433-2101-5224-2203-18604-4213-13275,1145-1828-2174-2265-2135-9463-1025-6092,hard
217874-186784-131734-45487-765018-62731-1431955-158831,91750-35146-38753-111361-850712-49255-401455-18612,38189-16820-5665-15898-58281-54397-108625-17698,22099-20959-19885-4412-77383-12803-67006-18185,6284-10938-4989-9631-51256-23195-70078-14740,10292-6356-6788-7001-29139-9369-47618-8019,8433-2101-5224-2203-18604-4213-13275-3696,1828-2174-2265-2135-9463-1025-6092-1988,easy
186784-131734-45487-765018-62731-1431955-158831-80045,35146-38753-111361-850712-49255-401455-18612-123161,16820-5665-15898-58281-54397-108625-17698-15199,20959-19885-4412-77383-12803-67006-18185-18946,10938-4989-9631-51256-23195-70078-14740-6863,6356-6788-7001-29139-9369-47618-8019-10359,2101-5224-2203-18604-4213-13275-3696-6168,2174-2265-2135-9463-1025-6092-1988-1976,easy
131734-45487-765018-62731-1431955-158831-80045-266572,38753-111361-850712-49255-401455-18612-123161-44909,5665-15898-58281-54397-108625-17698-15199-27443,19885-4412-77383-12803-67006-18185-18946-5719,4989-9631-51256-23195-70078-14740-6863-5166,6788-7001-29139-9369-47618-8019-10359-5956,5224-2203-18604-4213-13275-3696-6168-4317,2265-2135-9463-1025-6092-1988-1976-3653,easy
45487-765018-62731-1431955-158831-80045-266572-833429,111361-850712-49255-401455-18612-123161-44909-371452,15898-58281-54397-108625-17698-15199-27443-150342,4412-77383-12803-67006-18185-18946-5719-41446,9631-51256-23195-70078-14740-6863-5166-22258,7001-29139-9369-47618-8019-10359-5956-21329,2203-18604-4213-13275-3696-6168-4317-20130,2135-9463-1025-6092-1988-1976-3653-13080,easy
765018-62731-1431955-158831-80045-266572-833429-1398132,850712-49255-401455-18612-123161-44909-371452-111242,58281-54397-108625-17698-15199-27443-150342-30918,77383-12803-67006-18185-18946-5719-41446-9814,51256-23195-70078-14740-6863-5166-22258-10702,29139-9369-47618-8019-10359-5956-21329-3977,18604-4213-13275-3696-6168-4317-20130-2261,9463-1025-6092-1988-1976-3653-13080-1786,easy
62731-1431955-158831-80045-266572-833429-1398132-1429979,49255-401455-18612-123161-44909-371452-111242-334630,54397-108625-17698-15199-27443-150342-30918-29393,12803-67006-18185-18946-5719-41446-9814-101319,23195-70078-14740-6863-5166-22258-10702-14707,9369-47618-8019-10359-5956-21329-3977-33902,4213-13275-3696-6168-4317-20130-2261-12295,1025-6092-1988-1976-3653-13080-1786-19122,easy
1431955-158831-80045-266572-833429-1398132-1429979-1626436,401455-18612-123161-44909-371452-111242-334630-130193,108625-17698-15199-27443-150342-30918-29393-36967,67006-18185-18946-5719-41446-9814-101319-47037,70078-14740-6863-5166-22258-10702-14707-104729,47618-8019-10359-5956-21329-3977-33902-18771,13275-3696-6168-4317-20130-2261-12295-24714,6092-1988-1976-3653-13080-1786-19122-9415,easy
158831-80045-266572-833429-1398132-1429979-1626436-675253,18612-123161-44909-371452-111242-334630-130193-92270,17698-15199-27443-150342-30918-29393-36967-33507,18185-18946-5719-41446-9814-101319-47037-9560,14740-6863-5166-22258-10702-14707-104729-7945,8019-10359-5956-21329-3977-33902-18771-4947,3696-6168-4317-20130-2261-12295-24714-4146,1988-1976-3653-13080-1786-19122-9415-3125,easy
80045-266572-833429-1398132-1429979-1626436-675253-520894,123161-44909-371452-111242-334630-130193-92270-44192,15199-27443-150342-30918-29393-36967-33507-38874,18946-5719-41446-9814-101319-47037-9560-10763,6863-5166-22258-10702-14707-104729-7945-11189,10359-5956-21329-3977-33902-18771-4947-6998,6168-4317-20130-2261-12295-24714-4146-6403,1976-3653-13080-1786-19122-9415-3125-1533,easy
